"评论",""
"> 继《追风筝的人》占据纽约时报畅销书排行榜121周之后，卡勒德·胡赛尼带着这本优美动人、令人难忘的新书，再度走进我们的视线……《灿烂千阳》同样表现出卡勒德极高的叙事天分，它是一部“阿富汗30年历史的揪心记录，一部关于家庭、友谊、信念和因爱得救的极其动人的故事。”……胡赛尼让我们看到，女人对家庭的爱竟能够让她们投入不可思议的英雄般的自我救赎，而依凭对爱的回忆，就能让苦难中的女性活过沧桑。",""
"> 令人晕眩的伟大成就……关于不可宽恕的时代，不可能的友谊以及不可毁灭的爱。",""
"> **<div align=""right"">——《出版商周刊》</div>**",""
"> 很难想像还有比超越《追风筝的人》更艰难的事：作为一位无名作家的第一本小说，且描写的是一个大多数人都所知甚少的国度，《追风筝的人》在全球的销售量已奇迹般地高达600万册。然而，当卡勒德·胡赛尼的第二本小说《灿烂千阳》出现在亚马逊的时候，读者表现出前所未见的热情。一些读者认为，《灿烂千阳》甚至比《追风筝的人》更胜一筹，它更突出地体现了胡赛尼极具感染力的叙事能力，以及他对个人和国家悲剧的敏锐感受力。在这个以女性为主角的故事中，绝望与微弱的希望同时呈现。",""
"> **<div align=""right"">——亚马逊网站（Amazon.com）</div>**",""
"> 作者胡赛尼由此证明，在以畅销书扬名文坛之后，他有能力再完成一部成功的作品。……胡赛尼熟练地勾勒出了其故土在20世纪后期的历史。与此同时，他还描绘了微妙的、非常具有说服力的双重肖像。他的写作简单，朴实无华，但是他的故事却动人心弦。强力推荐。",""
"> **<div align=""right"">——《图书馆杂志》</div>**",""
"> 在以畅销书开场之后，胡赛尼继续回顾20世纪后期阿富汗的风貌。这一次，是通过两位女性的眼睛。……胡赛尼的第二本鸿篇巨制具有不可思议的悲剧风格，是对阿富汗的苦难与力量悲伤而又优美的告白。喜爱《追风筝的人》的读者，一定不能错过这一令人难忘的续作。",""
"> **<div align=""right"">——《书目报》</div>**",""
"> 不管书评怎么写，《灿烂千阳》肯定会大为畅销。但或许你有兴趣听听在下的意见。它是否和《追风筝的人》一样好?答案是不是。它更好。……《灿烂千阳》是通俗小说的精品，是一部有关勇敢、荣誉与宽容的书。",""
"> **<div align=""right"">——《华盛顿邮报》</div>**",""
"> 胡赛尼凭借其处女作《追风筝的人》一举成名，虽然他的第二本小说让其忠实读者苦苦等待，但《灿烂千阳》的确没有令他们失望。胡赛尼在小说中展现出了更为精湛的叙事才能，讲述了一个为了留住希望与快乐而作出必要牺牲、用爱的力量战胜恐惧的故事。真是精彩极了!",""
"> **<div align=""right"">——《纽约每日新闻》</div>**",""
"> 胡赛尼对于日常生活本质的洞察及对人类情感细致入微的刻画增添了小说的生动性与曲折性。……《灿烂千阳》不愧是胡赛尼继《追风筝的人》后的又一佳作。",""
