"en","zh"
"Which Was the Foolishest","谁的丈夫更蠢"
"by Andrew Lang","作者：安德鲁·朗格"
"In a little village that stood on a wide plain, where you could see the sun from the moment he rose to the moment he set, there lived two couples side by side.","在一片辽阔的平原上有一个小村庄，村子里并排住着两对夫妻。在平原上，你能看着太阳从升起到落下。"
"The men, who worked under the same master, were quite good friends, but the wives were always quarrelling, and the subject they quarrelled most about was—which of the two had the stupidest husband.","丈夫们为同一位雇主干活，是很好的朋友，但是妻子们却终日争吵，她们争论的话题往往是——谁的丈夫更蠢。"
"Unlike most women—who think that anything that belongs to them must be better than what belongs to anyone else—each thought her husband the more foolish of the two.","她们不像大多数女人那样——那些女人认为自己的东西一定要比别人的好——她们都认为自己的丈夫比对方的更蠢。"
"‘You should just see what he does!’ one said to her neighbour.","“你应该看看他做了些什么！”其中一个对她的邻居说，"
"‘He puts on the baby’s frock upside down, and, one day, I found him trying to feed her with boiling soup, and her mouth was scalded for days after.","“他总是会把女儿的连衣裙穿反了，而且，有一天，我看到他正试着给她喂滚烫的汤，弄得她的嘴被烫起了泡，好多天才好。"
"Then he picks up stones in the road and sows them instead of potatoes, and one day he wanted to go into the garden from the top window, because he declared it was a shorter way than through the door.’","还有，他把在路上捡的石头当作土豆播种下去；还有一天，他想从阁楼的窗户到花园里去，就因为他认为从这里走比从门走更近。”"
"‘That is bad enough, of course,’ answered the other; ‘but it is really NOTHING to what I have to endure every day from MY husband.","“当然，这真够笨的，”另一个回答说，“不过，这个和我每天要忍受的我丈夫的所作所为比起来就算不了什么了。"
"If, when I am busy, I ask him to go and feed the poultry, he is certain to give them some poisonous stuff instead of their proper food, and when I visit the yard next I find them all dead.","如果当我在忙的时候，我让他去喂鸡，他不喂鸡食反而喂些有毒的东西，当我到院子里的时候，发现它们全死了。"
"Once he even took my best bonnet, when I had gone away to my sick mother, and when I came back I found he had given it to the hen to lay her eggs in.","一次，我去看望我生病了的母亲，而他拿走了我最好的软帽，当我回来后才发现，他竟然让母鸡在里面下蛋。"
"And you know yourself that, only last week, when I sent him to buy a cask of butter, he returned driving a hundred and fifty ducks which someone had induced him to take, and not one of them would lay.’","你也知道的，就在上个星期，我让他去买一桶黄油，他却赶着一百五十只鸭子回来了，那是有人骗他买的，而且那么多鸭子里没有一只会下蛋。”"
"‘Yes, I am afraid he IS trying,’ replied the first; ‘but let us put them to the proof, and see which of them is the most foolish.’","“是的，我想他确实正在努力让它们下蛋吧，”第一个女人回答，“不过让我们证明看看，他们俩谁更蠢。”"
"So, about the time that she expected her husband home from work, she got out her spinning-wheel, and sat busily turning it, taking care not even to look up from her work when the man came in.","于是，第一个女人估摸着她丈夫差不多要回来了，就拿出她的纺纱车，坐在那里忙碌地摇着纺纱车，当她丈夫进来时，她故意头也不抬。"
"For some minutes he stood with his mouth open watching her, and as she still remained silent, he said at last:","他张着嘴盯着她，就那么站了好一会儿，可她还是保持沉默。最后他说："
"‘Have you gone mad, wife, that you sit spinning without anything on the wheel?’","“老婆，你疯了吧，轮子上什么也没有，你坐在那儿纺什么？”"
"‘YOU may think that there is nothing on it,’ answered she, ‘but I can assure you that there is a large skein of wool, so fine that nobody can see it, which will be woven into a coat for you.’","“可能你认为上面什么都没有，”她回答说，“但是我可以肯定的是，这里有一大卷羊毛，只是太细了，所以没有人看得见。我要用这些羊毛给你织一件外套。”"
"‘Dear me!’ he replied, ‘what a clever wife I have got!","“天啊！”他答道，“我有一个多么聪明的妻子呀！"
"If you had not told me I should never have known that there was any wool on the wheel at all.","要不是你告诉我，我绝对不会知道轮子上有羊毛。"
"But now I really do seem to see something.’","但是现在我好像真的能看到些了。”"
"The woman smiled and was silent, and after spinning busily for an hour more, she got up from her stoop, and began to weave as fast as she could.","女人笑了笑，没有说话，忙着又摇了一个小时的轮子，然后她直起身来，开始拼命地编织。"
"At last she got up, and said to her husband: ‘I am too tired to finish it to-night, so I shall go to bed, and to-morrow I shall only have the cutting and stitching to do.’","最后，她站起来，对她丈夫说：“我太累了，今晚做不完，我得上床休息了，明天就只要做些裁剪和缝制就好了。”"
"So the next morning she got up early, and after she had cleaned her house, and fed her chickens, and put everything in its place again, she bent over the kitchen table, and the sound of her big scissors might be heard snip! snap! as far as the garden.","因此第二天早上，她很早就起床了，打扫完屋子，喂过了鸡，把所有的东西都归了位之后，她俯身在厨房的桌子上，挥舞着大剪刀开始裁剪，在院子里都可以听到咔嚓咔嚓的声音。"
"Her husband could not see anything to snip at; but then he was so stupid that was not surprising!","她的丈夫看不到任何可以剪的东西，但是他太蠢了，居然一点儿也不惊讶！"
"After the cutting came the sewing.","裁剪完了之后是缝制。"
"The woman patted and pinned and fixed and joined, and then, turning to the man, she said:","妻子拍拍钉钉，缝缝合合，然后转过身对着丈夫说："
"‘Now it is ready for you to try on.’","“现在做好了，你来穿上试试。”"
"And she made him take off his coat, and stand up in front of her, and once more she patted an pinned and fixed and joined, and was very careful in smoothing out every wrinkle.","接着她让他脱下外套，站在她的前面。她又拍拍拽拽，缝缝合合，很仔细地整平每一个褶皱。"
"‘It does not feel very warm,’ observed the man at last, when he had borne all this patiently for a long time.","“感觉不是很暖和。”丈夫忍耐了许久，最后终于开口了。"
"‘That is because it is so fine,’ answered she; ‘you do not want it to be as thick as the rough clothes you wear every day.’","“那是因为它太细了，”她回答，“你不会想让它和你每天穿的粗糙的外套一样厚吧。”"
"He DID, but was ashamed to say so, and only answered: ‘Well, I am sure it must be beautiful since you say so, and I shall be smarter than anyone in the whole village.","他确实是这么想的，但是他羞于承认，只能回答说：“哦，既然你这么说，衣服肯定很美，我要比村子里的其他任何人都潇洒。"
"“What a splendid coat!” they will exclaim when they see me.","当他们看到我时，他们会说：‘多美的外套呀！’"
"But it is not everybody who has a wife as clever as mine.’","但是，不是人人都有一个像我老婆这样聪明的老婆。”"
"Meanwhile the other wife was not idle.","同时，另一个妻子也没闲着。"
"As soon as her husband entered she looked at him with such a look of terror that the poor man was quite frightened.","她的丈夫一进门，她就神情非常阴沉地看着他，让这个可怜的男人感觉十分害怕。"
"‘Why do you stare at me so?","“你干嘛这样盯着我？"
