"en","zh"
"The Story of the Yara","亚拉的故事"
"by Andrew Lang","作者：安德鲁•朗格"
"Down in the south, where the sun shines so hotly that everything and everybody sleeps all day, and even the great forests seem silent, except early in the morning and late in the evening—down in this country there once lived a young man and a maiden.","在南方，太阳非常火辣，人和万物整天都在睡觉，就连大森林都看上去静悄悄的，只有每天清晨和傍晚是个例外——在这个村庄曾经生活着一个小伙子和一个少女。"
"The girl had been born in the town, and had scarcely ever left it; but the young man was a native of another country, and had only come to the city near the great river because he could find no work to do where he was.","女孩出生在城市，几乎没有离开过那里；而小伙子却是另一个国家的人，他来到这座位于大河附近的城市，只因为他在自己的国家找不到工作。"
"A few months after his arrival, when the days were cooler, and the people did not sleep so much as usual, a great feast was held a little way out of the town, and to this feast everyone flocked from thirty miles and more.","在他来到这个城市的几个月后，天气变得比较凉爽了，人们也不像平时那样睡得那么多了。在离城市不远的地方举行了一场盛大的宴会，大家都从三十英里之外或更远的地方赶来参加。"
"Some walked and some rode, some came in beautiful golden coaches; but all had on splendid dresses of red or blue, while wreaths of flowers rested on their hair.","有些人步行，有些人骑马，还有些人坐着漂亮的金色马车；但所有人都穿着华丽的红衣服或蓝衣服，头上戴着花环。"
"It was the first time that the youth had been present on such an occasion, and he stood silently aside watching the graceful dances and the pretty games played by the young people.","这个小伙子第一次出席这样的场合，他静静地站在一边，观看年轻人优雅的舞姿和他们玩的可爱小游戏。"
"And as he watched, he noticed one girl, dressed in white with scarlet pomegranates in her hair, who seemed to him lovelier than all the rest.","在他观看的时候，他注意到一个身穿白衣、头戴绯红色石榴花的女孩，在小伙子眼里，她比其他人都可爱。"
"When the feast was over, and the young man returned home, his manner was so strange that it drew the attention of all his friends.","宴会结束后，小伙子回到家里，他的举止非常奇怪，怪得引起了他所有朋友的注意。"
"Through his work next day the youth continued to see the girl’s face, throwing the ball to her companions, or threading her way between them as she danced.","第二天工作的时候，小伙子老是看到女孩的脸，看到她向她的伙伴们抛球，或是跳舞的时候在她们中间穿梭。"
"At night sleep fled from him, and after tossing for hours on his bed, he would get up and plunge into a deep pool that lay a little way in the forest.","晚上，睡意从他身边溜走，在床上辗转反侧几个小时后，他就会起床，来到森林里不远处的一个深水池塘，一头扎进去。"
"This state of things went on for some weeks, then at last chance favoured him.","事情就这样持续了几个星期，然后机会最终垂青了他。"
"One evening, as he was passing near the house where she lived, he saw her standing with her back to the wall, trying to beat off with her fan the attacks of a savage dog that was leaping at her throat.","一天晚上，当他经过女孩家附近的时候，他看见她站在那里，后背贴着墙，正试图用扇子赶跑一只野狗，那狗正要向她的喉咙扑过去。"
"Alonzo, for such was his name, sprang forward, and with one blow of his fist stretched the creature dead upon the road.","阿朗佐，这就是他的名字，他冲上去，一拳就把那只畜生打死在地。"
"He then helped the frightened and half-fainting girl into the large cool verandah where her parents were sitting, and from that hour he was a welcome guest in the house, and it was not long before he was the promised husband of Julia.","然后他把受了惊吓的、处于半昏迷状态的女孩送到一个凉快的大走廊，女孩的父母正坐在那里。从那时起，他就成了那家受欢迎的客人，不久以后，他就成了朱莉娅的未婚夫。"
"Every day, when his work was done, he used to go up to the house, half hidden among flowering plants and brilliant creepers, where humming-birds darted from bush to bush, and parrots of all colours, red and green and grey, shrieked in chorus.","每天，工作结束后，他就常去她家里。房子半掩在鲜花盛开的植物与鲜艳的藤蔓中，蜂鸟在树丛中飞来飞去，各种颜色的鹦鹉，红的、绿的和灰的，也尖声合唱着。"
"There he would find the maiden waiting for him, and they would spend an hour or two under the stars, which looked so large and bright that you felt as if you could almost touch them.","在那里，他会找到正在等待他的少女，他们一起在星空下呆上一两个小时，星星看上去又大又亮，给人一种触手可及的感觉。"
"‘What did you do last night after you went home?’ suddenly asked the girl one evening.","“昨天晚上你回家后做什么了？”一天晚上，女孩突然问道。"
"‘Just the same as I always do,’ answered he.","“就和我平常做的一样啊，”他答道，"
"‘It was too hot to sleep, so it was no use going to bed, and I walked straight of to the forest and bathed in one of those deep dark pools at the edge of the river.","“天太热了，睡不着觉，所以上床也没用，我就直接去了森林，在河边的那些又深又黑的水塘里洗了个澡。"
"I have been there constantly for several months, but last night a strange thing happened.","我经常去那里，已经有好几个月了，但昨天晚上发生了一件怪事。"
"I was taking my last plunge, when I heard—sometimes from one side, and sometimes from another—the sound of a voice singing more sweetly than any nightingale, though I could not catch any words.","我正要扎最后一个猛子的时候，听到了——有时从这边，有时从那边——一阵歌声，这唱歌的声音比任何一只夜莺的歌声都甜美，尽管我没能听清楚任何一个词。"
"I left the pool, and, dressing myself as fast as I could, I searched every bush and tree round the water, as I fancied that perhaps it was my friend who was playing a trick on me, but there was not a creature to be seen; and when I reached home I found my friend fast asleep.’","我赶紧穿上衣服，离开水塘，我找遍了水塘附近的每个灌木丛和每棵树，因为我猜想或许这是我的朋友在和我开玩笑，但我连一只动物都没看到。而且回到家后，我发现我的朋友都睡得正香。”"
"As Julia listened her face grew deadly white, and her whole body shivered as if with cold.","听到他的故事，茱莉娅的脸色变得惨白，她好像很冷，整个身体一直在发抖。"
"From her childhood she had heard stories of the terrible beings that lived in the forests and were hidden under the banks of the rivers, and could only be kept off by powerful charms.","从童年时代起，她就听过关于可怕怪物的故事，怪物们住在森林里，藏在河岸下，只有法力无边的护身符才能驱赶他们。"
"Could the voice which had bewitched Alonzo have come from one of these?","那蛊惑阿朗佐的声音会是来自其中的一个怪物吗？"
"Perhaps, who knows, it might be the voice of the dreaded Yara herself, who sought young men on the eve of their marriage as her prey.","或许，谁知道呢，那可能就是令人恐惧的亚拉本人的声音，她在年轻人结婚的前夜来寻找他们作为猎物。"
"For a moment the girl sat choked with fear, as these thoughts rushed through her; then she said: ‘Alonzo, will you promise something?’","女孩坐在那里，这些念头在她脑海里匆匆闪过，好一会儿都害怕得说不出话来。然后，她说道：“阿朗佐，你能答应我件事吗？”"
"‘What is that?’ asked he.","“什么事？”他问。"
"‘It is something that has to do with our future happiness.’","“这件事和我们将来的幸福有关。”"
"‘Oh! it is serious, then?","“哦，那么，是很严重吧？"
"Well, of course I promise.","好吧，我当然会答应你。"
"Now tell me!’","现在告诉我吧！”"
"‘I want you to promise,’ she answered, lowering her voice to a whisper, ‘never to bathe in those pools again.’","“我想要你答应我，”她回答道，压低了声音悄悄说，“再别去那些水塘游泳了。”"
"‘But why not, queen of my soul; have I not gone there always, and nothing has harmed me, flower of my heart?’","“但为什么不能呢，我灵魂的女王？我不是一直都去那儿的吗？还没有东西伤害过我呀，我心中的花朵。”"
"‘No; but perhaps something will.","“确实没有，但也许将来会有。"
"If you will not promise I shall go mad with fright.","如果你不答应我，我会害怕得发疯的。"
"Promise me.’","答应我吧。”"
"‘Why, what is the matter?","“为什么，出了什么事？"
"You look so pale!","你的脸色如此苍白！"
"Tell me why you are so frightened?’","告诉我，你为什么这么害怕？”"
"‘Did you not hear the song?’ she asked, trembling.","“你难道没听到歌声吗？”她问道，身体颤抖着。"
"‘Suppose I did, how could that hurt me?","“就算我听到了，那怎么能伤害我呢？"
"It was the loveliest song I ever heard!’","那是我听过的最美妙的歌声了！”"
"‘Yes, and after the song will come the apparition; and after that— after that—’","“是的，歌声过后，妖怪就来了，再后来——再后来——”"
"‘I don’t understand.","“我不明白。"
"Well—after that?’","那么——再后来呢？”"
"‘After that—death.’","“再后来——就是死亡。”"
"Alonzo stared at her.","阿朗佐盯着她。"
"Had she really gone mad?","难道她真的疯了？"
"Such talk was very unlike Julia; but before he could collect his senses the girl spoke again:","这样的话一点儿都不像朱莉娅说的。但他还没醒过神来，女孩又说话了："
"‘That is the reason why I implore you never to go there again; at any rate till after we are married.’","“那就是我恳求你别再去那儿的原因。无论如何，等到我们结婚后你再去那儿吧。”"
"‘And what difference will our marriage make?’","“我们的婚姻对这件事有什么影响吗？”"
"‘Oh, there will be no danger then; you can go to bathe as often as you like!’","“哦，那时候就不会有危险了，你可以想去洗几次就去几次。”"
"‘But tell me why you are so afraid?’","“但是，告诉我为什么你这么害怕？”"
"‘Because the voice you heard—I know you will laugh, but it is quite true—it was the voice of the Yara.’","“因为你听到的声音——我知道你会笑我，但那的确是真的——那是亚拉的声音。”"
"At these words Alonzo burst into a shout of laughter; but it sounded so harsh and loud that Julia shrank away shuddering.","听到这些话，阿朗佐大笑了起来，但他的笑声非常刺耳、大声，听得朱莉娅颤抖着缩到了一边。"
"It seemed as if he could not stop himself, and the more he laughed the paler the poor girl became, murmuring to herself as she watched him:","看起来他笑得停不下来了，而且他笑得越厉害，女孩的脸就越苍白，她一边注视着他，一边喃喃自语道："
"‘Oh, heaven! you have seen her! you have seen her! what shall I do?’","“哦，老天！你看到她了！你看到她了！我该怎么办呢？”"
"Faint as was her whisper, it reached the ears of Alonzo, who, though he still could not speak for laughing, shook his head.","尽管她的话非常微弱，但还是被阿朗佐听到了，因为还在笑的缘故，他没法说话，就摇了摇头。"
"‘You may not know it, but it is true.","“你也许不知道，但它是真的。"
"Nobody who has not seen the Yara laughs like that.’","没有见过亚拉的人是不会笑成那样的。”"
" And Julia flung herself on the ground weeping bitterly.","朱莉娅扑倒在地，伤心地哭着。"
"At this sight Alonzo became suddenly grave, and kneeling by her side, gently raised her up.","看到这一幕，阿朗佐突然变得严肃起来，他跪在她身边，温柔地把她扶起来。"
"‘Do not cry so, my angel,’ he said, ‘I will promise anything you please.","“不要这样哭了，我的天使，”他说，“只要你高兴，我什么事都答应你。"
"Only let me see you smile again.’","只要让我再看到你的笑容。”"
"With a great effort Julia checked her sobs, and rose to her feet.","朱莉娅好不容易止住了抽泣，站起身来。"
"‘Thank you,’ she answered.","“谢谢你，”她回答道，"
"‘My heart grows lighter as you say that!","“你那样说，我心里舒服多了！"
"I know you will try to keep your word and to stay away from the forest.","我知道你会尽力信守承诺，远离那个森林的。"
"But—the power of the Yara is very strong, and the sound of her voice is apt to make men forget everything else in the world.","但是——亚拉的法力非常强大，她的声音很容易让男人忘记世上一切其他的东西。"
"Oh, I have seen it, and more than one betrothed maiden lives alone, broken-hearted.","哦，我看到过的，不止一个订过婚的少女带着破碎的心独自生活。"
"If ever you should return to the pool where you first heard the voice, promise me that you will at least take this with you.’","如果你再去那个你第一次听到歌声的水塘，答应我，你至少要把这个带在身上。”"
" And opening a curiously carved box, she took out a sea-shell shot with many colours, and sang a song softly into it.","她打开了一个有着奇特雕刻的盒子，从中拿出一个多彩的贝壳，对着它轻轻地唱了一首歌。"
"‘The moment you hear the Yara’s voice,’ said she, ‘put this to your ear, and you will hear my song instead.","“你一听到亚拉的声音，”她说，“就把这个放到你的耳边，这样你就会改听到我的歌声了。"
"Perhaps—I do not know for certain—but perhaps, I may be stronger than the Yara.’","或许——我不敢肯定——但也许，我可能比亚拉更强大。”"
"It was late that night when Alonzo returned home.","阿朗佐回到家时已经是深夜了。"
"The moon was shining on the distant river, which looked cool and inviting, and the trees of the forest seemed to stretch out their arms and beckon him near.","月亮照着远处的河流，看上去凉爽诱人，森林中的树木好像在伸出双臂，召唤他走近些。"
"But the young man steadily turned his face in the other direction, and went home to bed.","但小伙子坚定地把脸转向另外的方向，回家上床睡觉了。"
"The struggle had been hard, but Alonzo had his reward next day in the joy and relief with which Julia greeted him.","这种挣扎非常艰难，但阿朗佐第二天就得到了回报，朱莉娅喜悦又欣慰地迎接了他。"
"He assured her that having overcome the temptation once the danger was now over; but she, knowing better than he did the magic of the Yara’s face and voice, did not fail to make him repeat his promise when he went away.","他向她保证，既然他已经抵挡住了第一次诱惑，那么危险就过去了。但朱莉娅比他更清楚亚拉面孔和声音的魔力，在他离开时，她还不忘让他重复一遍他的诺言。"
"For three nights Alonzo kept his word, not because he believed in the Yara, for he thought that the tales about her were all nonsense, but because he could not bear the tears with which he knew that Julia would greet him, if he confessed that he had returned to the forest.","接连三个晚上，阿朗佐都恪守承诺，这并不是因为他相信亚拉的存在，他觉得有关亚拉的故事全是一派胡言，而是因为他不忍心看到，如果他承认自己去过森林，朱莉娅见他的时候就会眼泪汪汪的。"
"But, in spite of this, the song rang in his ears, and daily grew louder.","但是，尽管如此，歌声还是在他耳边响起，而且声音一天比一天大。"
