"en","zh"
"The Sacred Milk of Koumongoe","科蒙戈树的神圣汁液"
"by Andrew Lang","作者：安德鲁·朗格"
"Far way, in a very hot country, there once lived a man and woman who had two children, a son named Koane and a daughter called Thakane.","在很远的地方有个非常炎热的国家，那里曾住着一男一女，他们有两个孩子，儿子叫科安，女儿叫塞坎。"
"Early in the morning and late in the evenings the parents worked hard in the fields, resting, when the sun was high, under the shade of some tree.","这对父母在地里从早到晚都在辛勤劳作。当艳阳高照的时候，他们就在树阴下休息。"
"While they were absent the little girl kept house alone, for her brother always got up before the dawn, when the air was fresh and cool, and drove out the cattle to the sweetest patches of grass he could find.","当他们不在家的时候，小女孩就独自料理家务，因为她的哥哥总是在破晓之前就起床，那时的空气又新鲜又凉爽，他把牛群赶出屋子，到他能找到的最甘美的草地去放牧。"
"One day, when Koane had slept later than usual, his father and mother went to their work before him, and there was only Thakane to be seen busy making the bread for supper.","一天，科安比平时起得晚了一点儿，他的父母已经在他之前去劳作了，于是他只看到塞坎在忙着做面包当晚餐。"
"‘Thakane,’ he said, ‘I am thirsty.","“塞坎，”他说，“我渴了。"
"Give me a drink from the tree Koumongoe, which has the best milk in the world.’","给我喝一点儿科蒙戈树的汁液吧，这种树的汁液是世界上最好的。”"
"‘Oh, Koane,’ cried his sister, ‘you know that we are forbidden to touch that tree.","“噢，科安，”他的妹妹喊了起来，“你知道，我们不能碰那棵树。"
"What would father say when he came home?","爸爸回家的时候会说什么？"
"For he would be sure to know.’","只要我们碰了那棵树，他一定会知道的。”"
"‘Nonsense,’ replied Koane, ‘there is so much milk in Koumongoe that he will never miss a little.","“胡说，”科安答道，“科蒙戈树有那么多的汁液，他绝对不会注意到少了一点儿的。"
"If you won’t give it to me, I shan’t take the cattle out.","如果你不给我喝，那我就不出去放牛。"
"They will just have to stay all day in the hut, and you know that they will starve.’","这些牛群就得整天呆在小屋里，你知道它们会挨饿的。”"
" And he turned from her in a rage, and sat down in the corner.","于是他一怒之下转过身去，背朝着她，坐在了角落里。"
"After a while Thakane said to him: ‘It is getting hot, had you better drive out the cattle now?’","过了一会儿，塞坎对他说：“天变热了，你是不是最好该出去放牛了？”"
"But Koane only answered sulkily: ‘I told you I am not going to drive them out at all.","但科安只是闷闷不乐地答道：“我已经告诉你了，我决不会出去放牛。"
"If I have to do without milk, they shall do without grass.’","如果我喝不到汁液，那它们也吃不到草。”"
"Thakane did not know what to do.","塞坎有些不知所措。"
"She was afraid to disobey her parents, who would most likely beat her, yet the beasts would be sure to suffer if they were kept in, and she would perhaps be beaten for that too.","她不敢违抗父母，他们很可能会因此打她，但如果牲口呆在小屋内肯定会挨饿，她还是可能会因此而挨打。"
"So at last she took an axe and a tiny earthen bowl, she cut a very small hole in the side of Koumongoe, and out gushed enough milk to fill the bowl.","所以她最终拿了一柄斧头和一个小钵，在科蒙戈树的侧面切了一个小小的口子，让汁液涌了出来，装满了小钵。"
"‘Here is the milk you wanted,’ said she, going up to Koane, who was still sulking in his corner.","“这是你要的汁液。”她一边说一边向科安走去。科安还坐在角落，生着闷气。"
"‘What is the use of that?’ grumbled Koane; ‘why, there is not enough to drown a fly.","“就这点儿有什么用？”科安嘟囔着说，“哎呀，这还不够淹死一只苍蝇呢。"
"Go and get me three times as much!’","去给我弄三倍的汁液过来！”"
"Trembling with fright, Thakane returned to the tree, and struck it a sharp blow with the axe.","塞坎很害怕，她发抖着走到科蒙戈树前，用斧子重重地砍了一下。"
"In an instant there poured forth such a stream of milk that it ran like a river into the hut.","一股树汁立刻源源不断地涌了出来，像一条小河一样流进了小屋。"
"‘Koane!","“科安！"
"Koane!’ cried she, ‘come and help me to plug up the hole.","科安！”她喊道，“快过来帮我堵上这个洞。"
"There will be no milk left for our father and mother.’","这样下去的话，汁液会流光的，爸妈就没有汁液可以喝了。”"
" But Koane could not stop it any more than Thakane, and soon the milk was flowing through the hut downhill towards their parents in the fields below.","但科安也和塞坎一样，没法阻止汁液从科蒙戈树里流出来。很快，汁液就穿过小屋，向山下他们父母劳作的田野流去。"
"The man saw a white stream a long way off, and guessed what had happened.","男人看到远处一股白色的液体像河流般涌下来，猜到发生了什么事。"
"‘Wife, wife,’ he called loudly to the woman, who was working at a little distance: ‘Do you see Koumongoe running fast down the hill?","“老婆，老婆，”他大声对在不远处劳作的妻子喊道，“你有没有看到山上有科蒙戈树的汁液流下来，还流得很快？"
"That is some mischief of the children’s, I am sure.","我确信这是孩子们的恶作剧。"
"I must go home and find out what is the matter.’","我必须回家看看发生了什么事。”"
" And they both threw down their hoes and hurried to the side of Koumongoe.","于是他们两人扔下锄头，急匆匆地赶到科蒙戈树旁边。"
"Kneeling on the grass, the man and his wife made a cup of their hands and drank the milk from it.","男人和他的妻子跪在草地上，双手作杯，掬起汁液喝了起来。"
"And no sooner had they done this, than Koumongoe flowed back again up the hill, and entered the hut.","他们刚喝到汁液，科蒙戈树的汁液就立刻流回了山上，回到了小屋内。"
"‘Thakane,’ said the parents, severely, when they reached home panting from the heat of the sun, ‘what have you been doing?","“塞坎，”父母回到家时被骄阳晒得直喘气，他们严厉地责问道，“你都做了些什么？"
"Why did Koumongoe come to us in the fields instead of staying in the garden?’","为什么科蒙戈树的汁液流向了我们的田野，而不是留在花园中？”"
"‘It was Koane’s fault,’ answered Thakane.","“是科安的错，”塞坎答道，"
"‘He would not take the cattle to feed until he drank some of the milk from Koumongoe.","“他喝不到科蒙戈树的汁液就不愿意去放牛。"
"So, as I did not know what else to do, I gave it to him.’","我不知道我还能怎么办，所以我只好给了他科蒙戈树的汁液。”"
"The father listened to Thakane’s words, but made no answer.","父亲听了塞坎的话，但没有回答。"
