"en","zh"
"How Some Wild Animals Became Tame Ones","一些野生动物是怎样被驯服的"
"by Andrew Lang","作者：安德鲁·朗格"
"Once upon a time there lived a miller who was so rich that, when he was going to be married, he asked to the feast not only his own friends but also the wild animals who dwelt in the hills and woods round about.","从前，有一个磨坊主，相当富有，当他要结婚的时候，他不仅宴请了他的朋友，也宴请了那些居住在小山和树林附近的野生动物。"
"The chief of the bears, the wolves, the foxes, the horses, the cows, the goats, the sheep, and the reindeer, all received invitations; and as they were not accustomed to weddings they were greatly pleased and flattered, and sent back messages in the politest language that they would certainly be there.","熊的首领、狼、狐狸、马、奶牛、山羊、绵羊和驯鹿都收到了邀请函；它们并不常参加婚礼，所以它们非常高兴，而且感到荣幸，并用最礼貌的语言回信，表示它们一定会到场。"
"The first to start on the morning of the wedding-day was the bear, who always liked to be punctual; and, besides, he had a long way to go, and his hair, being so thick and rough, needed a good brushing before it was fit to be seen at a party.","在婚礼当天的早晨，第一个出发的是熊，它总是喜欢准时；此外，它有很长的路要走，它的毛发非常浓厚粗糙，需要好好刷洗一番，才适合参加派对。"
"However, he took care to awaken very early, and set off down the road with a light heart.","不管怎样，它很早就醒了，轻松愉快地沿路出发了。"
"Before he had walked very far he met a boy who came whistling along, hitting at the tops of the flowers with a stick.","还没走很远，它就碰到了一个男孩，他一路吹着口哨走过来，并用一根棍子敲打着花的顶端。"
"‘Where are you going?’ said he, looking at the bear in surprise, for he was an old acquaintance, and not generally so smart.","“你去哪儿啊？”他说，惊奇地望着熊，毕竟它是老熟人了，也不是很精明。"
"‘Oh, just to the miller’s marriage,’ answered the bear carelessly.","“噢，只是去参加磨坊主的婚礼，”熊漫不经心地回答，"
"‘Of course, I would much rather stay at home, but the miller was so anxious I should be there that I really could not refuse.’","“当然啦，我是宁愿呆在家里的，但是磨坊主迫切地希望我能去那儿，所以我真的不好拒绝。”"
"‘Don’t go, don’t go!’ cried the boy.","“不要去，不要去！”男孩喊道，"
"‘If you do you will never come back!","“如果你去的话，你将永远回不来了！"
"You have got the most beautiful skin in the world—just the kind that everyone is wanting, and they will be sure to kill you and strip you of it.’","你拥有世界上最漂亮的皮——正是每个人想要的那种，他们一定会杀了你，剥了你的皮的。”"
"‘I had not thought of that,’ said the bear, whose face turned white, only nobody could see it.","“我没有想到那点。”熊说。它的脸色发白，不过没有人看到，"
"‘If you are certain that they would be so wicked—but perhaps you are jealous because nobody has invited you?’","“如果你肯定他们会是如此邪恶——但也许是因为你嫉妒，因为没有人邀请你？”"
"‘Oh, nonsense!’ replied the boy angrily, ‘do as you see.","“哎呀，胡说！”男孩气愤地回答，“你看着办吧！"
"It is your skin, and not mine; I don’t care what becomes of it!’","反正是你的皮，不是我的；我才不在意它会怎样呢！”"
"And he walked quickly on with his head in the air.","他昂着头，继续快速地往前走。"
