"zh","en"
"水晶蛋","The Crystal Egg"
"水晶蛋","The Crystal Egg"
"作者：H. G. 韦尔斯","by H. G. Wells"
"一年前，在七盘商业区附近还有一家看起来很脏的小店。店招牌上写着“C. 凯夫，博物学家和古董经销商”的字样。这些字历经风吹雨打，已经泛黄了。橱窗里陈列了一些稀奇古怪、五颜六色的东西。这里有一些象牙，一副不完整的象棋，一些念珠和武器，一盒眼珠，两只老虎头骨，一只人头骨，几只布满虫蛀痕迹的猴子标本（其中一只拿着一盏灯），一个旧式的柜子，一只好像是沾满蝇卵的鸵鸟蛋，一些钓鱼工具，以及一只脏兮兮的空玻璃鱼缸。在故事开始的时候，还有一大块水晶。这水晶被做成鸡蛋的形状，而且被磨得闪闪发光。有两个人站在橱窗外，正看着这只水晶蛋。其中一个又高又瘦，是个牧师，另一个是位长着黑胡子的年轻人。他肤色黝黑，穿着并不引人注意。这个肤色黝黑的年轻人一边说话一边急切地打着手势，似乎急着想让他的同伴买下这个东西。","There was, until a year ago, a little and very grimy-looking shop near Seven Dials, over which, in weather-worn yellow lettering, the name of “C. Cave, Naturalist and Dealer in Antiquities,” was inscribed.The contents of its window were curiously variegated.They comprised some elephant tusks and an imperfect set of chessmen, beads and weapons, a box of eyes, two skulls of tigers and one human, several moth-eaten stuffed monkeys (one holding a lamp), an old-fashioned cabinet, a fly-blown ostrich egg or so, some fishing-tackle, and an extraordinarily dirty, empty glass fish-tank.There was also, at the moment the story begins, a mass of crystal, worked into the shape of an egg and brilliantly polished.And at that two people who stood outside the window were looking, one of them a tall, thin clergyman, the other a black-bearded young man of dusky complexion and unobtrusive costume.The dusky young man spoke with eager gesticulation, and seemed anxious for his companion to purchase the article."
"当他们站在那儿的时候，凯夫先生走进他的店里，胡子上还晃动着吃茶点时沾上的面包屑和奶油。当他看见这两个人，发现他们正盯着那个水晶蛋时，他的脸色沉了下来。他面带愧色地朝身后看了一眼，然后轻轻地关上了门。他是个小个子老头，脸色苍白，一双蓝眼睛却格外水灵，头发呈暗灰色。他身穿一件破旧的蓝大衣，头戴一顶老旧的丝绸帽子，脚蹬一双脚后跟处被磨掉许多的软拖鞋。那两个人谈话的时候，他一直在看着他们。牧师把手伸进裤兜深处，摸到了一把钱，满意地咧嘴笑了起来。当他们走进店里时，凯夫先生似乎更加沮丧了。","While they were there, Mr. Cave came into his shop, his beard still wagging with the bread and butter of his tea.When he saw these men and the object of their regard, his countenance fell.He glanced guiltily over his shoulder, and softly shut the door.He was a little old man, with pale face and peculiar watery blue eyes; his hair was a dirty grey, and he wore a shabby blue frock-coat, an ancient silk hat, and carpet slippers very much down at heel.He remained watching the two men as they talked.The clergyman went deep into his trouser pocket, examined a handful of money, and showed his teeth in an agreeable smile.Mr. Cave seemed still more depressed when they came into the shop."
"牧师没说什么客套话，直接问起这只水晶蛋的价格来。凯夫先生紧张地朝通往客厅那边的门看了一眼，然后说卖五英镑。牧师向他的同伴以及凯夫先生表示反对，说这个价格太高了——确实，这个价格比凯夫先生当初进货时想要卖出的价格高出了许多——然后他们就开始讨价还价起来。凯夫先生走到店门口，把门打开了。“就卖五英镑了。”他说道。仿佛他想省去麻烦，不想继续这种没有意义的争论。那扇通往客厅的门上半部是玻璃镶板，玻璃上遮着窗帘。就在这时，一个女人的上半张脸出现在窗帘上方，好奇地盯着这两位顾客。“就卖五英镑。”凯夫先生说道。他的声音在发颤。","The clergyman, without any ceremony, asked the price of the crystal egg.Mr. Cave glanced nervously towards the door leading into the parlour, and said five pounds.The clergyman protested that the price was high, to his companion as well as to Mr. Cave—it was, indeed, very much more than Mr. Cave had intended to ask when he had stocked the article—and an attempt at bargaining ensued.Mr. Cave stepped to the shop door, and held it open.“Five pounds is my price,” he said, as though he wished to save himself the trouble of unprofitable discussion.As he did so, the upper portion of a woman’s face appeared above the blind in the glass upper panel of the door leading into the parlour, and stared curiously at the two customers.“Five pounds is my price,” said Mr. Cave, with a quiver in his voice."
"那个面色黝黑的年轻人一直保持着旁观者的姿态，两眼敏锐地盯着凯夫先生。这时他说话了。“给他五英镑。”他说。牧师瞥了他一眼，看看他是不是认真的。当他再次转向凯夫先生时，他发现凯夫先生脸色苍白。“那可是一大笔钱。”牧师说着把手伸进裤兜，开始数钱。他只有三十个先令，于是只能求助那个看上去跟他关系很亲密的同伴。这让凯夫先生有机会整理一下自己的思绪。然后他开始焦躁不安地解释说其实这块水晶并不完全是拿来卖的。他的两位顾客自然感到很奇怪，便问他为什么不在开始讨价还价前说清楚。凯夫先生变得颠三倒四起来，但是他坚持自己的说法，说这块水晶今天下午不卖，已经有人说要来买它了。这两位顾客认为他这样说只是想进一步抬高价格，便做出要离开商店的样子。但就在这时，通往客厅的那扇门打开了，那个留着深色刘海，张着一双小眼睛的女人出现了。","The swarthy young man had so far remained a spectator, watching Cave keenly.Now he spoke.“Give him five pounds,” he said.The clergyman glanced at him to see if he were in earnest, and when he looked at Mr. Cave again, he saw that the latter’s face was white.“It’s a lot of money,” said the clergyman, and, diving into his pocket, began counting his resources.He had little more than thirty shillings, and he appealed to his companion, with whom he seemed to be on terms of considerable intimacy.This gave Mr. Cave an opportunity of collecting his thoughts, and he began to explain in an agitated manner that the crystal was not, as a matter of fact, entirely free for sale.His two customers were naturally surprised at this, and inquired why he had not thought of that before he began to bargain.Mr. Cave became confused, but he stuck to his story, that the crystal was not in the market that afternoon, that a probable purchaser of it had already appeared.The two, treating this as an attempt to raise the price still further, made as if they would leave the shop.But at this point the parlour door opened, and the owner of the dark fringe and the little eyes appeared."
"这是个面色粗糙、体态肥胖的女人，比凯夫先生年轻，却比他魁梧得多。她费劲地走过来，脸涨得通红。“那块水晶可以卖。”她说，“五英镑对它来说是个不错的价钱。我不知道你在想什么，凯夫，竟然不接受这位绅士的出价！”","She was a coarse-featured, corpulent woman, younger and very much larger than Mr. Cave; she walked heavily, and her face was flushed.“That crystal is for sale,” she said.“And five pounds is a good enough price for it.I can’t think what you’re about, Cave, not to take the gentleman’s offer!”"
"她的突然闯入让凯夫先生感到极其心烦意乱。他从眼镜框上愤怒地看着她，坚称他有权用自己的方式来打理他的生意，虽然他说这话时并不是很有底气。随后一场争吵便开始了。这两位顾客饶有兴致地看着他们争吵，偶尔还给凯夫夫人出出主意。凯夫先生被逼急了，坚持说那天上午有人来问过这块水晶，他说得稀里糊涂，让人无法相信，而他焦躁的心情也让他痛苦不堪。但是他仍然极其固执地坚持着自己的说法。最后还是那位年轻的东方人结束了这场奇怪的争论。他提议说，他们应该两天之内再来拜访一次——从而给凯夫先生所说的那位顾客一个公平的机会。“到时候我们必须说定，”牧师说，“就五英镑了。”凯夫夫人亲自代她丈夫向他们道了歉，并解释说他有时候就是“有点怪”。这两位顾客离开之后，这对夫妇便开始毫无顾忌地讨论这件事的来龙去脉了。","Mr. Cave, greatly perturbed by the irruption, looked angrily at her over the rims of his spectacles, and, without excessive assurance, asserted his right to manage his business in his own way.An altercation began.The two customers watched the scene with interest and some amusement, occasionally assisting Mrs. Cave with suggestions.Mr. Cave, hard driven, persisted in a confused and impossible story of an inquiry for the crystal that morning, and his agitation became painful.But he stuck to his point with extraordinary persistence.It was the young Oriental who ended this curious controversy.He proposed that they should call again in the course of two days—so as to give the alleged inquirer a fair chance.“And then we must insist,” said the clergyman.“Five pounds.”Mrs. Cave took it on herself to apologise for her husband, explaining that he was sometimes “a little odd,” and as the two customers left, the couple prepared for a free discussion of the incident in all its bearings."
"凯夫夫人和她丈夫说话时单刀直入。这个可怜的小老头情绪激动、声音颤抖，一会儿说已经有人想买这块水晶了，一会儿又说这块水晶其实值十基尼，把自己都搞糊涂了。“那你为什么只要价五英镑呢？”他妻子问道。","Mrs. Cave talked to her husband with singular directness.The poor little man, quivering with emotion, muddled himself between his stories, maintaining on the one hand that he had another customer in view, and on the other asserting that the crystal was honestly worth ten guineas.“Why did you ask five pounds?” said his wife."
"“你就让我自己打理我的生意吧！”凯夫先生说。","“Do let me manage my business my own way!” said Mr. Cave."
"凯夫先生和一个继女、一个继子一起生活。那天晚上吃晚饭的时候他们又讨论起了这笔交易。他们没人赞同凯夫先生的经营之道，都认为凯夫先生这次的行为简直蠢到家了。","Mr. Cave had living with him a step-daughter and a step-son, and at supper that night the transaction was re-discussed.None of them had a high opinion of Mr. Cave’s business methods, and this action seemed a culminating folly."
"“在我看来，他以前肯定也拒绝出售这块水晶。”他的继子说道。这个继子年方十八，手脚灵活，行为却很粗鄙。","“It’s my opinion he’s refused that crystal before,” said the step-son, a loose-limbed lout of eighteen."
"“但那可是五英镑呢！”他的继女说道。她今年二十六岁，是个好争论的年轻女子。","“But Five Pounds!” said the step-daughter, an argumentative young woman of six-and-twenty."
