"zh","en"
"哈里发、丘比特和时钟","The Caliph\, Cupid and the Clock"
"哈里发、丘比特和时钟","The Caliph, Cupid and the Clock"
"作者：欧·亨利","by O. Henry"
"巴列路纳封地的迈克尔王子正坐在公园里他最爱的那张长椅上。九月夜晚的丝丝清凉像珍稀又滋补的美酒使他充满了活力。公园里的长椅上没有多少人，因为公园里闲荡的人们由于血液停滞，稍稍一觉察出初秋的凉意便马上逃回家里去了。月光清晰地映出东面那与四方广场接壤的一片楼群的屋顶轮廓。孩子们在水花飞溅的喷泉旁笑闹嬉戏。阴暗处，半人半羊的农牧神和林木女神正互相求爱，全然不顾世俗目光的注视。手风琴悠扬而又低沉的歌声从一条小巷子里飘来，这架琴是舞台木匠恩赐予我们的夜莺。在小公园漂亮的围栏外，有轨电车像猫一样发出呼噜声，高架火车像寻觅领地的老虎和狮子，轰隆隆地呼啸而过。在一幢旧式公共建筑的塔顶上有一座照明灯，它又大又圆的钟盘在树梢上方闪闪发光。","Prince Michael, of the Electorate of Valleluna, sat on his favourite bench in the park.The coolness of the September night quickened the life in him like a rare, tonic wine.The benches were not filled; for park loungers, with their stagnant blood, are prompt to detect and fly home from the crispness of early autumn.The moon was just clearing the roofs of the range of dwellings that bounded the quadrangle on the east.Children laughed and played about the fine-sprayed fountain.In the shadowed spots fauns and hamadryads wooed, unconscious of the gaze of mortal eyes.A hand organ—Philomel by the grace of our stage carpenter—fluted and droned in a side street.Around the enchanted boundaries of the little park street cars spat and mewed and the stilted trains roared like tigers and lions prowling for a place to enter.And above the trees shone the great, round, shining face of an illuminated clock in the tower of an antique public building."
"迈克尔王子的鞋子破旧不堪，就连最细致的补鞋匠也没法修好。对于他的衣服，收破烂的人也不愿意讨价还价。他脸上两周未刮的胡茬子显出灰色、棕色、红色和黄绿色——好像是由音乐喜剧队里所有人的胡子拼凑而成的。没有一个有钱人会戴一顶像他那样的破帽子。","Prince Michael’s shoes were wrecked far beyond the skill of the carefullest cobbler.The ragman would have declined any negotiations concerning his clothes.The two weeks’ stubble on his face was grey and brown and red and greenish yellow—as if it had been made up from individual contributions from the chorus of a musical comedy.No man existed who had money enough to wear so bad a hat as his."
"迈克尔王子坐在他最爱的长椅上笑了起来。想来有趣，如果他愿意的话，他有足够的钱买下面前任何一幢结构紧凑、气势宏伟、窗明几净的宅邸。他拥有的黄金、马车、珠宝、艺术珍品、庄园和地产足以和曼哈顿这座尊贵之城里的任何一个富豪相媲美，而这只是他庞大家产的一小部分而已。他能够和至高无上的君王们同席而坐。社交界、艺术界、精英团体的邀请；受人崇敬、被人效仿；美人献上的敬仰，高位者授予的荣耀，智者给予的赞美；逢迎、尊敬、信任、快乐、名望——所有这些人生的蜜糖都在世界这个蜂巢里等待着巴列路纳封地的迈克尔王子，任他随时享用。但是，他却选择穿着破旧邋遢的衣服坐在公园的长椅上。因为他尝过生命之树的果实后，满嘴苦涩，于是他暂时离开伊甸园，到不见刀戈、充满生机的尘世间寻找快乐。","Prince Michael sat on his favourite bench and smiled.It was a diverting thought to him that he was wealthy enough to buy every one of those close-ranged, bulky, window-lit mansions that faced him, if he chose.He could have matched gold, equipages, jewels, art treasures, estates and acres with any Croesus in this proud city of Manhattan, and scarcely have entered upon the bulk of his holdings.He could have sat at table with reigning sovereigns.The social world, the world of art, the fellowship of the elect, adulation, imitation, the homage of the fairest, honours from the highest, praise from the wisest, flattery, esteem, credit, pleasure, fame—all the honey of life was waiting in the comb in the hive of the world for Prince Michael, of the Electorate of Valleluna, whenever he might choose to take it.But his choice was to sit in rags and dinginess on a bench in a park.For he had tasted of the fruit of the tree of life, and, finding it bitter in his mouth, had stepped out of Eden for a time to seek distraction close to the unarmoured, beating heart of the world."
"当他扬起藏在五彩胡茬子下的嘴角微笑时，这些思绪如梦般萦绕在迈克尔王子的心头。他天天这样闲荡着，打扮得像公园里最潦倒的乞丐，但是他热衷于研究人性。他发现无私奉献、助人利他，比拥有财富、地位和人生所有的世俗享乐更能使他快乐。减轻别人的痛苦，救助那些需要救助并且值得救助的人，用聪明理智的办法把超乎想象、令人目眩且具有皇家威仪的礼物赠予不幸的人，使之心花怒放，这些是他主要的慰藉和满足。","These thoughts strayed dreamily through the mind of Prince Michael, as he smiled under the stubble of his polychromatic beard.Lounging thus, clad as the poorest of mendicants in the parks, he loved to study humanity.He found in altruism more pleasure than his riches, his station and all the grosser sweets of life had given him.It was his chief solace and satisfaction to alleviate individual distress, to confer favours upon worthy ones who had need of succour, to dazzle unfortunates by unexpected and bewildering gifts of truly royal magnificence, bestowed, however, with wisdom and judiciousness."
"当迈克尔王子的目光落到塔楼上大时钟那发光的钟盘上时，他那大公无私的笑脸上微微露出轻蔑的神情。王子心胸宽广；可每每想到这些专制的计时器对世人的压制，他都不禁摇起头来。人们受制于时钟上走动的小小金属指针，匆忙恐惧地来来往往，这一直使他感到悲哀。","And as Prince Michael’s eye rested upon the glowing face of the great clock in the tower, his smile, altruistic as it was, became slightly tinged with contempt.Big thoughts were the Prince’s; and it was always with a shake of his head that he considered the subjugation of the world to the arbitrary measures of Time.The comings and goings of people in hurry and dread, controlled by the little metal moving hands of a clock, always made him sad."
"不久，一位穿着晚礼服的年轻人走了过来，坐在王子旁边的第三张长椅上。他紧张而又急促地抽了半个小时的雪茄，然后抬头仰望树梢上方那照明灯的钟盘。显然，他看起来局促不安，带着些许悲伤，王子注意到他之所以这样在某种程度上与计时器上缓慢移动的指针有关。","By and by came a young man in evening clothes and sat upon the third bench from the Prince.For half an hour he smoked cigars with nervous haste, and then he fell to watching the face of the illuminated clock above the trees.His perturbation was evident, and the Prince noted, in sorrow, that its cause was connected, in some manner, with the slowly moving hands of the timepiece."
"王子殿下站了起来，走到年轻人的长椅旁。","His Highness arose and went to the young man’s bench."
