"en","zh"
"Cinderrela, or the Little Glass Slipper","灰姑娘，或小玻璃鞋"
"by Andrew Lang","作者：安德鲁·朗格"
"Once there was a gentleman who married, for his second wife, the proudest and most haughty woman that was ever seen.","从前有一位绅士，再婚时娶了一位闻所未闻的非常自大、非常傲慢的女人。"
"She had, by a former husband, two daughters of her own humor, who were, indeed, exactly like her in all things.","她和前夫生的两个女儿完全继承了她的秉性，什么地方都像她。"
"He had likewise, by another wife, a young daughter, but of unparalleled goodness and sweetness of temper, which she took from her mother, who was the best creature in the world.","绅士的前妻同样给他留下了一个女儿，这个女孩很年轻，更是无与伦比的温柔善良，这一点可是遗传自她过世的母亲——这世上最好的女人。"
"No sooner were the ceremonies of the wedding over but the mother-in-law began to show herself in her true colors.","婚后没过多久，这位继母就露出真面目了。"
"She could not bear the good qualities of this pretty girl, and the less because they made her own daughters appear the more odious.","她无法忍受这位漂亮姑娘的好品德，因为这会让她自己的两个女儿相形见绌，显得更令人讨厌。"
"She employed her in the meanest work of the house: she scoured the dishes, tables, etc., and scrubbed madam’s chamber, and those of misses, her daughters; she lay up in a sorry garret, upon a wretched straw bed, while her sisters lay in fine rooms, with floors all inlaid, upon beds of the very newest fashion, and where they had looking-glasses so large that they might see themselves at their full length from head to foot.","她把家里最脏最累的活全扔给这位可怜的姑娘：她既要刷碟子、擦桌子，又要打扫这位夫人和她那两位千金大小姐的卧室；她住在寒碜的阁楼里，睡在铺着稻草的床上，而她的两位姐姐则住在豪华房间里，地上铺着镶花地板，上面摆放着最新款式的床，还有可以照见全身的大镜子。"
"The poor girl bore all patiently, and dared not tell her father, who would have rattled her off; for his wife governed him entirely.","这个可怜的姑娘耐心地忍受这一切，不敢向她父亲诉苦，就算是告诉了估计也是挨一顿骂，因为他完全听命于他的妻子。"
"When she had done her work, she used to go into the chimney-corner, and sit down among cinders and ashes, which made her commonly be called Cinderwench; but the youngest, who was not so rude and uncivil as the eldest, called her Cinderella.","她干完活的时候，总要走到壁炉的角落里，坐在炉灰上面，因此全家人一般都叫她灰堆里的村姑。不过二姐没有大姐那么无礼，只是叫她灰姑娘。"
"However, Cinderella, notwithstanding her mean apparel, was a hundred times handsomer than her sisters, though they were always dressed very richly.","不过，虽然灰姑娘穿着寒酸的衣服，却还是比那两个总是衣着华丽的姐姐好看一百倍。"
"It happened that the King’s son gave a ball, and invited all persons of fashion to it.","恰巧国王的儿子要举办舞会，他邀请了所有时髦的人物参加。"
"Our young misses were also invited, for they cut a very grand figure among the quality.","我们这两位千金大小姐也受到了邀请，因为她们在上流社会出尽风头。"
"They were mightily delighted at this invitation, and wonderfully busy in choosing out such gowns, petticoats, and head-clothes as might become them.","这一邀请让她俩异常高兴，立即忙着挑选适合自己的礼服、衬裙和头饰。"
"This was a new trouble to Cinderella; for it was she who ironed her sisters’ linen, and plaited their ruffles; they talked all day long of nothing but how they should be dressed.","这对于灰姑娘而言可是个新麻烦，因为她不得不为两位姐姐熨好衣服，折好褶边。而她们呢，整天都在谈论着该怎么打扮。"
"“For my part,” said the eldest, “I will wear my red velvet suit with French trimming.”","“我嘛，”大姐说道，“我要穿那套红色天鹅绒礼服，再配上法国首饰。”"
"“And I,” said the youngest, “shall have my usual petticoat; but then, to make amends for that, I will put on my gold-flowered manteau, and my diamond stomacher, which is far from being the most ordinary one in the world.”","“而我呢，”二姐说道，“我要穿那件样式普通的衬裙，不过为了弥补它的不足，我会套上那件镶了金花的披风，再配上那绝非平常之物的宝石胸衣。”"
"They sent for the best tire-woman they could get to make up their head-dresses and adjust their double pinners, and they had their red brushes and patches from Mademoiselle de la Poche.","她们请来最能干的梳化侍女为她们装扮头发，整理双面头巾，再用上腮红刷和从波希小姐那里弄来的饰颜片。"
"Cinderella was likewise called up to them to be consulted in all these matters, for she had excellent notions, and advised them always for the best, nay, and offered her services to dress their heads, which they were very willing she should do.","灰姑娘也被叫来替她们出主意，因为她有着很好的想法，总是给她俩提供最好的建议，甚至还亲自为她们梳头，这可是她俩巴不得的。"
"As she was doing this, they said to her:","灰姑娘帮她们梳头时，她们问她："
"“Cinderella, would you not be glad to go to the ball?”","“灰姑娘，你不乐意参加王子的舞会么？”"
"“Alas!” said she, “you only jeer me; it is not for such as I am to go thither.”","“唉！你们开我玩笑吧，那可不是我这种人可以去的地方呀！”灰姑娘回答道。"
"“Thou art in the right of it,” replied they; “it would make the people laugh to see a Cinderwench at a ball.”","“你说的对极了，”她们讽刺道，“要是人们看到一个从灰堆里出来的村姑参加舞会，肯定会笑掉大牙的。”"
"Anyone but Cinderella would have dressed their heads awry, but she was very good, and dressed them perfectly well. They were almost two days without eating, so much were they transported with joy.","要是换了别人，肯定会把她们的头饰戴歪，但是灰姑娘很善良，还是把它们戴得十分完美。她俩差不多两天没吃东西，因为实在太高兴了。"
"They broke above a dozen laces in trying to be laced up close, that they might have a fine slender shape, and they were continually at their looking-glass.","两姐妹弄断了不止一打蕾丝就为了让腰束得更紧，显得身材更苗条，她们在镜子前徘徊流连，自我欣赏着。"
"At last the happy day came; they went to Court, and Cinderella followed them with her eyes as long as she could, and when she had lost sight of them, she fell a-crying.","开心的日子终于来临，两姐妹出发去皇宫里。灰姑娘久久目送她们离去，直到瞧不见她们的背影才痛哭起来。"
"Her godmother, who saw her all in tears, asked her what was the matter.","她的教母看见她在哭，便询问她发生什么事了。"
"“I wish I could—I wish I could—”; she was not able to speak the rest, being interrupted by her tears and sobbing.","“我好想我可以——我好想我可以——”她不断抽泣着，以致没法讲完后面的话。"
"This godmother of hers, who was a fairy, said to her, “Thou wishest thou couldst go to the ball; is it not so?”","她的教母是位仙女，猜透了她的心事，便对她说：“你很想去参加舞会，对不对？”"
"“Y—es,” cried Cinderella, with a great sigh.","“是的。”灰姑娘叹着气说。"
"“Well,” said her godmother, “be but a good girl, and I will contrive that thou shalt go.”","“那好，”她的教母说，“你是个好姑娘，我会帮你去那儿的。”"
"Then she took her into her chamber, and said to her, “Run into the garden, and bring me a pumpkin.”","接着，教母把她带回自己的房间，对她说道：“你快去菜园给我摘个南瓜回来！”"
"Cinderella went immediately to gather the finest she could get, and brought it to her godmother, not being able to imagine how this pumpkin could make her go to the ball.","灰姑娘赶紧冲去菜园，摘了个最好的南瓜回来给教母，但却想不明白这个南瓜如何能让她去参加舞会。"
"Her godmother scooped out all the inside of it, having left nothing but the rind; which done, she struck it with her wand, and the pumpkin was instantly turned into a fine coach, gilded all over with gold.","教母把南瓜舀空，只留了个外壳，之后用她的魔杖轻轻一点，南瓜瞬间变成了一辆镀满金子的豪华马车。"
"She then went to look into her mouse-trap, where she found six mice, all alive, and ordered Cinderella to lift up a little the trapdoor, when, giving each mouse, as it went out, a little tap with her wand, the mouse was that moment turned into a fine horse, which altogether made a very fine set of six horses of a beautiful mouse-colored dapple-gray.","她接着走到捕鼠器旁边，看到那里有六只活蹦乱跳的小老鼠。于是就叫灰姑娘把捕鼠器的活板门稍稍抬起一点儿，每溜出一只老鼠，她就用魔杖轻点一下，一眨眼的工夫小老鼠都变成了一匹骏马。六匹带有美丽的鼠灰色斑点的骏马组成了一支非常气派的马队。"
"Being at a loss for a coachman,","正当教母为车夫发愁时，"
"“I will go and see,” says Cinderella, “if there is never a rat in the rat-trap—we may make a coachman of him.”","灰姑娘说道：“我去看看大捕鼠器里有没有老鼠，要是有的话，就用它做车夫吧！”"
"“Thou art in the right,” replied her godmother; “go and look.”","“好主意，”她的教母回道，“快去看看吧！”"
"Cinderella brought the trap to her, and in it there were three huge rats.","灰姑娘搬来大捕鼠器，里面有三只大老鼠呢！"
"The fairy made choice of one of the three which had the largest beard, and, having touched him with her wand, he was turned into a fat, jolly coachman, who had the smartest whiskers eyes ever beheld.","仙女从三只老鼠中挑了一只长着大胡子的，然后用魔杖点了它一下，这只老鼠马上就变成一个胖胖的可爱车夫，长着从没见过的漂亮胡子。"
"After that, she said to her:","之后，她对灰姑娘说："
"“Go again into the garden, and you will find six lizards behind the watering-pot, bring them to me.”"

"“你再去一趟菜园，洒水壶后面有六只蜥蜴，你把它们捉来给我。”"
"She had no sooner done so but her godmother turned them into six footmen, who skipped up immediately behind the coach, with their liveries all bedaubed with gold and silver, and clung as close behind each other as if they had done nothing else their whole lives.","她刚把蜥蜴捉过来，教母就把它们变成了六个侍从。他们身穿镶满金银的制服，很快在马车后面整整齐齐地排好队伍，一个挨着一个，仿佛他们这辈子就没做过别的事情一样。"
"The Fairy then said to Cinderella:","仙女接着对灰姑娘说："
