"zh","en"
"生活的陀螺","The Whirligig Of Life"
"生活的陀螺","The Whirligig Of Life"
"作者：欧·亨利","by O.Henry"
"治安法官贝内加·威德普坐在办公室门口，抽着他的接骨木杆烟斗。坎伯兰山脉高耸入云，山腰被午后的薄雾笼罩着，呈现出灰蓝色。一只花母鸡大摇大摆地走在“殖民地”的大街上，傻乎乎地咯咯叫着。","Justice-Of-The-Peace Benaja Widdup sat in the door of his office smoking his elder-stem pipe.Halfway to the zenith the Cumberland range rose blue-gray in the afternoon haze.A speckled hen swaggered down the main street of the “settlement,” cackling foolishly."
"路的另一头传来嘎吱嘎吱的车轴声，紧接着，在缓缓升起的尘土中，一辆牛车载着兰西·比尔布罗和他的老婆来了。牛车停在法官门前，两个人爬了下来。兰西瘦瘦的，身高约六英尺，黄头发，皮肤呈黄褐色。高山般的冷峻如同一副盔甲，披在他的身上。那个女人穿着印花棉布衣服，佝偻着身子，牙被鼻烟熏得发黄，莫可名状的渴望将她折磨得精疲力尽。这一切都隐约流露出她的不满，怨这个男人在不知不觉间骗走了自己的青春。","Up the road came a sound of creaking axles, and then a slow cloud of dust, and then a bull-cart bearing Ransie Bilbro and his wife.The cart stopped at the Justice’s door, and the two climbed down.Ransie was a narrow six feet of sallow brown skin and yellow hair.The imperturbability of the mountains hung upon him like a suit of armour.The woman was calicoed, angled, snuff-brushed, and weary with unknown desires.Through it all gleamed a faint protest of cheated youth unconscious of its loss."
"为了显示威严，治安法官迅速将脚塞入鞋子，挪开身让他们俩进来。","The Justice of the Peace slipped his feet into his shoes, for the sake of dignity, and moved to let them enter."
"“我们俩，”女人说，声音像风吹过松树枝，“想离婚。”她看着兰西，看他能否在她对两人来意的叙述中发掘出任何瑕疵、含糊、隐瞒、偏见或私心。","“We-all,” said the woman, in a voice like the wind blowing through pine boughs, “wants a divo’ce.”She looked at Ransie to see if he noted any flaw or ambiguity or evasion or partiality or self-partisanship in her statement of their business."
"“离婚，”兰西一脸严肃地重复道，“我俩过不下去了。就算一个男人和一个女人相亲相爱，住在大山里也够冷清的。更何况，在小木屋里，她要么像野猫那样撒野，要么跟森鸮似的沉着脸，男人还有什么必要跟她过下去。”","“A divo’ce,” repeated Ransie, with a solemn Dod.“We-all can’t git along together nohow.It’s lonesome enough fur to live in the mount’ins when a man and a woman keers fur one another.But when she’s a-spittin’ like a wildcat or a-sullenin’ like a hoot-owl in the cabin, a man ain’t got no call to live with her.”"
"“他是个没用的混混，”女人说，“对啥都不上心，就知道跟一帮无赖和酒贩子鬼混，躺在床上喝玉米威士忌，还养一群烦人的饿狗让我喂！”","“When he’s a no-’count varmint,” said the woman, “without any especial warmth, a-traipsin’ along of scalawags and moonshiners and a-layin’ on his back pizen ’ith co’n whiskey, and a-pesterin’ folks with a pack o’ hungry, triflin’ houn’s to feed!”"
"“她老摔锅盖，”兰西反唇相讥，“把滚烫的水浇到坎伯兰最好的猎浣熊狗身上，总不给男人弄吃的，整晚因为些破事数落男人，弄得人睡不成觉！＂","“When she keeps a-throwin’ skillet lids,” came Ransie’s antiphony, “and slings b’ilin’ water on the best coon-dog in the Cumberlands, and sets herself agin’ cookin’ a man’s victuals, and keeps him awake o’ nights accusin’ him of a sight of doin’s!”"
"”他老不交税，在山里落了个吝啬鬼的坏名声，谁夜里能睡着？“","“When he’s al’ays a-fightin’ the revenues, and gits a hard name in the mount’ins fur a mean man, who’s gwine to be able fur to sleep o’ nights?”"
"治安法官开始认真地履行起他的职责来。他给他的当事人一把椅子和一条木凳。接着，他翻开桌上的法典，开始浏览索引。一会儿，他又擦擦眼镜，挪挪墨水瓶。","The Justice of the Peace stirred deliberately to his duties.He placed his one chair and a wooden stool for his petitioners.He opened his book of statutes on the table and scanned the index.Presently he wiped his spectacles and shifted his inkstand."
"“法律法规中，”他说，“就本庭的司法权而言，没有提到离婚的问题。”但根据衡平法、宪法还有为人准则，有买有卖才不亏本。如果一个治安法官能让一对男女结婚，显然也有权让他们离婚。本庭将判决离婚，并由最高法院核准其法律效力。“","“The law and the statutes,” said he, “air silent on the subjeck of divo’ce as fur as the jurisdiction of this co’t air concerned.But, accordin’ to equity and the Constitution and the golden rule, it’s a bad barg’in that can’t run both ways.If a justice of the peace can marry a couple, it’s plain that he is bound to be able to divo’ce ’em.This here office will issue a decree of divo’ce and abide by the decision of the Supreme Co’t to hold it good.”"
"兰西·比尔布罗从裤兜里掏出一只小烟袋。他从里面抖出一张五美元的钞票，让它落在桌上。“我卖了一张熊皮和两张狐狸皮，才赚来这钱。”他声明，“这是我们所有的钱。”","Ransie Bilbro drew a small tobacco-bag from his trousers pocket.Out of this he shook upon the table a five-dollar note.“Sold a b’arskin and two foxes fur that,” he remarked.“It’s all the money we got.”"
"“本庭受理离婚的固定价格，”法官说，“是五美元。”他装作漫不经心地把钱塞进手织背心的口袋里。承受着极大的肉体痛苦和精神折磨，他在半张大页纸上写下了判决令，又在另外半张纸上抄了一份。兰西·比尔布罗和他老婆听治安法官宣读了那即将赋予他们自由的文件：","“The regular price of a divo’ce in this co’t,” said the Justice, “air five dollars.”He stuffed the bill into the pocket of his homespun vest with a deceptive air of indifference.With much bodily toil and mental travail he wrote the decree upon half a sheet of foolscap, and then copied it upon the other.Ransie Bilbro and his wife listened to his reading of the document that was to give them freedom:"
