"zh","en"
"肉中刺","The Thorn in the Flesh"
"第一章","Chapter I"
"一阵风吹起，杨树林被吹得偶尔泛白，就像有一团火焰将它们吹飞起来了似的。　流云浮动，蓝天若隐若现。斑驳的阳光撒落在平坦的田野上，黑麦田和葡萄园笼罩在阴影里。远处，在蔚蓝天空的映衬下，大教堂直冲云霄，下面隐约可见梅斯市的屋舍聚拢在一起，好似一座山丘。","A wind was running, so that occasionally the poplars whitened as if a flame flew up them.The sky was broken and blue among moving clouds.Patches of sunshine lay on the level fields, and shadows on the rye and the vineyards.In the distance, very blue, the cathedral bristled against the sky, and the houses of the city of Metz clustered vaguely below, like a hill."
"椴树林旁的田野间，一座座兵营立在光秃坚硬的土地上。这一群营房是用波状铁皮制成的圆屋顶的临时营房，屋顶上茂盛地生长着士兵们种下的旱金莲。营地一侧是一片菜园，士兵们种下成排的淡黄色莴苣。营地后方是个偌大的操练场，土质坚硬，周边围着铁丝网。","Among the fields by the lime trees stood the barracks, upon bare, dry ground, a collection of round-roofed huts of corrugated iron, where the soldiers’ nasturtiums climbed brilliantly.There was a tract of vegetable garden at the side, with the soldiers’ yellowish lettuces in rows, and at the back the big, hard drilling-yard surrounded by a wire fence."
"下午的这个时候，兵营里空无一人，行军床均已叠起。士兵们懒洋洋地呆在椴树下，等待着操练的命令。巴克曼坐在树阴下的长椅上，花香浓郁腻人。地上散落着支离破碎的浅绿色的椴树花。他正在给母亲写每周一次的明信片。 巴克曼是个皮肤白皙、身材高挑、四肢灵活的帅小伙。他坐得真是纹丝不动，正努力地写着明信片。当他弯腰写明信片时，他的蓝色军服耷拉着，让他年轻的身材显得有些走形。他那晒得黝黑的手一动不动，不知如何下笔。“亲爱的妈妈”——明信片只寥寥地写了这几个字。然后，他机械地草草写道：“非常感谢您的来信和寄来的物品。我一切安好。我们正要去防御工事操练——”写到这里，他突然停住了，坐在那里，暂时不动了，忘却了周遭的一切，显然陷入了某种沉思。","At this time in the afternoon, the huts were deserted, all the beds pushed up, the soldiers were lounging about under the lime trees waiting for the call to drill.Bachmann sat on a bench in the shade that smelled sickly with blossom.Pale green, wrecked lime flowers were scattered on the ground.He was writing his weekly post card to his mother.He was a fair, long, limber youth, good looking.He sat very still indeed, trying to write his post card.His blue uniform, sagging on him as he sat bent over the card, disfigured his youthful shape.His sunburnt hand waited motionless for the words to come.“Dear mother”—was all he had written.Then he scribbled mechanically: “Many thanks for your letter with what you sent.Everything is all right with me.We are just off to drill on the fortifications—” Here he broke off and sat suspended, oblivious of everything, held in some definite suspense."
"他又看了一眼卡片。但他再也挤不出只言片语了。心有千千结，下笔无一字。他署上名，抬头看看，似乎担心有人注意到他的隐私一样。","He looked again at the card.But he could write no more.Out of the knot of his consciousness no word would come.He signed himself, and looked up, as a man looks to see if anyone has noticed him in his privacy."
"他蓝色的眼睛流露出一丝局促不安，嘴唇苍白，新长出来的浅色髭须在阳光下闪闪发光。他面容姣好，举止优雅，颇有几分女子气。但他不乏军人意识，好像对严于律己信奉不已，对投身军营服役也颇感满意。他的嘴角挂着一丝年轻人的狂妄自大，敏捷的身体也彰显着年轻人的胆大妄为，但现在，这些都被压制住了。","There was a self-conscious strain in his blue eyes, and a pallor about his mouth, where the young, fair moustache glistened.He was almost girlish in his good looks and his grace.But he had something of military consciousness, as if he believed in the discipline for himself, and found satisfaction in delivering himself to his duty.There was also a trace of youthful swagger and daredevilry about his mouth and his limber body, but this was in suppression now."
"他将明信片放入紧身短上衣的口袋，走过去加入到他的那群战友中。他们懒洋洋地斜靠在树阴下，粗俗地谈笑着。今天，他没有参与其中。他靠近战友，只是想感受集体的温暖。有些东西占据着他的思绪。","He put the post card in the pocket of his tunic, and went to join a group of his comrades who were lounging in the shade, laughing and talking grossly.To-day he was out of it.He only stood near to them for the warmth of the association.In his own consciousness something held him down."
"不久，他们被召集列队。中士出来训话。他身材魁梧、体格健壮，年约四十。他的头向前突出，在强有力的双肩间略微下陷，结实的下颚寻衅似的翘起。但他双眼冒着火光，脸皮松弛地耷拉着，透着十足的醉意。","Presently they were summoned to ranks.The sergeant came out to take command.He was a strongly built, rather heavy man of forty.His head was thrust forward, sunk a little between his powerful shoulders, and the strong jaw was pushed out aggressively.But the eyes were smouldering, the face hung slack and sodden with drink."
"中士咆哮着发号施令，声音粗暴。这一小队士兵向前行进着，走出铁丝网围着的操练场，走上开阔的大道。他们步伐整齐，富有节奏感，扬起了一片尘土。　巴克曼夹在密不透风的四列战友之中前进。灼热、尘土和层层围裹令他几近窒息。 透过行进队列的空隙，他看到路边细小的藤蔓上布满尘埃，莠草间的罂粟花迎风摇曳，被风吹得七零八落，而远处的天空阳光明媚，旷野上空气清新。但他却将自己幽闭在暗无天日的焦虑之中。","He gave his orders in brutal, barking shouts, and the little company moved forward, out of the wire-fenced yard to the open road, marching rhythmically, raising the dust.Bachmann, one of the inner file of four deep, marched in the airless ranks, half suffocated with heat and dust and enclosure.Through the moving of his comrades’ bodies, he could see the small vines dusty by the roadside, the poppies among the tares fluttering and blown to pieces, the distant spaces of sky and fields all free with air and sunshine.But he was bound in a very dark enclosure of anxiety within himself."
