"zh","en"
"警察与赞美诗","The Cop and the Anthem"
"警察与赞美诗","The Cop and the Anthem"
"作者：欧·亨利","By O Henry"
"索比在麦迪逊广场的长椅上坐卧不宁，很不自在。每当群雁鸣唱高歌黑夜时，每当没有海豹皮衣的女人对丈夫变得亲热时，每当索比在公园的长椅上坐卧不宁时，你也许就会知道，冬天已经近在眼前了。 ","On his bench in Madison Square Soapy moved uneasily.When wild geese honk high of nights, and when women without sealskin coats grow kind to their husbands, and when Soapy moves uneasily on his bench in the park, you may know that winter is near at hand."
"一片枯叶落在索比的大腿上。那是杰克·弗罗斯特的名片。杰克对麦迪逊广场的常住居民很友善，每年造访前，他都会发出公正的警告。他会在四条大街的转角处，把自己的名片交给所有户外宅第的仆从北风，好让那里的居民们有所准备。 ","A dead leaf fell in Soapy’s lap.That was Jack Frost’s card.Jack is kind to the regular denizens of Madison Square, and gives fair warning of his annual call.At the corners of four streets he hands his pasteboard to the North Wind, footman of the mansion of All Outdoors, so that the inhabitants thereof may make ready."
"索比想明白了，是时候下定决心组成一个单人的财务委员会了，以便为即将来临的严寒做好准备。正因为如此，他才会在长椅上坐卧不宁。","Soapy’s mind became cognisant of the fact that the time had come for him to resolve himself into a singular Committee of Ways and Means to provide against the coming rigour.And therefore he moved uneasily on his bench."
"索比对过冬的抱负并不高。他既没想过去地中海巡游，也没想过在南部那令人犯困的天空下漂流维苏威海湾。能在那个岛上呆三个月就是他梦寐以求的了。三个月伙食不愁，床位无忧，有意气相投的同伴，还能免受北风之神和警察的骚扰，这些似乎再令索比满意不过了。","The hibernatorial ambitions of Soapy were not of the highest.In them there were no considerations of Mediterranean cruises, of soporific Southern skies drifting in the Vesuvian Bay.Three months on the Island was what his soul craved.Three months of assured board and bed and congenial company, safe from Boreas and bluecoats, seemed to Soapy the essence of things desirable."
"多年来，好客的布莱克韦尔岛的监狱就是索比冬天的住处。正像比他幸运的纽约同胞每年冬天买票去棕榈滩和里维埃拉一样，索比也要为他一年一度跑到岛上的逃亡做些简单的安排。而现在是时候了。前一天晚上，他睡在古老广场上离喷泉不远的长椅上，把三份安息日的报纸一份垫在外套的下面、一份包着脚踝、一份盖着大腿，但还是没能驱走寒冷。因此，岛屿的样子又适时而鲜明地浮现在索比的脑海中。那些以慈善的名义为城市里的弱势群体提供的供给他都不屑一顾。在索比看来，法律比慈善更为仁义。市政府和慈善机构办了数不清的组织，他可以从这些地方开始，蹭吃蹭住，简单过活。但对于像索比这样有着高傲灵魂的人而言，接受慈善机构的馈赠是一种拖累。从慈善机构的手里收到的每一份救济，你即使不用钱支付，也必须以灵魂蒙羞为代价。正如恺撒接待布鲁特斯一样，慈善机构给你一张床睡，你就一定得付出洗澡的代价；慈善机构给你一片面包吃，你就必须得先接受有关个人隐私的调查。因此做法律的客人更好，虽然要照章办事，但法律不会过分地干涉绅士的私事。 ","For years the hospitable Blackwell’s had been his winter quarters.Just as his more fortunate fellow New Yorkers had bought their tickets to Palm Beach and the Riviera each winter, so Soapy had made his humble arrangements for his annual hegira to the Island.And now the time was come.On the previous night three Sabbath newspapers, distributed beneath his coat, about his ankles and over his lap, had failed to repulse the cold as he slept on his bench near the spurting fountain in the ancient square.So the Island loomed big and timely in Soapy’s mind.He scorned the provisions made in the name of charity for the city’s dependents.In Soapy’s opinion the Law was more benign than Philanthropy.There was an endless round of institutions, municipal and eleemosynary, on which he might set out and receive lodging and food accordant with the simple life.But to one of Soapy’s proud spirit the gifts of charity are encumbered.If not in coin you must pay in humiliation of spirit for every benefit received at the hands of philanthropy.As Caesar had his Brutus, every bed of charity must have its toll of a bath, every loaf of bread its compensation of a private and personal inquisition.Wherefore it is better to be a guest of the law, which though conducted by rules, does not meddle unduly with a gentleman’s private affairs."
"索比既然已经决定去布莱克韦尔岛，就立刻着手实现自己的愿望。做到这一点，有很多简便的办法。其中最惬意的莫过于在某家高档的餐馆奢侈地吃一顿，然后再宣布无力支付，接着就会被悄无声息地交给警察。乐于助人的治安法官会把其他一切事情都处理好的。","Soapy, having decided to go to the Island, at once set about accomplishing his desire.There were many easy ways of doing this.The pleasantest was to dine luxuriously at some expensive restaurant; and then, after declaring insolvency, be handed over quietly and without uproar to a policeman.An accommodating magistrate would do the rest."
"索比离开长椅，漫步走出广场，穿过百老汇大街和第五大街交汇处的那片平坦的柏油马路。他转弯来到百老汇大街，停在一家灯火辉煌的咖啡馆门前，每天晚上葡萄、蚕丝和原生质的精选制品都会聚集在这里。 ","Soapy left his bench and strolled out of the square and across the level sea of asphalt, where Broadway and Fifth Avenue flow together.Up Broadway he turned, and halted at a glittering cafe, where are gathered together nightly the choicest products of the grape, the silkworm and the protoplasm."
"索比对自己马甲最下面那颗纽扣以上的部分都有信心。他刮净了胡子，上衣也穿得很得体，整洁的黑领带打着活结，是感恩节那天一位女传教士送给他的。如果他在走到餐馆一个餐桌的过程中没有引起别人的怀疑，那么成功就属于他了。他在餐桌以上露出的部分绝不会让侍者生疑。索比想，一只烤野鸭估计就足够了，另加一瓶夏布利酒，还有卡门贝干酪，一小杯清咖啡和一只雪茄烟。雪茄一美元的就够了。总的花费不能太高，以免引起餐馆管理人员过于激烈的报复；但这顿饭也要足以让他心满意足、开开心心地踏上他的冬季避难旅程。 ","Soapy had confidence in himself from the lowest button of his vest upward.He was shaven, and his coat was decent and his neat black, ready-tied four-in-hand had been presented to him by a lady missionary on Thanksgiving Day.If he could reach a table in the restaurant unsuspected success would be his.The portion of him that would show above the table would raise no doubt in the waiter’s mind.A roasted mallard duck, thought Soapy, would be about the thing—with a bottle of Chablis, and then Camembert, a demi-tasse and a cigar.One dollar for the cigar would be enough.The total would not be so high as to call forth any supreme manifestation of revenge from the cafe management; and yet the meal would leave him filled and happy for the journey to his winter refuge."
"然而，索比刚踏进餐馆的大门，侍者领班的目光便落在了他那磨破的裤子和不像样的鞋子上。强壮的双手随即推他转了个身，安静又迅速地打发他回到人行道上，使那只险遭威胁的野鸭逃脱了卑微的命运。","But as Soapy set foot inside the restaurant door the head waiter’s eye fell upon his frayed trousers and decadent shoes.Strong and ready hands turned him about and conveyed him in silence and haste to the sidewalk and averted the ignoble fate of the menaced mallard."
"索比转弯离开了百老汇。靠一顿美餐踏上梦寐以求的岛屿似乎是实现不了了。要进监狱必须得另寻其他途径了。 ","Soapy turned off Broadway.It seemed that his route to the coveted island was not to be an epicurean one.Some other way of entering limbo must be thought of."
"在第六大街的转角处，厚玻璃板后面的电灯和巧妙陈列的商品使商店的橱窗很抢眼。索比捡起一块鹅卵石，朝玻璃窗狠狠地砸去。人们从转角跑来，领头的就是一名警察。索比一动不动地站着，双手插在口袋里，看到黄铜纽扣的时候马上微笑起来。","At a corner of Sixth Avenue electric lights and cunningly displayed wares behind plate-glass made a shop window conspicuous.Soapy took a cobblestone and dashed it through the glass.People came running around the corner, a policeman in the lead.Soapy stood still, with his hands in his pockets, and smiled at the sight of brass buttons."
"“肇事的小子在哪儿？”警官激动地询问。 ","“Where’s the man that done that?” inquired the officer excitedly."
"“难道你不觉得我和这事儿有关系吗？”索比不无讽刺、但友好地说，就像一个人交上了好运似的。","“Don’t you figure out that I might have had something to do with it?” said Soapy, not without sarcasm, but friendly, as one greets good fortune."
"警察根本不相信索比的话，甚至觉得这连条线索都算不上。打碎橱窗的人是不会留下来和法律的奴才谈判的。他们早就溜了。警察看到在离自己半个街区外有一个人正跑着追一辆汽车。他拿着抽出的警棍就加入了追捕当中。索比心里很反感，继续沿着街游荡，两次他都失败了。","The policeman’s mind refused to accept Soapy even as a clue.Men who smash windows do not remain to parley with the law’s minions.They take to their heels.The policeman saw a man half way down the block running to catch a car.With drawn club he joined in the pursuit.Soapy, with disgust in his heart, loafed along, twice unsuccessful."
"在街道对面有一家不太起眼的餐馆。这个餐馆正迎合了那些胃口大、钱包瘪的人。那里的陶制餐具粗笨、空气污浊、汤水很稀、餐巾很薄。索比穿着揭发真相的鞋子和暴露实情的裤子走了进去，并没有遭到任何人的怀疑。他在一个餐桌前坐了下来，大口吃完了牛排、烙饼、炸面圈和馅饼。然后，他向侍者道出了事实，他本人连面值最小的钱币也没见过。","On the opposite side of the street was a restaurant of no great pretensions.It catered to large appetites and modest purses.Its crockery and atmosphere were thick; its soup and napery thin.Into this place Soapy took his accusive shoes and telltale trousers without challenge.At a table he sat and consumed beefsteak, flapjacks, doughnuts and pie.And then to the waiter he betrayed the fact that the minutest coin and himself were strangers."
"“现在，赶紧叫警察吧。”索比说，“不要让一位绅士等得太久。”","“Now, get busy and call a cop,” said Soapy.“And don’t keep a gentleman waiting.”"
"“对付你这种人根本用不着警察。”侍者说，声音腻得像抹了黄油的蛋糕，眼睛红得像曼哈顿鸡尾酒里的樱桃。“喂，康！”","“No cop for youse,” said the waiter, with a voice like butter cakes and an eye like the cherry in a Manhattan cocktail.“Hey, Con!”"
"索比左耳着地，干净利落地被两个侍者扔到了硬邦邦的人行道上。索比就像木匠的折尺被打开一样慢慢地站起来，拍了拍衣服上的尘土。被捕仿佛只是个美梦。那个岛屿好像非常遥远。一名警察站在距离那里两个店面远的一家药店门前，他笑了笑、沿着街道走开了。","Neatly upon his left ear on the callous pavement two waiters pitched Soapy.He arose, joint by joint, as a carpenter’s rule opens, and beat the dust from his clothes.Arrest seemed but a rosy dream.The Island seemed very far away.A policeman who stood before a drug store two doors away laughed and walked down the street."
"索比走过五个街区，才又一次鼓起设法被捕的勇气。这回摆在他面前的时机让他愚蠢地以为这一次能万无一失。一位衣着朴素、招人喜欢的年轻女子正站在橱窗前，兴致勃勃地盯着里面陈列的刮脸用的大杯子和墨水瓶。两码之外，一位身材魁梧、表情严肃的警察正斜靠在防火栓上。","Five blocks Soapy travelled before his courage permitted him to woo capture again.This time the opportunity presented what he fatuously termed to himself a “cinch.”A young woman of a modest and pleasing guise was standing before a show window gazing with sprightly interest at its display of shaving mugs and inkstands, and two yards from the window a large policeman of severe demeanour leaned against a water plug."
"索比打算扮演成卑鄙可憎的“调戏妇女”的角色。他的受害者长相文雅娴静，临近又有一名恪尽职守的警察，这次他相信，警察很快就会抓住自己的手臂，这多么令人愉快啊，他的冬季保证能在小得恰到好处的岛上度过了。","It was Soapy’s design to assume the role of the despicable and execrated “masher.”The refined and elegant appearance of his victim and the contiguity of the conscientious cop encouraged him to believe that he would soon feel the pleasant official clutch upon his arm that would insure his winter quarters on the right little, tight little isle."
