"zh","en"
"形体的永恒","The Eternity of Forms"
"形体的永恒","The Eternity of Forms"
"作者：杰克·伦敦","by Jack London"
"随着克雷顿山上的塞德利·克雷顿先生的死，一个离奇的生命走到了尽头。","A strange life has come to an end in the death of Mr. Sedley Crayden, of Crayden Hill."
"在他生命的最后两年里，他温和无害地呆在自己的座椅里，日夜承受着一种奇怪的幻觉的折磨。他哥哥詹姆斯·克雷顿诡异的死亡，确切地说，是失踪，似乎一直折磨着他，因为那场事故发生不久，他的幻觉就开始显现。","Mild, harmless, he was the victim of a strange delusion that kept him pinned, night and day, in his chair for the last two years of his life.The mysterious death, or, rather, disappearance, of his elder brother, James Crayden, seems to have preyed upon his mind, for it was shortly after that event that his delusion began to manifest itself."
"克雷顿先生从未为他匪夷所思的行为解释过什么。他的身体没问题，而在精神方面，精神医生发现除了他那引人注意的怪癖之外，其他各方面都正常。呆在椅子上是他完全自愿的、遵从个人意志的一种行为。现在他离世了，这个谜还是没解开。","Mr. Crayden never vouchsafed any explanation of his strange conduct.There was nothing the matter with him physically; and, mentally, the alienists found him normal in every way save for his one remarkable idiosyncrasy.His remaining in his chair was purely voluntary, an act of his own will.And now he is dead, and the mystery remains unsolved."
"——摘自《牛顿通讯时报》","—Extract from the Newton Courier-Times."
"简单地说，我是塞德利·克雷顿先生的心腹仆人，在他生前的最后八个月里贴身照顾他。那段时间里他写了大量手稿，一直随身携带，除了打瞌睡或熟睡的时候，他总是把它锁在触手可及的书桌抽屉里。","Briefly, I was Mr. Sedley Crayden’s confidential servant and valet for the last eight months of his life.During that time he wrote a great deal in a manuscript that he kept always beside him, except when he drowsed or slept, at which times he invariably locked it in a desk drawer close to his hand."
"我很想读读这位老先生写的东西，但是他太谨慎太狡猾了。这些文件我连瞥都没能瞥上一眼。要是我服侍他的时候他在写东西，他就会用一本大大的记事薄压着最上面一页。是我发现他死在自己的椅子上的，就在那时，我擅自选读了这份手稿。毫无原因的，我就是很好奇地想读。","I was curious to read what the old gentleman wrote, but he was too cautious and cunning.I never got a peep at the manuscript.If he were engaged upon it when I attended on him, he covered the top sheet with a large blotter.It was I who found him dead in his chair, and it was then that I took the liberty of abstracting the manuscript.I was very curious to read it, and I have no excuses to offer."
"偷偷收藏了几年后，在确认了克雷顿先生没有健在的亲戚后，我决定让手稿的本质大白天下。它很长，我几乎省略了所有内容，只留下了那些比较明晰的片段。这部手稿带有神经错乱者的全部特征，许多事被一而再再而三地重复，很多都含糊不清，语无伦次，难以理解。然而，亲自读了以后，我敢推断，如果在主地下室，就在大烟囱的地基附近挖掘，就可以找到一堆与詹姆斯·克雷顿先生血肉包裹的骨骼极其相近的白骨。","After retaining it in my secret possession for several years, and after ascertaining that Mr. Crayden left no surviving relatives, I have decided to make the nature of the manuscript known.It is very long, and I have omitted nearly all of it, giving only the more lucid fragments.It bears all the earmarks of a disordered mind, and various experiences are repeated over and over, while much is so vague and incoherent as to defy comprehension.Nevertheless, from reading it myself, I venture to predict that if an excavation is made in the main basement, somewhere in the vicinity of the foundation of the great chimney, a collection of bones will be found which should very closely resemble those which James Crayden once clothed in mortal flesh."
"——鲁道夫·赫克勒的陈述","—Statement of Rudolph Heckler."
"下面是鲁道夫·赫克勒摘选并整理的手稿选录：","Here follows the excerpts from the manuscript, made and arranged by Rudolph Heckler:"
