"zh","en"
"吉米和绝望的女人","Jimmy and the Desperate Woman"
"吉米和绝望的女人","JIMMY AND THE DESPERATE WOMAN"
"作者：D. H. 劳伦斯","by D. H. Lawrence"
"“他在某些方面非常优秀出色，但是他确实需要一个头脑清醒的女人来照顾他。”","“He is very fine and strong somewhere, but he does need a level-headed woman to look after him.”"
"那是友善的女人们对他的评价。这让他沾沾自喜，让他飘飘然，也让他气愤不已。","That was the friendly feminine verdict upon him.It flattered him, it pleased him, it galled him."
"自从同他那十分迷人且聪明的妻子离婚之后，气愤之情就占据了他整个人。十年来，他的妻子一直按照这种方式生活着，直到最后厌倦了这个头脑清醒的保护者的角色。","Having divorced a very charming and clever wife, who had held this opinion for ten years, and at last had got tired of the level-headed protective game, his gall was uppermost."
"“我想把吉米扔到外面的世界，但是我知道这个可怜的小子肯定会转身投入到其他女人的怀里。那是他最糟糕的一面。要是他能独自坚持十分钟也好啊。但他就是做不到。此外，他身上倒是有一些杰出的东西，一些不可多得的品质。”","“I want to throw Jimmy out on the world, but I know the poor little man will go and fall on some woman’s bosom.That’s the worst of him.If he could only stand alone for ten minutes.But he can’t.At the same time, there is something fine about him, something rare.”"
"这是克拉丽莎翩然投入一个年轻的美国富翁怀里时的结论。听到吉米的名字时，这位年轻的美国富翁相当愤怒。现在克拉丽莎是他的妻子了。但有时候，她说起话来好像她还是吉米的妻子。","This had been Clarissa’s summing-up as she floated away in the arms of the rich young American.The rich young American got rather angry when Jimmy’s name was mentioned.Clarissa was now his wife.But she did sometimes talk as if she were still married to Jimmy."
"然而，吉米并不这么觉得。这条可怜虫已经变了。愤怒占据了他的心。他既生气，又苦恼不已。他完全了解克拉丽莎对他是怎样想、怎样评论的。与“偎依在女人怀抱的可怜虫”相比，那些形容他的“某种杰出的、不可多得的、出色”的字眼已经完全微不足道，至少在他的心中是这样的。","Not in Jimmy’s estimation, however.That worm had turned.Gall was uppermost.Gall and wormwood.He knew exactly what Clarissa thought—and said—about him.And the “something fine, something rare, something strong” which he was supposed to have “about him” was utterly outbalanced, in his feelings at least, by the “poor little man” nestled upon “some woman’s bosom”, which he was supposed to be."
"他对自己说：“我不是一个会偎依在某个女人怀里的可怜虫。要是我能够找到一个合适的女人，她会偎依在我的怀里。”","“I am not,” he said to himself, “a poor little man nestled upon some woman’s bosom.If I could only find the right sort of woman, she should nestle on mine.”"
"现在吉米35岁，而关于偎依与被偎依这一点，就是情感的症结和转折点所在。","Jimmy was now thirty-five, and this point, to nestle or to be nestled, was the emotional crux and turning-point."
