"zh","en"
"跳蛙","Hop-Frog"
"跳蛙","Hop-Frog"
"作者：埃德加·爱伦·坡","by Edgar Allan Poe"
"我从没听说有谁比国王更热衷于笑话。他似乎就是为了笑话而活着。能够讲一个好笑的故事，而且讲得有声有色，就一定会得到他的宠幸。因此十分碰巧，他的七位大臣全都是因说笑话的才能而闻名于世的。他们也都像国王一样，个个都是身材高大、体形肥胖、满面油光的人物，而且还是无与伦比的说笑能手。人是因为开玩笑而变胖，还是因为肥胖本身蕴藏着笑话，我无从得知。但可以肯定的是，一个会开玩笑的瘦子在世间一定是个稀罕物。","I  never knew anyone so keenly alive to a joke as the king was.He seemed to live only for joking.To tell a good story of the joke kind, and to tell it well, was the surest road to his favor.Thus it happened that his seven ministers were all noted for their accomplishments as jokers.They all took after the king, too, in being large, corpulent, oily men, as well as inimitable jokers.Whether people grow fat by joking, or whether there is something in fat itself which predisposes to a joke, I have never been quite able to determine; but certain it is that a lean joker is a rara avis in terris."
"关于风雅，或者正如他所谓的“鬼”聪明，国王很少在这上面花费功夫。他特别欣赏笑话的广度（“庸俗”），之所以能够忍受它的长度，就是因为这个缘故。过度的文雅反而使他厌倦。他更喜欢拉伯雷笔下的“卡冈都亚”而不喜欢伏尔泰笔下的“查第格”。总而言之，恶作剧远比文字玩笑更合他的胃口。","About the refinements, or, as he called them, the ‘ghost’ of wit, the king troubled himself very little.He had an especial admiration for breadth in a jest, and would often put up with length, for the sake of it.Over-niceties wearied him.He would have preferred Rabelais’ ‘Gargantua’ to the ‘Zadig’ of Voltaire: and, upon the whole, practical jokes suited his taste far better than verbal ones."
"在我所叙述的年代，职业小丑在宫廷中还没有完全过时。欧洲大陆的几个“强国”仍然保留着他们的“弄臣”，他们穿着五颜六色的衣服，戴着帽子，系着铃铛。人们期望他们在极短的时间内，随时准备好巧妙的玩笑，来答谢从御桌上掉下来的面包渣。","At the date of my narrative, professing jesters had not altogether gone out of fashion at court.Several of the great continental ‘powers’ still retain their ‘fools,’ who wore motley, with caps and bells, and who were expected to be always ready with sharp witticisms, at a moment’s notice, in consideration of the crumbs that fell from the royal table."
"我们的国王，理所当然保留着他的“弄臣”。事实是，他需要一些愚蠢的东西——仅仅是为了与他七位大臣的智慧保持平衡——就更不用提他自己了。","Our king, as a matter of course, retained his ‘fool.’The fact is, he required something in the way of folly—if only to counterbalance the heavy wisdom of the seven wise men who were his ministers—not to mention himself."
"尽管如此，他的弄臣或者说是职业小丑，并不仅仅是个弄臣。在国王眼里，他值三倍的价，因为他不仅是个矮子，还是个跛子。在当时的宫廷里，矮子和弄臣一样常见。很多君王要是没有个弄臣和他们一起笑，没有个矮子让他们取笑，就会觉得难以度日（在宫廷的日子要比在其他地方漫长得多）。但是，正如我已经观察到的那样，在君王的小丑中，一百个里有九十九个是胖乎乎、圆滚滚、笨手笨脚的——因此我们的国王对于得到了跳蛙（一个小丑的名字）很是欣喜，因为他一个顶三个。","His fool, or professional jester, was not only a fool, however.His value was trebled in the eyes of the king, by the fact of his being also a dwarf and a cripple.Dwarfs were as common at court, in those days, as fools; and many monarchs would have found it difficult to get through their days (days are rather longer at court than elsewhere) without both a jester to laugh with, and a dwarf to laugh at.But, as I have already observed, your jesters, in ninety-nine cases out of a hundred, are fat, round, and unwieldy—so that it was no small source of self-gratulation with our king that, in Hop-Frog (this was the fool’s name), he possessed a triplicate treasure in one person."
"我相信“跳蛙”这个名字不是他的教父母在洗礼仪式上给他取的，而是几位大臣一致同意赐予他的，因为他无法像其他人那样走路。事实上，跳蛙只能用一种穿插式的步态行进——介于跳动和扭动之间——这个动作给国王带来了无穷的乐趣，当然也有安慰。因为国王（尽管他挺着个肚子，顶着与生俱来的肥硕脑袋）在整个宫廷都堪称是绝佳的形象。","I believe the name ‘Hop-Frog’ was not that given to the dwarf by his sponsors at baptism, but it was conferred upon him, by general consent of the several ministers, on account of his inability to walk as other men do.In fact, Hop-Frog could only get along by a sort of interjectional gait—something between a leap and a wriggle—a movement that afforded illimitable amusement, and of course consolation, to the king, for (notwithstanding the protuberance of his stomach and a constitutional swelling of the head) the king, by his whole court, was accounted a capital figure."
"然而，尽管跳蛙双腿扭曲，在路上或者地板上行走需要承受很大的痛苦和艰辛，但是似乎大自然赋予他的手臂肌肉惊人的力量，就是为了弥补他下肢的缺陷，使他能够表演许多精彩且动作敏捷的特技。他可以在树上、绳子上，或者其他一些东西上攀爬。做这样的动作时，他更像是一只松鼠，或者是一只小猴子，而不像是只青蛙。","But although Hop-Frog, through the distortion of his legs, could move only with great pain and difficulty along a road or floor, the prodigious muscular power which nature seemed to have bestowed upon his arms, by way of compensation for deficiency in the lower limbs, enabled him to perform many feats of wonderful dexterity, where trees or ropes were in question, or any thing else to climb.At such exercises he certainly much more resembled a squirrel, or a small monkey, than a frog."
"我不能准确地说出跳蛙最初来自于哪个地方。尽管如此，他应该是来自于某个野蛮、甚至没有人听说过的地区——一个离我们国王的宫廷十分遥远的地方。跳蛙，和一个比他稍高一点的年轻姑娘（尽管她身材娇好、比例匀称，而且还是个出色的舞者）都是在比邻的省份他们各自的家乡被一位常胜将军强行带过来，当作礼物送给国王的。","I am not able to say, with precision, from what country Hop-Frog originally came.It was from some barbarous region, however, that no person ever heard of—a vast distance from the court of our king.Hop-Frog, and a young girl very little less dwarfish than himself (although of exquisite proportions, and a marvellous dancer), had been forcibly carried off from their respective homes in adjoining provinces, and sent as presents to the king, by one of his ever-victorious generals."
"在这些情况下，就不难理解这两个矮小的俘虏之间的亲密关系了。确实，他们很快就变成了心腹之交。尽管跳蛙能耍许多把戏，但要是没能为特里佩塔效劳的话，就根本不会受欢迎。而她，因为优雅的举止和美丽的面容（尽管是个矮子），受到了大众广泛的赞美和宠爱，因此她拥有很大的影响力。而且只要她能够做到，无论在任何时候她一定会利用这种影响力来为跳蛙谋求利益。","Under these circumstances, it is not to be wondered at that a close intimacy arose between the two little captives.Indeed, they soon became sworn friends.Hop-Frog, who, although he made a great deal of sport, was by no means popular, had it not in his power to render Trippetta many services; but she, on account of her grace and exquisite beauty (although a dwarf), was universally admired and petted; so she possessed much influence; and never failed to use it, whenever she could, for the benefit of Hop-Frog."
"在一次盛大的国家性的活动场合——我忘记是什么了——国王决定举办一场化装舞会。每当我们宫廷里有化装舞会或者诸如此类的活动时，那些人才，包括跳蛙和特里佩塔两个人肯定会被招去表演。尤其是跳蛙，在组织盛会、编排新颖的角色、安排舞会服装方面都很有创造力。一个化装舞会，似乎要是没有他的协助，就什么事也做不成。","On some grand state occasion—I forgot what—the king determined to have a masquerade, and whenever a masquerade or any thing of that kind, occurred at our court, then the talents, both of Hop-Frog and Trippetta were sure to be called into play.Hop-Frog, in especial, was so inventive in the way of getting up pageants, suggesting novel characters, and arranging costumes, for masked balls, that nothing could be done, it seems, without his assistance."
