"zh","en"
"一个纽约人的成长","The Making of a New Yorker"
"一个纽约人的成长","The Making of a New Yorker"
"作者：欧·亨利","by O. Henry"
"除了拥有其他的特长，拉格斯还是位诗人。人们叫他流浪汉；但那仅仅是对他是一位哲学家、一位艺术家、一个旅行者、一个自然主义者以及一位发现者的省略说法。不过他首先是位诗人。他一生中从没有写过一行诗；但他过着诗的生活。要是把他的漂泊之旅写下来，那将会是一首五行打油诗。但是就我们这里谈论的主题而言，我们是说他是位诗人。","Besides many other things, Raggles was a poet.He was called a tramp; but that was only an elliptical way of saying that he was a philosopher, an artist, a traveller, a naturalist and a discoverer.But most of all he was a poet.In all his life he never wrote a line of verse; he lived his poetry.His Odyssey would have been a Limerick, had it been written.But, to linger with the primary proposition, Raggles was a poet."
"要是强迫拉格斯去写东西，他的专长会是写城市十四行诗。他研究城市，就如同女人研究镜子中的自己，如同儿童研究一个结构变位了的玩偶的粘胶和锯屑，如同记述野生动物的人研究动物园里的兽笼一般。对于格拉斯来说，城市不只是砖头和灰浆的堆砌，也不仅仅是有一定数量的居民的居住地；城市有独特明确的灵魂；它是一盘与众不同的生命大杂烩，有着自己特殊的本质、味道和感觉。怀着诗人的热情，拉格斯朝东西南北漫游了两千英里，将那些城市都装入了自己的心里。他在灰尘飞扬的道路上徒步行走，或者在货车上高贵地快速前进，根本不考虑时间。当他找到一个城市的心脏，聆听完它秘密的供述之后，他就会毫不停歇地继续向另一个城市漫游。菲克尔·拉格斯！——但也许他还没有遇到能吸引他产生批判性的幻想并保持这种幻想的市政当局。","Raggles’s specialty, had he been driven to ink and paper, would have been sonnets to the cities.He studied cities as women study their reflections in mirrors; as children study the glue and sawdust of a dislocated doll; as the men who write about wild animals study the cages in the zoo.A city to Raggles was not merely a pile of bricks and mortar, peopled by a certain number of inhabitants; it was a thing with a soul characteristic and distinct; an individual conglomeration of life, with its own peculiar essence, flavor and feeling.Two thousand miles to the north and south, east and west, Raggles wandered in poetic fervor, taking the cities to his breast.He footed it on dusty roads, or sped magnificently in freight cars, counting time as of no account.And when he had found the heart of a city and listened to its secret confession, he strayed on, restless, to another.Fickle Raggles!—but perhaps he had not met the civic corporation that could engage and hold his critical fancy."
"我们从古代诗人那里了解到，城市是阴性的。诗人拉格斯也认同这一点；他的脑海中有一个具体而清晰的形象，这形象象征和代表着他追逐过的每一个城市。","Through the ancient poets we have learned that the cities are feminine.So they were to poet Raggles; and his mind carried a concrete and clear conception of the figure that symbolized and typified each one that he had wooed."
"芝加哥似乎带着帕廷顿夫人那令人愉悦的建议、长羽毛和广藿香，迅速降落到了拉格斯面前，它以歌颂未来誓约的高亢而美丽的歌声，扰乱了他的平静。但是拉格斯还是会清醒过来，察觉到一种冷得发抖的感觉，意识到一直萦绕于脑际的理想迷失在了令人沮丧的土豆色拉和鱼的气味中。","Chicago seemed to swoop down upon him with a breezy suggestion of Mrs. Partington, plumes and patchouli, and to disturb his rest with a soaring and beautiful song of future promise.But Raggles would awake to a sense of shivering cold and a haunting impression of ideals lost in a depressing aura of potato salad and fish."
"就这样，芝加哥影响了他。也许描述有些模糊，有些偏差，但那是拉格斯的错。他本应该将自己的感触写在诗里，发表在杂志上。","Thus Chicago affected him.Perhaps there is a vagueness and inaccuracy in the description; but that is Raggles’s fault.He should have recorded his sensations in magazine poems."
"匹兹堡给他留下的印象，如同在一个火车站里，一群多克斯塔德的游吟诗人用俄语表演的《奥赛罗》。匹兹堡就像一位高贵慷慨的女士——尽管她为人朴实，热情，有着红彤彤的脸庞，洗碗时穿着丝绸裙子和白色的小山羊皮拖鞋，吩咐拉格斯在烧旺的火炉旁坐下，一边喝着香槟，一边啃着猪脚吃着炸土豆。","Pittsburg impressed him as the play of “Othello” performed in the Russian language in a railroad station by Dockstader’s minstrels.A royal and generous lady this Pittsburg, though—homely, hearty, with flushed face, washing the dishes in a silk dress and white kid slippers, and bidding Raggles sit before the roaring fireplace and drink champagne with his pigs’ feet and fried potatoes."
"新奥尔良从阳台上单纯地凝视着他。他可以看到她深思的明眸，看到她的扇子在扇动，仅此而已。他和她面对面只有一次。那是黎明时分，当时她正用一桶水冲洗人行道上的红砖。她笑着，哼着小曲，把拉格斯的鞋子里灌满了冰冷的水。算了吧！","New Orleans had simply gazed down upon him from a balcony.He could see her pensive, starry eyes and catch the flutter of her fan, and that was all.Only once he came face to face with her.It was at dawn, when she was flushing the red bricks of the banquette with a pail of water.She laughed and hummed a chansonette and filled Raggles’s shoes with ice-cold water.Allons!"
"波士顿则以一种飘忽不定的奇特方式向诗人拉格斯诠释了自己。波士顿对于他，就好像他喝了冰茶，这座城市是一块冰冷的白布，紧紧地缠住他的额头，激励着他做出未知却巨大的精神上的努力。终于，他开始铲雪以谋生计；头上的布开始变湿，使上面的结变得越来越紧，紧得解不开。","Boston construed herself to the poetic Raggles in an erratic and singular way.It seemed to him that he had drunk cold tea and that the city was a white, cold cloth that had been bound tightly around his brow to spur him to some unknown but tremendous mental effort.And, after all, he came to shovel snow for a livelihood; and the cloth, becoming wet, tightened its knots and could not be removed."
"你可能会说，这些都是含糊且难以理解的想法。但是你的这种不赞同的意见应该以感激来缓和，因为这些全是诗人的幻想——假设你突然从诗中感受到了这些。","Indefinite and unintelligible ideas, you will say; but your disapprobation should be tempered with gratitude, for these are poets’ fancies—and suppose you had come upon them in verse!"
"一天，拉格斯来到了大城市曼哈顿，百般努力，想赢得她的心。在所有城市中，她是最伟大的；他想在一定程度上了解她的音符，品味她，鉴赏她，将她分类，加以解释，并为她贴上标签，把她和那些将自己的个性秘密展示给他的其他城市安排在一起。在这里，我们不再当拉格斯的翻译员，而是变成了他的记录者。","One day Raggles came and laid siege to the heart of the great city of Manhattan.She was the greatest of all; and he wanted to learn her note in the scale; to taste and appraise and classify and solve and label her and arrange her with the other cities that had given him up the secret of their individuality.And here we cease to be Raggles’s translator and become his chronicler."
