"zh","en"
"带磨坊的教堂","The Church with an Overshot-Wheel"
"带磨坊的教堂","The Church with an Overshot-Wheel"
"作者：欧·亨利","by O. Henry"
"在众多流行的避暑胜地的名单中是找不到湖地这个去处的。它位于克林奇河的一条小支流旁、坎伯兰山脉的低矮的支脉上。确切地说，湖地是一个令人满意的村庄，有二十四户人家，坐落于一条已经废弃的窄轨铁路线旁。你会疑惑究竟是铁路在松树林里迷失了自己，出于恐惧和孤独闯进了湖地，还是湖地迷了路，依偎在铁路身旁等候车辆带它回家。你还会好奇它为什么会叫湖地。没有湖，并且周围的土地贫瘠，丝毫不值得一提。","Lakelands is not to be found in the catalogues of fashionable summer resorts.It lies on a low spur of the Cumberland range of mountains on a little tributary of the Clinch River.Lakelands proper is a contented village of two dozen houses situated on a forlorn, narrow-gauge railroad line.You wonder whether the railroad lost itself in the pine woods and ran into Lakelands from fright and loneliness, or whether Lakelands got lost and huddled itself along the railroad to wait for the cars to carry it home.You wonder again why it was named Lakelands.There are no lakes, and the lands about are too poor to be worth mentioning."
"在离村子半英里处，有一家老鹰旅馆，店主叫乔赛亚·兰金，这是间古旧的大宅子，专为那些渴望呼吸山间空气的客人们提供实惠的膳宿。老鹰旅馆虽然管理不善，却让人感觉到快乐。它里面满是古色古香的而非现代化的设施，它舒适、随意、惬意、杂乱，给人一种家的感觉。但给你配备有窗明几净的房间和丰盛的食材：至于剩下的，只能交给你自己和这片松树林了。大自然提供了矿泉水、葡萄藤秋千、槌球场——甚至球门都是木制的。这里的人为技艺只有每周两次在乡村亭子里举行的舞会上的小提琴和吉他演奏了。","Half a mile from the village stands the Eagle House, a big, roomy old mansion run by Josiah Rankin for the accommodation of visitors who desire the mountain air at inexpensive rates.The Eagle House is delightfully mismanaged.It is full of ancient instead of modern improvements, and it is altogether as comfortably neglected and pleasingly disarranged as your own home.But you are furnished with clean rooms and good and abundant fare: yourself and the piny woods must do the rest.Nature has provided a mineral spring, grape-vine swings, and croquet—even the wickets are wooden.You have Art to thank only for the fiddle-and-guitar music twice a week at the hop in the rustic pavilion."
"老鹰旅馆的主顾们是那些把寻求娱乐看成是生活必需和乐趣的人。他们平日里忙忙碌碌，就像是钟表，上两星期的发条就能确保运行一年。在那里，你会看到来自南部城市的学生，时不时还会有艺术家或是潜心研究古山体结构的地理学家。有几个来这里避暑的安静的家庭，以及一两个被湖地人经常称为“女教师”的耐心而又疲惫的妇女。","The patrons of the Eagle House are those who seek recreation as a necessity, as well as a pleasure.They are busy people, who may be likened to clocks that need a fortnight’s winding to insure a year’s running of their wheels.You will find students there from the lower towns, now and then an artist, or a geologist absorbed in construing the ancient strata of the hills.A few quiet families spend the summers there; and often one or two tired members of that patient sisterhood known to Lakelands as “schoolmarms.”"
"如果老鹰旅馆要编印宣传册的话，那么离旅馆四分之一英里的那处向游客们介绍的“景点”一定在宣传册中。这是一座废弃的老旧磨坊。用乔赛亚·兰金的话来说，它是“美国唯一带有磨坊水车的教堂；也是世界上唯一带有教堂座位和管风琴的磨坊”。每逢安息日老鹰旅馆的客人们都会来到老磨坊教堂，听牧师把虔诚的基督徒比作是在阅历和苦难的磨盘下碾出来并筛干净的面粉。","A quarter of a mile from the Eagle House was what would have been described to its guests as “an object of interest” in the catalogue, had the Eagle House issued a catalogue.This was an old, old mill that was no longer a mill.In the words of Josiah Rankin, it was “the only church in the United States, sah, with an overshot-wheel; and the only mill in the world, sah, with pews and a pipe organ.”The guests of the Eagle House attended the old mill church each Sabbath, and heard the preacher liken the purified Christian to bolted flour ground to usefulness between the millstones of experience and suffering."
"每年大约初秋时，都会有个名叫艾布拉姆·斯特朗的人来到老鹰旅馆，在此逗留一段时间，并会受到当地人的尊敬，奉为座上宾。在湖地，他被亲切地称呼为“艾布拉姆神父”，因为他鹤发童颜、神情友善、笑声爽朗，他穿上黑衣，戴上宽沿帽的时候，十分像神父。即便是新旅客，经过三四天的接触后都会这么称呼他。","Every year about the beginning of autumn there came to the Eagle House one Abram Strong, who remained for a time an honoured and beloved guest.In Lakelands he was called “Father Abram,” because his hair was so white, his face so strong and kind and florid, his laugh so merry, and his black clothes and broad hat so priestly in appearance.Even new guests after three or four days’ acquaintance gave him this familiar title."
"艾布拉姆神父是走了很远的路才来到达湖地的。他住在西北部一个喧闹的大城市里，在那里他拥有几家磨粉厂，不是带有教堂座位和管风琴的小磨坊，而是堆成像山那么高的、奇丑无比的大型面粉厂。运面粉的列车整天来来回回，就像蚂蚁围着蚁冢打转一样。现在必须先交代一下艾布拉姆神父和这座教堂的相关事情，因为他们之间的故事紧密相连。","Father Abram came a long way to Lakelands.He lived in a big, roaring town in the Northwest where he owned mills, not little mills with pews and an organ in them, but great, ugly, mountain-like mills that the freight trains crawled around all day like ants around an ant-heap.And now you must be told about Father Abram and the mill that was a church, for their stories run together."
"当教堂还是磨坊的时候，斯特朗先生是磨粉厂主。当地找不到比他更快活、更忙碌、更幸福、浑身粘满面粉的磨坊主了。他住在磨坊对街的一间小屋里。他干活卖力，但他收取的费用却很少。山里人都不惜路途遥远将谷物送到他这里。","In the days when the church was a mill, Mr. Strong was the miller.There was no jollier, dustier, busier, happier miller in all the land than he.He lived in a little cottage across the road from the mill.His hand was heavy, but his toll was light, and the mountaineers brought their grain to him across many weary miles of rocky roads."
