"zh","en"
"鸽子先生和鸽子太太","Mr. and Mrs. Dove"
"鸽子先生和鸽子太太","Mr. and Mrs. Dove"
"作者：曼斯菲尔德","by Katherine Mansfield"
"他当然知道——没人比他更清楚地知道——他没有一丝的机会，一丁点都没有。就连想想这种事情都很荒谬。如此地荒谬，他完全理解，要是她父亲——当然，无论她父亲打算怎么做，他都完全理解。事实上，只是因为绝望，因为这已是他在英国的最后一天。天晓得他要在国外呆多久，所以他鼓起勇气要这样做。但即使是现在……他从衣柜抽屉里取出一条领带，一条蓝色和淡黄的方格领带，坐在床边上。如果她回答：“太没礼貌了！”他会吃惊吗？","Of course he knew—no man better—that he hadn’t a ghost of a chance, he hadn’t an earthly.The very idea of such a thing was preposterous.So preposterous that he’d perfectly understand it if her father—well, whatever her father chose to do he’d perfectly understand.In fact, nothing short of desperation, nothing short of the fact that this was positively his last day in England for God knows how long, would have screwed him up to it.And even now... He chose a tie out of the chest of drawers, a blue and cream check tie, and sat on the side of his bed.Supposing she replied, “What impertinence!” would he be surprised?"
"才不会呢，他想。他竖起软领，翻下来盖上领带。他料想她会说些类似的话。若是他非常冷静地审视这件事的话，他想不出，除此之外她还会说出些别的什么。","Not in the least, he decided, turning up his soft collar and turning it down over the tie.He expected her to say something like that.He didn’t see, if he looked at the affair dead soberly, what else she could say."
"快看他！站在镜子前，他紧张地打了个蝴蝶结，用双手把他的头发捋顺下来，掏出夹克衫的兜盖。在水果园的年收入是五六百英镑，可水果园偏偏是在——罗得西亚。没有资本。一个便士他也拿不到。至少四年他的收入不可能增长。至于长相这些东西，他也毫无突出之处。他甚至不能夸耀有着最棒的体格。东非的生意彻底搞垮了他的身体，使他不得不休养半年之久。他的脸白得吓人——今天下午甚至比平时还要糟。他想着，弯腰向前，看向镜中。天啊！这是怎么了？他的头发看起来几乎是亮绿色的。真见鬼，无论如何他从未有过绿头发。这还真有些太夸张了。之后，绿光在镜中颤动起来；原来是屋外一棵树的影子。雷吉转过身，拿出他的香烟盒，但当他想到他妈妈多么讨厌他在卧室里吸烟时，他又把它放了回去，慢慢地踱到了衣柜前。不，如果他能想到一件对他有利的好事情，那才叫奇怪呢，而她……啊！……他突然停下来，双臂交叉，紧紧靠在衣柜上。","Here he was!And nervously he tied a bow in front of the mirror, jammed his hair down with both hands, pulled out the flaps of his jacket pockets.Making between 500 and 600 pounds a year on a fruit farm in—of all places—Rhodesia.No capital.Not a penny coming to him.No chance of his income increasing for at least four years.As for looks and all that sort of thing, he was completely out of the running.He couldn’t even boast of top-hole health, for the East Africa business had knocked him out so thoroughly that he’d had to take six months’ leave.He was still fearfully pale—worse even than usual this afternoon, he thought, bending forward and peering into the mirror.Good heavens!What had happened?His hair looked almost bright green.Dash it all, he hadn’t green hair at all events.That was a bit too steep.And then the green light trembled in the glass; it was the shadow from the tree outside.Reggie turned away, took out his cigarette case, but remembering how the mater hated him to smoke in his bedroom, put it back again and drifted over to the chest of drawers.No, he was dashed if he could think of one blessed thing in his favour, while she... Ah!...He stopped dead, folded his arms, and leaned hard against the chest of drawers."
"尽管她地位高贵，父亲是个有钱人，她是家中独女，还是附近一带最受欢迎的女孩；尽管她漂亮、聪颖——聪颖！——远远不止聪颖，简直没有她不会做的；他完全相信，如果必要的话，她可以成为任何方面的天才——尽管她的父母宠爱她，她也爱他们，他们愿意让她一直这样，只要……尽管有这许多的“尽管”，他的深切爱意仍让他止不住抱有希望。唉，可这是希望吗？又或是奇怪而胆怯的渴望——有机会能够照顾她，有责任看着她拥有她想要的一切，一切不完美的东西远离她——这就是爱吗？他多爱她呀！他紧紧靠着衣柜，对着它轻声说：“我爱她，我爱她！”就在那时，他仿佛正和她前往乌姆塔利。那是一个夜晚。她坐在角落里睡着了。她柔软的下巴缩进她柔软的衣领里，金棕色的睫毛贴在脸颊上。他喜爱她小巧的鼻子，绝美的嘴唇，婴儿般的耳朵和半遮半盖着耳朵的金棕色卷发。他们正穿越丛林。那片丛林温暖、幽暗而又遥远。后来她醒过来问道：“我睡着了吗？”他回答道：“是的。你还好吧？来，让我——”他将身子探向前去……俯身在她身上。这是如此幸福，他不敢再梦想下去了。但这给了他勇气，他三步两步地走下楼，在门厅拿起草帽，一边关上前门一边说：“唉！我只能碰碰运气了，只能这样了。”","And in spite of her position, her father’s wealth, the fact that she was an only child and far and away the most popular girl in the neighbourhood; in spite of her beauty and her cleverness—cleverness!—it was a great deal more than that, there was really nothing she couldn’t do; he fully believed, had it been necessary, she would have been a genius at anything—in spite of the fact that her parents adored her, and she them, and they’d as soon let her go all that way as... In spite of every single thing you could think of, so terrific was his love that he couldn’t help hoping.Well, was it hope?Or was this queer, timid longing to have the chance of looking after her, of making it his job to see that she had everything she wanted, and that nothing came near her that wasn’t perfect—just love?How he loved her!He squeezed hard against the chest of drawers and murmured to it, “I love her, I love her!”And just for the moment he was with her on the way to Umtali.It was night.She sat in a corner asleep.Her soft chin was tucked into her soft collar, her gold-brown lashes lay on her cheeks.He doted on her delicate little nose, her perfect lips, her ear like a baby’s, and the gold-brown curl that half covered it.They were passing through the jungle.It was warm and dark and far away.Then she woke up and said, “Have I been asleep?”and he answered, “Yes.Are you all right?Here, let me—” And he leaned forward to... He bent over her.This was such bliss that he could dream no further.But it gave him the courage to bound downstairs, to snatch his straw hat from the hall, and to say as he closed the front door, “Well, I can only try my luck, that’s all.”"
"但是他的运气似乎不怎么样，至少几乎立刻就表现出来了。妈妈正在花园的小路上和老狮子狗切尼和比蒂踱来踱去地散步。雷金纳德当然是喜欢妈妈、心疼妈妈的。她——她本意是好的，有着无尽的勇气和毅力等诸如此类的优点。但不可否认，她是一位相当严厉的母亲。在雷吉印象中，阿利克叔叔去世并留给他水果园之前，有很多时候他都深信，作为一个寡妇的独子可能是对一个年轻人最重的惩罚。最糟糕的是，她确实是他的所有。她不仅仅母兼父职，可以说，在雷吉开始赚第一笔钱之前，她已跟她自己的和州长的所有亲戚朋友都吵翻了。所以每当雷吉身居异乡怀念家乡时，他坐在星光下的黑暗走廊上，听着留声机唱着：“亲爱的，人生即是爱吗？”他看到的只是他高大健壮的妈妈伴着沙沙声走过花园的小路，身后跟着切尼和比蒂。","But his luck gave him a nasty jar, to say the least, almost immediately.Promenading up and down the garden path with Chinny and Biddy, the ancient Pekes, was the mater.Of course Reginald was fond of the mater and all that.She—she meant well, she had no end of grit, and so on.But there was no denying it, she was rather a grim parent.And there had been moments, many of them, in Reggie’s life, before Uncle Alick died and left him the fruit farm, when he was convinced that to be a widow’s only son was about the worst punishment a chap could have.And what made it rougher than ever was that she was positively all that he had.She wasn’t only a combined parent, as it were, but she had quarrelled with all her own and the governor’s relations before Reggie had won his first trouser pockets.So that whenever Reggie was homesick out there, sitting on his dark veranda by starlight, while the gramophone cried, “Dear, what is Life but Love?” his only vision was of the mater, tall and stout, rustling down the garden path, with Chinny and Biddy at her heels..."
"妈妈手里拿着剪刀，正准备剪掉枯枝败叶的顶部，看到雷吉后就停了下来。","The mater, with her scissors outspread to snap the head of a dead something or other, stopped at the sight of Reggie."
"“你不是要出去吧，雷金纳德？”看到他要出去，她问道。“我会回来喝茶，妈妈。”雷吉低声说着，把手插进夹克衫口袋。","“You are not going out, Reginald?”  she asked, seeing that he was.“I’ll be back for tea, mater,” said Reggie weakly, plunging his hands into his jacket pockets."
