"zh","en"
"拳头","Bunches of Knuckles"
"拳头","Bunches of Knuckles"
"作者：杰克·伦敦","by Jack London"
"在萨莫塞特游艇上，人们为了庆祝圣诞节做了相当大规模的安排。由于数月来所停泊的港口都人迹罕至，储备的食品已所剩不多了，但是明妮·邓肯还是设法为驾驶舱和水手舱的人们筹划了真正的盛筵。","Arrangements quite extensive had been made for the celebration of Christmas on the yacht Samoset.Not having been in any civilized port for months, the stock of provisions boasted few delicacies; yet Minnie Duncan had managed to devise real feasts for cabin and forecastle."
"“听着，博伊德，”她对自己的丈夫说，“这是菜单。给驾驶舱的，纯天然又美味的本土风味，有海龟汤、萨莫塞特风味煎蛋卷——”","“Listen, Boyd, she told her husband.“Here are the menus.For the cabin, raw bonita native style, turtle soup, omelette a la Samoset—”"
"“你究竟怎么弄到的？”博伊德·邓肯打断说。","“What the dickens?”Boyd Duncan interrupted."
"“嗯，你要是非得知道的话，我找到了掉在冷藏室后面的一罐蘑菇和一包蛋粉，还有其他一些东西也快掉到那后面去了。但是别打断我。煮山药、炸芋头、鳄梨沙拉——你瞧，你把我搞糊涂了，然后我发现了最后半磅鲜美的干鱿鱼。如果我能把这些话敲击富山的脑子里，那么我们还会有墨西哥烤豆；马克萨斯蜂蜜烤木瓜，最后是美味的馅饼，富山拒绝透露制作这个馅饼的秘方。”","“Well, if you must know, I found a tin of mushrooms and a package of egg-powder which had fallen down behind the locker, and there are other things as well that will go into it.But don’t interrupt.Boiled yam, fried taro, alligator pear salad—there, you’ve got me all mixed, then I found a last delectable half-pound of dried squid.There will be baked beans Mexican, if I can hammer it into Toyama’s head; also, baked papaia with Marquesan honey, and, lastly, a wonderful pie the secret of which Toyama refuses to divulge.”"
"“我在想有没有可能用贸易朗姆酒调制出潘趣酒或者鸡尾酒？”邓肯阴郁地嘀咕着说。","“I wonder if it is possible to concoct a punch or a cocktail out of trade rum?”Duncan muttered gloomily."
"“哦！我给忘了！跟我来。”","“Oh!I forgot!Come with me.”"
"他的妻子抓起他的手，带他穿过小门来到她精巧的特等舱。她仍旧握着他的手，另一只手在一个帽子柜深处摸索，拿出了一瓶一品脱的香槟。","His wife caught his hand and led him through the small connecting door to her tiny stateroom.Still holding his hand, she fished in the depths of a hat-locker and brought forth a pint bottle of champagne."
"“这下晚餐可完整了！”他叫道。","“The dinner is complete!” he cried."
"“等等。”","“Wait.”"
"她又摸了摸，摸到一个银色的威士忌瓶子。她把瓶子对着舷窗处的光，看到瓶里的酒还剩四分之一。","She fished again, and was rewarded with a silver-mounted whisky flask.She held it to the light of a port-hole, and the liquor showed a quarter of the distance from the bottom."
"“我保存了好几个星期了，”她解释说，“够你和德特马船长喝的了。”","“I’ve been saving it for weeks,” she explained.“And there’s enough for you and Captain Dettmar.”"
"“非常小的两杯酒。”邓肯抱怨着。","“Two mighty small drinks,” Duncan complained."
"“本来还能多些的，但是洛伦佐生病的时候，我给他喝了一杯。”","“There would have been more, but I gave a drink to Lorenzo when he was sick.”"
"邓肯开玩笑地咆哮道：“你大可以给他朗姆酒喝啊。”","Duncan growled, “Might have given him rum,” facetiously."
"“恶心的东西！给一个病人？别贪得无厌了，博伊德。由于德特马船长的缘故，我已经庆幸只有这些酒了。他总是喝了酒就变暴躁。现在跟你说说给伙计们的晚餐。苏打饼干，甜蛋糕，糖果——”","“The nasty stuff!For a sick man?Don’t be greedy, Boyd.And I’m glad there isn’t any more, for Captain Dettmar’s sake.Drinking always makes him irritable.And now for the men’s dinner.Soda crackers, sweet cakes, candy—”"
"“很丰盛，我必须要说。”","“Substantial, I must say.”"
"“嘘。米饭，还有咖喱，洋芋，芋头，当然都是很美味的，富山做的大蛋糕，嫩猪肉——”","“Do hush.Rice, and curry, yam, taro, bonita, of course, a big cake Toyama is making, young pig—”"
"“哦，我说。”他反对说。","“Oh, I say,” he protested."
"“没关系，博伊德。我们会在三天之后到达阿图—阿图。而且，那是我的猪。那个不知姓名的老主管明确说是送给我的。你亲眼见过他的。然后是两听牛肉罐头。这是他们的晚餐了。现在再说说礼物。我们是等到明天给他们礼物呢，还是今天晚上就给？”","“It is all right, Boyd.We’ll be in Attu-Attu in three days.Besides, it’s my pig.That old chief what-ever-his-name distinctly presented it to me.You saw him yourself.And then two tins of bullamacow.That’s their dinner.And now about the presents.Shall we wait until tomorrow, or give them this evening?”"
"“当然在圣诞夜给了。”这个男人说，“我们在报时钟敲响八下的时候把所有的船员叫来；我会给每个船员发放一点朗姆酒，然后你给他们发礼物。去甲板上吧。甲板下面叫人喘不过气来。我希望洛伦佐能修好发电机；如果我们被赶到下面来睡觉的话，没有风扇今天晚上就睡不了多少觉了。","“Christmas Eve, by all means,” was the man’s judgment.“We’ll call all hands at eight bells; I’ll give them a tot of rum all around, and then you give the presents.Come on up on deck.It’s stifling down here.I hope Lorenzo has better luck with the dynamo; without the fans there won’t be much sleeping to-night if we’re driven below.”"
"他们穿过这间小主舱，爬上陡直的舱室升降梯，来到了甲板上。太阳正在落山，这预示着一个晴朗的热带夜晚即将来临。萨莫塞特号的两侧撑起前桅帆和主桅帆，以每小时四海里的速度慵懒地划过平静的海面。一阵捶打声从发动机舱的天窗传来。他们向船尾信步走去，在那里德特马船长正一只脚踩着围栏，给拖曳式计程仪的齿轮上油。在船舵的旁边站着一个来自南海岛的高个子，他穿着白汗衫，裹着猩红色的遮羞布。","They passed through the small main-cabin, climbed a steep companion ladder, and emerged on deck.The sun was setting, and the promise was for a clear tropic night.The Samoset, with fore-and main-sail winged out on either side, was slipping a lazy four-knots through the smooth sea.Through the engine-room skylight came a sound of hammering.They strolled aft to where Captain Dettmar, one foot on the rail, was oiling the gear of the patent log.At the wheel stood a tall South Sea Islander, clad in white undershirt and scarlet hip-cloth."
"博伊德·邓肯是个怪人。至少他的朋友们是这么认为的。","Boyd Duncan was an original.At least that was the belief of his friends."
"虽然他有一大笔财富，什么都不用做就能过上舒舒服服的日子，而他却决定用一种奇怪且最不舒服的方式环游世界。顺便提一句，他对于珊瑚礁有自己的看法，而且与达尔文的大相径庭，并且在多个专题论文和一本书中阐明过他的观点，而现在他又回到了这个爱好上，在南海海域乘着30吨的小游艇巡游，研究礁石的构成。","Of comfortable fortune, with no need to do anything but take his comfort, he elected to travel about the world in outlandish and most uncomfortable ways.Incidentally, he had ideas about coral-reefs, disagreed profoundly with Darwin on that subject, had voiced his opinion in several monographs and one book, and was now back at his hobby, cruising the South Seas in a tiny, thirty-ton yacht and studying reef-formations."
"他的妻子明妮·邓肯也显然是个怪人，她很乐于与丈夫一同漫游世界。除了别的之外，在他们六年精彩的婚姻生活中，她已经陪他一起爬上了钦博拉索山，冬季在阿拉斯加乘坐狗拉的雪橇完成了三千英里的旅程，从加拿大一路骑马到墨西哥，乘坐着十吨重的快艇在地中海航游，从德国划着独木舟穿过欧洲的中心到达黑海。他们这一对酷爱旅行，他块头大肩膀又宽，而她是个身材娇小、肤色偏深、性格开朗的女人，一百五十磅重的身体里全是勇气和耐力，讨人喜欢。","His wife, Minnie Duncan, was also declared an original, inasmuch as she joyfully shared his vagabond wanderings.Among other things, in the six exciting years of their marriage she had climbed Chimborazo with him, made a three-thousand-mile winter journey with dogs and sleds in Alaska, ridden a horse from Canada to Mexico, cruised the Mediterranean in a ten-ton yawl, and canoed from Germany to the Black Sea across the heart of Europe.They were a royal pair of wanderlusters, he, big and broad-shouldered, she a small, brunette, and happy woman, whose one hundred and fifteen pounds were all grit and endurance, and withal, pleasing to look upon."
"萨莫塞特号以前是一艘贸易纵帆船，邓肯在旧金山买下了她，并进行了一番改造。船的内部被改造一新，货仓成了主驾驶舱和特等舱，而在船尾和船腹装上了发动机、发电机、制冷机和蓄电池，还远在船尾的地方装上了油箱。船上必然还载着一小队船员。船上只有博伊德、明妮和德特马船长是白人，尽管圆滑的小个子机械师洛伦佐称自己有一半的白人血统，因为他是带有葡萄牙血统的混血儿。一个日本人做厨师，一个中国人做侍者。四个白人水手组成了最初的船员队伍，但是他们一个接一个地被南海小岛上棕榈叶飘扬的美景所吸引，被岛上的人接替了。于是，其中一个黝黑的船员来自复活节岛，第二个来自卡洛林群岛，第三个来自保莫图斯岛，而第四个是一位身材魁梧的萨摩亚人。在海上，博伊德·邓肯自己就是领航员，是德特马船长的大副，他们两个人都掌舵或者偶尔盯哨瞭望。紧要关头，明妮自己就能掌舵，尤其是在紧急情况下，她证明了自己掌舵比当地的船员更可靠。","The Samoset had been a trading schooner, when Duncan bought her in San Francisco and made alterations.Her interior was wholly rebuilt, so that the hold became main-cabin and staterooms, while abaft amidships were installed engines, a dynamo, an ice machine, storage batteries, and, far in the stern, gasoline tanks.Necessarily, she carried a small crew.Boyd, Minnie, and Captain Dettmar were the only whites on board, though Lorenzo, the small and greasy engineer, laid a part claim to white, being a Portuguese half-caste.A Japanese served as cook, and a Chinese as cabin boy.Four white sailors had constituted the original crew for’ard, but one by one they had yielded to the charms of palm-waving South Sea isles and been replaced by islanders.Thus, one of the dusky sailors hailed from Easter Island, a second from the Carolines, a third from the Paumotus, while the fourth was a gigantic Samoan.At sea, Boyd Duncan, himself a navigator, stood a mate’s watch with Captain Dettmar, and both of them took a wheel or lookout occasionally.On a pinch, Minnie herself could take a wheel, and it was on pinches that she proved herself more dependable at steering than did the native sailors."
"钟响了八下，所有的船员都聚集在船舵附近，博伊德·邓肯拿着一个黑瓶子和一个大杯子出现了。他自己亲自分发朗姆酒，每个船员分到半大杯。尽管这酒很纯很烈，会灼烧着他们胃粘膜，他们还是满脸喜悦地一饮而尽，然后响亮地咂着嘴，表示着赞许。除了饮食有度的侍者李·古姆之外，大家都喝了。这个仪式完毕，他们等待着下一个仪式，即赠送礼物。他们拥有着波利尼西亚人的线条，身躯庞大，肌肉发达，却像是一群孩子，为小事开怀大笑，他们充满期待的黑眼睛在灯塔下熠熠发光，壮硕的身躯随着船的起伏而摇摆。","At eight bells, all hands assembled at the wheel, and Boyd Duncan appeared with a black bottle and a mug.The rum he served out himself, half a mug of it to each man.They gulped the stuff down with many facial expressions of delight, followed by loud lip-smackings of approval, though the liquor was raw enough and corrosive enough to burn their mucous membranes.All drank except Lee Goom, the abstemious cabin boy.This rite accomplished, they waited for the next, the present-giving.Generously molded on Polynesian lines, huge-bodied and heavy-muscled, they were nevertheless like so many children, laughing merrily at little things, their eager black eyes flashing in the lantern light as their big bodies swayed to the heave and roll of the ship."
"明妮点着每个人的名字分发礼物，每次还附上几句好听的话助兴。礼物有贸易手表、折刀、各式包装成包的鱼钩、口嚼烟、火柴，和缠腰用的华丽的棉布条。人们雷鸣般的笑声足以证明博伊德·邓肯受欢迎的程度，他小小的玩笑都能得到大家的回应。","Calling each by name, Minnie gave the presents out, accompanying each presentation with some happy remark that added to the glee.There were trade watches, clasp knives, amazing assortments of fish-hooks in packages, plug tobacco, matches, and gorgeous strips of cotton for loincloths all around.That Boyd Duncan was liked by them was evidenced by the roars of laughter with which they greeted his slightest joking allusion."
"德特马船长面色苍白，倚着船舵箱在一旁观望，只在他的雇主偶然间扫视到他的时候才笑一下。有两次他离开大伙，跑到船舱下面去，每次都只呆一分钟而已。后来，洛伦佐、李·古姆和富山在主舱里收到礼物的时候，他又两次消失在了自己的特等舱。沉睡在德特马灵魂深处的魔鬼偏偏选择了在这个特殊的欢乐时刻苏醒。也许这并不全是魔鬼的错，因为德特马船长选择了在圣诞夜开启私藏了好几个礼拜的一夸脱威士忌酒。","Captain Dettmar, white-faced, smiling only when his employer chanced to glance at him, leaned against the wheel-box, looking on.Twice, he left the group and went below, remaining there but a minute each time.Later, in the main cabin, when Lorenzo, Lee Goom and Toyama received their presents, he disappeared into his stateroom twice again.For of all times, the devil that slumbered in Captain Dettmar’s soul chose this particular time of good cheer to awaken.Perhaps it was not entirely the devil’s fault, for Captain Dettmar, privily cherishing a quart of whisky for many weeks, had selected Christmas Eve for broaching it."
"夜还未深——钟刚敲了两下——此时邓肯和他的妻子站在船舱的升降扶梯旁边，迎着风凝视着，讨论能否把他们的床铺搬到甲板上来。地平线处缓缓聚起了一小片黑云，这是暴风雨的前兆。他们正说起这个的时候，德特马船长从船尾走过来，正打算到下面去。他瞥了他们俩一眼，疑心顿起。他停了下来，脸在抽搐。然后他开口说道：","It was still early in the evening—two bells had just gone—when Duncan and his wife stood by the cabin companionway, gazing to windward and canvassing the possibility of spreading their beds on deck.A small, dark blot of cloud, slowly forming on the horizon, carried the threat of a rain-squall, and it was this they were discussing when Captain Dettmar, coming from aft and about to go below, glanced at them with sudden suspicion.He paused, his face working spasmodically.Then he spoke:"
"“你们正在谈论我。”","“You are talking about me.”"
"他声音沙哑，并带着一丝激动的颤抖。明妮·邓肯吃了一惊，然后瞥见她丈夫平静的面孔，心领神会，于是继续默不作声。","His voice was hoarse, and there was an excited vibration in it.Minnie Duncan started, then glanced at her husband’s immobile face, took the cue, and remained silent."
"“我说你们在议论我。”德特马船长又说了一遍，这次几乎在咆哮。","“I say you were talking about me,” Captain Dettmar repeated, this time with almost a snarl."
