"zh","en"
"气球骗局","The Balloon-Hoax"
"气球骗局","The Balloon-Hoax"
"作者：埃德加·艾伦·坡《快报》，诺福克惊人消息！三天飞越大西洋！这标志蒙克·梅森先生的飞行器获巨大成功！梅森先生、罗伯特·霍兰先生、亨森先生、哈里森·安斯沃思先生与另外四人乘坐操舵气球“维多利亚号”，经过75小时的越洋飞行，降落在南卡罗来纳州查尔斯顿港附近的沙利文岛！请看这次航行的全部细节！","by Edgar Allan PoeASTOUNDING NEWS BY EXPRESS, VIA NORFOLK!—The Atlantic Crossed in Three Days!—Signal Triumph of Mr. Monck Mason’s Flying Machine!—Arrival at Sullivan’s Island, near Charleston, S. C., of Mr. Mason, Mr. Robert Holland, Mr. Henson, Mr. Harrison Ainsworth, and four others, in the Steering Balloon, Victoria, after a Passage of Seventy-five Hours from Land to Land!Full Particulars of the Voyage!"
"这篇冠以显眼的大标题和充满了溢美之辞的妙文，实际上最初发表于日报《纽约太阳报》上，在两份查尔斯顿邮件送达的几小时间隔里，该日报充分达到了为那些爱打听小道消息的人们制造难以消化的食物的目的。人们纷纷抢购这份“具有新闻独家报道的报纸”，景象甚至超过了惊人的消息本身。事实上，如果（正如某些人断言）“维多利亚号”根本没有完成所报道的航行，要为它找到一个没完成航行的理由还颇为困难。等气压这一重要问题终于被解决！","The subjoined jeu d’esprit with the preceding heading in magnificent capitals, well interspersed with notes of admiration, was originally published, as matter of fact, in the@New York Sun@, a daily newspaper, and therein fully subserved the purpose of creating indigestible aliment for the quidnuncs during the few hours intervening between a couple of the Charleston mails.The rush for the “sole paper which had the news” was something beyond even the prodigious; and, in fact, if (as some assert) the Victoria did not absolutely accomplish the voyage recorded it will be difficult to assign a reason why she should not have accomplished it.E. A. P. THE GREAT problem is at length solved!"
"天空就像陆地和海洋一样，也被科学所征服，而且将成为一种人类所常用的便捷路线。人类竟然已经乘坐气球飞越了大西洋！而且这次飞越轻而易举——没有任何明显的、重大的危险——机器一直在控制之下——而且从大洋的此岸到彼岸只用了短得难以置信的75小时！","The air, as well as the earth and the ocean, has been subdued by science, and will become a common and convenient highway for mankind.The Atlantic has been actually crossed in a Balloon! and this too without difficulty—without any great apparent danger—with thorough control of the machine—and in the inconceivably brief period of seventy-five hours from shore to shore!"
"凭着我们在南卡罗来纳州查尔斯顿港的一位代理人的努力，我们得以首先向公众提供这次非凡航行的详细报道。这次航行始于本月6日星期六上午11时，终于本月9日星期二下午2时。参加者有埃弗拉德·布林赫斯特爵士、本廷克勋爵的侄子奥斯本先生、著名的气球驾驶员蒙克·梅森先生和罗伯特·霍兰先生、《杰克·谢泼德》一书的作者哈里森·安斯沃思先生等人和最近失败的飞行器策划者亨森先生——以及来自伍利奇的两位海员——一共八人。下文提供的细节描述从各方面来看可算是真实准确的，除了个别的小例外，这些描述均逐字抄自蒙克·梅森先生和哈里森·安斯沃思先生合写的航行日记。我们的代理人对这两位先生心怀感激，他们向他礼貌地口述了很多关于气球本身的情况，包括气球构造和其他有趣的事情。我们对收到的手稿所做的仅有的改动是为了把我们的代理人福赛思先生匆匆写就的报道加工成通顺易懂的文章。","By the energy of an agent at Charleston, S. C., we are enabled to be the first to furnish the public with a detailed account of this most extraordinary voyage, which was performed between Saturday, the 6th instant, at 11 A.M. and 2 P.M., on Tuesday, the 9th instant, by Sir Everard Bringhurst; Mr. Osborne, a nephew of Lord Bentinck’s; Mr. Monck Mason and Mr. Robert Holland, the well-known aeronauts; Mr. Harrison Ainsworth, author of @Jack Sheppard@,etc.; and Mr. Henson the projector of the late unsuccessful flying machine—with two seamen from Woolwich—in all, eight persons.The particulars furnished below may be relied on as authentic and accurate in every respect, as, with a slight exception, they are copied verbatim from the joint diaries of Mr. Monck Mason and Mr. Harrison Ainsworth, to whose politeness our agent is also indebted for much verbal information respecting the balloon itself, its construction, and other matters of interest.The only alteration in the MS. received, has been made for the purpose of throwing the hurried account of our agent, Mr. Forsyth, into a connected and intelligible form."
"气球","The Balloon"
"最近两次明显的失败——亨森先生和乔治·凯利爵士的失败——大大降低了公众对空中航行这一话题的兴趣。亨森先生的方案（一开始连科学家们都认为是切实可行的）是建立在斜面原理的基础上，飞行器在高处受外力而运动，并由空气冲击叶片的旋转转动来维持动力，这些叶片的形状和数量都与风车的轮片相像。但是，人们在阿德莱德展览会场进行的几次模型试验中发现，这些扇叶的转动非但没有推动机器运转，实际上反而阻碍了它的飞行。机器所显示出的唯一推动力仅仅是从斜面降落所获得的，这一推动力使得飞行器在叶片静止时比叶片运转时飞得更远——这一事实充分证明这些叶片毫无用处。倘若失去了同时也是支撑力的推动力，整个装置必将坠落。正是这种考虑使得乔治·凯利爵士想只把一个推动装置运用于某种本身就具有独立承载力的机器——简言之，把推动器用于一只气球。不过，只有乔治先生考虑将这种设想付诸实践时，才可以说这种想法是新颖独特、别出心裁的。他在理工学院展示了他这项发明的一个模型。在该模型里，推动原理，又称推动力，还被应用于使分隔的翼面或者说叶片旋转。共有四枚叶片，但人们发现它们完全无助于推动气球，也无助于增加气球的上升力。因此整个设计彻底失败。","Two very decided failures, of late,—those of Mr. Henson and Sir George Cayley,—had much weakened the public interest in the subject of aerial navigation.Mr. Henson’s scheme (which at first was considered very feasible even by men of science) was founded upon the principle of an inclined plane, started from an eminence by an extrinsic force, applied and continued by the revolution of impinging vanes, in form and number resembling the vanes of a windmill.But, in all the experiments made with models at the Adelaide Gallery, it was found that the operation of these fans not only did not propel the machine, but actually impeded its flight.The only propelling force it ever exhibited, was the mere impetus acquired from the descent of the inclined plane, and this impetus carried the machine farther when the vanes were at rest, than when they were in motion—a fact which sufficiently demonstrates their inutility, and in the absence of the propelling, which was also the sustaining power, the whole fabric would necessarily descend.This consideration led Sir George Cayley to think only of adapting a propeller to some machine having of itself an independent power of support—in a word, to a balloon; the idea, however, being novel, or original, with Sir George, only so far as regards the mode of its application to practice.He exhibited a model of his invention at the Polytechnic Institution.The propelling principle, or power, was here, also, applied to interrupted surfaces, or vanes, put in revolution.These vanes were four in number, but were found entirely ineffectual in moving the balloon, or in aiding its ascending power.The whole project was thus a complete failure."
"正是在这个时候，蒙克·梅森先生（他于1837年驾驶“纳索号”气球从多佛飞抵韦尔堡，轰动一时）想到了用阿基米德螺旋原理从空气中获取推动力——他恰当地将亨森先生和乔治·凯利先生的失败归因于他们将翼面分隔成单独的叶片。他的第一次公开实验在威利斯实验室进行，但后来他把模型搬到了阿德莱德展览会场。","It was at this juncture that Mr. Monck Mason (whose voyage from Dover to Weilburg in the balloon Nassau occasioned so much excitement in 1837) conceived the idea of employing the principle of the Archimedean screw for the purpose of propulsion through the air—rightly attributing the failure of Mr. Henson’s scheme, and of Sir George Cayley’s to the interruption of surface in the independent vanes.He made the first public experiment at Willis’s Rooms, but afterward removed his model to the Adelaide Gallery."
"像乔治·凯利爵士的气球一样，他的气球也是椭圆形的。气球长为13英尺6英寸——高为6英尺8英寸。气球可容纳320立方英尺的气体，如果气体是纯氢气，在气球刚刚充满气，气体还没发生化学反应或泄漏的时候，它能够承载21英磅的重量。整个机器装置重达17英磅——还余下4英磅的承载能力。气球的正下方是一个约9英尺长的轻木框架，框架以常用的方式采用绳网安装在气球上。框架上悬挂着一个柳条筐，或称吊舱。","Like Sir George Cayley’s balloon, his own was an ellipsoid.Its length was 13 feet 6 inches—height, 6 feet 8 inches.It contained about 320 cubic feet of gas, which, if pure hydrogen, would support 21 pounds upon its first inflation, before the gas has time to deteriorate or escape.The weight of the whole machine and apparatus was 17 pounds—leaving about 4 pounds to spare.Beneath the centre of the balloon, was a frame of light wood, about 9 feet long, and rigged on to the balloon itself with a net-work in the customary manner.From this framework was suspended a wicker basket or car."
"螺旋装置的中轴是由一根长为18英寸的空心黄铜管做成的，轴心穿过一组倾斜15度的半螺旋形的钢丝辐条，长为2英尺，中轴两边各伸出1英尺。这些辐条的外端用两根扁平的金属线相互连接。螺旋装置的整体框架就是通过这种方式构成的。螺旋装置上面盖着一块被裁成三角形的浸油绸布，将绸布绷紧，这使得表面差不多光滑均匀。螺旋装置的中轴两端均由从环箍上伸下来的空心黄铜管支撑。这些黄铜管的下端有些孔眼，轴枢就在这些孔眼中旋转。从中轴靠近吊舱的一端伸出一根钢制长杆，长杆把螺旋装置和固定在吊舱上的一个弹簧装置的小齿轮连在一起。通过操纵这个弹簧装置，螺旋装置就会以极快的速度旋转起来，并以此带动整个飞行器向前运动。通过对方向舵的操作，机器可以自如地转换任何方向。相比其尺寸，弹簧装置的动力是巨大的。拧一圈直径4英尺的弹簧就能产生45磅的拉力，并且拉力会随着弹簧的收紧越来越大。弹簧装置一共重8磅6盎司。方向舵是一个蒙着绸布的轻巧的藤条架，形状有点像板羽球的球板，长约3英尺，最宽处1英尺。方向舵重约2盎司。它可以平置，可以上下左右任意转动调整，这使得气球驾驶员能够把飞行中保持倾斜位置时必然产生的的阻力转移到他所希望的任何一边，这样就能在相反的方向操纵气球。","The screw consists of an axis of hollow brass tube, 18 inches in length, through which, upon a semi-spiral inclined at 15 degrees, pass a series of steel-wire radii, 2 feet long, and thus projecting a foot on either side.These radii are connected at the outer extremities by 2 bands of flattened wire; the whole in this manner forming the framework of the screw, which is completed by a covering of oiled silk cut into gores, and tightened so as to present a tolerably uniform surface.At each end of its axis this screw is supported by pillars of hollow brass tube descending from the hoop.In the lower ends of these tubes are holes in which the pivots of the axis revolve.From the end of the axis which is next the car, proceeds a shaft of steel, connecting the screw with the pinion of a piece of spring machinery fixed in the car.By the operation of this spring, the screw is made to revolve with great rapidity, communicating a progressive motion to the whole.By means of the rudder, the machine was readily turned in any direction.The spring was of great power, compared with its dimensions, being capable of raising 45 pounds upon a barrel of 4 inches diameter, after the first turn, and gradually increasing as it was wound up.It weighed, altogether, eight pounds six ounces.The rudder was a light frame of cane covered with silk, shaped somewhat like a battledoor, and was about 3 feet long, and at the widest, one foot.Its weight was about 2 ounces.It could be turned flat, and directed upward or downward, as well as to the right or left, and thus enabled the aeronaut to transfer the resistance of the air which in an inclined position it must generate in its passage, to any side upon which he might desire to act; thus determining the balloon in the opposite direction."
"这个模型（由于时间有限，我们只能用这种不尽完善的方式来描述）在阿德莱德展览会场投入飞行，达到了时速5英里。尽管如此，但是说来奇怪，与之前亨森先生的那个结构复杂的机器相比，这个模型没有引起公众多大兴趣——这个世界对任何貌似简单的东西是如此断然地轻视。人们普遍认为，要实现迫切需要的空中航行，必须根据某种异常深奥的动力学原理制造出某种极其复杂的装置。","This model (which, through want of time, we have necessarily described in an imperfect manner) was put in action at the Adelaide Gallery, where it accomplished a velocity of 5 miles per hour; although, strange to say, it excited very little interest in comparison with the previous complex machine of Mr. Henson—so resolute is the world to despise anything which carries with it an air of simplicity.To accomplish the great desideratum of aerial navigation, it was very generally supposed that some exceedingly complicated application must be made of some unusually profound principle in dynamics."
