"zh","en"
"泰拉奇纳的旅店","The Inn at Terracina"
"泰拉奇纳的旅店","The Inn at Terracina"
"作者：华盛顿·欧文　","by Washington Irving"
"驾！驾！驾！驾！驾！","Crack! crack! crack! crack! crack!"
"“那不勒斯的信差来了。” 泰拉奇纳旅店的店主说，“牵匹新马出来。”","“Here comes the estafette from Naples,” said mine host of the inn at Terracina, “bring out the relay.”"
"信差像往常一样沿路飞驰而来，在头上挥舞着一根短柄马鞭，上面系着一根多节的长绳。每挥一次，马鞭就像手枪一样发出响声。他是一个结实魁梧的青年，穿着传统的制服——一件漂亮的蓝色上衣，上面镶着饰物和金色花边。然而，衣服背面太短了，几乎遮不住腰带，而且像鹪鹩的尾巴一样往上翘。他头戴一顶镶金边的三角帽，脚蹬一双坚挺的马靴。他没有穿平时常穿的皮马裤，反而穿了一条破内裤，连屁股都遮不住，很不雅观。","The estafette came as usual galloping up the road, brandishing over his head a short-handled whip, with a long knotted lash; every smack of which made a report like a pistol.He was a tight square-set young fellow, in the customary uniform—a smart blue coat, ornamented with facings and gold lace, but so short behind as to reach scarcely below his waistband, and cocked up not unlike the tail of a wren.A cocked hat, edged with gold lace; a pair of stiff riding boots; but instead of the usual leathern breeches he had a fragment of a pair of drawers that scarcely furnished an apology for modesty to hide behind."
"信差飞奔到门口，跳下马来。","The estafette galloped up to the door and jumped from his horse."
"“一杯红葡萄酒，一匹新马，一条马裤。”他说，“快点——我已经晚点了，得马上出发！”","“A glass of rosolio, a fresh horse, and a pair of breeches,” said he, “and quickly—I am behind my time, and must be off.”"
"“圣真纳约！”店主答道，“出了什么事？你把衣服丢到哪里了？”","“San Genaro!” replied the host, “why, where hast thou left thy garment?”"
"“衣服在从丰迪来这儿的路上被强盗抢走了。”","“Among the robbers between this and Fondi.”"
"“什么！抢信差！我还从没听说过这种荒唐事。他们想从你那里抢什么东西？”","“What! rob an estafette!I never heard of such folly.What could they hope to get from thee?”"
"“我的皮马裤！”信差答道，“那马裤是崭新崭新的，像金子般闪亮，所以叫强盗头子给看上了。”","“My leather breeches!” replied the estafette.“They were brand new, and shone like gold, and hit the fancy of the captain.”"
"“唉，这些家伙越来越坏了。连信差都抢！而且就只为了一条皮马裤！”","“Well, these fellows grow worse and worse.To meddle with an estafette!And that merely for the sake of a pair of leather breeches!”"
"对店主而言，政府信差被抢似乎要比路上发生的其他任何暴行都让人震惊。的确，这么荒唐的暴行还是第一次。通常，强盗都小心行事，不去抢劫政府的东西。","The robbing of a government messenger seemed to strike the host with more astonishment than any other enormity that had taken place on the road; and indeed it was the first time so wanton an outrage had been committed; the robbers generally taking care not to meddle with any thing belonging to government."
"此时，信差已准备好了，因为他在说话时，手头的准备工作也一刻没停。马也换了，酒也喝了。","The estafette was by this time equipped; for he had not lost an instant in making his preparations while talking.The relay was ready: the rosolio tossed off."
"他抓住缰绳，踩上马镫。","He grasped the reins and the stirrup."
"“那帮强盗人多吗？”一个皮肤黝黑的英俊青年边从店里走出边问道。","“Were there many robbers in the band?” said a handsome, dark young man, stepping forward from the door of the inn."
"“和我原先见到的强盗一样可怕。”信差边说边跳上了马鞍。","“As formidable a band as ever I saw,” said the estafette, springing into the saddle."
"“他们对待旅客残忍吗？”一位年轻美丽的威尼斯女士问，她的手一直搭在那位绅士的胳膊上。","“Are they cruel to travellers?” said a beautiful young Venetian lady, who had been hanging on the gentleman’s arm."
"“他们十分残忍，夫人！”信差答道，踢马刺的时候，瞄了一眼那位女士。“酒神啊！他们用匕首刺杀男人，至于女人——”","“Cruel, signora!” echoed the estafette, giving a glance at the lady as he put spurs to his horse.“Corpo del Bacco! they stiletto all the men, and as to the women—”"
"驾！驾！驾！驾！驾！——信差的最后的几句话淹没在马鞭声中，他沿着通往庞廷沼泽的路飞奔而去。","Crack! crack! crack! crack! crack! — the last words were drowned in the smacking of the whip, and away galloped the estafette along the road to the Pontine marshes."
"“圣母啊！”那位漂亮的威尼斯女士突然叫道，“我们会怎么样？”","“Holy Virgin!” ejaculated the fair Venetian, “what will become of us!”"
"泰拉奇纳旅店正好坐落在古老的泰拉奇纳的城墙外，位于罗马领土的边境之上。这是一座懒散的意大利小镇。这里的居民看上去无精打采、漫不经心。据说，他们并不比周围的强盗好到哪里去。事实上，他们中一半人都应该和强盗有着某种往来。小镇位于一个高耸多石的大悬崖的正下方，崖顶上就是哥特人西奥多里克城堡的废墟。前方是广阔的地中海，海水没有涨落。在这个地方，所有的东西似乎都处于一种闲滞状态。港口一条船也看不到，除了偶尔可以看到一条小船独自在那里卸鳕鱼，那是为四旬斋准备的一点点供应。沿岸设有一些孤零零的岗楼，说明海边常有海盗和海盗船出没。远处一条大道蜿蜒穿过橄榄树林，路上到处都是矮矮的营房，暗示着旅客上山有危险，强盗们在此来去自如。","The inn of Terracina stands just outside of the walls of the old town of that name, on the frontiers of the Roman territory.A little, lazy, Italian town, the inhabitants of which, apparently heedless and listless, are said to be little better than the brigands which surround them, and indeed are half of them supposed to be in some way or other connected with the robbers.A vast, rocky height rises perpendicularly above it, with the ruins of the castle of Theodoric the Goth, crowning its summit; before it spreads the wide bosom of the Mediterranean, that sea without flux or reflux.There seems an idle pause in every thing about this place.The port is without a sail, excepting that once in a while a solitary felucca may be seen, disgorging its holy cargo of baccala, the meagre provision for the Quaresima or Lent.The naked watch towers, rising here and there along the coast, speak of pirates and corsairs which hover about these shores: while the low huts, as stations for soldiers, which dot the distant road, as it winds through an olive grove, intimate that in the ascent there is danger for the traveller and facility for the bandit."
"事实上，从小镇到丰迪，也就是在通往那不勒斯的大部分路上都有强盗出没。蜿蜒的路上石头很多、又很僻静，这使得强盗们从远处的山顶或是悬崖上就能发现旅客，于是他们在荒凉险要的山隘里等待旅客。","Indeed, it is between this town and Fondi that the road to Naples is mostly infested by banditti.It winds among rocky and solitary places, where the robbers are enabled to see the traveller from a distance from the brows of hills or impending precipices, and to lie in wait for him, at the lonely and difficult passes."
"就在这些强盗们胆大妄为、气焰嚣张到前所未有的时候，信差恰恰在这个节骨眼上突然出现了。他们在每个镇、村庄和旅店都插有探子以及亲信，为他们提供旅客们的行踪和身份。他们肆无忌惮地告诉各个乡镇的商人和别墅富豪们，要求其提供一定数目的钱财、衣服或者奢侈品，如敢违抗，则威胁加以报复。他们抢劫马车，把有钱有势的人绑架到山上，要求他们写信，勒索大笔赎金；对那些落入他们手中的女子，他们则施以暴行。","At the time that the estafette made this sudden appearance, almost in cuerpo, the audacity of the robbers had risen to an unparalleled height.They had their spies and emissaries in every town, village, and osteria, to give them notice of the quality and movements of travellers.They did not scruple to send messages into the country towns and villas, demanding certain sums of money, or articles of dress and luxury; with menaces of vengeance in case of refusal.They had plundered carriages; carried people of rank and fortune into the mountains and obliged them to write for heavy ransoms; and had committed outrages on females who had fallen in their power."
"警察竭力严加管束，却无济于事。与薄弱的警力相比，这些强盗人数更多、力量也更大。他们受到一些村民的支持与保护。尽管时不时会有罪犯的四肢被挂在他们犯下暴行之处的附近的树枝上，那些四肢慢慢变黑，或者把他们的头颅放在铁笼里，挂在路边的告示牌上，但这些使道路变得更加阴森，只会使游客而非其他人更加恐惧。","The police exerted its rigor in vain.The brigands were too numerous and powerful for a weak police.They were countenanced and cherished by several of the villages; and though now and then the limbs of malefactors hung blackening in the trees near which they had committed some atrocity; or their heads stuck upon posts in iron cages made some dreary part of the road still more dreary, still they seemed to strike dismay into no bosom but that of the traveller."
"刚才我说到的那位皮肤黝黑的英俊青年和那位威尼斯女士，他们乘着自己的骡车，还带着一位随行的仆人，在那天下午很早就到了。他们刚结婚，正在度蜜月，游览这些美丽的乡镇。这位年轻的女士在那不勒斯有位富裕的姑母，他们此刻正前去拜访。","The dark, handsome young man; and the Venetian lady, whom I have mentioned, had arrived early that afternoon in a private carriage, drawn by mules and attended by a single servant.They had been recently married, were spending the honeymoon in travelling through these delicious countries, and were on their way to visit a rich aunt of the young lady’s at Naples."
