"zh","en"
"只是孩子（试读）","Just Kids"
"<div align=""center"">导读/那时，他们和世界都正年轻</div>",""
"<div align=""center"">马世芳</div>",""
"男孩女孩逃离各自的家乡，在那座世界中心之城邂逅。那时他们才二十岁，除了一身胆量别无所有。他们还太年轻，不确定自己应当长成什么模样，却都坚信自己终将成为伟大的艺术家。",""
"沿着颠沛的逐梦之路，他们相濡以沫，一起被这座城市伤害，被这座城市滋养，结识各路怪人贵人，那些名字如今看来皆闪烁如天穹星辰。他们体尝了恋爱的甜苦，生活的逼压，见识了庙堂之高，江湖之大，见证了彼此性灵与才华的突变茁长。到头来，这座城不仅是当初投奔的应许之地，更是一座赐予养分的学校，让他们终于足够强壮、足够成熟、足够让梦想成真。他们果然兑现了青春的自许，双双成为伟大的艺术家，跻身那些闪闪发光的名字，改变了千万人的生命。",""
"男孩在四十二岁盛年死于绝症，临死交代女孩：向世人说出他们的故事。女孩足足花了二十一年才终于践履诺言──当她完成这本回忆录时，当年男孩拍的那帧唱片封面上睨视着你的女孩，已经六十三岁了。",""
"世人认识帕蒂·史密斯，多半始自1975年的《马群》（*Horses*）专辑。封面那帧黑白照，瘦削的女子脂粉不施，穿着男气的白衬衫吊带裤，黑外套甩在肩上，一头蓬乱的黑发，双眼直直望向你，背景是阳光斜映的白墙。这幅图像平静而强悍，细腻却挑衅，和专辑开篇名句“耶稣是为别人的罪而死，不是我的”相互映衬，平地一声雷，从此改变了摇滚的面貌。纽约朋克大潮从这张专辑开始延烧，继而与大西洋彼岸的英伦朋克同党合流，终于成为横扫时代的燎原大火。帕蒂遂被尊为“朋克教母”──在高帽和标签泛滥成灾的流行乐坛，这是一顶“名副其实”的冠冕。",""
"帕蒂曾自谓“恨不能生在十九世纪”，她变成“朋克教母”实属意外，她骨子里始终是一个诗人。摇滚于她，最重要的意义便是诗的载体。她说她从不觉得自己是“摇滚明星”，宁愿自视为“表演者”。她饱读诗书，挚爱的偶像是兰波（Arthur Rimbaud）、布雷克（William Blake）和波德莱尔（Charles Baudelaire）。看看她这些年的造型，你不难发现帕蒂对那个时代的执迷：那一身装扮，活脱脱是从漫漶的银版相片里走出来的十九世纪颓废派诗人。而罗伯特·梅普尔索普，始终都是最能捕捉她完美形象的那双利眼。",""
"罗伯特·梅普尔索普在摄影界如雷贯耳的威望，乃至于生前身后作品掀起的争议，都已经是当代艺术的必修教材。七○年代，摄影作品的艺术地位逐渐上升，跨进了美术馆的殿堂，罗伯特便是彼时崛起的新世代“巨星级”摄影家之一。他常以严谨的古典构图和细腻的光影拍摄跨人种的同性恋、性虐待等题材，屡被视为惊世骇俗。即使在他死后，作品已动辄天价，相关展览和书籍仍屡遭抵制，险被查禁。当年一连串争议，牵扯艺术与出版自由的界线，如今都成了文化史的经典案例。",""
"帕蒂和罗伯特从一开始的爱侣关系，到罗伯特“发现”自己的同性恋性向，几经挣扎而至坦然面对，他们始终相互陪伴，相互理解。这份生死与共的情感，即使后来两人生活轨迹渐行渐远，仍然紧密相系，至死不渝。或许帕蒂和罗伯特的作品都太经典，在几代人记忆中烙下的印象太鲜明，总以为他们生来便该是那模样，殊不知两位艺术家的养成，充满了意外与曲折：罗伯特起初全心投入绘画和装置艺术，对摄影毫无兴趣。他之所以拿起相机，是为了自制拼贴材料，省下搜寻素材的工夫。帕蒂则专心致志写诗作画，一心向兰波与布莱克看齐，这个内向的女孩原本压根儿没想过公开表演，遑论出唱片。她之所以组团，最早只是为了在诗歌朗诵的场合添一把电吉他，增加戏剧张力。就这样，一桩意外连到另一桩意外，引爆了他们自己都始料未及的潜能。罗伯特变成了名满天下的摄影大师，帕蒂则变成了“朋克教母”。",""
"这一切都发生在六七十年代之交的纽约──他们在对的时代来到对的地方，遇见了对的人：“垮掉的一代”（The Beat Generation）尚未老去，你仍能在东村和正值壮年的大诗人艾伦•金斯堡（Allen Ginsberg）及传奇作者威廉·巴勒斯（William Burroughs）交朋友。尽管帕蒂和罗伯特租住的房间没有电视机，她仍有可能在一九六八年看过《在路上》作者凯鲁亚克（Jack Kerouac）最后一次上电视，醉醺醺地议论嬉皮一族与“垮掉的一代”的关联──次年他就因为酗酒呕血而亡。安迪·沃霍尔（Andy Warhol）和围绕他身边那群美丽而奇特的男女俨然当代艺坛的小朝廷，“马克斯的堪萨斯城”（Max's Kansas City）俱乐部便是王族进出的宫殿，彼时默默无闻的“地下丝绒”乐团（The Velvet Underground）在那儿制造出摇撼天地的声响。摇滚正迈入烂熟的百花齐放的黄金时期：帕蒂初抵纽约那年，正是嬉皮风潮勃发的“爱之夏”（Summer of Love），鲍勃·迪伦（Bob Dylan）、滚石（Rolling Stones）、吉姆·莫里森（Jim Morrison）风华正盛，詹妮斯·乔普林（Janis Joplin）和吉米·亨德里克斯（Jimi Hendrix）一夕成名──两年后，他们将和帕蒂在切尔西酒店（Chelsea Hotel）短暂相遇。因为穷，帕蒂和罗伯特只住得起切尔西最小的房间，但在那间“古怪、混账的酒店”，他俩获得了任何名校都不能给予的最顶级的文化教育——切尔西烜赫照人的住客名单，就是一部当代地下文化的点将录。如今，帕蒂和罗伯特的名字也镶在那份后人仰望的名单之中，继续吸引着一代代逐梦人前去朝圣。",""
"这部书花了二十多年才终于成形，帕蒂·史密斯在这段期间经历了许许多多的伤逝：罗伯特辞世没几年，音乐伙伴理查德·索尔（Richard Sohl）、丈夫弗雷德·史密斯（Fred ""Sonic"" Smith）、弟弟托德（Todd Smith）相继骤逝，当时帕蒂已经远离乐坛多年，带着两个孩子过着半隐居的主妇生活。在乐坛后进迈克尔·斯泰普（Michael Stipe，REM主唱）、老友艾伦·金斯堡和偶像鲍勃•迪伦鼓励之下，她重新站上舞台，又录下了一张接一张震慑人心的壮美之作──上帝带走了她最亲爱的人，同时又还给这世界一位顶天立地的诗人歌手。而她必得花上这么长的时间，才能穿越失落的伤痛，寻得合宜的叙述方式。回望所来处，《只是孩子》也是一部献给那些陨落星辰的伤悼之书。",""
"二○○五年，法国文化部颁赠艺术文化勋章给帕蒂·史密斯，这来自兰波与波德莱尔故乡的礼赞，于她再合适不过。二○○七年，帕蒂正式列名摇滚名人堂（Rock and Roll Hall of Fame），典礼最后群星大合唱的歌，便是她的《人民拥有力量》（*People Have the Power*）。近年她仍不断巡回演出、录音，并且持续写作。她的一对儿女，如今都成了厉害的乐手，经常和母亲同台表演。",""
"二○一○年十一月七日，美国国家图书奖颁给了《只是孩子》。在领奖台上，帕蒂·史密斯忆及她当年在斯克里布纳书店打工的日子：“我梦想能拥有一本自己的书，写一本我能放在那架子上的书。”她眼眶泛泪地说：“拜托，不管我们科技再怎么进步，请不要遗弃书本。在这有形的世界，没有任何东西比书本更美丽。”",""
"她的确写出了一本担得起那梦想的，美丽不可方物的书。",""
"第二章  只是孩子",""
"城里很热，我却仍穿着雨衣。上街找工作的时候它给了我信心，我唯一的履历就是曾在一家工厂做过，受过一点不完整教育, 还有一套浆洗得整整齐齐的女招待制服。我在时代广场[^zhishihaizichapter2note1]上一家叫“乔”的意大利小餐厅找到了一份工作。刚上班不到三小时，我就把一盘帕尔玛干酪小牛肉倒在了客人的粗花呢套装上，然后我不干了。我明白自己反正是做不了什么女招待了，我把我的制服（只脏了一点点）和配套的厚底鞋留在了公共浴室。这身白制服和白鞋，当初母亲把它们给我，在上面寄托了愿我健康快乐的期许，现在它们躺在白色的水槽里，成了枯萎的百合。",""
"我穿过东村圣马克广场上浓重的迷幻氛围，对已经开始的革命尚未做好准备。空气中有一种朦胧不安的偏执狂味道，一股传言的暗流，以及期盼未来革命的只言片语。我只是坐在那，试图搞明白这一切，空气中大麻味很重，可能这就是导致我记忆恍惚的原因。我从一张我尚未觉察到的文化意识的密网中匍匐而过。",""
"我一直生活在书籍世界里，里面绝大多数是十九世纪的作品。尽管我做好了去睡长椅、地铁和墓地的准备，直至找到工作，却没准备好经受饥饿的啃噬。我瘦归瘦，胃口和新陈代谢却很强。浪漫主义不能熄灭我对食物的需求，就是波德莱尔也是要吃饭的，在他的字里行间，不乏对肉和黑啤的渴望呐喊。",""
"我需要一份工作。布伦塔诺书店[^zhishihaizichapter2note2]的市郊分店雇我当了出纳，我总算安了心。按说，相比在收银台结算民族风格的首饰和手工艺品，我更喜欢去诗歌分部，不过我喜欢看那些来自遥远国度的廉价首饰：柏柏尔手镯，阿富汗贝壳项圈，还有一尊缀满珠宝的佛像。我最喜欢的是那条朴素的波斯项链，银、黑两色的粗线绑起了两片珐琅釉金属片，就像一块异国风情的古老肩胛骨。它卖十八美元，那时候似乎价格不菲呢。没什么事的时候，我就会把它从盒子里取出来，临摹它紫罗兰色表面上蚀刻的书法艺术，想象着它的来历。",""
"刚到书店工作没多久，我在布鲁克林遇到过的那个男孩就来到了店里。他穿白衬衫、打领带的样子就像换了个人，像一个天主教学校的学生。他解释说，他就在布伦塔诺的市中心店上班，来这儿要用一张积分卡。他端详着所有那些珠子、小雕像和绿松石戒指，良久。",""
"“我要这个，”最后他说。指的是那条波斯项链。",""
"“哦，我也最喜欢这个了，”我应道，“我觉得它像块肩胛骨。”",""
"“你是天主教徒？”他问我。",""
"“不是，我只是喜欢天主教的东西。”",""
"“我原来当过辅祭，”他朝我露齿一笑，“可喜欢摇乳香香炉了。”",""
"虽然就要和它告别，不过是他选走了我最喜欢的那一件，我还是很开心。把它包好递给他时，我冲动地说了一句：“别把它送给别的姑娘，要送就送我。”",""
