"zh","en"
"棕色的沃尔夫","Brown Wolf"
"棕色的沃尔夫","Brown Wolf"
"作者：杰克·伦敦","By Jack London"
"草地被露水浸湿了，因此她回屋去穿胶皮鞋，耽搁了一会儿。她从屋子里走出来，发现等待她的丈夫正如痴如醉地盯着一朵即将绽放的杏花。她的目光扫过在果园内外高高的草丛，似乎在寻找什么。","She had delayed, because of the dew-wet grass, in order to put on her overshoes, and when she emerged from the house found her waiting husband absorbed in the wonder of a bursting almond-bud.She sent a questing glance across the tall grass and in and out among the orchard trees."
"“沃尔夫去哪儿了？”她问道。","“Where’s Wolf?” she asked."
"“刚才还在这儿的。”沃尔特·欧文将自己从生命的奇迹——花朵的诗意和哲理之中拽了出来，也开始四处张望，“我上次看到它时，它在追一只兔子。”","“He was here a moment ago.”Walt Irvine drew himself away with a jerk from the metaphysics and poetry of the organic miracle of blossom, and surveyed the landscape.“He was running a rabbit the last I saw of him.”"
"“沃尔夫！沃尔夫！到这儿来，沃尔夫！”他们离开空地，踏上小径，穿过蜡白的钟形熊果树丛，走到了县公路上，这一路上，她都这么呼唤着。","“Wolf!Wolf!Here Wolf!” she called, as they left the clearing and took the trail that led down through the waxen-belled manzanita jungle to the county road."
"欧文把两个小指头塞到唇边，吹出尖利的哨声，权当为她帮腔了。","Irvine thrust between his lips the little finger of each hand and lent to her efforts a shrill whistling."
"她赶紧捂住耳朵，做出一副痛苦的表情。","She covered her ears hastily and made a wry grimace."
"“天啊！一个文质彬彬的诗人，居然会搞出这种难听的噪音来。我的鼓膜都要被刺穿了。你的哨声简直胜过……”","“My! for a poet, delicately attuned and all the rest of it, you can make unlovely noises.My ear-drums are pierced.You outwhistle—”"
"“大琴师俄尔甫斯。”","“Orpheus.”"
"“我要说的是胜过街头小野孩。”她严肃地说。","“I was about to say a street-arab,” she concluded severely."
