"zh","en"
"画册的一页","Feuille d’Album"
"画册的一页","Feuille d’Album"
"作者：曼斯菲尔德","by Katherine Mansfield"
"他真是个令人难以忍受的人。总的来说，太腼腆。他决不会讲有关自己的事情，而且对他而言这是个负担。一旦他走入你的画室，他从不知道何时该走，而是一直坐着，坐到你几乎要尖叫起来；当他最后红着脸出去时，你气得真想朝他背后扔个炉灶之类的大家伙。奇怪的是，第一眼看上去他挺有意思。大家都这样认为。哪天晚上你溜达到咖啡馆，就会看到他坐在一个角落里，面前放着一杯咖啡，一副瘦黑的大男孩模样，穿一件蓝色针织衫，外罩一件灰色法兰绒小夹克，扣着扣子。他那蓝色运动衫和袖子太短的灰夹克不知为什么使他看起来像一个决心逃到海上去的男孩子。实际上，他已经逃出来了，马上就会站起来，用一根棍子的一端挑起一个系好的包袱，里面装着他的长睡衣和母亲的照片，走向外面的黑夜，淹没其中……上船的路上，在码头边上绊倒，甚至……他留着黑短发，长长的睫毛灰色的眼睛，白色面颊，撅着嘴，好像他是在强忍着不哭出来……人们怎能忍心不理他呢？唉，谁看见他这样都会难受的。而且，好像这还不够，他还有脸红这招……每当侍者走近他时，他就满脸涨红——好像他刚刚出狱，而侍者又知道内情一样……","HE really was an impossible person.Too shy altogether.With absolutely nothing to say for himself. And such a weight. Once he was in your studio he never knew when to go, but would sit on and on until you nearly screamed, and burned to throw something enormous after him when he did finally blush his way out—something like the tortoise stove.The strange thing was that at first sight he looked most interesting.Everybody agreed about that.You would drift into the café one evening and there you would see, sitting in a corner, with a glass of coffee in front of him, a thin dark boy, wearing a blue jersey with a little grey flannel jacket buttoned over it.And somehow that blue jersey and the grey jacket with the sleeves that were too short gave him the air of a boy that has made up his mind to run away to sea.Who has run away, in fact, and will get up in a moment and sling a knotted handkerchief containing his nightshirt and his mother’s picture on the end of a stick, and walk out into the night and be drowned....Stumble over the wharf edge on his way to the ship, even....He had black close-cropped hair, grey eyes with long lashes, white cheeks and a mouth pouting as though he were determined not to cry....How could one resist him?Oh, one’s heart was wrung at sight.And, as if that were not enough, there was his trick of blushing....Whenever the waiter came near him he turned crimson—he might have been just out of prison and the waiter in the know...."
"“他是谁，亲爱的？你了解吗？”","“Who is he, my dear?Do you know?”"
"“了解。他叫伊恩·弗伦奇，画家。人家说他特别聪明。有个女人先是给予他慈母般的温柔体贴。她问他多长时间收到一次家信，床上有没有足够的毯子，每天喝多少牛奶。但是当她走到他的画室前想看看他袜子有没有洗时，她反复按门铃，就是没人应声开门，虽然她都能发誓她肯定听到里面有人在呼吸……绝望啊!”","“Yes.His name is Ian French. Painter.Awfully clever, they say.Someone started by giving him a mother’s tender care.She asked him how often he heard from home, whether he had enough blankets on his bed, how much milk he drank a day.But when she went round to his studio to give an eye to his socks, she rang and rang, and though she could have sworn she heard someone breathing inside, the door was not answered....Hopeless!”"
"另外一个女人断定他应该谈恋爱。她把他唤到身边，称他“孩子”，为了让他嗅到她头发迷人的香味，她向他俯下身来，还挽着他的胳膊，告诉他，人只要有勇气，生活会变得多美妙。某天晚上她走到他的画室前，反复摁着门铃……绝望!","Someone else decided that he ought to fall in love.She summoned him to her side, called him “boy,” leaned over him so that he might smell the enchanting perfume of her hair, took his arm, told him how marvellous life could be if one only had the courage, and went round to his studio one evening and rang and rang....Hopeless."
"“这无聊的年轻人真正需要的是能唤醒他的刺激！”第三个女人说。于是他们一块去咖啡厅、夜总会、小型舞会，那些地方可以喝到号称“香槟”的有点像罐头杏汁味的饮料，但是卖二十七先令一瓶；还有其他地方，惊悚刺激得难以形容，你坐的地方恐怖阴暗，在这之前的晚上总有人在那儿被枪杀。但是他面不改色。只有一次他喝多了，但是仍无进展；他像块石头似的坐在那儿，面颊绯红，哎呀，对了，那副死相就像人们玩的滑稽玩偶，像是一个“弄坏了的玩偶”。但当她把他送回画室的时候，他已经完全恢复常态了。他在楼下的街道上跟她说“晚安”，好像他们是从教堂一起走回家一样……绝望。","“What the poor boy really wants is thoroughly rousing,” said a third.So off they went to café’s and cabarets, little dances, places where you drank something that tasted like tinned apricot juice, but cost twenty-seven shillings a bottle and was called champagne, other places, too thrilling for words, where you sat in the most awful gloom, and where someone had always been shot the night before.But he did not turn a hair.Only once he got very drunk, but instead of blossoming forth, there he sat, stony, with two spots of red on his cheeks, like, my dear, yes, the dead image of that rag-time thing they were playing, like a “Broken Doll.”But when she took him back to his studio he had quite recovered, and said “good night” to her in the street below, as though they had walked home from church together....Hopeless."
"天知道又有多少次失败的尝试——因为女人的慈爱精神是难以泯灭的——她们才放过了他。当然，她们还是那么迷人，请他去看表演，在咖啡馆和他寒暄，但是仅此而已。成了艺术家的人是没时间在意对他没反应的人的，对吧？","After heaven knows how many more attempts—for the spirit of kindness dies very hard in women—they gave him up.Of course, they were still perfectly charming, and asked him to their shows, and spoke to him in the café but that was all.When one is an artist one has no time simply for people who won’t respond. Has one?"
"“而且我真觉得这事肯定有那么点可疑的地方……难道你不觉得？不可能像看起来那么简单！要是想做原野上的一朵雏菊，为什么还来巴黎？不，这不是我多想了。不过——”","“And besides I really think there must be something rather fishy somewhere... don’t you?It can’t all be as innocent as it looks!Why come to Paris if you want to be a daisy in the field?No, I’m not suspicious.But —”"
