"zh","en"
"胎痣","The Birthmark"
"胎痣","The Birthmark"
"作者：纳撒尼尔·霍桑","by Nathaniel Hawthorne"
"上世纪后半叶，有一位科学家，在自然哲学的每个分支领域都声名显赫。在讲述下面的故事之前，首先要说的是，他让人感受到的内在亲和力，胜似任何一种化学药品的药效。他把实验室交给助手看管，擦掉那俊朗面容上的炉烟，洗去手指酸液的痕迹，并说服一位美人成为自己的妻子。那时，人类刚刚探索出了电领域的自然奥秘，这似乎开辟了一条通往奇迹的道路。因此，当一个人对科学满腔热忱，而对女人又充满爱意时，这二者通常会在程度和吸引力上进行较量。只有不断地追求目标，才可能维持高于常人的智力、想象力、斗志、甚至毅力，一些狂热于目标的哲人认为，沿着智慧的阶梯不断提高人生追求，才能捕捉到创造力的奥秘，才能创造出属于自己的新天地。我们不知道艾尔默是否怀有足够的信心，相信人类最终能够战胜自然。然而，他毫无保留地致力于科学研究，从未有其他任何事情使他如此激情四溢、坚定不移。在这两种爱当中，他对妻子的爱更为强烈；然而，只有当他对妻子的爱意与对科学的热忱交织在一起，当追求科学的动力与他自身的精神力量融为一体时，才会这样。","In the latter part of the last century there lived a man of science, an eminent proficient in every branch of natural philosophy, who not long before our story opens had made experience of a spiritual affinity more attractive than any chemical one.He had left his laboratory to the care of an assistant, cleared his fine countenance from the furnace smoke, washed the stain of acids from his fingers, and persuaded a beautiful woman to become his wife.In those days when the comparatively recent discovery of electricity and other kindred mysteries of Nature seemed to open paths into the region of miracle, it was not unusual for the love of science to rival the love of woman in its depth and absorbing energy.The higher intellect, the imagination, the spirit, and even the heart might all find their congenial aliment in pursuits which, as some of their ardent votaries believed, would ascend from one step of powerful intelligence to another, until the philosopher should lay his hand on the secret of creative force and perhaps make new worlds for himself.We know not whether Aylmer possessed this degree of faith in man’s ultimate control over Nature.He had devoted himself, however, too unreservedly to scientific studies ever to be weaned from them by any second passion.His love for his young wife might prove the stronger of the two; but it could only be by intertwining itself with his love of science, and uniting the strength of the latter to his own."
"于是这些结合产生了，并且其结果令人深思，其教训十分深刻。他们婚后不久的一天，艾尔默一边坐着，一边盯着妻子看，越看越苦恼，最终他开口了。","Such a union accordingly took place, and was attended with truly remarkable consequences and a deeply impressive moral.One day, very soon after their marriage, Aylmer sat gazing at his wife with a trouble in his countenance that grew stronger until he spoke."
"“乔治亚娜，”他问，“你从没想过把脸上的那颗痣给祛掉吗？”","“Georgiana,” said he, “has it never occurred to you that the mark upon your cheek might be removed?”"
"“没，还真没有。”乔治亚娜微笑着说；但是，察觉到丈夫并非开玩笑后，她羞得满脸通红，“老实跟你说，别人经常说这是种魅力，所以我也没多想，觉得可能是这样吧。”","“No, indeed,” said she, smiling; but perceiving the seriousness of his manner, she blushed deeply.“To tell you the truth it has been so often called a charm that I was simple enough to imagine it might be so.”"
"“哦，在别人脸上或许是吧，”她丈夫回答道，“可在你脸上绝对不是。不，亲爱的乔治亚娜，大自然把你造得几近完美，因此这个最微不足道的瑕疵——我们下不了定论说它是瑕疵还是美人痣——但这颗痣让我感到震惊，因为它是人间缺陷的印记。”","“Ah, upon another face perhaps it might,” replied her husband; “but never on yours.No, dearest Georgiana, you came so nearly perfect from the hand of Nature that this slightest possible defect, which we hesitate whether to term a defect or a beauty, shocks me, as being the visible mark of earthly imperfection.”"
"“居然让你震惊了，我的夫君啊！”乔治亚娜叫道，她感觉自己十分受伤；起初是由于那一瞬间的愤怒而满脸通红，紧接着突然哭了起来，“那你为什么要从我母亲身边将我带走？你不可能爱上让你震惊的东西！”","“Shocks you, my husband!” cried Georgiana, deeply hurt; at first reddening with momentary anger, but then bursting into tears.“Then why did you take me from my mother’s side?You cannot love what shocks you!”"
"要把这段对话解释清楚，首先必须说明一件事——乔治亚娜左脸正中有一颗独特的痣，深深地嵌入面部肌肉组织里。通常情况下，她脸庞娇嫩，健康红润——这颗痣略显深红，在周围的玫瑰红的映衬下，形状不是很清晰。乔治亚娜突然脸红的时候，这颗痣就会渐渐模糊，随着血液上涌，红晕泛起，这颗痣便几乎看不到了。但若她情绪变化，脸色苍白，这颗痣又会出现，犹如白雪之中一点红，十分明显，有时几乎让艾尔默觉得可怕。这颗痣的形状很像人的手，尽管只有最小个儿侏儒的手那么大。乔治亚娜的追求者们总是说，在她出生的时候，某位仙女将自己的小手按在她这个婴儿的脸颊上，把这个印记留在那里，象征一种奇妙的恩赐，赋予她倾倒众生的魅力。许多疯狂的求爱者为了得到亲吻这神秘玉手的特权，不惜以生命为代价。然而，无须讳言，由于人们性情各异，这位仙女的手印留给人的印象便迥异万千。某些吹毛求疵的人——无一例外都是女性——断言那只血手——她们有意这样称呼——严重破坏了乔治亚娜的美貌，把她变得面目可憎。但是，只需最纯净的大理石上的一小块蓝色斑痕，就能将出自鲍威斯之手的夏娃变成一个怪物，这似乎也不无道理。而男性关注者呢，如果这个胎记不能让他们艳羡十足，就期望它消失，以获得心理满足感。这样，这个世上便可存有一个美轮美奂、毫无瑕疵的活标本。艾尔默婚后便发现自己遇到了这种情况——因为他以前很少去想这个问题，甚至根本不想。","To explain this conversation it must be mentioned that in the centre of Georgiana’s left cheek there was a singular mark, deeply interwoven, as it were, with the texture and substance of her face.In the usual state of her complexion—a healthy though delicate bloom—the mark wore a tint of deeper crimson, which imperfectly defined its shape amid the surrounding rosiness.When she blushed it gradually became more indistinct, and finally vanished amid the triumphant rush of blood that bathed the whole cheek with its brilliant glow.But if any shifting motion caused her to turn pale there was the mark again, a crimson stain upon the snow, in what Aylmer sometimes deemed an almost fearful distinctness.Its shape bore not a little similarity to the human hand, though of the smallest pygmy size.Georgiana’s lovers were wont to say that some fairy at her birth hour had laid her tiny hand upon the infant’s cheek, and left this impress there in token of the magic endowments that were to give her such sway over all hearts.Many a desperate swain would have risked life for the privilege of pressing his lips to the mysterious hand.It must not be concealed, however, that the impression wrought by this fairy sign manual varied exceedingly, according to the difference of temperament in the beholders.Some fastidious persons—but they were exclusively of her own sex—affirmed that the bloody hand, as they chose to call it, quite destroyed the effect of Georgiana’s beauty, and rendered her countenance even hideous.But it would be as reasonable to say that one of those small blue stains which sometimes occur in the purest statuary marble would convert the Eve of Powers to a monster.Masculine observers, if the birthmark did not heighten their admiration, contented themselves with wishing it away, that the world might possess one living specimen of ideal loveliness without the semblance of a flaw.After his marriage,—for he thought little or nothing of the matter before,—Aylmer discovered that this was the case with himself."
