"zh","en"
"懒人闲思录","Idle Thoughts of an Idle Fellow"
"1.懒散度日","I. On Being Idle"
"那么，懒散度日的确是我自认为十分擅长的题目，这点可不是我自夸。小时候，有位先生每学期收我九几尼——不再额外收费——让我沐浴在智慧的清泉里。他常说，他从来没见过哪个男孩能比我用更多的时间，做更少的功课。我还记得我可怜的祖母在一次教我使用祈祷书的过程中顺便评论说，要我去做我不该做的事是极不可能的，不过同时她也坚信不疑，我该做的每件事情，也一定会原封不动地丢在原地。","Now, this is a subject on which I flatter myself I really am au fait. The gentleman who, when I was young, bathed me at wisdom’s font for nine guineas1 a term—no extras—used to say he never knew a boy who could do less work in more time; and I remember my poor grandmother once incidentally observing, in the course of an instruction upon the use of the Prayer-book, that it was highly improbable that I should ever do much that I ought not to do, but that she felt convinced beyond a doubt that I should leave undone pretty well everything that I ought to do. "
"现在，从某种程度上说，我恐怕已经证明了老祖母的预言有一半不对。上帝保佑！尽管天生一把懒骨头，我还是做了许许多多我本不该做的事。但就忽略了许多我本不该忽略的事情这一点而言，我倒是充分验证了她老人家判断的准确性。懒散度日一直是我的强项，在这件事上我并不居功自恃——这是一种天赋。极少有人拥有这份天赋。这世上有许许多多的懒汉和做事不紧不慢的人，但天生懒骨头却极为罕有。他并非双手插在口袋里到处闲逛的家伙。相反，他最引人注目的特征就是：他总是忙得不可开交。","I am afraid I have somewhat belied half the dear old lady’s prophecy. Heaven help me! I have done a good many things that I ought not to have done, in spite of my laziness. But I have fully confirmed the accuracy of her judgment so far as neglecting much that I ought not to have neglected is concerned. Idling always has been my strong point I take no credit to myself in the matter—it is a gift. Few possess it. There are plenty of lazy people and plenty of slow-coaches, but a genuine idler is a rarity. He is not a man who slouches about with his hands in his pockets. On the contrary, his most startling charhacteristic is that he is always intensely busy. "
"一个人如果没有许许多多工作需要完成，就无法彻底享受懒散度日的乐趣。而一个人无事可做的时候，无所事事也失去了它原有的乐趣。于是浪费时间仅仅变成了一项任务，还是最劳心费神的任务。懒散度日的感觉就像吻一样，只有偷来的才甜美。","It is impossible to enjoy idling thoroughly unless one has plenty of work to do. There is no fun in doing nothing when you have nothing to do. Wasting time is merely an occupation then, and a most exhausting one. Idleness, like kisses, to be sweet must be stolen. "
"多年前，我还是个年轻小伙的时候，生了一场大病——我自己没觉得病得多厉害，只知道是场重感冒。但我推测情况应该很严重，因为医生说我本来一个月之前就该去找他，还说如果这病（甭管什么病吧）再拖一个礼拜，他也不敢对后果负责。不过这事太离奇了，我从没见过哪个医生接过延迟一天就会变得无药可救的病例。我们的医疗指导也好，哲学家也好，朋友也好，就像情节剧中的主人公一样——他总是恰好在紧要关头登场，不早也不晚。这是天意，早已注定。","Many years ago, when I was a young man, I was taken very ill—I never could see myself that much was the matter with me, except that I had a beastly cold. But I suppose it was something very serious, for the doctor said that I ought to have come to him a month before, and that if it (whatever it was) had gone on for another week he would not have answered for the consequences. It is an extraordinary thing, but I never knew a doctor called into any case yet but what it transpired that another day’s delay would have rendered cure hopeless. Our medical guide, philosopher, and friend is like the hero in a melodrama—he always comes upon the scene just, and only just, in the nick of time. It is Providence, that is what it is. "
"好吧，回到刚才的话题，我病得很严重，所以被安排到巴克斯顿休养一个月，整个养病期间被严格禁止做任何事情。“你需要的就是休息，”医生说道，“彻底休息。”","Well, as I was saying, I was very ill and was ordered to Buxton2 for a month, with strict injunctions to do nothing whatever all the while that I was there. “Rest is what you require,” said the doctor, “perfect rest.” "
"事情听起来令人期待。“这位老兄显然很了解我的心思嘛。”我说道，并为自己描绘了一段无比美妙的时光——四个星期优哉游哉，其间养养小病。大病就不必了，小病就已足够——足以让我感到几丝苦楚，几分诗意就行了。我可以睡到日上三竿，品品巧克力饮料，然后穿着拖鞋和睡袍享用早餐。我可以躺在花园的吊床上读些结局凄凉的情感小说，直到书本从我无力的手中滑落。我还可以躺在那儿，迷蒙地凝望深蓝的天空，看朵朵白云飘浮，仿佛挂着白帆的船舶穿行深海，听鸟儿快乐地歌唱和树叶在风中沙沙作响。或者，身体太过虚弱不能外出的时候，我就在底楼临街敞开的窗口前，垫几个枕头临窗而坐，看起来孱弱消瘦却又惹人注意，引来那些路过的漂亮女孩们一声声叹息。","It seemed a delightful prospect. “This man evidently understands my complaint,” said I, and I pictured to myself a glorious time—a four weeks’ dolce far niente with a dash of illness in it. Not too much illness, but just illness enough—just sufficient to give it the flavor of suffering and make it poetical. I should get up late, sip chocolate, and have my breakfast in slippers and a dressing-gown. I should lie out in the garden in a hammock and read sentimental novels with a melancholy ending, until the books should fall from my listless hand, and I should recline there, dreamily gazing into the deep blue of the firmament, watching the fleecy clouds floating like white-sailed ships across its depths, and listening to the joyous song of the birds and the low rustling of the trees. Or, on becoming too weak to go out of doors, I should sit propped up with pillows at the open window of the ground-floor front, and look wasted and interesting, so that all the pretty girls would sigh as they passed by."
"我得每天两次坐轮椅去科伦纳德喝矿泉水。噢，那水啊!我当时对那里的水一无所知，特别想去尝尝。“喝矿泉水”听起来很时髦，而且还有安妮女王那个时代的感觉，我觉得自己应该会喜欢。可是，唉！最初的三四个上午之后，那是什么感觉啊！萨姆·韦勒说它们尝起来“有股热熨斗的味道”，这实在太过轻描淡写，完全不足以描述它们可怕的恶心味道。假如有什么办法能让一个病人迅速康复，那就是告诉他，病好之前必须每天喝一杯这样的矿泉水。我就是这样连喝了六天纯矿泉水，差点儿要了我的命；不过后来我采取了一个方法，就是在喝完矿泉水后马上灌一杯高浓度的兑水白兰地，这样感觉就好多了。后来很多知名的医学家都告诉我，一定是酒精把矿泉水中铁盐质的作用完全抵消了。我很高兴自己运气不错，能够歪打正着。","And twice a day I should go down in a Bath chair to the Colonnade to drink the waters. Oh, those waters! I knew nothing about them then, and was rather taken with the idea. “Drinking the waters” sounded fashionable and Queen Anne3-fi ed, and I thought I should like them. But, ugh! After the first three or four mornings! Sam Weller’s description of them as “having a taste of warm fl at-irons” conveys only a faint idea of their hideous nauseousness. If anything could make a sick man get well quickly, it would be the knowledge that he must drink a glassful of them every day until he was recovered. I drank them neat for six consecutive days, and they nearly killed me; but after then I adopted the plan of taking a stiff glass of brandy-and-water immediately on the top of them, and found much relief thereby. I have been informed since, by various eminent medical gentlemen, that the alcohol must have entirely counteracted the effects of the chalybeate properties contained in the water. I am glad I was lucky enough to hit upon the right thing. "
"但是在这难忘的一个月里，也是我有生以来度过的最悲惨的一个月里，“喝矿泉水”只是我所受折磨的一小部分。那个月的大部分时间，我都虔诚地奉行医生的指示，不做任何事，只在房子和花园里走动走动，以及每天坐轮椅出行两小时。在某种程度上，这确实对单调的生活有所调剂。坐轮椅的乐趣——特别是你还不习惯这种令人兴奋的锻炼时——远比漫不经心的旁观者可能看到的要多。一个纯粹的局外人或许不会明白坐在轮椅上的人那时时涌上心头的不安全感。每分钟，他都认为轮椅要向前翻个个儿，这种信念在路上出现小坑或者遇到一段新铺的碎石子路时尤为强烈。道路上所有来来往往的车辆，他都认为会撞向自己；但凡上坡或者下坡，他就马上开始捻算自己的命数，生怕掌管自己命运的神仙一时腿脚发软就撒手不管了——而这似乎是极有可能的。","But “drinking the waters” was only a small portion of the torture I experienced during that memorable month—a month which was, without exception, the most miserable I have ever spent. During the best part of it I religiously followed the doctor’s mandate and did nothing whatever, except moon about the house and garden and go out for two hours a day in a Bath chair. That did break the monotony to a certain extent. There is more excitement about Bath-chairing—especially if you are not used to the exhilarating exercise—than might appear to the casual observer. A sense of danger, such as a mere outsider might not understand, is ever present to the mind of the occupant. He feels convinced every minute that the whole concern is going over, a conviction which becomes especially lively whenever a ditch or a stretch of newly macadamized road comes in sight. Every vehicle that passes he expects is going to run into him; and he never finds himself ascending or descending a hill without immediately beginning to speculate upon his chances, supposing—as seems extremely probable—that the weak-kneed controller of his destiny should let go."
