"zh","en"
"失语漫游","A Ramble in Aphasia"
"失语漫游","A Ramble in Aphasia"
"作者：欧·亨利","by O. Henry"
"那天早晨，我和妻子正如往常一样告别。她放下她的第二杯茶，跟随我走到前门。在门口，她从我西服的翻领里扯出一根看不到的线头（这是女人们宣告所有权的普遍行为），并嘱咐我注意感冒。我没有感冒。接着是她的告别吻——那带有雨茶芳香的、充满家庭生活气息的吻。不必担心，她无限延续的习惯里不会有率性而为的、五花八门的新举动。由于长久以来习惯性的失职，她把我那原本端正的领带夹碰歪了。接着，在关门的时候，我听到她大清早拖着拖鞋走回她渐渐变凉的茶边的步履声。","My wife and I parted on that morning in precisely our usual manner.She left her second cup of tea to follow me to the front door.There she plucked from my lapel the invisible strand of lint (the universal act of woman to proclaim ownership) and bade me to take care of my cold.I had no cold.Next came her kiss of parting—the level kiss of domesticity flavored with Young Hyson.There was no fear of the extemporaneous, of variety spicing her infinite custom.With the deft touch of long malpractice, she dabbed awry my well-set scarf pin; and then, as I closed the door, I heard her morning slippers pattering back to her cooling tea."
"出发时，我并没有想过或是预测到接下来将要发生的事。这病来得突然。","When I set out I had no thought or premonition of what was to occur.The attack came suddenly."
"数周以来，我一直在辛苦工作——几乎夜以继日；我在忙一桩轰动一时的铁路诉讼案，结果我大获全胜，这也不过是几天前的事而已。事实上，多年以来，我一直在苦心钻研法律，几乎从没中止过。优秀的沃尔尼医生已经警告过我一两次了。他是我的朋友，也是我的医师。","For many weeks I had been toiling, almost night and day, at a famous railroad law case that I won triumphantly but a few days previously.In fact, I had been digging away at the law almost without cessation for many years.Once or twice good Doctor Volney, my friend and physician, had warned me."
"“如果你不放松下来的话，贝尔福德，”他说道，“你会突然身心崩溃的。要么你的神经会出问题，要么你的大脑会吃不消。告诉我，哪个星期你在报纸上没读到有关失语症的病例？——某个走失的男子，他的过去和身份都无从查起，没名没姓地漂泊——而这一切都是由大脑里的一个小血块引起的，其根源在于工作过度或忧虑。”","“If you don’t slacken up, Bellford,” he said, “you’ll go suddenly to pieces.Either your nerves or your brain will give way.Tell me, does a week pass in which you do not read in the papers of a case of aphasia—of some man lost, wandering nameless, with his past and his identity blotted out—and all from that little brain clot made by overwork or worry?”"
"“我总以为，”我说，“那些病例中说的血块其实是在那些报社记者的大脑里找到的。”","“I always thought,” said I, “that the clot in those instances was really to be found on the brains of the newspaper reporters.”"
"沃尔尼医生摇摇头。","Doctor Volney shook his head."
"“这种病确实存在，”他说道，“你需要改变或者休息。法庭、办公室和家——这就是你唯一的出行路线。至于娱乐——对你而言就是读法律书籍。你最好及时听取我的警告。”","“The disease exists,” he said.“You need a change or a rest.Court-room, office and home—there is the only route you travel.For recreation you—read law books.Better take warning in time.”"
"“每周四晚上，”我辩驳道，“我和我妻子玩克里比奇牌戏。每周日，她给我读她母亲的每周来信。法律书籍不是一种消遣，这一说法还有待确证。”","“On Thursday nights,” I said, defensively, “my wife and I play cribbage.On Sundays she reads to me the weekly letter from her mother.That law books are not a recreation remains yet to be established.”"
"那天早晨，我一边走着，一边想起了沃尔尼医生的话。我感觉跟往常一样好——也许比平常更加精神焕发。","That morning as I walked I was thinking of Doctor Volney’s words.I was feeling as well as I usually did—possibly in better spirits than usual."
"由于在客车那狭窄的座位上睡了很长一段时间，醒来时我浑身僵硬、肌肉抽筋。我把头倚靠在座位上努力地去想。过了很长一段时间后，我对自己说道：“我肯定有个什么名字。”我翻看我的口袋。我没能找到一张卡片、一封信、一张纸或一个姓名首字母组成的花押字。但我却在我外套的口袋里找到了总额近3000美元的大面额钞票。“当然，我肯定是个什么人。”我对自己重复道，然后又一次陷入沉思中。","I woke with stiff and cramped muscles from having slept long on the incommodious seat of a day coach.I leaned my head against the seat and tried to think.After a long time I said to myself: “I must have a name of some sort.”I searched my pockets.Not a card; not a letter; not a paper or monogram could I find.But I found in my coat pocket nearly $3,000 in bills of large denomination.“I must be some one, of course,” I repeated to myself, and began again to consider."
"这趟车挤满了人。我暗自思忖，他们中间一定有着某些共同的爱好，因为他们无拘无束地混在一起，而且似乎心情和精神都极佳。他们中的一员——一个戴着眼镜的精壮的先生，浑身散发出明显的肉桂皮和芦荟的气味——向我友好地点了点头，同时占用了我的半个空位，随即打开了一张报纸。在他读报的间歇里，我们交谈着，像所有旅客那样谈谈当前的时事。我发现自己能够很好地将有关这方面话题的谈话维持下去，至少我的记忆在这样的谈话中还算够用。不久我的同伴说：“你肯定是我们中的一员。这次西部派出了非常多人。我很高兴他们在纽约召开大会；我以前从没去过东部。我名叫R. P. 波尔德——来自密苏里州希科里格罗夫的波尔德父子公司。”","The car was well crowded with men, among whom, I told myself, there must have been some common interest, for they intermingled freely, and seemed in the best good humor and spirits.One of them—a stout, spectacled gentleman enveloped in a decided odor of cinnamon and aloes—took the vacant half of my seat with a friendly nod, and unfolded a newspaper.In the intervals between his periods of reading, we conversed, as travelers will, on current affairs.I found myself able to sustain the conversation on such subjects with credit, at least to my memory.By and by my companion said: “You are one of us, of course.”Fine lot of men the West sends in this time.I’m glad they held the convention in New York; I’ve never been East before.My name’s R. P. Bolder—Bolder & Son, of Hickory Grove, Missouri.”"
