"zh","en"
"墙上的那些画","Pictures on the Walls"
"墙上的那些画","Pictures on the Walls"
"作者：D. H. 劳伦斯","by D. H. Lawrence"
"墙上挂的画是不是家庭室内装饰必不可少的一部分，这个问题在人们看来似乎是有争议的。然而，由于千百个家庭中鲜有一家不挂画，我们也许可以轻松地得出结论，在墙上挂画是家庭室内装修必不可少的一部分，尽管有些势利的人假装声称他们更喜欢空白的墙壁。人类喜欢画。不管是野蛮人还是文明人，我们都一样，只要有一幅画摆在那儿，我们就会径直过去看看。如果能买得起的话，我们当中很少有人不喜欢在房间里挂上一幅极其迷人的作品，可以不断地观赏。但不幸的是，一般来说，我们只有那些过去留下来的平庸的画，我们把它们挂在墙上，只是因为既然有这些东西，我们就得把它们安放到某个地方。要是人们能对此持坚定的态度，毫不留情地将所有无足轻重的图画连同画框一起烧掉，我们在室内的呼吸该自由得多。要是人们每隔十年便在墙壁周围逛一圈该多好，并且问道，好，那幅油画怎么样？那件复制品怎样？那张照片又怎样呢？它们有何意义？我们从它们那儿得到了什么？它们有什么意义吗？它们值得收藏吗？——回答几乎总会是否定的。那么然后呢？我们要不要说，哦，就让它们呆在那儿吧！它们都在那儿呆了十年了，我们还是把它们留在那儿别动了。——但是，这纯粹是一种惰性，会扼杀家里的一切生气。一个女人可能会这样说，这顶帽子我都戴了一年了，因此不妨再多戴几年——一座房子，一个家，只是一件更大的衣物罢了，就像我们觉得自己必须换新衣服，我们也应该翻新自己的家，把家打理好。仅靠春季的大扫除是不够的。为什么服装的时尚要不断变换？因为我们自己在时间缓慢的变化中发生改变，真的是这样。如果我们想象一下自己现在还穿着六年前穿过的衣服，就会发现那是不可能的。在某种程度上，我们已经不同于以前了，我们的衣服则表现出我们不同以往的性格。","Whether wall pictures are or are not an essential part of interior decoration in the home seems to be considered debatable.Yet since there is scarcely one house in a thousand which doesn’t have them, we may easily conclude that they are, in spite of the snobbism which pretends to prefer blank walls.The human race loves pictures.Barbarians or civilized, we are all alike, we straightway go to look at a picture if there is a picture to look at.And there are very few of us who wouldn’t love to have a perfectly fascinating work hanging in our room, that we could go on looking at, if we could afford it.Instead, unfortunately, as a rule we have only some mediocre thing left over from the past, that hangs on the wall just because we’ve got it, and it must go somewhere.If only people would be firm about it, and rigorously burn all insignificant pictures, frames as well, how much more freely we should breathe indoors.If only people would go round their walls every ten years and say, Now, what about that oil-painting, what about that reproduction, what about that photograph?What do they mean?What do we get from them?Have they any point?Are they worth keeping?—The answer would almost invariably be No.And then what?Shall we say, Oh, let them stay!They’ve been there ten years, we might as well leave them!—But that is sheer inertia and death to any freshness in the home.A woman might as well say: I’ve worn this hat for a year, so I may as well go on wearing it for a few more years—A house, home, is only a greater garment, and just as we feel we must renew our clothes and have fresh ones, so we should renew our homes and make them in keeping.Spring cleaning isn’t enough.Why do fashions in clothes change?Because, really, we ourselves change, in the slow metamorphosis of time.If we imagine ourselves now in the clothes we wore six years ago, we shall see that it is impossible.We are, in some way, different persons now, and our clothes express our different personality."
"家也应该这样。它应该随着我们的改变而改变。但它没有我们的衣服变化得快，因为家与我们的联系没有那么紧密。虽然更缓慢，但是在家里，我们周遭的一切还是必然要改变的。房间里更具装饰性的物品变化得更快一些，像是图画、窗帘或靠垫，比较重实的家具改变得要慢一些。一些家具可能让我们终生满意。一些家具可能过了十年就不合适了。但可以确定的是，靠垫、窗帘和图画在几年后就会变得陈旧。家里的陈旧气息令人感到窒息，会使人精神压抑。女人应该要注意这些。尤其是在英国，我们很多时间都在室内度过，所以我们的室内环境必须要有生机，必须改变，必须要定期除旧迎新，必须要随着我们这些年的变化而变化，以搭配我们新的情绪、新的感觉和新的自我。家中的死气沉沉、乏味单调、一成不变实则体现出一种惰性，对人的现代性非常有害。人的现代性处于一种不稳定的状态，对周围环境非常敏感，远远超过我们所了解的。","And so should the home.It should change with us, as we change.Not so quickly as our clothes change, because it is not so close in contact.More slowly, but just as inevitably, the home should change around us.And the change should be more rapid in the more decorative scheme of the room: pictures, curtains, cushions; and slower in the solid furniture.Some furniture may satisfy us for a lifetime.Some may be quite unsuitable after ten years.But certain it is that the cushions and curtains and pictures will begin to be stale after a couple of years.And staleness in the home is stifling and oppressive to the spirit.It is a woman’s business to see to it.In England especially we live so much indoors that our interiors must live, must change, must have their seasons of fading and renewing, must come alive to fit the new moods, the new sensations, the new selves that come to pass in us with the changing years.Dead and dull permanency in the home, dreary sameness, is a form of inertia, is very harmful to the modern nature, which is in a state of flux, sensitive to its surroundings far more than we really know."
"就像我们一样，房间里挂的画在某种程度上对房间里的氛围起着关键作用。在房间里挂上灰色的凹版照片，空气里就会充斥着某种灰色基调，即使你的靠垫上绘着水仙花也无济于事。挂上巴克斯特的版画，在一段时间内会给你带来美感，随之而来的便是一种窒息感。图画是奇怪的东西。大多数图画无疑都会像花一样死去，一旦死去，它们挂在墙上就像褐色的、枯萎了的花束一样陈腐。其中的原因在于我们自己。我们因为喜欢某幅画才会买它，于是这幅画对我们内在活生生的感受作出了直接的回应。但感受会发生变化，或快或慢。如果我们对画的感觉是肤浅的，那么这感觉很快就会消失——于是这画很快就变得微不足道，无异于挂在墙上的一块毫无生机的破布。反过来，如果我们能看得更深刻一些，我们会买一幅至少可以挂上一两年而不让人生厌的画，并且就像鲜花一样，它能时刻给我们带来一种新鲜的愉悦感。我们甚至可能找到可以伴随我们一生的作品。如果我们找到了一幅杰作，它将会千古留芳。但是，这个世界上任何一种杰作都不多见。","And, do as we may, the pictures in a room are in some way the key to the atmosphere of a room.Put up grey photogravures, and a certain greyness will dominate in the air, no matter if your cushions be daffodils.Put up Baxter prints, and for a time you will have charm; after that, a certain stuffiness will ensue.Pictures are strange things.Most of them die as sure as flowers die, and, once dead, they hang on the wall as stale as brown withered bouquets.The reason lies in ourselves.When we buy a picture because we like it, then the picture responds fresh to some living feeling in us.But feelings change: quicker or slower.If our feeling for the picture was superficial, it wears away quickly—and quickly the picture is nothing but a dead rag hanging on the wall.On the other hand, if we can see a little deeper, we shall buy a picture that will at least last us a year or two, and give a certain fresh joy all the time, like a living flower.We may even find something that will last us a lifetime.If we found a masterpiece, it would last many lifetimes.But there are not many masterpieces of any sort in this world."
"事实依然是有各种各样的画，也有各种各样的人喜欢这些画；只是这种喜欢所持续的时间也许是有限的，即使一幅杰作也有失宠的一天。拉斐尔的作品在几个世纪后的今天，偶尔会令人生厌，米开朗基罗的作品也开始让人腻烦了。","The fact remains there are pictures of every sort, and people of every sort to be pleased by them; and there is, perhaps, a limit to the length of time that even a masterpiece will please mankind.Raphael now occasionally bores us, after several centuries, and Michael Angelo begins to."
"但我们无需为拉斐尔或米开朗基罗操心，他们的作品能在很多个世纪内保有新鲜的吸引力。我们关心的是那些过了半年就可能会变成毫无生气的破布、人们对它们所有的新鲜感都丧失殆尽的画。如果我们想想兰西尔或阿尔玛·塔德玛，我们就会发现，即使那些传统的鉴赏家，比如德文郡的公爵们，他们花了大笔的钱，买的也只不过是在短时间内可称得上杰作的画，如今这些画就像死气沉沉、荒诞可笑的破布一样挂在公爵住所的墙上。如今，对于兰西尔画的那幅有两条狗、名为《威严与放肆》的画，只有非常没有素养的人才会将其挂在客厅的墙上。然而，在当时那个年代，这两条狗无比招人喜爱。人们对这幅画的兴趣持续了大概二十年。但20年之后，还把这些画挂在查茨沃思庄园的墙上或是挂在别的什么地方，那就成了一件丢脸的事。它们无疑应该被烧掉。无论挂在哪儿，这些画只会带来让人难以忍受的窒闷感，还会提醒我们意识到自己的品位是多么低下。","But we needn’t bother about Raphael or Michael Angelo, who keep up their fresh interest for centuries.Our concern is rather with pictures that may be dead rags in six months, all the fresh feeling for them gone.If we think of Landseer, or Alma Tadema, we see how even traditional connoisseurs like Dukes of Devonshire paid large sums for momentary masterpieces that now hang on the ducal walls as dead and ridiculous rags.Only a very uneducated person nowadays would want to put those two Landseer dogs, “Dignity and Impudence”, on the drawing-room wall.Yet they pleased immensely in their day.And the interest was sustained, perhaps, for twenty years.But after twenty years it has become a humiliation to keep them hanging on the walls of Chatsworth or wherever they hang.They should be burnt, of course.They only make an intolerable stuffiness wherever they are, and remind us of the shallowness of our taste."
"如果说《威严与放肆》或是米莱的《气泡》这些运用了大量绘画技巧的作品尚且如此的话，那些没有任何技术含量的廉价凹版相片就更是如此了。图画一旦被人们所熟识，便失去了魅力。自从惠斯勒为他母亲画的肖像画被用作广告后，这幅作品就丢失了大半的魅力。对大多数人来说，它已经变成了一幅破旧的画，一块毫无生气的破布。一幅画一旦到了非常受欢迎的阶段，接下来就会在陈腐中死亡，永远无法复活。它就这么永远地死了。唯一能做的就是把它烧掉。","And if this is true of “Dignity and Impudence” or Millais’ “Bubbles”, which have a great deal of technical skill in them, how much more true is it of cheap photogravures, which have none.Familiarity wears a picture out.Since Whistler’s portrait of his mother was used for advertisement, it has lost most of its appeal, and become for most people a worn-out picture, a dead rag.And once a picture has been really popular, and then died into staleness, it never revives again.It is dead for ever.The only thing is to burn it."
"这样的处理方式也非常适用于那些凹版相片和其他诸如此类用机器制造的图画。这样的画或许在20年前曾令年轻的新娘着迷。它们甚至可能在之后的半年或两年内仍然令她着迷。但这段时间一过，这些画差不多就死了，而新娘从这些画中所得到的乐趣也仅仅是一种怀旧和伤感之情，抑或是把它们看作财产而产生的庸俗的满足感。把画看成财产可真是要命。画就像鲜花一样，迟早都要凋谢并死去，必须得扔到垃圾桶里烧掉。所有的画都是这样。即使是受人喜爱的乔尔乔内，终有一天会失宠——但在几乎五个世纪后的今天，他的作品还是非常招人喜爱，仍然像朵鲜花一样。但当他的作品最终死去的时候，就像尊贵的墙上挂着的许多画一样，我们希望它被烧掉算了。希望他的作品不要再被看作是值钱的财产了，就像人们现在还认为许多僵死的画布还值一大笔钱那样。","Which applies very forcibly to photogravures and other such machine pictures.They may have fascinated the young bride twenty years ago.They may even have gone on fascinating her for six months or two years.But at the end of that time they are almost certainly dead, and the bride’s pleasure in them can only be a reminiscent sentimental pleasure, or that rather vulgar satisfaction in them as pieces of property.It is fatal to look on pictures as pieces of property.Pictures are like flowers, that fade away sooner or later, and die, and must be thrown in the dustbin and burnt.It is true of all pictures.Even the beloved Giorgione will one day die to human interest—but he is still very lovely, after almost five centuries, still a fresh flower.But when at last he is dead, as so many pictures are that hang on honoured walls, let us hope he will be burnt.Let us hope he won’t still be regarded as a piece of valuable property, worth huge sums, like lots of dead-as-doornails canvases today."
