"zh","en"
"神秘画像的奇遇","The Adventure of the Mysterious Picture"
"神秘画像的奇遇","The Adventure of the Mysterious Picture"
"作者：华盛顿·欧文","by Washington Irving"
"这类故事，讲了一个就带出另一个，大伙都沉浸在其中，打算把自己的亲戚祖先请出场。如果不是一个一直在呼呼大睡、又老又胖的猎狐人突然醒来，打了一个又长又响的哈欠，不知道我们还要听多少这样惊险的鬼故事。这个声响破坏了气氛，就像一声鸡鸣，把鬼怪们都吓跑了。而大伙也都纷纷起身准备去睡觉。","As one story of the kind produces another, and as all the company seemed fully engrossed by the topic, and disposed to bring their relatives and ancestors upon the scene, there is no knowing how many more ghost adventures we might have heard, had not a corpulent old fox-hunter, who had slept soundly through the whole, now suddenly awakened, with a loud and long-drawn yawn.The sound broke the charm; the ghosts took to flight as though it had been cock-crowing, and there was a universal move for bed."
"“现在去闹鬼的房间吧。”爱尔兰上尉拿着蜡烛说。","“And now for the haunted chamber,” said the Irish captain, taking his candle."
"“是啊，今晚谁会是主角呢？”一位面色颓废的先生问道。","“Aye, who’s to be the hero of the night?” said the gentleman with the ruined head."
"“明天早晨我们就知道了，”老先生用鼻音哼着说，“谁脸色灰白，谁就见到鬼了。”","“That we shall see in the morning,” said the old gentleman with the nose: “whoever looks pale and grizzly will have seen the ghost.”"
"“唉，先生们，”准男爵说，“玩笑中倒有不少真话。实际上，你们中总有一位今晚会睡在那个房间——”","“Well, gentlemen,” said the Baronet, “there’s many a true thing said in jest.In fact, one of you will sleep in a room to-night—”"
"“什么——闹鬼的房间？闹鬼的房间？我要求去冒这个险——还有我——还有我——还有我！”十几个客人们呼喊着，边说边笑。","“What—a haunted room? a haunted room?I claim the adventure—and I—and I—and I,” cried a dozen guests, talking and laughing at the same time."
"“不——不，”主人说，“有一个房间确实有个秘密，而且我打算在那个房间做个实验。所以，先生们，你们谁也不会知道是谁住在闹鬼的房间，到时候自然就会知道。连我都不会知道，就让管家随机分配吧。同时，如果先生们乐意听，为了祖宅的荣誉，我想再说一句，这里没有一个房间不值得鬼怪出没。”","“No—no,” said mine host, “there is a secret about one of my rooms on which I feel disposed to try an experiment.So, gentlemen, none of you shall know who has the haunted chamber, until circumstances reveal it.I will not even know it myself, but will leave it to chance and the allotment of the housekeeper.At the same time, if it will be any satisfaction to you, I will observe, for the honor of my paternal mansion, that there’s scarcely a chamber in it but is well worthy of being haunted.”"
"说到这我们就解散了，各自去分到的房间睡觉。我分到的是一间厢房，它的风格和晚饭时讲到的故事中描述的那种出事的房间非常相似，我不禁一笑。房间宽大阴暗，装饰着已经被油灯熏黑了的画像，床上铺着古老样式的锦缎，上面耸立着一个足以供皇家使用的华盖，还有许多老式的、又大又沉的家具。我将一把爪形底的大扶手椅拉到宽大的壁炉前，把火拨旺了，坐下望着炉火，想着我听到的几个怪异故事，就这样想着想着，一半由于白天打猎很疲倦，一半由于主人款待的葡萄酒和酒宴，我在椅子里睡着了。","We now separated for the night, and each went to his allotted room.Mine was in one wing of the building, and I could not but smile at its resemblance in style to those eventful apartments described in the tales of the supper table.It was spacious and gloomy, decorated with lamp-black portraits, a bed of ancient damask, with a tester sufficiently lofty to grace a couch of state, and a number of massive pieces of old-fashioned furniture.I drew a great claw-footed arm-chair before the wide fire-place; stirred up the fire; sat looking into it, and musing upon the odd stories I had heard; until, partly overcome by the fatigue of the day’s hunting, and partly by the wine and wassail of mine host, I fell asleep in my chair."
"睡觉的姿势很不舒服，让我睡得很不好，还做了各种各样狂乱恐怖的梦。这时难以消化的晚餐又作起怪来，搅得我不得安宁。我感觉一块肥大的羊肉折磨着我，一块葡萄干布丁像铅一般压在我的心头，过去想想就令我开心的阉鸡，现在却引起我种种可怕的联想，还有一只辣火鸡腿迈开大步，做出各种恶魔鬼怪的样子。总而言之，我做了许多恶梦。似乎有种奇怪的、不确定的邪恶力量笼罩在我周围，让我无法逃避；某种恐怖又可恶的东西压抑着我，让我无法摆脱。我知道自己在睡觉，挣扎着让自己醒来，但每一次努力都让恶势力加倍袭来，直到我一面喘气，一面挣扎，几乎窒息时，猛然从椅子上笔直地弹起，我这才清醒过来。","The uneasiness of my position made my slumber troubled, and laid me at the mercy of all kinds of wild and fearful dreams; now it was that my perfidious dinner and supper rose in rebellion against my peace.I was hag-ridden by a fat saddle of mutton; a plum pudding weighed like lead upon my conscience; the merry thought of a capon filled me with horrible suggestions; and a devilled leg of a turkey stalked in all kinds of diabolical shapes through my imagination.In short, I had a violent fit of the nightmare.Some strange indefinite evil seemed hanging over me that I could not avert; something terrible and loathsome oppressed me that I could not shake off.I was conscious of being asleep, and strove to rouse myself, but every effort redoubled the evil; until gasping, struggling, almost strangling, I suddenly sprang bolt upright in my chair, and awoke."
"此时壁炉架上的蜡烛已快燃尽，灯芯也分叉了。在朝向我的这边，蜡烛流下很大一滩融化的蜡。那支烧偏了的细蜡烛，发出一大团闪耀的火焰，强光照亮了壁炉上方的一幅画，一幅我迄今还没注意到的画。","The light on the mantel-piece had burnt low, and the wick was divided; there was a great winding sheet made by the dripping wax, on the side towards me.The disordered taper emitted a broad flaring flame, and threw a strong light on a painting over the fire-place, which I had not hitherto observed."
"画里只有一个头，更准确地说是一张脸，仿佛在直直地盯着我，表情很是惊人。画像没有边框，乍一看，我简直以为是一张真脸从漆黑的橡木板里探了出来。我坐在椅子上盯着这幅画，越看越让我心里不安。从没有一幅画能让我反应如此强烈。因为它，我的情绪变得奇怪，难以名状。那双眼睛有几分像我听说过的可归为蛇怪之眼的东西，或像是有着爬行动物所具有的称作魅惑的神秘力量。我用一只手在眼前挥了几下，似乎本能地想要拂去眼前的幻象——可是没用——我的目光马上又回到画上，而那侵袭着我全身的、令人恐惧、缓缓渗透的力量更是增倍了。","It consisted merely of a head, or rather a face, that appeared to be staring full upon me, and with an expression that was startling.It was without a frame, and at the first glance I could hardly persuade myself that it was not a real face, thrusting itself out of the dark oaken pannel.I sat in my chair gazing at it, and the more I gazed the more it disquieted me.I had never before been affected in the same way by any painting.The emotions it caused were strange and indefinite.They were something like what I have heard ascribed to the eyes of the basilisk; or like that mysterious influence in reptiles termed fascination.I passed my hand over my eyes several times, as if seeking instinctively to brush away this allusion—in vain—they instantly reverted to the picture, and its chilling, creeping influence over my flesh was redoubled."
"我环顾屋内其他的画，想转移注意力，或想看看其他画像会不会产生同样的效果。有几幅也够恐怖的，如果单是画得恐怖就能产生那种效果——然而并非如此。我的眼光扫过所有的画都毫无感觉，但当目光一回到壁炉上方的那张脸，我就感觉像电击穿过全身一般。其他的画都已经模糊褪色，唯有这幅，从纯黑的背景中突出来，立体感非常强，色彩逼真。那表情极度痛苦——那种因身体剧痛而造成的痛苦。但那眉头紧锁的凶相和点点血滴，使得画像看上去更加恐怖。但那个表情的特点还不止于此——这幅画能激起人情绪上的恐慌，和某种不可思议的厌恶感，这让我苦恼不已。","I looked around the room on other pictures, either to divert my attention, or to see whether the same effect would be produced by them.Some of them were grim enough to produce the effect, if the mere grimness of the painting produced it—no such thing.My eye passed over them all with perfect indifference, but the moment it reverted to this visage over the fire-place, it was as if an electric shock darted through me.The other pictures were dim and faded; but this one protruded from a plain black ground in the strongest relief, and with wonderful truth of coloring.The expression was that of agony—the agony of intense bodily pain; but a menace scowled upon the brow, and a few sprinklings of blood added to its ghastliness.Yet it was not all these characteristics—it was some horror of the mind, some inscrutable antipathy awakened by this picture, which harrowed up my feelings."
