"en","zh"
"Master John Horseleigh, Knight","约翰·霍斯利爵士"
"by Thomas Hardy","作者：托马斯·哈代"
"In the earliest and mustiest volume of the Havenpool marriage registers (said the thin-faced gentleman) this entry may still be read by any one curious enough to decipher the crabbed handwriting of the date.","在黑文普尔婚姻登记处保存的那些年代久远的发霉档案中（那位脸型瘦削的绅士这样说道），这份登记记录或许还会被某些好奇之士读到，因为他们想要辨认出写得字迹潦草的日期。"
"I took a copy of it when I was last there; and it runs thus (he had opened his pocket-book, and now read aloud the extract; afterwards handing round the book to us, wherein we saw transcribed the following)—","上次去的时候我把那个登记记录复印了一份，上面是这样写的（他翻开自己的袖珍本，大声朗读着节选的部分，之后给我们传阅，于是我们就看到了以下这份抄本）——"
"Mastr John Horseleigh, Knyght, of the p’ysshe of Clyffton was maryd to Edith the wyffe late off John Stocker, m’chawnte of Havenpool the xiiij daje of December be p’vylegge gevyn by our sup’me hedd of the chyrche of Ingelonde Kynge Henry the viii th 1539.","克莱弗顿的约翰·霍斯利爵士与黑文普尔商人约翰·斯托克的遗孀伊迪丝于1539年12月13日成婚，婚礼得到了英国国教最高领袖——国王亨利八世给予的特殊优待。"
"Now, if you turn to the long and elaborate pedigree of the ancient family of the Horseleighs of Clyfton Horseleigh, you will find no mention whatever of this alliance, notwithstanding the privilege given by the Sovereign and head of the Church; the said Sir John being therein chronicled as marrying, at a date apparently earlier than the above, the daughter and heiress of Richard Phelipson, of Montislope, in Nether Wessex, a lady who outlived him, of which marriage there were issue two daughters and a son, who succeeded him in his estates.","如今，如果你去翻阅克莱弗顿·霍斯利的霍斯利家族那冗长详尽的族谱，你会发现没有这桩联姻的记录，尽管婚礼得到了时任国教领袖的君主给予的特权。至于其中提及的约翰爵士，族谱记录着他在某个明显早于那个日期的日子，与蒙蒂斯洛普的理查德·菲利普森的女儿暨继承人在南威塞克斯成婚。这位女士比他更加长寿，婚后他们有了两个女儿和一个儿子，儿子后来继承了他的家产。"
"How are we to account for these, as it would seem, contemporaneous wives?","我们该如何解释这两位似乎同时存在的妻子？"
"A strange local tradition only can help us, and this can be briefly told.","只有当地一个离奇的传说能够帮助我们，而且这个传说可以简单地讲清楚。"
"One evening in the autumn of the year 1540 or 1541, a young sailor, whose Christian name was Roger, but whose surname is not known, landed at his native place of Havenpool, on the South Wessex coast, after a voyage in the Newfoundland trade, then newly sprung into existence.","1540或是1541年秋天的一个晚上，一位年轻的水手完成到纽芬兰的贸易航行后，在南威塞克斯海岸登陆，抵达他的家乡黑文普尔，重新出现在众人面前。他的教名是罗杰，但姓氏不为人知。"
"He returned in the ship Primrose with a cargo of ‘trayne oyle brought home from the New Founde Lande,’ to quote from the town records of the date.","他跟随“普里姆罗斯”号返回，船上载着一批货物，根据镇上对当时情况的记录，那是“从纽芬兰带回家乡的鲸油”。"
