"zh","en"
"卡特里奥娜","Catriona"
"第一部分　检察总长大人","Part I—THE LORD ADVOCATE"
"第一章　一个暴发户","CHAPTER I—A BEGGAR ON HORSEBACK"
"1751年8月25日，约摸下午两点钟，我——戴维???·鲍尔弗，走出了不列颠利嫩公司，一个杂役提着一袋钱跟着我，一些店老板在他们的店门口向我鞠躬致意。两天前，甚至近在昨天早晨，我都还像路边的叫花子一样：衣衫褴褛，落魄得只剩最后几个先令；我的同伴被宣判为叛国者；我自己也因涉罪而在全国被悬赏缉拿。今天我却被当成有社会地位的继承人、一位拥有土地的领主而受到礼遇，身边有一个银行杂役帮着我搬金币，口袋里还揣着几封推荐信，（通俗的说法）就是球正好在我的脚下了。","The 25th day of August, 1751, about two in the afternoon, I, David Balfour, came forth of the British Linen Company, a porter attending me with a bag of money, and some of the chief of these merchants bowing me from their doors.Two days before, and even so late as yestermorning, I was like a beggar-man by the wayside, clad in rags, brought down to my last shillings, my companion a condemned traitor, a price set on my own head for a crime with the news of which the country rang.To-day I was served heir to my position in life, a landed laird, a bank porter by me carrying my gold, recommendations in my pocket, and (in the words of the saying) the ball directly at my foot."
"有两件事使我在如此春风得意之时仍能保持镇定。第一就是我仍有一件非常棘手而极度危险的事情要处理；第二就是我所处的这个地方。这座高大、阴暗的城市对我来说是一个陌生的世界，这里人口众多、人员流动频繁而且喧闹嘈杂。以前我常去的地方都是一些荒坡野地、海边沙滩和寂静的乡村。那些熙熙攘攘的市民尤其让我感到不安。兰基勒的儿子身材矮小，他的衣服我几乎都穿不了。显然我还不够格在一个银行杂役面前摆架子。很明显，如果我穿了他的衣服，只会惹人嘲笑，（对我而言更为糟糕的是）会惹得他们打探询问。因此，我有必要去买几件自己的衣服，而且暂时还得和那个杂役并肩行走，把手搭在他的手臂上，就好像我们是一对朋友似的。","There were two circumstances that served me as ballast to so much sail.The first was the very difficult and deadly business I had still to handle; the second, the place that I was in.The tall, black city, and the numbers and movement and noise of so many folk, made a new world for me, after the moorland braes, the sea-sands and the still country-sides that I had frequented up to then.The throng of the citizens in particular abashed me.Rankeillor’s son was short and small in the girth; his clothes scarce held on me; and it was plain I was ill qualified to strut in the front of a bank-porter.It was plain, if I did so, I should but set folk laughing, and (what was worse in my case) set them asking questions.So that I behooved to come by some clothes of my own, and in the meanwhile to walk by the porter’s side, and put my hand on his arm as though we were a pair of friends."
"在卢肯市场的一家店里，我把自己装扮一新：不太华丽，因为我不想显出一副暴发户的样子，而是想显得体面且值得信赖，那样仆人们就会尊敬我。接着我去了一家军械店，在那里弄了一把普通的剑，好和我的社会地位相称。有了武器，我感到安全多了，尽管（对一个丝毫不懂防卫的人来说）它有可能会是个额外的危险。那个杂役当然有些经验，他评论说我的衣服挑得不错。","At a merchant’s in the Luckenbooths I had myself fitted out: none too fine, for I had no idea to appear like a beggar on horseback; but comely and responsible, so that servants should respect me.Thence to an armourer’s, where I got a plain sword, to suit with my degree in life.I felt safer with the weapon, though (for one so ignorant of defence) it might be called an added danger.The porter, who was naturally a man of some experience, judged my accoutrement to be well chosen."
"“一点儿也不打眼，”他说，“这一身朴素又体面。说到这柄长剑，配你的身份绝对没的说。不过我要是你的话，我就会去找一个更好的地方花钱买剑。”随后他提议我到牛门后街的一位主妇那里买冬袜，那是他的一个表亲，她织的袜子“耐穿得很”。","“Naething kenspeckle,” (1) said he; “plain, dacent claes.As for the rapier, nae doubt it sits wi’ your degree; but an I had been you, I would has waired my siller better-gates than that.”And he proposed I should buy winter-hosen from a wife in the Cowgate-back, that was a cousin of his own, and made them “extraordinar endurable.”"
"但是我手头还有其他更紧急的事情要做。我置身于这个破旧、阴暗的城市之中，相对于整个世界来说，这座城市就像一个养兔场，不仅居民数量多，而且走廊和门洞错综复杂。事实上，这是一个任何陌生人都不可能找到朋友的地方，还会让朋友成为另一个陌生人。就算他碰巧找到了附近，由于人们密密麻麻地住在这些高大的楼房里，他也极有可能得找上一天才碰对要找的门。通常的做法是雇一个他们称为杂工的伙计，就像是向导或者带路人，带领你去要去的地方，（在你的差事办完以后）再把你带回落脚地。但由于这些杂工总是被雇来提供同类服务，就有必要让他们了解这个城市的家家户户，于是他们逐渐形成了一种密探之间的兄弟情谊。我从坎贝尔先生讲的故事里了解到他们彼此如何交换信息，他们对雇主的事务所怀的好奇心有多强烈，以及他们如何充当警察的耳目。就我目前的情况而言，我要是真去雇佣这么一个尾随我的探子，恐怕不太明智。我要去拜访三个很紧要的人：我的同宗皮尔里格的鲍尔弗先生，阿平的代理人斯图尔特大律师，还有苏格兰的检察总长大人——普雷斯顿格兰奇的威廉·格兰特先生。拜访鲍尔弗先生之事并不难办，况且（皮尔里格在乡下）凭着自己的双腿和一口苏格兰语，我就敢自己找路去那里。但是其余的情况就不一样了。阿平凶杀案正在风头上，此时拜访阿平的代理人不仅危险，也和其他要办的事情很不协调。我希望有足够的时间和检察总长格兰特大人在一起，这是最好的办法。但是一出阿平的代理人之门便直奔那里，好像对我自己的事情不太有利，而且还有可能给朋友艾伦带来灭顶之灾。此外，整件事在我看来就像是：既要和兔子一起奔跑又要和猎人一起狩猎，这简直让我无法想象。因此，我决定立刻去办其中与斯图尔特先生和整个詹姆斯二世党人有关的事情。为了达到这个目的，我只能靠身边的这个杂役来做向导。但是就在我刚要给他地址的时候，突然淅淅沥沥地下起了一场雨——其他倒没有什么不好，只是可惜了我的新衣服——我们只好在一条巷子或是胡同的屋檐下躲雨。","But I had other matters on my hand more pressing.Here I was in this old, black city, which was for all the world like a rabbit-warren, not only by the number of its indwellers, but the complication of its passages and holes.It was, indeed, a place where no stranger had a chance to find a friend, let be another stranger.Suppose him even to hit on the right close, people dwelt so thronged in these tall houses, he might very well seek a day before he chanced on the right door.The ordinary course was to hire a lad they called a caddie, who was like a guide or pilot, led you where you had occasion, and (your errands being done) brought you again where you were lodging.But these caddies, being always employed in the same sort of services, and having it for obligation to be well informed of every house and person in the city, had grown to form a brotherhood of spies; and I knew from tales of Mr. Campbell’s how they communicated one with another, what a rage of curiosity they conceived as to their employer’s business, and how they were like eyes and fingers to the police.It would be a piece of little wisdom, the way I was now placed, to take such a ferret to my tails.I had three visits to make, all immediately needful: to my kinsman Mr. Balfour of Pilrig, to Stewart the Writer that was Appin’s agent, and to William Grant Esquire of Prestongrange, Lord Advocate of Scotland.Mr. Balfour’s was a non-committal visit; and besides (Pilrig being in the country) I made bold to find the way to it myself, with the help of my two legs and a Scots tongue.But the rest were in a different case.Not only was the visit to Appin’s agent, in the midst of the cry about the Appin murder, dangerous in itself, but it was highly inconsistent with the other.I was like to have a bad enough time of it with my Lord Advocate Grant, the best of ways; but to go to him hot-foot from Appin’s agent, was little likely to mend my own affairs, and might prove the mere ruin of friend Alan’s.The whole thing, besides, gave me a look of running with the hare and hunting with the hounds that was little to my fancy.I determined, therefore, to be done at once with Mr. Stewart and the whole Jacobitical side of my business, and to profit for that purpose by the guidance of the porter at my side.But it chanced I had scarce given him the address, when there came a sprinkle of rain—nothing to hurt, only for my new clothes—and we took shelter under a pend at the head of a close or alley."
"因为没来过这地方，我又朝里面走近了一些。那条窄道突然急转直下。两边冒出一些巍峨的高楼，而且凸显出来，一层高过一层。头顶上只现出窄窄的一线天空。根据我从窗户所偷窥到的情形和那些出出进进的体面人物来看，我就知道这些房子里满满都是人。这个地方的整个景象就如故事一般引起了我的兴趣。","Being strange to what I saw, I stepped a little farther in.The narrow paved way descended swiftly.Prodigious tall houses sprang upon each side and bulged out, one storey beyond another, as they rose.At the top only a ribbon of sky showed in.By what I could spy in the windows, and by the respectable persons that passed out and in, I saw the houses to be very well occupied; and the whole appearance of the place interested me like a tale."
"我还在盯着看，这时从我的身后突然传来一阵急促的踏步声和金属的撞击声。我迅即转身，发现一队武装士兵，在他们中间有一个穿着厚大衣的高个男子。他躬身行走着，一副谦逊有礼甚至卑躬屈膝的样子：他行走时似乎在挥动着双手，他的脸英俊中透着阴险。我觉得他看见了我，只是我没有迎面相视。这队人从我身边经过，走向巷子里的一扇门，一个穿着精致制服的男仆打开了门，两个年轻士兵夹着囚犯进去了，其余的人则抱着明火枪守在门边。","I was still gazing, when there came a sudden brisk tramp of feet in time and clash of steel behind me.Turning quickly, I was aware of a party of armed soldiers, and, in their midst, a tall man in a great coat.He walked with a stoop that was like a piece of courtesy, genteel and insinuating: he waved his hands plausibly as he went, and his face was sly and handsome.I thought his eye took me in, but could not meet it.This procession went by to a door in the close, which a serving-man in a fine livery set open; and two of the soldier-lads carried the prisoner within, the rest lingering with their firelocks by the door."
