"en","zh"
"Poison ","毒药"
"by Katherine Mansfield","作者：凯瑟琳·曼斯菲尔德"
"The post was very late.","邮差来得很晚。"
"When we came back from our walk after lunch it still had not arrived.","我们午饭后散步回来，邮件还没到。"
"“Pas encore, Madame,” sang Annette, scurrying back to her cooking.","“还没来，太太。”安妮特说着，急忙跑回厨房忙去了。"
"We carried our parcels into the dining-room.","我们带着包裹走进了餐厅。"
"The table was laid.","桌上的餐具已经摆好了。"
"As always, the sight of the table laid for two—for two people only—and yet so finished, so perfect, there was no possible room for a third, gave me a queer, quick thrill as though I’d been struck by that silver lightning that quivered over the white cloth, the brilliant glasses, the shallow bowl of freezias.","和往常一样，桌上只摆了两人的餐具——只有两个人的——却这样齐整，这样完美，没地方再放第三副餐具了；这情景让我一瞬间就有一种怪异的兴奋，我仿佛被那闪烁在白色桌布、晶亮玻璃杯和放仓兰花的浅盘子上的银器的亮光击中了一般。"
"“Blow the old postman!","“老邮差真该打！"
"Whatever can have happened to him?” said Beatrice.","会发生什么事呢？”比阿特丽斯说道，"
"“Put those things down, dearest.”","“把这些东西放下来，亲爱的。”"
"“Where would you like them...?”","“你想把它们搁哪儿……？” "
"She raised her head; she smiled her sweet, teasing smile.","她抬起头，露出那甜美、逗人的笑。"
"“Anywhere—Silly.”","“随便——傻瓜。”"
"But I knew only too well that there was no such place for her, and I would have stood holding the squat liqueur bottle and the sweets for months, for years, rather than risk giving another tiny shock to her exquisite sense of order.","但我非常清楚没有“随便”这样一个地方，我宁愿抱着粗扁的利口酒瓶和糖果站几个月，甚至几年，也不愿冒险（随便放东西）让她敏感的、过分讲究的神经受一丁点儿的刺激。"
"“Here—I’ll take them.”","“嘿——我来放吧。”"
"She plumped them down on the table with her long gloves and a basket of figs.","她把东西连同她的长手套和一篮子无花果一股脑儿地放在桌上。 "
"“The Luncheon Table.","“《午餐桌》。"
"Short story by—by—”","这个短篇小说是谁——谁写的来着？”"
"She took my arm.","她揽住我的胳膊。"
"“Let’s go on to the terrace—” and I felt her shiver.","“我们到阳台去吧——”我感觉到她在颤抖。"
"“Ça sent,” she said faintly, “de la cuisine...”","“那味道，”她无力地说，“从厨房来的味道……”"
"I had noticed lately—we had been living in the south for two months—that when she wished to speak of food, or the climate, or, playfully, of her love for me, she always dropped into French.","我最近才注意到——我们在南方住了两个月了——当她想谈及食物、天气，或者开玩笑般地说起她对我的爱，她总会转说法语。"
"We perched on the balustrade under the awning.","我们在雨棚下的栏杆上坐了下来。"
"Beatrice leaned over gazing down—down to the white road with its guard of cactus spears.","比阿特丽斯俯身朝下张望——望着下面那条白色的路，路边长满仙人掌，像卫队一般。"
"The beauty of her ear, just her ear, the marvel of it was so great that I could have turned from regarding it to all that sweep of glittering sea below and stammered: “You know—her ear!","她的耳朵真美，正是这耳朵，美得出奇，我想转过头，不再盯着她的耳朵，望着下面那片闪光的海，并低声结结巴巴地叹道：“你知道的——她的耳朵！ "
"She has ears that are simply the most...”","她的耳朵简直是最……”"
"She was dressed in white, with pearls round her throat and lilies-of-the-valley tucked into her belt.","她身着白裙，脖子上戴着一串珍珠项链，腰带上系着一束铃兰花。"
"On the third finger of her left hand she wore one pearl ring—no wedding ring.","左手第三指上戴着一枚珍珠戒指——不是婚戒。"
"“Why should I, mon ami?","“为什么我要，我的朋友？"
"Why should we pretend?","为什么我们要假装？"
"Who could possibly care?”","谁会在乎呢？”"
