"zh","en"
"萨塞克斯吸血鬼","The Adventure of the Sussex Vampire"
"萨塞克斯吸血鬼","The Adventure of the Sussex Vampire"
"福尔摩斯仔仔细细地读完了上一班邮差送来的一封短柬，跟着就把它扔给了我，同时还无声无息地干笑了一下，在他而言，这已经是最接近于哑然失笑的举动了。","Holmes had read carefully a note which the last post had brought him. Then, with the dry chuckle which was his nearest approach to a laugh, he tossed it over to me."
"“按我看，作为现代气息与中古风貌、务实精神与荒唐异想的混合体，这封短柬真可谓登峰造极。”他说道。“你怎么看呢，华生？”","“For a mixture of the modern and the mediaeval, of the practical and of the wildlyfanciful, I think this is surely the limit,” said he. “What do you make of it, Watson?”"
"这封短柬内容如下：","I read as follows:"
"> 事由：吸血鬼","46, Old Jewry,"
"> 敬启者：","Nov. 19th."
"> 敏星巷弗格森-缪尔黑德茶行之罗伯特·弗格森先生为敝行主顾，是日曾向敝行垂询吸血鬼事宜。敝行专业为机械估价，经营事项之中并无此等名目，有鉴于此，敝行已介绍弗格森先生前往贵处求教。尊驾曾成功侦办玛蒂尔达·布里格斯一案，敝行至今铭感。","Re Vampires"
"> 莫里森-莫里森-多德律师行谨上","> Sir:"
"> E.J.C 执笔","> Our client, Mr. Robert Ferguson, of Ferguson and Muirhead, tea brokers, of Mincing Lane, has made some inquiry from us in a communication of even date concerning vampires. As our firm specializes entirely upon the assessment of machinery the matter hardly comes within our purview, and we have therefore recommended Mr. Ferguson to call upon you and lay the matter before you. We have not forgotten your successful action in the case of Matilda Briggs."
"> 十一月十九日","> We are, sir, Faithfully yours, Morrison, Morrison, and Dodd."
"> 老犹太街46号","> per E. J. C."
"“华生啊，‘玛蒂尔达·布里格斯’可不是什么妙龄女子。”福尔摩斯的声音浸透了往事的回忆。“那是一艘船，跟苏门答腊巨鼠有关，那件案子还没到可以公之于世的时候。可是，咱们对吸血鬼又有多少了解呢？这能算是咱们的经营事项吗？管他呢，有事做总比闲着好，话说回来，咱们真的有点儿像是突然走进了格林童话哩。麻烦你伸伸胳膊，华生，让我瞧瞧‘V’ 萨字头下面有些什么东西[^1]。”","“Matilda Briggs was not the name of a young woman, Watson,” said Holmes in a reminiscent voice. “It was a ship which is associated with the giant rat of Sumatra, a story for which the world is not yet prepared. But what do we know about vampires? Does it come within our purview either? Anything is better than stagnation, but really we seem to have been switched on to a Grimms’ fairy tale. Make a long arm, Watson, and see what V has to say.”"
"我往后一仰，把他说的那本大部头索引拿了下来。索引里有他那些旧案的记录，还有他用毕生精力搜集来的各种资料。福尔摩斯把索引搁在膝上，饱含深情地慢慢浏览着那些条目。","I leaned back and took down the great index volume to which he referred. Holmes balanced it on his knee, and his eyes moved slowly and lovingly over the record of old cases, mixed with the accumulated information of a lifetime."
"“‘苏格兰之星号’航行记录[^2]，”他念道。“那件事情真是糟透了。华生，我还记得你把它写成了故事，只可惜我对你那篇作品不敢恭维。维克托·林奇，货币伪造犯。带毒蜥蜴，又名大毒蜥。要我说，那可真是件不寻常的案子！维托利亚，马戏团女演员。范德比尔特和金库窃匪。蝰蛇。维戈尔，哈默史密斯街区的非凡人物。嘿！嘿！好一本索引，简直是无与伦比。听听这个，华生，匈牙利的吸血鬼迷信。接下来还有呢，兰西瓦尼亚的吸血鬼[^3]。”他兴冲冲地继续往下翻，不过，他只是聚精会神地研读了一小会儿，跟着就大失所望地咆哮一声，扔下了那本大部头。","“Voyage of the Gloria Scott,” he read. “That was a bad business. I have some recollection that you made a record of it, Watson, though I was unable to congratulate you upon the result. Victor Lynch, the forger. Venomous lizard or gila. Remarkable case, that! Vittoria, the circus belle. Vanderbilt and the Yeggman. Vipers. Vigor, the Hammersmith wonder. Hullo! Hullo! Good old index. You can’t beat it. Listen to this, Watson. Vampirism in Hungary . And again, Vampires in T ransylvania.” He turned over the pages with eagerness, but after a short intent perusal he threw down the great book with a snarl of disappointment."
"“胡扯，华生，全是胡扯！据说，要想让那些行尸走肉老老实实地待在坟墓里，唯一的办法就是把尖桩钉进他们的心脏，这种货色跟咱们能有什么关系呢？这纯粹是疯子的胡言乱语嘛。”","“Rubbish, Watson, rubbish! What have we to do with walking corpses who can only be held in their grave by stakes driven through their hearts? It’s pure lunacy.”"
