"zh","en"
"带翅膀的勒索信","Winged Blackmail"
"带翅膀的勒索信","Winged Blackmail"
"作者：杰克·伦敦","by Jack London"
"彼得·温闭着眼睛舒服地仰靠在书房里的椅子上，脑子里沉思着一个不久将要进行的活动计划，他想要借此活动引起一帮有敌意的金融家的关注。前一天晚上他就想出了计划的核心思想，这会儿他正沉醉于设计其中的细枝末节。通过掌控一家内陆银行、两间百货商店和几个伐木场，他能够进而控制某一小段目前连名字都没有的偏僻铁路支线，但在他手里，这段支线将成为左右更大范围内局势的关键，涉及的主干线英里数几乎比前面提到的小段支线上的道钉还要多。这个主意太简单了，以至于他想到时几乎要笑出了声来。难怪他那群精明的宿敌们都忽视了这个想法。","Peter Winn lay back comfortably in a library chair, with closed eyes, deep in the cogitation of a scheme of campaign destined in the near future to make a certain coterie of hostile financiers sit up.The central idea had come to him the night before, and he was now reveling in the planning of the remoter, minor details.By obtaining control of a certain up-country bank, two general stores, and several logging camps, he could come into control of a certain dinky jerkwater line which shall here be nameless, but which, in his hands, would prove the key to a vastly larger situation involving more main-line mileage almost than there were spikes in the aforesaid dinky jerkwater.It was so simple that he had almost laughed aloud when it came to him.No wonder those astute and ancient enemies of his had passed it by."
"书房的门开了，一个瘦削的中年男人走了进来，他视力不好，戴着眼镜。在他手里有一个信封和一封打开了的信。作为彼得·温的秘书，他为老板筛选、分类和归纳信件是职责所在。","The library door opened, and a slender, middle-aged man, weak-eyed and eye glassed, entered.In his hands was an envelope and an open letter.As Peter Winn’s secretary it was his task to weed out, sort, and classify his employer’s mail."
"“这是早晨送来的信。”他抱歉地开口说道，脸上略带笑意，“当然并没有什么大事，但我想您可能会愿意看看这封信。”","“This came in the morning post,” he ventured apologetically and with the hint of a titter.“Of course it doesn’t amount to anything, but I thought you would like to see it.”"
"“念给我听。”彼得·温命令道，没有睁开眼睛。","“Read it,” Peter Winn commanded, without opening his eyes."
"秘书清了清嗓子。","The secretary cleared his throat."
"“这封信是7月17日发的，但没写地址，盖的是旧金山的邮戳。文字写得也很不通顺，拼写一塌糊涂。信是这样写的：","“It is dated July seventeenth, but is without address.Postmark San Francisco.It is also quite illiterate.The spelling is atrocious.Here it is:"
"彼得·温先生：我心怀敬意，通过快递寄给您了一只价值不菲的鸽子。它是只鹭鹭——”","Mr. Peter Winn, SIR: I send you respectfully by express a pigeon worth good money.She’s a loo-loo—”"
"“鹭鹭是什么？”彼得·温打断他问道。","“What is a loo-loo?” Peter Winn interrupted."
"秘书窃笑。","The secretary tittered."
"“我确定我也不知道，但我想它一定是一种顶级品种。信上继续写道：","“I’m sure I don’t know, except that it must be a superlative of some sort.The letter continues:"
"给鸽子身上绑上几张千元钞票，然后把它放飞。如果你照做的话，我就再也不会打扰你了。如果你不照办，你会后悔的。","Please freight it with a couple of thousand-dollar bills and let it go.If you do I wont never annoy you no more.If you dont you will be sorry."
"“信完了，没有署名。我觉得这信能让您高兴高兴。”","“That is all.It is unsigned.I thought it would amuse you.”"
"“鸽子送来了吗？”彼得·温问。","“Has the pigeon come?” Peter Winn demanded."
"“我确实从未想到过要询问这回事。”","“I’m sure I never thought to enquire.”"
"“那就赶紧去问。”","“Then do so.”"
"五分钟后秘书回来了。","In five minutes the secretary was back."
"“到了，先生。今天早晨到的。”","“Yes, sir.It came this morning.”"
"“那把鸽子带进来。”","“Then bring it in.”"
"秘书认为这件事是个恶作剧，但彼得·温在仔细检查过鸽子后却不这样认为。","The secretary was inclined to take the affair as a practical joke, but Peter Winn, after an examination of the pigeon, thought otherwise."
"“看看这鸽子，”他边说边抚弄着它，“看这修长的身体和细长的脖子，绝对适合运东西。我怀疑我应该不曾见过比这更完美的鸽子了。翅膀肌肉发达，十分有力。就像我们这位匿名的来信者讲的，这是只鹭鹭。真想自己养着它。”","“Look at it,” he said, stroking and handling it.“See the length of the body and that elongated neck.A proper carrier.I doubt if I’ve ever seen a finer specimen.Powerfully winged and muscled.As our unknown correspondent remarked, she is a loo-loo.It’s a temptation to keep her.”"
"秘书嗤嗤地笑了。","The secretary tittered."
"“为什么不呢？你肯定不会再让它飞回写信人那儿去了。”","“Why not?Surely you will not let it go back to the writer of that letter.”"
"彼得·温摇摇头。","Peter Winn shook his head."
"“我会回信的。没有人能威胁我，就算他们匿名来信或是做出一番蠢事来也不行。”","“I’ll answer.No man can threaten me, even anonymously or in foolery.”"
"他在一张纸片上言简意赅地写了“去死吧！”几个字，签上名，然后把纸片放进了鸽子腿上的传送筒里，这是它考虑周到的主人早就绑好了的。","On a slip of paper he wrote the succinct message, “Go to hell,” signed it, and placed it in the carrying apparatus with which the bird had been thoughtfully supplied."
"“现在让它飞走吧。我儿子在哪儿？我想让他看看这次飞行。”","“Now we’ll let her loose.Where’s my son?I’d like him to see the flight.”"
"“他在车间里。昨晚他就睡在那儿了，今天早晨他派人把早餐送了过去。”","“He’s down in the workshop.He slept there last night, and had his breakfast sent down this morning.”"
"“他迟早会拼掉性命的。”彼得·温边向阳台走去边说道，口气里半是严厉半是自豪。","“He’ll break his neck yet,” Peter Winn remarked, half-fiercely, half-proudly, as he led the way to the veranda."
"站在宽阔的台阶顶上，他将这只漂亮的鸽子向高空抛去。鸽子迅速扇动翅膀，迟疑地盘旋了片刻，然后飞上天空。","Standing at the head of the broad steps, he tossed the pretty creature outward and upward.She caught herself with a quick beat of wings, fluttered about undecidedly for a space, then rose in the air."
"然而在高空中，鸽子似乎还是有些迟疑，而后它显然找到了方向，于是向东飞去，飞过了那片散布在绿地上的橡树林，那片绿地宛若公园。","Again, high up, there seemed indecision; then, apparently getting her bearings, she headed east, over the oak-trees that dotted the park-like grounds."
"“很美，很美，”彼得·温小声说，“我都有点儿希望它能回到我身边了。”","“Beautiful, beautiful,” Peter Winn murmured.“I almost wish I had her back.”"
"可彼得·温很忙，脑子里要盘算那些大计划，手头上还掌管着许多事务，所以他很快便忘了这个插曲。三天后的晚上，他乡间别墅的左翼侧厅发生了爆炸。爆炸不是很严重，没人受伤，但侧厅被炸毁了。别墅里其他房间的窗户大都被震碎了，损失的范围很广。六个旧金山的警探搭乘早晨第一班渡船来到现场。几个小时后，秘书突然万分激动地出现在彼得·温面前。","But Peter Winn was a very busy man, with such large plans in his head and with so many reins in his hands that he quickly forgot the incident.Three nights later the left wing of his country house was blown up.It was not a heavy explosion, and nobody was hurt, though the wing itself was ruined.Most of the windows of the rest of the house were broken, and there was a deal of general damage.By the first ferry boat of the morning half a dozen San Francisco detectives arrived, and several hours later the secretary, in high excitement, erupted on Peter Winn."
"“它来了！”秘书气喘吁吁地说，他的额头上渗着汗珠，眼镜后的眼睛瞪得圆鼓鼓的。","“It’s come!” the secretary gasped, the sweat beading his forehead and his eyes bulging behind their glasses."
"“什么来了？”彼得问。“那——那只鹭鹭鸟。”","“What has come?” Peter demanded.“It—the—the loo-loo bird.”"
"这个金融家立刻就懂了。","Then the financier understood."
"“你有没有检查过是否有信件？”","“Have you gone over the mail yet?”"
"“我正准备查看呢，先生。”","“I was just going over it, sir.”"
"“那就继续吧，看你能不能找到我们这位爱鸽子的神秘朋友寄来的另一封信。”","“Then continue, and see if you can find another letter from our mysterious friend, the pigeon fancier.”"
"信找到了。上面写着：","The letter came to light.It read:"
"彼得·温先生，我尊敬的先生：别干傻事。要是你之前肯照办，你的小室也不会被炸了——我敬告你，同时送上同一只鸽子。照上次说的做，谢谢。把五张一千元的美钞绑在鸽子身上，然后放飞。别喂它，也别想跟着它。现在它可很会认路，飞得也很快。如果你不照办，那就要当心了。","Mr. Peter Winn, HONORABLE SIR: Now dont be a fool.If you’d came through, your shack would not have blew up—I beg to inform you respectfully, am sending same pigeon.Take good care of same, thank you.Put five one thousand dollar bills on her and let her go.Dont feed her.Dont try to follow bird.She is wise to the way now and makes better time.If you dont come through, watch out."
