"zh","en"
"业余爱好者之夜","Amateur Night"
"业余爱好者之夜","Amateur Night"
"作者：杰克·伦敦","by Jack London"
"开电梯的男孩兀自会意地笑了。当他启动电梯带她上去的时候，他注意到了她眼里的火花和脸颊上的红晕。她压抑着的热切让他那小小的电梯厢变得温暖起来。现在，电梯下行了，冷如冰川。火花和红晕都消失了。她皱着眉，他在她的眼睛里看到的是冷漠和铁灰色。哦，他知道这些症状，他确实知道。作为观察者，他也知道这一点，而且可以确信的是，将来的某一天，等他年纪足够大了，他会成为一名记者。与此同时，当他的生命随着升降梯在这十八层摩天大楼里上上下下地度过时，他也在体会了生命的历程。他同情地为她打开电梯门，看着她迈着坚定的步伐走向大街。","The elevator boy smiled knowingly to himself.When he took her up, he had noted the sparkle in her eyes, the color in her cheeks.His little cage had quite warmed with the glow of her repressed eagerness.And now, on the down trip, it was glacier-like.The sparkle and the color were gone.She was frowning, and what little he could see of her eyes was cold and steel-gray.Oh, he knew the symptoms, he did.He was an observer, and he knew it, too, and some day, when he was big enough, he was going to be a reporter, sure.And in the meantime he studied the procession of life as it streamed up and down eighteen sky-scraper floors in his elevator car.He slid the door open for her sympathetically and watched her trip determinedly out into the street."
"她的举止中有种来自于泥土而非城市的铺路材料的坚定。但是这种坚定比一般意义上的更好，可以称为是一种充满活力的优雅，给人男子气的感觉，毫无女子气息。它讲述的是一种遗传，这种遗传来自探索者和战斗者，来自用头脑和双手顽强工作的人们，来自穿越了朦胧的过去并把她塑造成实干家的幽灵。","There was a robustness in her carriage which came of the soil rather than of the city pavement.But it was a robustness in a finer than the wonted sense, a vigorous daintiness, it might be called, which gave an impression of virility with none of the womanly left out.It told of a heredity of seekers and fighters, of people that worked stoutly with head and hand, of ghosts that reached down out of the misty past and moulded and made her to be a doer of things."
"然而，她有点儿生气，受了很大的伤害。期待已久的面试刚刚结束，面试中编辑友善却又坚定地打断了她那冗长的开场白，说道：“我能猜到接下来你要告诉我什么。”“你已经告诉我很多了，”他继续说道（趁还没忘记，她把这番对话重温了一遍，她确信他是无情的），“你没有干过报社的工作。你未经训练，没有经验，尚未历练成型。你接受过高中教育，可能最后以师范学校或职业学校结束了自己受教育的生涯。你的英语很棒。你所有的朋友都夸你的写作技巧巧妙、用词优美等诸如此类的话。你认为你能胜任报社的工作，你想让我录用你。呃，我很抱歉，但是我们这里没有空缺。要是你知道这儿的人有多么多——”","But she was a little angry, and a great deal hurt.“I can guess what you would tell me,” the editor had kindly but firmly interrupted her lengthy preamble in the long-looked-forward-to interview just ended.“And you have told me enough,” he had gone on (heartlessly, she was sure, as she went over the conversation in its freshness).“You have done no newspaper work.You are undrilled, undisciplined, unhammered into shape.You have received a high-school education, and possibly topped it off with normal school or college.You have stood well in English.Your friends have all told you how cleverly you write, and how beautifully, and so forth and so forth.You think you can do newspaper work, and you want me to put you on.Well, I am sorry, but there are no openings.If you knew how crowded—”"
"“但是，要是没有空缺，”她反过来打断了他的话，“那些在里面工作的人是怎么进来的？我要怎么证明我有资格被录取呢？”","“But if there are no openings,” she had interrupted, in turn, “how did those who are in, get in?How am I to show that I am eligible to get in?”"
"“他们把自己变得不可或缺，”他简要地答道，“把你自己变成不可或缺的。”","“They made themselves indispensable,” was the terse response.“Make yourself indispensable.”"
"“可要是我没有这个机会，我怎样才能做到呢？”","“But how can I, if I do not get the chance?”"
"“创造机会。”","“Make your chance.”"
"“但是怎么做呢？”她坚持问，同时暗自认定他是一个极其不可理喻的人。","“But how?” she had insisted, at the same time privately deeming him a most unreasonable man."
"“怎么做？这是你的事，不是我的。”他下了最后的结论，站了起来，这也意味着面试结束了。“亲爱的小姐，我必须告诉你，这周已经至少有十八个有抱负的年轻小姐来这儿，我没有时间去一一告诉她们怎么做。我在这家报社的作用可不同于新闻学院的导师。”","“How?That is your business, not mine,” he said conclusively, rising in token that the interview was at an end.“I must inform you, my dear young lady, that there have been at least eighteen other aspiring young ladies here this week, and that I have not the time to tell each and every one of them how.The function I perform on this paper is hardly that of instructor in a school of journalism.”"
