"zh","en"
"胆小鬼，内戈雷","Negore\, the Coward"
"胆小鬼，内戈雷","Negore, the Coward"
"作者：杰克·伦敦","by Jack London"
"他顺着他奔逃族人的足迹走了十一天了，他的追赶本身就是一种逃跑；因为他清楚地知道在他身后是可怕的俄国人，他们正艰难地穿过沼泽低地，爬过陡峭的分水岭，铁定心要消灭他所有的族人。他轻装上路。一件兔皮睡袍、一杆前装式的步枪，和几磅晒干的鲑鱼构成了他的装备。如果不是知道有恐惧在驱使着他们，他可能会对所有人——女人、孩子和老人——能走得如此之快感到惊讶。","He had followed the trail of his fleeing people for eleven days, and his pursuit had been in itself a flight; for behind him he knew full well were the dreaded Russians, toiling through the swampy lowlands and over the steep divides, bent on no less than the extermination of all his people.He was travelling light.A rabbit-skin sleeping-robe, a muzzle-loading rifle, and a few pounds of sun-dried salmon constituted his outfit.He would have marvelled that a whole people—women and children and aged—could travel so swiftly, had he not known the terror that drove them on."
"这发生在从前俄国人占领阿拉斯加州的时候，当时十九世纪已经过半。内戈尔飞奔着追赶他逃跑的部落，在这个夏夜于皮莱特河上游碰到了他们。尽管已接近午夜时分，他穿过宿营的疲倦人群时，天还大亮着。很多人看到了他，所有人都认识他，但是很少有人跟他打招呼，即使有也是冷冷的问候。","It was in the old days of the Russian occupancy of Alaska, when the nineteenth century had run but half its course, that Negore fled after his fleeing tribe and came upon it this summer night by the head waters of the Pee-lat.Though near the midnight hour, it was bright day as he passed through the weary camp.Many saw him, all knew him, but few and cold were the greetings he received."
"“胆小鬼，内戈雷。”他听到伊利哈，一个年轻女人，笑了，还有他妹妹的女儿森妮，跟她一起笑了。","“Negore, the Coward,” he heard Illiha, a young woman, laugh, and Sun-ne, his sister’s daughter, laughed with her."
"极度的怒火啃噬着他的心，但他没有表现出来，从营火之间穿了过去，直到他来到一个老人坐着的地方。一个年轻女人正在用灵巧的手指揉捏他腿上疲劳的肌肉。内戈雷的脚踢到一根枯枝，劈啪作响，老人看不见，抬起头专心地听着。","Black anger ate at his heart; but he gave no sign, threading his way among the camp-fires until he came to one where sat an old man.A young woman was kneading with skilful fingers the tired muscles of his legs.He raised a sightless face and listened intently as Negore’s foot crackled a dead twig."
"“谁来了？”他问道，声音微弱颤抖。","“Who comes?” he queried in a thin, tremulous voice."
"“内戈雷。”年轻女人说道，几乎没停下手里的工作，抬头去看他。","“Negore,” said the young woman, scarcely looking up from her task."
"内戈雷面无表情。他站在那等了好长时间。老人的头又垂到了胸前。年轻女人压压戳戳萎缩的肌肉，把整个身体靠在膝盖上，低垂的头藏在了如云浓密的黑发里。内戈雷注视着这灵活的身躯，像猞猁一样能够弯到臀部，像小柳枝一样柔韧，此外，也像年轻人那样强壮。他看着，意识到一种极大的渴望，那感觉类似于生理上的饥饿。终于，他说话了：","Negore’s face was expressionless.For many minutes he stood and waited.The old man’s head had sunk back upon his chest.The young woman pressed and prodded the wasted muscles, resting her body on her knees, her bowed head hidden as in a cloud by her black wealth of hair.Negore watched the supple body, bending at the hips as a lynx’s body might bend, pliant as a young willow stalk, and, withal, strong as only youth is strong.He looked, and was aware of a great yearning, akin in sensation to physical hunger.At last he spoke, saying:"
"“没有人问候一下内戈雷吗？他离开了那么久，可是现在又回来了。”","“Is there no greeting for Negore, who has been long gone and has but now come back?”"
"她抬头冷冷地看看他。那个老人咯咯笑了起来，以一个老人的方式。","She looked up at him with cold eyes.The old man chuckled to himself after the manner of the old."
"“你是我的女人，乌纳。”内戈雷说，口气强硬，有点儿威胁的意味。","“Thou art my woman, Oona,” Negore said, his tones dominant and conveying a hint of menace."
