"en","zh"
"Little Red Riding Hood","小红帽"
"by Andrew Lang","作者：安德鲁·朗格"
"Once upon a time there lived in a certain village a little country girl, the prettiest creature was ever seen.","从前，有个村子里住着一个可爱的乡村小姑娘，她是这个世界上最美丽的生灵。"
"Her mother was excessively fond of her; and her grandmother doted on her still more.","她的母亲对她极度宠爱，而她的外婆对她更是宠爱有加。"
"This good woman had made for her a little red riding-hood; which became the girl so extremely well that everybody called her Little Red Riding-Hood.","这位慈祥的老妇人为女孩亲手缝制了一顶可爱小巧的红色披风。这披风穿在她身上显得如此合适，以至于所有人都叫她“小红帽”。"
"One day her mother, having made some custards, said to her:","有一天，她的母亲做了一些奶油蛋羹，对她说："
"“Go, my dear, and see how thy grandmamma does, for I hear she has been very ill; carry her a custard, and this little pot of butter.”","“亲爱的，去看望一下你的外婆吧，因为我听说她最近身体很不好。给她带去一块奶油蛋羹，还有这一小罐黄油。”"
"Little Red Riding-Hood set out immediately to go to her grandmother, who lived in another village.","小红帽立刻出发去探望她那住在另一个村子里的外婆。"
"As she was going through the wood, she met with Gaffer Wolf, who had a very great mind to eat her up, but he dared not, because of some faggot-makers hard by in the forest.","她穿过一片森林时，遇见了一头大灰狼。大灰狼特别想把她吞进肚子里去，但它不敢轻举妄动，因为附近有很多劳作的伐木工人。"
"He asked her whither she was going.","它问小红帽要去往何处。"
"The poor child, who did not know that it was dangerous to stay and hear a wolf talk, said to him:","这可怜的孩子并不知道停下来和一头狼交谈是多么危险。她告诉狼说："
"“I am going to see my grandmamma and carry her a custard and a little pot of butter from my mamma.”","“我要去看望我的外婆，给她带一点儿妈妈做的奶油蛋羹，还有一小罐黄油。”"
"“Does she live far off?” said the Wolf.","狼问：“那她住得远吗？”"
"“Oh! ay,” answered Little Red Riding-Hood; “it is beyond that mill you see there, at the first house in the village.”","“哦！是的，”小红帽回答说，“你看那里有个磨坊，走过它，村子的第一间房子就是啦。”"
"“Well,” said the Wolf, “and I’ll go and see her too.","“哦，”狼说道，“那我也去看看她吧。"
"I’ll go this way and you go that, and we shall see who will be there soonest.”","我从这条路走，你从那条路走，我们看看谁先到吧。”"
"The Wolf began to run as fast as he could, taking the nearest way, and the little girl went by that farthest about, diverting herself in gathering nuts, running after butterflies, and making nosegays of such little flowers as she met with.","大灰狼奋力狂奔起来，它走了那条最近的小道。而小红帽走的则是条最远的路，一路上嬉戏玩耍，采摘坚果，追逐蝴蝶，将偶遇的那些路边小花编织成束。"
