"zh","en"
"两位感恩节的绅士","Two Thanksgiving Day Gentlemen"
"两位感恩节的绅士","Two Thanksgiving Day Gentlemen"
"作者：欧·亨利","by O. Henry"
"那是属于我们的一天。这一天，所有我们美国人，只要是父母生养的，都要回老家吃点苏打饼干，并惊叹那旧水泵看起来比过去竟离门廊近了许多。求神赐福这一天。罗斯福总统给了我们这一天。我们听说一些关于清教徒的事，但我们不仅只是记住了他们是谁。我敢说，如果他们设法再次登陆，我们无论如何都能把他们打败。普利茅斯海岸巨砾吗？噢，那听起来更熟悉。自从火鸡托拉斯进驻市场以来，我们中的许多人已经不得不降格改吃母鸡了。不过，华盛顿的某些人把关于这些感恩节公告的信息预先透露给了他们。","There is one day that is ours.There is one day when all we Americans who are not self-made go back to the old home to eat saleratus biscuits and marvel how much nearer to the porch the old pump looks than it used to.Bless the day.President Roosevelt gives it to us.We hear some talk of the Puritans, but don’t just remember who they were.Bet we can lick ’em, anyhow, if they try to land again.Plymouth Rocks?Well, that sounds more familiar.Lots of us have had to come down to hens since the Turkey Trust got its work in.But somebody in Washington is leaking out advance information to ’em about these Thanksgiving proclamations."
"位于越橘沼泽地东边的那座大城市已经把感恩节定为了一种制度。一年当中，只有在十一月的最后一个星期四这一天，它才承认渡口对岸也是美国的领土。这是美国独有的一天。是的，这是一个欢庆的日子，美国独享。","The big city east of the cranberry bogs has made Thanksgiving Day an institution.The last Thursday in November is the only day in the year on which it recognizes the part of America lying across the ferries.It is the one day that is purely American.Yes, a day of celebration, exclusively American."
"这个故事会向你证明，在大洋的这一边，我们有这样的传统，而且比起英格兰的，我们的传统正以更快的速度变得愈加古老——这都要归功于我们的活力和进取心。","And now for the story which is to prove to you that we have traditions on this side of the ocean that are becoming older at a much rapider rate than those of England are—thanks to our git-up and enterprise."
"当你从东面走进联合广场，斯塔菲·皮特已坐在喷泉对面人行道上右边第三条长椅上了。九年来，每到感恩节这一天，他都会在一点钟准时坐到他的位子上。每次他这样做的时候，有些事情——类似于查尔斯·狄更斯作品中的事——就会发生在他身上，这会让他马甲胸部以上的部分鼓起来，背部也是一样。","Stuffy Pete took his seat on the third bench to the right as you enter Union Square from the east, at the walk opposite the fountain.Every Thanksgiving Day for nine years he had taken his seat there promptly at 1 o’clock.For every time he had done so things had happened to him—Charles Dickensy things that swelled his waistcoat above his heart, and equally on the other side."
"但是今天，斯塔菲·皮特出现在这个每年都会前来的约会地点似乎只是出于习惯，而不是像往年一样因为饥饿。慈善家们大概都认为，饥饿要间隔一年之久才会再次折磨穷人。","But to-day Stuffy Pete’s appearance at the annual trysting place seemed to have been rather the result of habit than of the yearly hunger which, as the philanthropists seem to think, afflicts the poor at such extended intervals."
"可以确定的是，皮特并不饿。他刚参加完一场盛宴，并且让他只剩下了勉强够呼吸和走路的力气。他的双眼就像是两颗色泽暗淡的醋栗，牢牢地嵌在一张浮肿的、涂满了肉汁的油灰面具上。他急促地喘着粗气，一圈参议员特有的脂肪使他立起的衣领不再时髦。一星期前，他衣服上的纽扣刚被好心的救世军手工缝上，现在却像爆米花一样飞了出去，散落在他旁边的地上。他衣衫破烂，衬衫的前襟裂开，露出了如愿骨，但十一月的微风卷着细小的雪花，给他带来的却只是舒适的凉意。因为那过于丰盛的一餐所产生的热量让斯塔菲·皮特不堪负荷——第一道是牡蛎，最后是葡萄干布丁，中间包括（对他而言好像是）全世界所有的烤火鸡、烤土豆、鸡肉色拉、南瓜饼和冰激凌。因此，他坐在那里，肚子塞得满满的，带着一种饱餐后的满足，轻蔑地注视着这个世界。","Certainly Pete was not hungry.He had just come from a feast that had left him of his powers barely those of respiration and locomotion.His eyes were like two pale gooseberries firmly imbedded in a swollen and gravy-smeared mask of putty.His breath came in short wheezes; a senatorial roll of adipose tissue denied a fashionable set to his upturned coat collar.Buttons that had been sewed upon his clothes by kind Salvation fingers a week before flew like popcorn, strewing the earth around him.Ragged he was, with a split shirt front open to the wishbone; but the November breeze, carrying fine snowflakes, brought him only a grateful coolness.For Stuffy Pete was overcharged with the caloric produced by a super-bountiful dinner, beginning with oysters and ending with plum pudding, and including (it seemed to him) all the roast turkey and baked potatoes and chicken salad and squash pie and ice cream in the world.Wherefore he sat, gorged, and gazed upon the world with after-dinner contempt."
"那顿饭是不期而至的。当时他正路过第五大道起点处的一座红砖宅第，里面住着两位来自古老家族的、尊重传统的老妇人。她们甚至不承认纽约的存在，认为感恩节只是为华盛顿广场设立的。她们的一个传统习惯是让一名仆人等在后门口，奉命把正午钟声敲响后走过的第一位饥饿的路人请进来，设宴盛情款待他一番。斯塔菲·皮特在去公园的路上碰巧经过那里，管家就将他领了进去，保持了城堡的传统。","The meal had been an unexpected one.He was passing a red brick mansion near the beginning of Fifth Avenue, in which lived two old ladies of ancient family and a reverence for traditions.They even denied the existence of New York, and believed that Thanksgiving Day was declared solely for Washington Square.One of their traditional habits was to station a servant at the postern gate with orders to admit the first hungry wayfarer that came along after the hour of noon had struck, and banquet him to a finish.Stuffy Pete happened to pass by on his way to the park, and the seneschals gathered him in and upheld the custom of the castle."
"斯塔菲·皮特直直地盯着前方十分钟后，才想起来要转换一下视野。他费了好大的力气，才慢慢把头转向左边。这时，他吓得眼球都凸了出来，屏住了呼吸，两条短腿下穿着的钉鞋在沙砾路面上蹭来蹭去，发出沙沙的声音。","After Stuffy Pete had gazed straight before him for ten minutes he was conscious of a desire for a more varied field of vision.With a tremendous effort he moved his head slowly to the left.And then his eyes bulged out fearfully, and his breath ceased, and the rough-shod ends of his short legs wriggled and rustled on the gravel."
"因为那位老绅士正穿过第四大道，朝他的长椅走来。","For the Old Gentleman was coming across Fourth Avenue toward his bench."
"这九年来，每逢感恩节这天，老绅士都会来到这里，找到坐在长椅上的斯塔菲·皮特。老绅士正试图使这件事成为一项传统。这九年来，每逢感恩节这天，他都在那里找到斯塔菲，然后带他去一家餐馆，看着他吃下一顿大餐。在英格兰，人们会下意识地这么做。可是这是一个年轻的国家，能坚持九年已经很不错了。这位老绅士是一位坚定的美国爱国人士，并自认为是开创美国传统的先锋。为了变得独特，我们必须长期坚持做一件事，决不能半途而废。就像收每周几毛钱的工人劳动保险一样。或者像清扫街道这类事一样。","Every Thanksgiving Day for nine years the Old Gentleman had come there and found Stuffy Pete on his bench.That was a thing that the Old Gentleman was trying to make a tradition of.Every Thanksgiving Day for nine years he had found Stuffy there, and had led him to a restaurant and watched him eat a big dinner.They do those things in England unconsciously.But this is a young country, and nine years is not so bad.The Old Gentleman was a staunch American patriot, and considered himself a pioneer in American tradition.In order to become picturesque we must keep on doing one thing for a long time without ever letting it get away from us.Something like collecting the weekly dimes in industrial insurance.Or cleaning the streets."
"老绅士庄严地径直走向他正在培育的那项制度。说真的，与《大宪章》或早餐吃果酱对于英格兰的意义不同，一年一度喂饱斯塔菲·皮特在性质上完全与国家无关。但它是一个阶段。这会儿差不多算是封建阶段。它至少表明了，对纽——呃哼！——对美国而言，建立一种风俗不是不可能的。","The Old Gentleman moved, straight and stately, toward the Institution that he was rearing.Truly, the annual feeding of Stuffy Pete was nothing national in its character, such as the Magna Charta or jam for breakfast was in England.But it was a step.It was almost feudal.It showed, at least, that a Custom was not impossible to New Y—ahem!—America."
"老绅士又瘦又高，有六十岁了。他穿着一身黑衣服，戴着一副老式眼镜，这副眼镜在你的鼻梁上准是架不住的。比起去年，他的头发变得更白更稀了，他好像也更依赖于那支粗大而多节的弯柄拐杖了。","The Old Gentleman was thin and tall and sixty.He was dressed all in black, and wore the old-fashioned kind of glasses that won’t stay on your nose.His hair was whiter and thinner than it had been last year, and he seemed to make more use of his big, knobby cane with the crooked handle."
"当斯塔菲的固定恩人走过来时，斯塔菲喘着粗气，浑身颤抖着，就像一只被一些女人养得过于肥胖的哈巴狗遇见了对它们竖起毛发的野狗一样。他本应飞速逃走，但是桑托斯－杜蒙特的全部招数也没能使他离开长椅。两位老妇人的忠实仆人办事真是好得没话说。","As his established benefactor came up Stuffy wheezed and shuddered like some woman’s over-fat pug when a street dog bristles up at him.He would have flown, but all the skill of Santos-Dumont could not have separated him from his bench.Well had the myrmidons of the two old ladies done their work."
