"zh","en"
"巴格达之鸡","A Bird of Bagdad"
"巴格达之鸡","A Bird of Bagdad"
"作者：欧·亨利 ","by O. Henry"
"毫无疑问，哈伦·阿尔·拉希德哈里发的很多精神和天分都遗传到了奥古斯特·迈克尔·冯·保尔森·奎格伯爵身上。","Without a doubt much of the spirit and genius of the Caliph Harun Al Rashid descended to the Margrave August Michael von Paulsen Quigg."
"奎格的饭店坐落于第四大道上——在城市发展的洪流里，这条街道似乎被遗忘了。第四大道——发源和成长于鲍里街——满怀雄心壮志一路蹒跚着向北发展。","Quigg’s restaurant is in Fourth Avenue—that street that the city seems to have forgotten in its growth.Fourth Avenue—born and bred in the Bowery—staggers northward full of good resolutions."
"在穿过第十四大道的地方，它在博物馆和廉价剧院的注目下趾高气扬地走了一小段路。它原本可以成为西边那出身高贵的林阴大道姐妹和东边那通晓多种语言、喧闹繁华且腰圆气阔的堂兄的天造地设的伙伴。它穿过联合广场；驮物的马匹在这里极其默契地踩踏出一阵阵轰隆轰隆声，仿佛在追忆行军时那整齐归一的步伐——万岁！但是现在这里却似寂静可怕的山峦——像堡垒一样的四方的房屋，高耸入云，遮蔽了天空，那里成千上万个奴隶成天弓着背伏案工作。在底层，只有一些水果铺、洗衣店和书店，在书店的橱窗里你可以看到《利特尔现代生活手册》和G. W. M. 雷诺的小说。联合广场的旁边——就是可怜的第四大道！——这条大道陷入了中世纪的孤寂。因为，街道两旁都经营古董的各式商店。","Where it crosses Fourteenth Street it struts for a brief moment proudly in the glare of the museums and cheap theatres.It may yet become a fit mate for its high-born sister boulevard to the west, or its roaring, polyglot, broad-waisted cousin to the east.It passes Union Square; and here the hoofs of the dray horses seem to thunder in unison, recalling the tread of marching hosts—Hooray!But now come the silent and terrible mountains—buildings square as forts, high as the clouds, shutting out the sky, where thousands of slaves bend over desks all day.On the ground floors are only little fruit shops and laundries and book shops, where you see copies of “Littell’s Living Age” and G. W. M. Reynold’s novels in the windows.And next—poor Fourth Avenue!—the street glides into a mediaeval solitude.On each side are shops devoted to “Antiques.”"
"比如说夜幕降临了。披着生锈了的盔甲的人站在橱窗里，高举着生锈的铁护手，虎视眈眈望着来去匆匆的车辆。那些已经随风逝去的英勇军的锁子甲、头盔、大口径短枪、克伦威尔时代的护胸甲、火绳枪、短剑、长剑和匕首在幽灵般的光线下发出微暗的光。时不时有颤颤巍巍的居家市民从亮着南瓜灯或磷光体的街角酒吧里面摇摇晃晃地走出来，他们喝下一大杯啤酒壮胆，来到那条战死者的沾染着鲜血的武器林立两旁的大道，踏上可怕的归程。被这些死一般的遗迹包围着，被这些幽灵般的市民踩踏着，这些市民那早已沉沦的心中没有一丝一毫的欢歌笑语，什么样的街道能生存下来呢？","Let us say it is night.Men in rusty armor stand in the windows and menace the hurrying cars with raised, rusty iron gauntlets.Hauberks and helms, blunderbusses, Cromwellian breastplates, matchlocks, creeses, and the swords and daggers of an army of dead-and-gone gallants gleam dully in the ghostly light.Here and there from a corner saloon (lit with Jack-o’-lanterns or phosphorus), stagger forth shuddering, home-bound citizens, nerved by the tankards within to their fearsome journey adown that loriae avenue lined with the bloodstained weapons of the fighting dead.What street could live inclosed by these mortuary relics, and trod by these spectral citizens in whose sunken hearts scarce one good whoop or tra-la-la remained?"
"第四大道做不到。经历了小里亚尔托戏院区的辉煌和联合广场的响亮鼓声后，第四大道生存不下去了。女士们、先生们：这里不需要眼泪，这只不过是一条街道的自我毁灭而已。伴随一声尖叫和碰撞声，第四大道一头扎进第三十四大道的隧道之中，从此销声匿迹。","Not Fourth Avenue.Not after the tinsel but enlivening glories of the Little Rialto—not after the echoing drum-beats of Union Square.There need be no tears, ladies and gentlemen; ’tis but the suicide of a street.With a shriek and a crash Fourth Avenue dives headlong into the tunnel at Thirty-fourth and is never seen again."
"奎格的小饭店就矗立在这条大道临终凄惨景象的附近。","Near the sad scene of the thoroughfare’s dissolution stood the modest restaurant of Quigg."
"它就站在那里，只要你稍加留意，你就能看到正门处斑斑驳驳的红砖墙正面，堆积满了橙子、西红柿、夹心蛋糕、各种馅饼、罐装芦笋的橱窗，以及橱窗里纸质的龙虾模型和熟睡在一小堆生菜上的两只马耳他猫咪；假如你坐在一张小桌旁，你会看到那因咖啡渍而微微泛黄的桌布，仿佛是日俄战争中日本的行军路线——你坐在那里，一只眼紧盯着雨伞，另一只眼看着那个可恶的骗子、自称是我们亲爱的老朋友和“印度贵族”的老板给我们的冒牌调味汁瓶子。","It stands there yet if you care to view its crumbling red-brick front, its show window heaped with oranges, tomatoes, layer cakes, pies, canned asparagus—its papier-mâché lobster and two Maltese kittens asleep on a bunch of lettuce—if you care to sit at one of the little tables upon whose cloth has been traced in the yellowest of coffee stains the trail of the Japanese advance—to sit there with one eye on your umbrella and the other upon the bogus bottle from which you drop the counterfeit sauce foisted upon us by the cursed charlatan who assumes to be our dear old lord and friend, the “Nobleman in India.”"
"奎格的头衔来源于他的母亲。他母亲的一个祖先是萨克森地区的边疆伯爵夫人。他父亲是坦穆尼的勇士。由于遗传的稀释，他发现他既不能成为有权有势的人，也无法在市政厅谋得一官半职。所以他开了一家饭店。他是个善于思考且博览群书的人。他虽然不太专心经营饭店，但饭店的生意却足以维持他的生计。他家族的一方赋予他一种诗意而浪漫的冒险精神。另一方则赋予他不安于现状的精神，使他积极追寻冒险活动。在白天，他是奎格，一位饭店老板。到了晚上，他就成了边疆伯爵——哈里发——波西米亚王子——在城市的各个角落寻找着一切奇特、神秘、令人费解又深奥静默的事物。","Quigg’s title came through his mother.One of her ancestors was a Margravine of Saxony.His father was a Tammany brave.On account of the dilution of his heredity he found that he could neither become a reigning potentate nor get a job in the City Hall.So he opened a restaurant.He was a man full of thought and reading.The business gave him a living, though he gave it little attention.One side of his house bequeathed to him a poetic and romantic adventure.The other gave him the restless spirit that made him seek adventure.By day he was Quigg, the restaurateur.By night he was the Margrave—the Caliph—the Prince of Bohemia—going about the city in search of the odd, the mysterious, the inexplicable, the recondite."
"一天晚上九点，饭店关了门后，奎格就动身开始了他的探索之旅。","One night at 9, at which hour the restaurant closed, Quigg set forth upon his quest."
"他的外表集外国人、军人和艺术家的气质于一身；他将外衣的扣子一直扣到领口处，紧挨着他那修剪德很短的棕灰色胡须。他出门向西，朝着这座城市的比较热闹的中心区街道走去。","There was a mingling of the foreign, the military and the artistic in his appearance as he buttoned his coat high up under his short-trimmed brown and gray beard and turned westward toward the more central life conduits of the city."
"他口袋里揣着纸卡片，要是没有这些东西，他从不出门。每一张卡片都有不同的面值，凭这些卡片能在他自己的饭店兑换食物。有些只能兑换一碗汤、三明治和咖啡；有些则能让它的持有者免费享用一天、两天、三天，甚至更多天数的全套餐饮；还有些卡可以兑换一顿正餐；实际上，还有为数不多的几张饭券，为持有者提供一周的饭食。","In his pocket he had stored an assortment of cards, written upon, without which he never stirred out of doors.Each of those cards was good at his own restaurant for its face value.Some called simply for a bowl of soup or sandwiches and coffee; others entitled their bearer to one, two, three or more days of full meals; a few were for single regular meals; a very few were, in effect, meal tickets good for a week."
"富裕和权势这两种东西，伯爵奎格都不具有，但是他有着一颗哈里发的心——如果他的才智比上不哈伦·阿尔·拉希德，人们也会原谅他。不过，在巴格达集市上施舍给穷苦人的金币所带来的温暖和希望，也许比不上奎格招待曼哈顿的渔民和独眼托钵僧的炖牛肉那么多。","Of riches and power Margrave Quigg had none; but he had a Caliph’s heart—it may be forgiven him if his head fell short of the measure of Harun Al Rashid’s.Perhaps some of the gold pieces in Bagdad had put less warmth and hope into the complainants among the bazaars than had Quigg’s beef stew among the fishermen and one-eyed calenders of Manhattan."
"在他继续寻求可供他消遣的奇遇或者帮助穷苦人的机会时，奎格留意到百老汇和贯穿全市的街道交叉处聚集了一群欢呼、呐喊、打斗的人。一路匆匆赶到街心，他看见一个极度忧郁的年轻人，心事重重地从口袋里掏出银币，往街心扔去。伴随着年轻人每一次“慷慨解囊”的举动，人群就爆发出一阵欢呼，大家拥挤着去抢落下的赏赐。交通已经中断了。围观人群中，一位警察时不时地屈身疏导挡道者，以使交通恢复畅通。","Continuing his progress in search of romance to divert him, or of distress that he might aid, Quigg became aware of a fast-gathering crowd that whooped and fought and eddied at a corner of Broadway and the crosstown street that he was traversing.Hurrying to the spot he beheld a young man of an exceedingly melancholy and preoccupied demeanor engaged in the pastime of casting silver money from his pockets in the middle of the street.With each motion of the generous one’s hand the crowd huddled upon the falling largesse with yells of joy.Traffic was suspended.A policeman in the centre of the mob stooped often to the ground as he urged the blockaders to move on."
