"en","zh"
"An African Story","一个非洲故事"
"by Ernest Hemingway","作者：欧内斯特·海明威"
"He was waiting for the moon to rise and he felt Kibo’s hair rise under his hand as he stroked him to be quiet and they both watched and listened as the moon came up and gave them shadows.","他在静候着月亮升起，抚摩着基博，让它别出声，手下感受到狗的毛发都竖了起来。他和狗都注视着，倾听着，直到月亮升起，投射出他们的影子。"
"His arm was around the dog’s neck now and he could feel him shivering.","他搂着狗的脖子，能感觉到它浑身在颤抖。"
"All of the night sounds had stopped.","所有夜籁都已静止。"
"They did not hear the elephant and David did not see him until the dog turned his head and seemed to settle into David.","他们没有听到大象的声音。直到狗转过头，差点儿撞到他，戴维才发现了大象。"
"Then the elephant’s shadow covered them and he moved past making no noise at all and they smelled him in the light wind that came down from the mountain.","随即，大象的影子笼罩住他们，悄无声息地从他们面前走过。他们从山上吹来的微风中闻到了大象的气味。"
"He smelled strong but old and sour and when he was past David saw that the left tusk was so long it seemed to reach the ground.","那气味很浓烈，陈腐酸臭。当它走过去之后，戴维发现它左边的象牙长得似乎快碰到地面了。"
"They waited but no other elephants came by and then David and the dog started off running in the moonlight.","他们等了一会儿，但是再没有别的大象经过，于是戴维和狗开始在月光下奔跑起来。"
"The dog kept close behind him and when David stopped the dog pressed his muzzle into the back of his knee.","狗紧紧地跟在戴维的脚后，以至于他一停，狗鼻子就撞上了他的膝盖弯。"
"David had to see the bull again and they came up on him at the edge of the forest.","戴维非得再看一眼那头公象，终于他们在森林边上赶上了它。"
"He was traveling toward the mountain and slowly moving into the steady night breeze.","大象正朝着山的方向行进，迎着徐徐晚风缓缓而行。"
"David came close enough to see him cut off the moon again and to smell the sour oldness but he could not see the right tusk.","戴维走得很近，以至于又被大象的身影笼罩。他又闻到了那陈年的酸臭味，但就是看不到右边的象牙。"
"He was afraid to work closer with the dog and he took him back with the wind and pushed him down against the base of a tree and tried to make him understand.","他不敢带着狗继续靠近，于是顺着风向把狗带回到一棵树脚下，强迫它蹲下，试图让它领会其中的意思。"
"He thought the dog would stay and he did but when David moved up toward the bulk of the elephant again he felt the wet muzzle against the hollow of his knee.","他想那狗应该会呆在那里的，那狗也确实留下了，可当他朝那头公象走去的时候，却又感觉到狗湿湿的鼻头撞到了他的膝弯。"
"The two of them followed the elephant until he came to an opening in the trees.","他俩跟随着大象，直到来到树林中的一块空地上。"
"He stood there moving his huge ears.","大象站在那里甩动着它的大耳朵。"
"His bulk was in the shadow but the moonlight would be on his head.","庞大的身躯罩在树影里，但是月光仍然照在了它的头上。"
"David reached behind him and closed the dog’s jaws gently with his hand and then moved softly and unbreathing to his right along the edge of the night breeze, feeling it on his cheek, edging with it, never letting it get between him and the bulk until he could see the elephant’s head and the great ears slowly moving.","戴维来到大象身后，用手轻轻地把狗的嘴巴合上，然后屏住呼吸，侧身擦着迎面的晚风缓缓地向大象的右边移动，感觉到风拂面而过。戴维紧贴着大象的身躯前移，几乎不留一点儿空隙，终于看到大象的头和缓慢甩动的巨大耳朵。"
"The right tusk was as thick as his own thigh and it curved down almost to the ground.","它右边的象牙就和戴维的大腿一样粗，向下弯曲几乎要触到地面了。"
"He and Kibo moved back, the wind on his neck now, and they back-tracked out of the forest and into the open park country.","戴维和基博退了回来，这时风都吹到脖子上了。他们沿原路返回走出森林，来到了狩猎区空旷的野地。"
"The dog was ahead of him now and he stopped where David had left the two hunting spears by the trail when they had followed the elephant.","这个时候，狗跑在了戴维的前面，然后在两支猎矛处停了下来，这猎矛是戴维在跟随大象足迹时留下的。"
"He swung them over his shoulder in their thong and leather cup harness and, with his best spear that he had kept with him all the time in his hand, they started on the trail for the shamba.","他提起猎矛上的皮圈皮套，往肩上一背，手上拿着从不离手的、最称心的长矛，带上狗开始循着大象的足迹向庄地行进。"
"The moon was high now and he wondered why there was no drumming from the shamba.","月亮已经升得很高了，为什么庄地却没有鼓声？他感到很疑惑。"
"Something was strange if his father was there and there was no drumming.","如果父亲在那里却没有鼓声，那就很奇怪了。"
"David had felt the tiredness as soon as they had picked up the trail again.","当他们再次找到象迹时，戴维已感觉浑身疲惫。"
"For a long time he had been fresher and in better shape than the two men and impatient with their slow trailing and the regular halts his father made each hour on the hour.","一直以来他比两个大人的体力都好，更精力充沛，看到他们慢步行进，父亲每小时都定点停息，戴维总是不耐烦。"
"He could have moved ahead much faster than Juma and his father but when he started to tire they were the same as ever and at noon they took only the usual five-minute rest and he had seen that Juma was increasing the pace a little.","他本可以走得比朱玛和他父亲快很多，但当他开始感到疲累的时候，他们却一如往常，面不改色，中午也只是照常休息了五分钟，并且他发现朱玛的步伐似乎加快了一些。"
"Perhaps he wasn’t.","或许他并没有加快。"
"Perhaps it had only seemed faster but the elephant dung was fresher now although it was not warm yet to the touch.","或许只是看上去快了些，但是此时的象粪已经新鲜多了，尽管摸上去没有一点儿热气。"
"Juma gave him the rifle to carry after they came upon the last pile of dung but after an hour he looked at him and took it back.","当他们来到最后一堆象粪前时，朱玛把步枪交给戴维背。可过了一个钟头，朱玛看了看他，又把枪拿了回去。"
"They had been climbing steadily across a slope of the mountain but now the trail went down and from a gap in the forest he saw broken country ahead.","他们本是沿着一个山坡平稳地向上爬，但是现在象迹向下延伸去，透过森林的缝隙，他看到前面起伏不平的冈峦。"
"“Here’s where the tough part starts, Davey.”","“戴维，从这儿开始路就难走了。”"
"his father said.","父亲说道。"
"It was then he knew that he should have been sent back to the shamba once he had put them on the trail.","他这才意识到，当他带他们找到象迹的时候，他就应该被打发回庄地的。"
"Juma had known it for a long time.","这一点朱玛早就知道了。"
"His father knew it now and there was nothing to be done.","他的父亲现在也明白了，但却也无计可施。"
"It was another of his mistakes and there was nothing to do now except gamble.","他又犯了个错误，现在除了冒险也别无选择。"
"David looked down at the big flattened circle of the print of the elephant’s foot and saw where the bracken had been pressed down and where a broken stem of a weed was drying.","戴维低头看着那又圆又大的、扁平的大象足迹，只见欧洲蕨都被踩倒了，还有一颗踏断的杂草都快要干枯了。"
"Juma picked it up and looked at the sun.","朱玛捡起杂草，然后看了看太阳。"
"Juma handed the broken weed to David’s father and his father rolled it in his fingers.","他把断草递给了戴维的父亲，戴维的父亲将草绕在了手指上。"
"David noticed the white flowers that were drooped and dying.","戴维注意到草茎上的白花都蔫掉了，快要死了。"
"But they still had not dried in the sun nor shed their petals.","但是它们还没有被太阳晒枯，花瓣也没有掉落。"
"“It’s going to be a bitch,” his father said.","“太好了，”他父亲说，"
"“Let’s get going.”","“我们快跟上。”"
"Late in the afternoon they were still tracking through the broken country.","直到傍晚时分他们仍然在崎岖的山路上追踪着。"
"He had been sleepy now for a long time and as he watched the two men he knew that sleepiness was his real enemy and he followed their pace and tried to move through and out of the sleep that deadened him.","戴维已经昏昏欲睡很久了，当他看向那两个大人时，他意识到困倦才是他真正的敌人。他跟随着他们的步伐，努力地挪着脚步，以此来驱逐令他变得迟钝的睡意。"
"The two men relieved each other tracking on the hour and the one who was in second place looked back at him at regular intervals to check if he was with them.","两个大人每小时轮流替换在前追寻象迹，后面的人每隔一定时间就回头看看他有没有跟上。"
"When they made a dry camp at dark in the forest he went to sleep as soon as he sat down and woke with Juma holding his moccasins and feeling his bare feet for blisters.","夜晚，当他们在这森林的无水地露营时，戴维一坐下来就睡着了，醒来时就看到朱玛拎着鹿皮靴，抚摸着光脚看有没有水泡。"
