"zh","en"
"劝导","Persuasion"
"第一章","CHAPTER 1"
"萨默塞特郡凯林奇府的沃尔特•埃利奥特爵士，为了自我娱乐，只看那本《准男爵录》而从不看其他的书；因为这本书，他在闲暇中找到了消遣，烦恼时找到了安慰；因为这本书，他沉思着最早加封的爵位所剩无几，心中不由得升起一股羡慕与崇敬之情；家中的一些事情使他感觉不快，但当他翻阅这本记载着上世纪册封的无穷无尽的爵位的书时，这种不快的感觉便自然而然地化作了怜悯与蔑视；如果所有别的页都很无味的话，那他就总是能自己以经久不衰的兴趣来读自己的家史。他总是把他最心爱的书翻到这一页：","Sir Walter Elliot, of Kellynch Hall, in Somersetshire, was a man who, for his own amusement, never took up any book but the Baronetage; there he found occupation for an idle hour, and consolation in a distressed one; there his faculties were roused into admiration and respect, by contemplating the limited remnant of the earliest patents; there any unwelcome sensations, arising from domestic affairs changed naturally into pity and contempt as he turned over the almost endless creations of the last century; and there, if every other leaf were powerless, he could read his own history with an interest which never failed.This was the page at which the favourite volume always opened:"
"“凯林奇府的埃利奥特。","“ELLIOT OF KELLYNCH HALL."
"“沃尔特•埃利奥特，1760年3月1日出生，1784年7月15日与格洛斯特郡南方庄园的詹姆斯•史蒂文森先生之女伊丽莎白结婚。这位夫人（卒于1800年）为他留有以下后嗣：伊丽莎白，生于1785年6月1日；安妮，生于1787年8月9日；一个死产儿，1789年11月5日；玛丽，生于1791年11月20日。”","“Walter Elliot, born March 1, 1760, married, July 15, 1784, Elizabeth, daughter of James Stevenson, Esq.of South Park, in the county of Gloucester, by which lady (who died 1800) he has issue Elizabeth, born June 1, 1785; Anne, born August 9, 1787; a still-born son, November 5, 1789; Mary, born November 20, 1791.”"
"准确地说，这是《准男爵录》上排印的文字，但是沃尔特爵士为了给自己和家人提供资料，通过补充美化了一下，在玛丽的生辰后面加上了一句——“1810年12月16日与萨默塞特郡上阿珀克劳斯的查尔斯•马斯格罗夫的儿子兼继承人查尔斯结婚”，并且极为确切地插入了自己丧偶的日期。","Precisely such had the paragraph originally stood from the printer’s hands; but Sir Walter had improved it by adding, for the information of himself and his family, these words, after the date of Mary’s birth—“Married, December 16, 1810, Charles, son and heir of Charles Musgrove, Esq.of Uppercross, in the county of Somerset,” and by inserting most accurately the day of the month on which he had lost his wife."
"接下来便是源远流长的名门望族的发迹史，表述不免落于俗套：最初如何到柴郡定居，如何在担任郡长之职时载入达格代尔的史册，如何代表行政区接连担任了三届议会议员，竭尽全力，忠心耿耿，升官进爵，在查尔斯二世继位后的第一年，先后娶了那些玛丽小姐、伊丽莎白小姐；这些占了满满的十二开本的两页，最后附上了族徽与徽文——“主要邸宅：萨默塞特郡凯林奇府”。最后又出现了沃尔特爵士的笔迹：","Then followed the history and rise of the ancient and respectable family, in the usual terms; how it had been first settled in Cheshire; how mentioned in Dugdale, serving the office of high sheriff, representing a borough in three successive parliaments, exertions of loyalty, and dignity of baronet, in the first year of Charles II, with all the Marys and Elizabeths they had married; forming altogether two handsome duodecimo pages, and concluding with the arms and motto:—“Principal seat, Kellynch Hall, in the county of Somerset,” and Sir Walter’s handwriting again in this finale:—"
"“假定继承人：威廉•沃尔特•埃利奥特先生，第二代沃尔特爵士的曾孙。”","“Heir presumptive, William Walter Elliot, Esq., great grandson of the second Sir Walter.”"
"沃尔特•埃利奥特爵士秉性爱慕虚荣，他为自己的仪表堂堂和优越地位感到自命不凡。他年轻的时候非常英俊；现在到了54岁依旧一表人才。就是女人当中也几乎没人像他那样如此注重自己的仪表，而他对自己社会地位的满意程度，连新获封爵位的贵族的侍从也望尘莫及。他认为堂堂仪表仅次于准男爵的爵位；而两者兼而有之的沃尔特•埃利奥特爵士一直是他非常敬重与热爱的对象。","Vanity was the beginning and the end of Sir Walter Elliot’s character; vanity of person and of situation.He had been remarkably handsome in his youth; and, at fifty-four, was still a very fine man.Few women could think more of their personal appearance than he did, nor could the valet of any new made lord be more delighted with the place he held in society.He considered the blessing of beauty as inferior only to the blessing of a baronetcy; and the Sir Walter Elliot, who united these gifts, was the constant object of his warmest respect and devotion."
"他的美貌与地位使他理所当然地有权利拥有爱情。也正是因为这两点，他才拥有了一位人品远远超越于他自己的妻子。埃利奥特夫人曾是一位优秀的女人，她通情达理而又和蔼可亲；只因年轻时感情上的一时冲动而成为埃利奥特夫人，如果这一点可以原谅，那么她以后的是非判断和待人处事倒也无可厚非。——十七年来，她总是迁就、弥补或掩饰丈夫的不足，激发他真正的可敬之处；而且她自己虽说并不是这个世界上最幸福的人，但她能够在履行职责、结交朋友与照顾孩子中找到足够的乐趣，对生活产生深深的依恋，因而当上帝要她离开他们的时候，她无论如何都不会感到泰然了。——一个母亲留下三个女儿，两个大的16岁，小的14岁，这是一笔骇人的遗产，而把她们留给一个自鸣得意而又愚蠢糊涂的父亲照管与教导，更是一个可怕的托付。不过，她有一个密友，那是一个通情达理而又可以依靠的女人，因为对埃利奥特夫人怀有深厚的感情，便搬到凯林奇村埃利奥特夫人家附近居住。埃利奥特夫人主要依靠这位好朋友的仁慈与指点，从而获得了帮助并维护了她自己一向竭力给她的女儿们灌输的正确原则，对女儿们进行了谆谆教导。","His good looks and his rank had one fair claim on his attachment; since to them he must have owed a wife of very superior character to any thing deserved by his own.Lady Elliot had been an excellent woman, sensible and amiable; whose judgement and conduct, if they might be pardoned the youthful infatuation which made her Lady Elliot, had never required indulgence afterwards.—She had humoured, or softened, or concealed his failings, and promoted his real respectability for seventeen years; and though not the very happiest being in the world herself, had found enough in her duties, her friends, and her children, to attach her to life, and make it no matter of indifference to her when she was called on to quit them.—Three girls, the two eldest sixteen and fourteen, was an awful legacy for a mother to bequeath, an awful charge rather, to confide to the authority and guidance of a conceited, silly father.She had, however, one very intimate friend, a sensible, deserving woman, who had been brought, by strong attachment to herself, to settle close by her, in the village of Kellynch; and on her kindness and advice, Lady Elliot mainly relied for the best help and maintenance of the good principles and instruction which she had been anxiously giving her daughters."
"这位朋友与沃尔特爵士并未结婚，尽管他们的亲朋好友对此有过期待。埃利奥特夫人已去世十三年了，他们仍然只是近邻与密友，一个仍是鳏夫，一个还是寡妇。","This friend, and Sir Walter, did not marry, whatever might have been anticipated on that head by their acquaintance.Thirteen years had passed away since Lady Elliot’s death, and they were still near neighbours and intimate friends, and one remained a widower, the other a widow."
