"zh","en"
"神秘岛","The Mysterious Island"
"第一部分 高空遇险","Part 1—Dropped from the Clouds"
"第一章","Chapter 1"
"“我们又上升了吗？”“没有。恰恰相反。”“我们在下降吗？”“比那还要糟糕，上尉！我们正往下掉！”“天哪，赶紧扔掉压舱物！”“瞧！最后的一袋都空了！”“气球上升了吗？”“没有！”“我好像听到了海浪的冲击声。吊篮下面是大海！离我们不超过500英尺！”“快扔掉所有占重量的东西！……所有的！”","“Are we rising again?”“No.On the contrary.”“Are we descending?”“Worse than that, captain! we are falling!”“For Heaven’s sake heave out the ballast!”“There! the last sack is empty!”“Does the balloon rise?”“No!”“I hear a noise like the dashing of waves.The sea is below the car!It cannot be more than 500 feet from us!”“Overboard with every weight!...everything!”"
"这就是1865年3月23日下午四点钟回荡在辽阔、荒凉的太平洋上空的响亮、惊人的喊叫声。","Such were the loud and startling words which resounded through the air, above the vast watery desert of the Pacific, about four o’clock in the evening of the 23rd of March, 1865."
"那年春分前后，从东北方向吹来的骇人暴风令人难忘。从3月18日到26日，风暴肆虐，片刻不停。它给美洲、欧洲和亚洲造成了严重灾害，从北纬35度斜穿赤道到南纬40度，掠过了1800英里的地带。城市被摧毁，树木被连根拔起，堤岸被汹涌而来、排山倒海的巨浪冲毁。根据已经发布的数字，被抛上陆地的船只数以百计；水龙卷经过的地方，整个地区被夷为平地，一切都被摧毁了；好几千人被压死在陆地上，或是溺死在大海中。这就是那场毁灭性的风暴疯狂肆虐后留下的痕迹。1810年10月25日哈瓦那和1825年7月26日瓜达卢普的灾情固然可怕，可这一次却是有过之而无不及。","Few can possibly have forgotten the terrible storm from the northeast, in the middle of the equinox of that year.The tempest raged without intermission from the 18th to the 26th of March.Its ravages were terrible in America, Europe, and Asia, covering a distance of eighteen hundred miles, and extending obliquely to the equator from the thirty-fifth north parallel to the fortieth south parallel.Towns were overthrown, forests uprooted, coasts devastated by the mountains of water which were precipitated on them, vessels cast on the shore, which the published accounts numbered by hundreds, whole districts leveled by waterspouts which destroyed everything they passed over, several thousand people crushed on land or drowned at sea; such were the traces of its fury, left by this devastating tempest.It surpassed in disasters those which so frightfully ravaged Havana and Guadalupe, one on the 25th of October, 1810, the other on the 26th of July, 1825."
"就在陆地和海洋惨遭浩劫之时，激荡的高空也上演着同样惊心动魄的戏剧。","But while so many catastrophes were taking place on land and at sea, a drama not less exciting was being enacted in the agitated air."
"事实上，一只气球像被带入水柱顶端的皮球一样，卷入了一股气流的漩涡中，以每小时90英里的速度掠过天空，仿佛被空中漩涡紧抓住，转个不停。","In fact, a balloon, as a ball might be carried on the summit of a waterspout, had been taken into the circling movement of a column of air and had traversed space at the rate of ninety miles an hour, turning round and round as if seized by some aerial maelstrom."
"气球下面摆着一只吊舱，里面有五个人，由于浓雾中混着海洋表面悬浮的水花，人们几乎看不清楚他们。","Beneath the lower point of the balloon swung a car, containing five passengers, scarcely visible in the midst of the thick vapor mingled with spray which hung over the surface of the ocean."
"也许有人会问，这个被暴风捉弄的玩具从哪里来的？它又是从世界的哪个角落升起的？当然，它是不可能在风暴肆虐时飞起的。但是，暴风已经肆虐了五天，并且18日那天就已经有了要起风暴的征兆。毫无疑问，气球是从很远的地方飞来的，因为气球一昼夜的飞行不会少于2000英里。","Whence, it may be asked, had come that plaything of the tempest?From what part of the world did it rise?It surely could not have started during the storm.But the storm had raged five days already, and the first symptoms were manifested on the 18th.It cannot be doubted that the balloon came from a great distance, for it could not have traveled less than two thousand miles in twenty-four hours."
