"zh","en"
"吝啬鬼","The Miser"
"第一幕","ACT I"
"第一场——瓦莱尔，埃莉斯。","SCENE I.——VALÈRE, ÉLISE."
"瓦莱尔怎么了，亲爱的埃莉斯？你真心地与我许诺终生后，怎会这样忧伤？在我快乐的时候，你却在唉声叹气！你难道后悔让我感到幸福？还是后悔我逼得你答应我的求婚？","Val.What, dear Élise! you grow sad after having given me such dear tokens of your love; and I see you sigh in the midst of my joy!Can you regret having made me happy? and do you repent of the engagement which my love has forced from you?"
"埃莉斯不，瓦莱尔，我不后悔我为你做的一切，有一股十分愉快的力量促使我这样做，我甚至不希望这件事还有别的可能性。可是，说实话，这事情的结果令我担忧，而且我害怕我爱你爱得有点过分。","Eli.No, Valère, I do not regret what I do for you; I feel carried on by too delightful a power, and I do not even wish that things should be otherwise than they are. Yet, to tell you the truth, I am very anxious about the consequences; and I greatly fear that I love you more than I should."
"瓦莱尔你对我一片深情，这有什么好怕的？","Val.What can you possibly fear from the affection you have shown me?"
"埃莉斯怕这一切——怕我父亲生气，怕家人指责，怕众人说三道四。尤其最让我害怕的，瓦莱尔，便是你变心！我怕当女孩子表达出她纯真的爱意后，你们男人会残酷又冷漠地回应她。","Eli.Everything; the anger of my father, the reproaches of my family, the censure of the world, and, above all, Valère, a change in your heart!I fear that cruel coldness with which your sex so often repays the too warm proofs of an innocent love."
"瓦莱尔啊！不要误解我，把我看作和别的男人一样。你怎样想我都行，埃莉斯，可我绝不会辜负你。我太爱你了，我对你的爱永不改变！","Val.Alas! do not wrong me thus; do not judge of me by others. Think me capable of everything, Élise, except of falling short of what I owe to you. I love you too much for that; and my love will be as lasting as my life!"
"埃莉斯啊！瓦莱尔，每个男人都这么说，所有男人说的话都一样，而只有通过行动，才能看出他们的不同。","Eli. Ah!Valère, all men say the same thing; all men are alike in their words; their actions only show the difference that exists between them."
"瓦莱尔那么你为何不等一等，让我用实际行动来表明我的心迹？不要让不恰当的担忧误导了你，认为我有罪。不要让过度敏感的猜忌毁掉了我看得比生命还要重的幸福。给我点时间，我会无数次地向你证明我真挚的情感。","Val.Then why not wait for actions, if by them alone you can judge of the truthfulness of my heart?Do not suffer your anxious fears to mislead you, and to wrong me. Do not let an unjust suspicion destroy the happiness which is to me dearer than life; but give me time to show you by a thousand proofs the sincerity of my affection."
"埃莉斯唉！每当这时，人们都很容易相信自己所爱的人。我信任你，瓦莱尔，我相信你的心不会欺骗我，你是真心爱我，并永远忠于我。幸福近在咫尺，我不再怀疑了。如果我难过，那只是担心我们的艰难处境，还有其他人的责难。","Eli.Alas! how easily do we allow ourselves to be persuaded by those we love. I believe you, Valère; I feel sure that your heart is utterly incapable of deceiving me, that your love is sincere, and that you will ever remain faithful to me.I will no longer doubt that happiness is near.If I grieve, it will only be over the difficulties of our position, and the possible censures of the world."
"瓦莱尔可干吗要担心这个？","Val.But why even this fear?"
"埃莉斯哦，瓦莱尔！如果所有人都像我一样了解你的话，我就没什么好担心了。我为你所做的一切，都能在你身上找到充分的理由。我的心知道你所有的好，而且我怀揣感激，一定要和你在一起。我怎会忘记我们第一次见面时的危难情景？你冒着生命危险，勇敢地把我从急流中救出来。将我救出之后，你又给我无微不至的关怀。你那持久的、像烈火一般的爱情，绝不会因为时间或者困难而减弱！为了我，你不顾自己的亲人和祖国，放弃自己的真实身份，甘愿做我父亲的仆人！我怎能对你为我所做的一切无动于衷？难道这不足以证明我对你的承诺是正确的吗？然而，别人是不是也这样认为呢？我又如何肯定别人能够了解我的感情呢？","Eli.Oh, Valère! if everybody knew you as I do, I should not have much to fear.I find in you enough to justify all I do for you; my heart knows all your merit, and feels, moreover, bound to you by deep gratitude. How can I forget that horrible moment when we met for the first time?Your generous courage in risking your own life to save mine from the fury of the waves; your tender care afterwards; your constant attentions and your ardent love, which neither time nor difficulties can lessen!For me you neglect your parents and your country; you give up your own position in life to be a servant of my father!How can I resist the influence that all this has over me?Is it not enough to justify in my eyes my engagement to you?Yet, who knows if it will be enough to justify it in the eyes of others?and how can I feel sure that my motives will be understood?"
"瓦莱尔你徒劳地寻找着我这样做的价值，可是我认为是我的真爱，才值得你去提起。你父亲的本质就足以让大家明白你的担忧是有道理的。因为他过于贪婪，对自己的子女也很疏远，所以发生了再奇怪的事情也不算过分。亲爱的埃莉斯，请原谅我，在你面前这样评论你的父亲，可是很不幸，你也知道的，一提起你的父亲，我实在说不出什么好听的话来。不过，倘若我能如愿以偿地找回我的父母，他们会很快接受我们的。我迫不及待地等待着他们的消息，假如还是杳无音信的话，我就要亲自去找。","Val.You try in vain to find merit in what I have done; it is by my love alone that I trust to deserve you. As for the scruples you feel, your father himself justifies you but too much before the world; and his avarice and the distant way in which he lives with his children might authorise stranger things still. Forgive me, my dear Élise, for speaking thus of your father before you; but you know that, unfortunately, on this subject no good can be said of him. However, if I can find my parents, as I fully hope I shall, they will soon be favourable to us.I am expecting news of them with great impatience; but if none comes I will go in search of them myself."
"埃莉斯哦不！瓦莱尔，你不要走，求求你。你要想办法得到我父亲的欢心。","Eli.Oh no!Valère, do not leave me, I entreat you. Try rather to ingratiate yourself in my father’s favour."
