"zh","en"
"三人同舟","Three Men in a Boat"
"第一章 三个病号——乔治与哈里斯的病痛——107种病症折磨的对象——有效的处方单——如何治疗儿童肝病——我们都过度劳累，需要休息——在海上颠簸一周？——乔治建议乘舟游河——蒙特莫伦西提出反对——三比一通过原提案","Chapter I. THREE INVALIDS.—SUFFERINGS OF GEORGE AND HARRIS.—A VICTIM TO ONE HUNDRED AND SEVEN FATAL MALADIES.—USEFUL PRESCRIPTIONS.—CURE FOR LIVER COMPLAINT IN CHILDREN.—WE AGREE THAT WE ARE OVERWORKED, AND NEED REST.—A WEEK ON THE ROLLING DEEP?—GEORGE SUGGESTS THE RIVER.—MONTMORENCY LODGES AN OBJECTION.—ORIGINAL MOTION CARRIED BY MAJORITY OF THREE TO ONE.  "
"我们有四个人：乔治、威廉.塞缪尔.哈里斯、我，再加上蒙特莫伦西。当时大家正在我房间里坐着抽烟谈天，聊我们有多糟糕，当然，我指的是从医学角度来说的糟糕。","There were four of us—George, and William Samuel Harris, and myself, and Montmorency. We were sitting in my room, smoking, and talking about how bad we were—bad from a medical point of view I mean, of course."
"我们几个都感到身上不舒服，并为此而神经紧张。哈里斯说他有时候感到一阵阵异乎寻常的眩晕，晕得都不知道自己正在干什么；而乔治说他也有时候阵阵发晕，也晕得几乎不知道自己正在做什么。而我，则是肝出了毛病。我之所以知道我是肝出了毛病，是因为我刚读了一份肝病专利药的宣传单，上面写有肝病的各种详细症状以供自测。我可是全部符合，一条不落。","We were all feeling seedy, and we were getting quite nervous about it. Harris said he felt such extraordinary fits of giddiness come over him at times, that he hardly knew what he was doing; and then George said that he had fits of giddiness too, and hardly knew what he was doing. With me, it was my liver that was out of order. I knew it was my liver that was out of order, because I had just been reading a patent liver-pill circular, in which were detailed the various symptoms by which a man could tell when his liver was out of order. I had them all."
"这事很不寻常，没有哪次读过专利药广告后，我能不被迫得出结论，认为自己患有该药意欲攻克的疾病，而且还是最恶性的。每次的自测症状似乎都和我的所有感觉完全吻合。","It is a most extraordinary thing, but I never read a patent medicine advertisement without being impelled to the conclusion that I am suffering from the particular disease there in dealt with in its most virulent form. The diagnosis seems in every case to correspond exactly with all the sensations that I have ever felt."
"记得有次我去大英博物馆，想查一下我稍有所染的小恙（据我猜测是花粉热）怎么治疗。我找到相关的书，把应该读的部分读完了，接着不知不觉中,又漫不经心地翻过几页，不紧不慢地想看看还有些别的什么病。现在已记不得当时撞上的是种什么失调症（但我知道一定是种可怕的、毁灭性的疫病）,“先兆性症状”还没读到一半，我就确信自己是中招了。","I remember going to the British Museum one day to read up the treatment for some slight ailment of which I had a touch—hay fever, I fancy it was. I got down the book, and read all I came to read; and then, in an unthinking moment, I idly turned the leaves, and began to indolently study diseases, generally. I forget which was the first distemper I plunged into—some fearful, devastating scourge, I know—and, before I had glanced half down the list of “premonitory symptoms”, it was borne in upon me that I had fairly got it."
"我呆坐了一会儿，满心恐惧，接着在绝望的无精打采中，我又翻了几页书。下面介绍的是伤寒症，看了症状，我发现自己患上这病都好几个月了还一直蒙在鼓里。因为很想知道我究竟还得了些别的什么病，就翻到圣维斯特舞蹈病一看，果然这个病我也有。这下我来了兴致，决心把属于自己的病全都找出来，于是翻到第一页，按字母顺序从ague（疟疾）开始筛——疟疾（我正受着它的煎熬，大概再过两个星期就要进入急性期）、肾小球肾炎（很高兴我得的是慢性的，也就是说只考虑这一种病的话，我还可以活很多年）、霍乱（这我也有，而且并发症相当严重）、白喉（我可能生下来就有白喉）。我卖力地仔细读完整本书中的所有病，发现唯一可以认定自己没有得的病是通常女佣才会得的膝盖囊肿。最初我感到很受伤害，似乎遭了蔑视一般：为何我没有膝盖囊肿？为何这般小气不让我得？","I sat for a while, frozen with horror; and then, in the listlessness of despair, I again turned over the pages. I came to typhoid fever—read the symptoms—discovered that I had typhoid fever, must have had it for months without knowing it—wondered what else I had got; turned up St. Vitus’s Dance—found, as I expected, that I had that too,—began to get interested in my case, and determined to sift it to the bottom, and so started alphabetically—read up ague, and learnt that I was sickening for it, and that the acute stage would commence in about another fortnight. Bright’s disease, I was relieved to find, I had only in a modified form, and, so far as that was concerned, I might live for years. Cholera I had, with severe complications; and diphtheria I seemed to have been born with. I plodded conscientiously through the twenty-six letters, and the only malady I could conclude I had not got was housemaid’s knee. I felt rather hurt about this at first; it seemed somehow to be a sort of slight. Why hadn’t I got housemaid’s knee? Why this invidious reservation? After a while, however, less grasping feelings prevailed. I reflected that I had every other known malady in the pharmacology, and I grew less selfish, and determined to do without housemaid’s knee. "
"然而过了一阵后，更为淡泊的心绪占了上风。我想既然除此以外药理学上的所有病我都已收入囊中，也不应该那么自私，没有膝盖囊肿我也就忍了。痛风，以其最恶性的形态，不知不觉中已经攫住了我；发酵病，很明显，从儿童时期起就伴我左右。发酵病是病理学书上列举的最后一种病，所以这时我可以下结论：我再没有其他病了。","Gout, in its most malignant stage, it would appear, had seized me without my being aware of it; and zymosis I had evidently been suffering with from boyhood. There were no more diseases after zymosis, so I concluded there was nothing else the matter with me. "
"我坐在那冥思。我想，从医学角度看，我是多么有趣的病例啊，医学课上有了我简直就是如获至宝！有了我，学生们再不用“跑医院”当实习医生，因为我本人就是一座医院。他们只需要绕着我转，然后就拿文凭好了。"," I sat and pondered. I thought what an interesting case I must be from a medical point of view, what an acquisition I should be to a class! Students would have no need to “walk the hospitals”, if they had me. I was a hospital in myself. All they need do would be to walk round me, and, after that, take their diploma."
"接着我想知道自己还能活多久。我试图给自己一个诊断。我摸摸自己的脉搏，开始居然完全摸不到脉。接着，突然就开始跳了。我掏出手表来读数：1分钟147下。我试图摸摸自己的心跳不跳，却根本就摸不着——我的心脏已经停止了跳动。经过百般劝说后，我只得相信它一定还呆在它该在的地方，也一定在跳动着，但我无从证实这一点。我轻轻拍打身体的正面，从我称之为腰的部位开始，一路往上拍打到头部。接着拍拍身体两侧，再从腰的后部往上拍打了一小段背部。但我并没有感觉到或听到任何异样。我试图看看自己的舌头，于是将舌头伸至极限，然后闭上一只眼睛，努力用另一只眼睛观察舌头有没有问题。我只能看到舌尖，但这番折腾的唯一结果是，我比以前更确信自己患有猩红热。","Then I wondered how long I had to live. I tried to examine myself. I felt my pulse I could not at fist feel any pulse at all. Then, all of a sudden, it seemed to start off. I pulled out my watch and timed it. I made it a hundred and forty-seven to the minute. I tried to feel my heart. I could not feel my heart. It had stopped beating. I have since been induced to come to the opinion that it must have been there all the time, and must have been beating, but I can not account for it. I patted myself allover my front, from what I call my waist up to my head, and I went a bit round each side, and a little way up the back. But I could not feel or hear anything. I tried to look at my tongue. I stuck it out as far as ever it would go, and I shut one eye, and tried to examine it with the other. I could only see the tip, and the only thing that I could gain from that was to feel more certain than before that I had scarlet fever."
