"zh","en"
"狐狸把戏","Fox in the Morning"
"狐狸把戏","Fox in the Morning"
"作者：欧·亨利","by O. Henry"
"科拉里奥横卧在正午的热浪中，像个美人百无聊赖地躺在被人看守着的深闺里。这个小镇坐落在一片狭长的冲积海岸上。它就像一颗小小的珍珠，镶在翡翠带上。小镇背后，是沿海岸线延伸的科迪勒拉山系，它巍峨高耸，气势逼人，仿佛要把小镇压在底下似的。小镇前面，大海铺展开来，看上去像个笑容满面的狱卒，却比那些眉头紧锁的大山更加难以对付。波浪拍打着光滑的海滩，发出哗哗的响声；鹦鹉在橘树和吉贝树上尖声歌唱；棕榈树傻乎乎地挥动着他们柔软的叶子，就像在歌剧女主角暗示下进场的笨拙的合唱队。","Coralio reclined, in the mid-day heat, like some vacuous beauty lounging in a guarded harem.The town lay at the sea’s edge on a strip of alluvial coast.It was set like a little pearl in an emerald band.Behind it, and seeming almost to topple, imminent, above it, rose the sea-following range of the Cordilleras.In front the sea was spread, a smiling jailer, but even more incorruptible than the frowning mountains.The waves swished along the smooth beach; the parrots screamed in the orange and ceiba-trees; the palms waved their limber fronds foolishly like an awkward chorus at the prima donna’s cue to enter."
"突然，小镇骚动起来了。一个本地的男孩一边沿着杂草丛生的街道飞奔，一边尖声喊道：“叫古德温先生。他有封电报！”","Suddenly the town was full of excitement.A native boy dashed down a grass-grown street, shrieking: “Busca el Señor Goodwin.Ha venido un telégrafo por él!”"
"这话很快传开了。在科拉里奥，很少有人收到电报。男孩的呼唤声被一群好事者的吵吵声淹没了。与海滩平行的主街挤满了人，大家都恨不得看到电报快点送达。一群群妇女，肤色从黄褐到深棕深浅各异，都聚集在街道角落里，唉声叹道：“一封发给古德温先生的电报！”对执政党忠心耿耿的指挥官恩卡纳西翁·里奥斯先生怀疑古德温拥护在野党；他“啊哈”了一声，在他的秘密备忘录上记下了这个事实，即古德温先生在那个重大的日子里收到了一封电报，作为将来指控的证据。　","The word passed quickly.Telegrams do not often come to anyone in Coralio.The cry for Se?or Goodwin was taken up by a dozen officious voices.The main street running parallel to the beach became populated with those who desired to expedite the delivery of the despatch.Knots of women with complexions varying from palest olive to deepest brown gathered at street corners and plaintively carolled: “Un telegrama por Señor Goodwin!”The comandante, Don Señor el Coronel Encarnación Rios, who was loyal to the Ins and suspected Goodwin’s devotion to the Outs, hissed: “Aha!” and wrote in his secret memorandum book the accusive fact that Se?or Goodwin had on that momentous date received a telegram."
"在喧闹声中，一个男人出现在一座小木屋的门口，向外看了看。小木屋门上有块牌子，上面写着“基奥—克兰西”，在这片热带国度里，这名字听起来颇有点异国风味。门口的这个人叫比利·基奥，这些年来一直在美洲大陆加勒比海沿岸游荡，寻找发迹的机会。铁版照相和相片是当时“基奥—克兰西”打入各个海岸的武器，而那些地方的居民对这些新奇事物总是毫无抵抗力。商店外有两个大相框，里面装满了代表他们照相技艺的样片。","In the midst of the hullabaloo a man stepped to the door of a small wooden building and looked out.Above the door was a sign that read “Keogh and Clancy”—a nomenclature that seemed not to be indigenous to that tropical soil.The man in the door was Billy Keogh, scout of fortune and progress and latter-day rover of the Spanish Main.Tintypes and photographs were the weapons with which Keogh and Clancy were at that time assailing the hopeless shores.Outside the shop were set two large frames filled with specimens of their art and skill."
"基奥斜倚在门道里，他天生一副滑稽面容，五官棱角分明，看样子对街上难得的生机与喧闹颇感兴趣。弄清楚骚动的起因后，他把一只手放到嘴边当话筒，喊道：“嘿！弗兰克！”他那粗野的声音盖过了当地人的窃窃私语，四周变得安静了。","Keogh leaned in the doorway, his bold and humorous countenance wearing a look of interest at the unusual influx of life and sound into the street.When the meaning of the disturbance became clear to him he placed a hand beside his mouth and shouted: “Hey!Frank!” in such a robustious voice that the feeble clamour of the natives was drowned and silenced."
"五十码外，在街道靠海的那边，是美国领事的住所。听到喊声，古德温急匆匆地从这栋建筑的大门里跑出来。他刚才正和威拉德·格迪领事一起在领事馆的后门廊里抽烟，那儿被公认为科拉里奥最凉爽的地方。","Fifty yards away, on the seaward side of the street, stood the abode of the consul for the United States.Out from the door of this building tumbled Goodwin at the call.He had been smoking with Willard Geddie, the consul, on the back porch of the consulate, which was conceded to be the coolest spot in Coralio."
"“快过来。”基奥叫道，就因为给你的一封电报，镇上乱起来了。对这类事情你得小心，我的伙计。这样玩弄公众的感情可不行。有一天你会变成带有保守成分的左派分子；到那时这个国家将陷入革命的动荡之中。”","“Hurry up,” shouted Keogh.“There’s a riot in town on account of a telegram that’s come for you.You want to be careful about these things, my boy.It won’t do to trifle with the feelings of the public this way.You’ll be getting a pink note some day with violet scent on it; and then the country’ll be steeped in the throes of a revolution.”"
