"zh","en"
"神秘的杰作","The Hidden Masterpiece"
"第一章","CHAPTER I"
"岁末将至。一六一二年十二月，在一个寒冷的清晨，一位衣着寒酸的年轻人站在巴黎大奥古斯丁街的一座房子门前。就像害怕接近情人一般——不管那情人是多么温顺——他徘徊良久，才跨进门槛，询问弗朗索瓦·波尔比斯先生是否在家。从一位正在打扫一间矮屋的老妇人那里得到肯定回答之后，年轻人就慢慢地走上楼梯。他犹犹豫豫，走走停停，就像一个初入朝廷，疑惑着国王将如何接待自己的臣子一样。","On a cold morning in December, towards the close of the year 1612, a young man, whose clothing betrayed his poverty, was standing before the door of a house in the Rue des Grands-Augustine, in Paris.After walking to and fro for some time with the hesitation of a lover who fears to approach his mistress, however complying she may be, he ended by crossing the threshold and asking if Maitre Francois Porbus were within.At the affirmative answer of an old woman who was sweeping out one of the lower rooms the young man slowly mounted the stairway, stopping from time to time and hesitating, like a newly fledged courier doubtful as to what sort of reception the king might grant him."
"他到了旋梯上侧的平台，犹豫了片刻，才握住装饰着画室大门的奇特门环。在这里，创作《亨利四世》的著名画家可能正在工作。这位画家因为吕本斯的缘故而被玛丽•德美第奇所冷落（注：吕本斯是17世纪著名的比利时画家；玛丽•德美第奇是法国国王亨利四世的王后）。这位年轻人深深地体会到那些风华正茂、钟情于艺术的伟大艺术家走近一位天才人物或者一幅杰作时的震撼心情。可以说，崇高的热情存在于人的一切情感中，这种热情所孕育的宛若初生的花朵。可是这花朵却会年复一年地凋零、褪色，直到快乐成为回忆，荣耀成为泡影。在这些转瞬即逝的情感当中，没有什么比得上艺术家年轻的激情。这些艺术家刚刚开始体验命中注定的荣耀和苦难，他们的激情大胆又羞怯，充满了懵懂的信心和必然的失落。哪一个财力微薄、才华初显的人在走近艺术大师时不会心跳加速？如果有这样一个人，那么这个人的画笔下将永远缺少某种扣人心弦、感人肺腑的，某种我无可名状的力量，他的创作里将永远缺少某种特质，诗作里将永远缺乏某种情感。当那些自鸣得意、自我欣赏的吹牛者预支着本属于未来成就的荣誉时，只有蠢人才把他们看作天才。如果才能是用涉世未深的羞怯，用难以描状的谦逊来衡量的话，这个不知名的青年应该算是具备了真正的价值。那些为荣耀而生的人在他们的艺术实践里失去了这种羞怯和谦逊，就像漂亮女人在卖弄风情的伎俩里失去了这些一样。习惯成功会增加信心，而谦逊或许就意味着信心不足。","When he reached the upper landing of the spiral ascent, he paused a moment before laying hold of a grotesque knocker which ornamented the door of the atelier where the famous painter of Henry IV—neglected by Marie de Medicis for Rubens—was probably at work.The young man felt the strong sensation which vibrates in the soul of great artists when, in the flush of youth and of their ardor for art, they approach a man of genius or a masterpiece.In all human sentiments there are, as it were, primeval flowers bred of noble enthusiasms, which droop and fade from year to year, till joy is but a memory and glory a lie.Amid such fleeting emotions nothing so resembles love as the young passion of an artist who tastes the first delicious anguish of his destined fame and woe,—a passion daring yet timid, full of vague confidence and sure discouragement.Is there a man, slender in fortune, rich in his spring-time of genius, whose heart has not beaten loudly as he approached a master of his art?If there be, that man will forever lack some heart-string, some touch, I know not what, of his brush, some fibre in his creations, some sentiment in his poetry.When braggarts, self-satisfied and in love with themselves, step early into the fame which belongs rightly to their future achievements, they are men of genius only in the eyes of fools.If talent is to be measured by youthful shyness, by that indefinable modesty which men born to glory lose in the practice of their art, as a pretty woman loses hers among the artifices of coquetry, then this unknown young man might claim to be possessed of genuine merit.The habit of success lessens doubt; and modesty, perhaps, is doubt."
"这位被贫穷和挫折折腾得精疲力竭的年轻人此刻正为自己的鲁莽而焦虑不安。如果他没有得到命运的意外帮助，这位新手或许还不敢走进我们景仰的《亨利四世》肖像画作者的画室。这时，一位老人走上了旋梯。老人那奇特的服装，华丽的褶裥蕾丝花边和那坚实的、从容不迫的步伐使年轻人猜想这个不同寻常的人必定是画家的顾客,或者至少也是那个画家的密友。他退回到楼梯平台的一角，给这位后来者让路，并专注地看着他，希望从他身上看到直率的优秀艺术品质，或者看到艺术推崇者乐善好施的性情。可正相反，他从这位老人的脸上看到的是某种邪恶的表情——这种表情难以言状，其特征对艺术家很有诱惑力。","Worn down with poverty and discouragement, and dismayed at this moment by his own presumption, the young neophyte might not have dared to enter the presence of the master to whom we owe our admirable portrait of Henry IV., if chance had not thrown an unexpected assistance in his way.An old man mounted the spiral stairway.The oddity of his dress, the magnificence of his lace ruffles, the solid assurance of his deliberate step, led the youth to assume that this remarkable personage must be the patron, or at least the intimate friend, of the painter.He drew back into a corner of the landing and made room for the new-comer; looking at him attentively and hoping to find either the frank good-nature of the artistic temperament, or the serviceable disposition of those who promote the arts.But on the contrary he fancied he saw something diabolical in the expression of the old man’s face,—something, I know not what, which has the quality of alluring the artistic mind."
"想象一下：一个秃头，饱满、前突的额头在扁平的小鼻子上投下深深的影子，鼻尖还像拉伯雷和苏格拉底的鼻尖那样向上翘着；皱巴巴的嘴巴带着笑容；短短的下巴上显眼地蓄着尖尖的灰白胡子；或许是因为年迈，海绿色的眼睛已经暗淡，可是在珍珠般洁白的眼球的衬托下，两只瞳孔却不时地射出很吸引人的目光，时而带着怒火，时而带着激情。他脸上其他部位因为年迈，或许更是因为劳神伤身的苦思冥想而显得格外干瘪、憔悴。他的睫毛已经掉光了，眉毛稀疏地分布在突出的眉骨上。想象一下，这样一个脑袋长在如此单薄而虚弱的身体上，嵌在雪白耀眼的煎鱼锅铲状的大翻领里，黑绒上衣上还挂着一条粗大的金链子。这样你对这个怪人的外形就有了模糊的印象。楼梯平台上昏暗的光线更给这个人物涂上了一层奇异的色彩。你可能会以为静静走上楼来的是伦布兰特创作的一幅没有边框的油画，周身带着一种诡秘的气氛，而这种诡秘的气氛正是这位大师的特色所在。老人用锐利的目光扫了一眼年轻人，然后在门上叩了三下。开门的是一个看似已过不惑之年、身体虚弱的男人。老人说道：“早上好，先生。”","Imagine a bald head, the brow full and prominent and falling with deep projection over a little flattened nose turned up at the end like the noses of Rabelais and Socrates; a laughing, wrinkled mouth; a short chin boldly chiselled and garnished with a gray beard cut into a point; sea-green eyes, faded perhaps by age, but whose pupils, contrasting with the pearl-white balls on which they floated, cast at times magnetic glances of anger or enthusiasm.The face in other respects was singularly withered and worn by the weariness of old age, and still more, it would seem, by the action of thoughts which had undermined both soul and body.The eyes had lost their lashes, and the eyebrows were scarcely traced along the projecting arches where they belonged.Imagine such a head upon a lean and feeble body, surround it with lace of dazzling whiteness worked in meshes like a fish-slice, festoon the black velvet doublet of the old man with a heavy gold chain, and you will have a faint idea of the exterior of this strange individual, to whose appearance the dusky light of the landing lent fantastic coloring.You might have thought that a canvas of Rembrandt without its frame had walked silently up the stairway, bringing with it the dark atmosphere which was the sign-manual of the great master.The old man cast a look upon the youth which was full of sagacity; then he rapped three times upon the door, and said, when it was opened by a man in feeble health, apparently about forty years of age, “Good-morning, maitre.”"
"波尔比斯恭敬鞠了一躬，并为来客让路。他觉得年轻人是随老人来的，便将他也让进画室，就没再多留意。而这位天赋异禀的新手平生第一次置身于堆满绘画材料和工具的画室，就像着了魔似的定住了，这更让主人不再留意他了。日光从屋顶的天窗泻进来，仿佛聚焦在屋子中央一台画架的画布上,上面还只画了三四根白色的线条。聚焦的光线没有照到大画室那昏暗的角落。但是，几缕散开的反射光线还是透过褐色的阴影，照在挂在墙上的十四世纪银色骑士胸甲上，清晰地照亮了摆放着珍奇瓷器的古式上蜡雕花碗橱的顶沿，又星星点点地洒在几条老式的、质地粗糙的金丝锦缎大褶窗帘上，窗帘散放在屋子里，作画画时的衣饰用。人体石膏模型和古代女神完整或残缺的裸身雕像一起拥挤地堆放在隔板和架子上，几个世纪的风吹雨打已经将它们打磨得十分光滑。从地板到天花板的墙面上到处是三色铅笔、油墨和红粉笔画的画稿和习作，多得数不胜数；遍地是颜料盒、油画颜料瓶和松节油瓶，画架和凳子有的颠三倒四，有的互相垂直，只留下一条狭窄的通道通向天窗下的亮处，光线刚好投在波尔比斯苍白的面孔和古怪来访者象牙色的脑壳上。","Porbus bowed respectfully, and made way for his guest, allowing the youth to pass in at the same time, under the impression that he came with the old man, and taking no further notice of him; all the less perhaps because the neophyte stood still beneath the spell which holds a heaven-born painter as he sees for the first time an atelier filled with the materials and instruments of his art.Daylight came from a casement in the roof and fell, focused as it were, upon a canvas which rested on an easel in the middle of the room, and which bore, as yet, only three or four chalk lines.The light thus concentrated did not reach the dark angles of the vast atelier; but a few wandering reflections gleamed through the russet shadows on the silvered breastplate of a horseman’s cuirass of the fourteenth century as it hung from the wall, or sent sharp lines of light upon the carved and polished cornice of a dresser which held specimens of rare pottery and porcelains, or touched with sparkling points the rough-grained texture of ancient gold-brocaded curtains, flung in broad folds about the room to serve the painter as models for his drapery.Anatomical casts in plaster, fragments and torsos of antique goddesses amorously polished by the kisses of centuries, jostled each other upon shelves and brackets.Innumerable sketches, studies in the three crayons, in ink, and in red chalk covered the walls from floor to ceiling; color-boxes, bottles of oil and turpentine, easels and stools upset or standing at right angles, left but a narrow pathway to the circle of light thrown from the window in the roof, which fell full on the pale face of Porbus and on the ivory skull of his singular visitor."
"年轻人全神贯注地盯着一幅画，这幅画在经历过那段动荡和革命的日子后，注定要闻名于世。而且即便在那时，某些顽固分子也认为它很珍贵。在那黑暗的日子里，艺术处于危险之中。多亏这些顽固分子的保存，这张神圣的灵感之作才得以流传至今。这幅珍贵的油画描绘了正准备付船费的埃及的玛利亚。这是一幅杰作，为玛丽·德美第奇而画，后来她在困难时期把它卖给了别人。","The attention of the young man was taken exclusively by a picture destined to become famous after those days of tumult and revolution, and which even then was precious in the sight of certain opinionated individuals to whom we owe the preservation of the divine afflatus through the dark days when the life of art was in jeopardy.This noble picture represents the Mary of Egypt as she prepares to pay for her passage by the ship.It is a masterpiece, painted for Marie de Medicis, and afterwards sold by her in the days of her distress."
"“我喜欢你画的圣女像。” 老人对波尔比斯说道，“我出的价比王后出的高出十个金克朗，但是要和她去竞争——去死吧！”","“I like your saint,” said the old man to Porbus, “and I will give you ten golden crowns over and above the queen’s offer; but as to entering into competition with her—the devil!”"
"“那么，你真的喜欢这幅画？”","“You do like her, then?”"
