"zh","en"
"一篇有趣的文章","An Entertaining Article"
"一篇有趣的文章","An Entertaining Article"
"作者：马克·吐温","by Mark Twain "
"从刊登于波士顿《广告人》报纸的一篇文章里,我节选了下面这段话：","I take the following paragraph from an article in the Boston ADVERTISER:"
"“‘研究马克·吐温的一位英国评论家。’","AN ENGLISH CRITIC ON MARK TWAIN"
"或许马克·吐温那些最成功的幽默灵感就源于他对那些根本不欣赏他幽默的人群的描述。我们熟知加利福尼亚人，他们会对马克·吐温以滑稽讽刺的口吻模仿报刊记者讲述故事的方式感到惊恐。我们也听说过宾夕法尼亚州的牧师伤心地将他的《傻瓜国外旅行记》还给书商时说：“能在亚当墓前流泪的人肯定是个傻瓜。”但是现在，马克·吐温可能会在他一系列佳作之后，再添一部更值得称颂的作品。十月八号的《星期六评论》中，他的游记受到了细致的评价。这本书已于英国再版。我们可以想象得到这位幽默家读到他人对自己能力的称赞时那种愉悦的心情。有趣的是，他所能做到的仅仅是在自己下个月的备忘录里完整再现这篇文章。”","Perhaps the most successful flights of humor of Mark Twain have been descriptions of the persons who did not appreciate his humor at all.We have become familiar with the Californians who were thrilled with terror by his burlesque of a newspaper reporter’s way of telling a story, and we have heard of the Pennsylvania clergyman who sadly returned his INNOCENTS ABROAD to the book-agent with the remark that “the man who could shed tears over the tomb of Adam must be an idiot.”But Mark Twain may now add a much more glorious instance to his string of trophies.The SATURDAY REVIEW, in its number of October 8th, reviews his book of travels, which has been republished in England, and reviews it seriously.We can imagine the delight of the humorist in reading this tribute to his power; and indeed it is so amusing in itself that he can hardly do better than reproduce the article in full in his next monthly Memoranda."
"（上面这段话的发表，让我有权力在本文中全文再现《星期六评论》中的那篇文章。我非常希望能够这样做，因为我自己是写不出哪怕只抵得上它一半好的文章来的。如果我有条铁狗在读了这篇英国的评论后还能继续保持严肃，我将会把它赶出门去。）","(Publishing the above paragraph thus, gives me a sort of authority for reproducing the SATURDAY REVIEW’S article in full in these pages.I dearly wanted to do it, for I cannot write anything half so delicious myself.If I had a cast-iron dog that could read this English criticism and preserve his austerity, I would drive him off the door-step.)"
"（摘自伦敦《星期六评论》）","(From the London “Saturday Review.”)"
"《新书评论》","REVIEWS OF NEW BOOKS"
"《傻瓜国外旅行记》一本游记马克·吐温著伦敦：霍尔顿出版公司，1870年出版。","THE INNOCENTS ABROAD.A Book of Travels.By Mark Twain.London: Hotten, publisher. 1870."
"麦考利勋爵去世过早。我们从未如此深刻地意识到这一点，直到我们读完上文中提到过的那本夸张的作品的最后一章。麦考利勋爵去世过早。因为除他之外，没有人能够彻底全面地评价这本书作者那根深蒂固的严重无知，傲慢、无礼、自以为是和虚伪。","Lord Macaulay died too soon.We never felt this so deeply as when we finished the last chapter of the above-named extravagant work.Macaulay died too soon—for none but he could mete out complete and comprehensive justice to the insolence, the impertinence, the presumption, the mendacity, and, above all, the majestic ignorance of this author."
"若要说《傻瓜国外旅行记》是本奇特的书，那是指作者用了最苍白无力的语言——比如用“纯粹的高度”来形容马特洪峰，或是用“不错”或“美丽”来形容尼亚加拉瀑布。“奇特”这个词过于平淡，不足以表现这部作品中那些让人印象深刻的极端愚蠢的部分。没有一个词的内涵足够宽广、意义足够深远到能够描述那种愚蠢。因此，让我们来快速地回看一下这本书及其作者，剩下的就相信读者自己的判断吧！请这位对人性有研究的英国学生想象一下马克·吐温是一个能做出以下行为的人。并且，他不仅仅能做出那些行为，他还能以令人难以置信的天真无知，平静自如地将其行为写进书里。比如：","To say that the INNOCENTS ABROAD is a curious book, would be to use the faintest language—would be to speak of the Matterhorn as a neat elevation or of Niagara as being “nice” or “pretty.”“Curious” is too tame a word wherewith to describe the imposing insanity of this work.There is no word that is large enough or long enough.Let us, therefore, photograph a passing glimpse of book and author, and trust the rest to the reader.Let the cultivated English student of human nature picture to himself this Mark Twain as a person capable of doing the following-described things—and not only doing them, but with incredible innocence PRINTING THEM calmly and tranquilly in a book.For instance:"
"他讲述到他曾去巴黎一家理发店剃胡须，理发师“剃”第一下就让他的“头皮”松弛下来，并且从椅子上跳了起来。","He states that he entered a hair-dresser’s in Paris to get shaved, and the first “rake” the barber gave him with his razor it LOOSENED HIS “HIDE” and LIFTED HIM OUT OF THE CHAIR."
"毫无疑问，这是夸张。在佛罗伦萨他对乞丐的骚扰很恼火，所以他假装自己处于一种想要报复的发疯状态，逮住并吃掉了一个乞丐。当然，这不是真的。他详细地介绍了一部十七或十八世纪前的戏剧剧本，并声称是在古罗马斗兽场的尘土、模具和垃圾中发现它的。有一句对以上这种说法的很有力的评论：即使是铁铸的剧本也不可能在那种环境中幸存这么久。在希腊，有一次他明显表现出恐惧，并想要逃跑，但他却厚颜无耻地将逃跑平淡地掩饰为：“我们向比雷埃夫斯港缓缓而行。”“缓缓而行”，一点没错！他毫不犹豫地透露在以弗所时，当他的骡子偏离了正确的方向时，他从骡子上下来，把它夹在胳膊下面，重新带回公路，指给它正确的方向，再骑上去，心满意足地睡去，直到再次需要将骡子带回正确的方向时才醒来。他说与他同船的乘客中有个正长身体的年轻人，经常习惯在正餐之间吃肥皂和麻絮充饥。他提到：在巴勒斯坦，蚂蚁会自带食物，爬行十一英里到沙漠过夏天。然而从他对这个国家的描述可知，这种事情是不可能发生的。他说道，并且说得好像是最平常的事一样，在耶路撒冷，光天化日之下，他在大路上用戈弗雷·德布永的剑把一个穆斯林教徒剁成了两半。如果那穆斯林教徒想要死在自己的墓地里，他就会流更多的血。这些叙述丝毫不值得令人注意。吐温先生或是其他任何一个外国人如果在耶路撒冷做出这种事，一定会遭到围攻，并因此而丧命。但为什么不停下来？为什么还喋喋不休地说出更多厚颜无耻令人恼火的谎话呢？我们看看这段话：他申明“在君士坦丁堡的圣·索菲亚清真寺，我的双脚陷入了混有树胶、泥浆和其他脏东西的泥沼里。那晚我用坏了两千多双脱靴器才把靴子脱了下来。那时，有些基督教徒甚至会私自将脱落的部分带走。”真是骇人听闻啊。这样的话肯定是谎话——再无其他可能。权威人士告诉我们《傻瓜国外旅行记》这本充斥着过多的谎言，并且是数不清的弥天大谎的书籍，事实上却被采用为几个州的中学和大学教科书！当我们告诉读者这一切时，他们会对美国普遍存在的极端愚昧震惊许久吧？","This is unquestionably exaggerated.In Florence he was so annoyed by beggars that he pretends to have seized and eaten one in a frantic spirit of revenge.There is, of course, no truth in this.He gives at full length a theatrical program seventeen or eighteen hundred years old, which he professes to have found in the ruins of the Coliseum, among the dirt and mold and rubbish.It is a sufficient comment upon this statement to remark that even a cast-iron program would not have lasted so long under such circumstances.In Greece he plainly betrays both fright and flight upon one occasion, but with frozen effrontery puts the latter in this falsely tamed form: “We SIDLED toward the Piraeus.”“Sidled,” indeed!He does not hesitate to intimate that at Ephesus, when his mule strayed from the proper course, he got down, took him under his arm, carried him to the road again, pointed him right, remounted, and went to sleep contentedly till it was time to restore the beast to the path once more.He states that a growing youth among his ship’s passengers was in the constant habit of appeasing his hunger with soap and oakum between meals.In Palestine he tells of ants that came eleven miles to spend the summer in the desert and brought their provisions with them; yet he shows by his description of the country that the feat was an impossibility.He mentions, as if it were the most commonplace of matters, that he cut a Moslem in two in broad daylight in Jerusalem, with Godfrey de Bouillon’s sword, and would have shed more blood IF HE HAD HAD A GRAVEYARD OF HIS OWN.These statements are unworthy a moment’s attention.Mr. Twain or any other foreigner who did such a thing in Jerusalem would be mobbed, and would infallibly lose his life.But why go on?Why repeat more of his audacious and exasperating falsehoods?Let us close fittingly with this one: he affirms that “in the mosque of St. Sophia at Constantinople I got my feet so stuck up with a complication of gums, slime, and general impurity, that I wore out more than two thousand pair of bootjacks getting my boots off that night, and even then some Christian hide peeled off with them.”It is monstrous.Such statements are simply lies—there is no other name for them.Will the reader longer marvel at the brutal ignorance that pervades the American nation when we tell him that we are informed upon perfectly good authority that this extravagant compilation of falsehoods, this exhaustless mine of stupendous lies, this INNOCENTS ABROAD, has actually been adopted by the schools and colleges of several of the states as a text-book!"
