"zh","en"
"叛逆者","The Apostate"
"叛逆者","The Apostate"
"作者：杰克·伦敦","by Jack London"
"“现在我醒来去工作；上帝保佑我别懒惰。如果天黑前我已死去，上帝保佑我的活儿没问题。阿门。”","“Now I wake me up to work;I pray the Lord I may not shirk.If I should die before the night,I pray the Lord my work’s all right.Amen.”"
"“约翰尼，你要再不起床，我就一点儿吃的也不给你了！”","“If you don’t git up, Johnny, I won’t give you a bite to eat!”"
"这种威胁对这个男孩子已经没有效果了。他依旧固执地睡着，为忘乎所以的沉睡而战，就像一个做梦者为了捍卫自己的梦而战一样。男孩的双手松松地握着，在空中无力地、间歇性地空打了几下子。这几下子本来是对着他母亲的，但是他母亲表现得训练有素，竟熟练地避开了，同时还用力地摇着他的肩膀。“别动我！”","The threat had no effect on the boy.He clung stubbornly to sleep, fighting for its oblivion as the dreamer fights for his dream.The boy’s hands loosely clenched themselves, and he made feeble, spasmodic blows at the air.These blows were intended for his mother, but she betrayed practised familiarity in avoiding them as she shook him roughly by the shoulder.“Lemme ’lone!”"
"这一叫喊声刚开始时是沉睡中的低声嘟囔，接着很快提高了声调，变成了激烈的反抗，像是一声哀号，最后渐渐停息，低沉下去，变成了含糊不清的呜咽。这声音简直就像野兽的嚎叫一样，正如一个受尽折磨的灵魂，充满了无尽的抗议和痛楚。","It was a cry that began, muffled, in the deeps of sleep, that swiftly rushed upward, like a wail, into passionate belligerence, and that died away and sank down into an inarticulate whine.It was a bestial cry, as of a soul in torment, filled with infinite protest and pain."
"但是，她并不理睬。她眼神凄凉、脸色憔悴。对这件事她已经全然习惯了，在她的生活中每天如此。她抓住他的被子想把它拉下来，但是男孩子停止挥动拳头，拼命地抓紧了被子。他蜷着身子，缩在床脚，仍然盖着被子。接着，她试着把被子拖到地上。男孩与她抗衡着。她早有防备。她在体重上占了优势，男孩和被子让步了。孩子本能地随着被子移动，以免被房间里刺骨的寒气给冻着。","But she did not mind.She was a sad-eyed, tired-faced woman, and she had grown used to this task, which she repeated every day of her life.She got a grip on the bed-clothes and tried to strip them down; but the boy, ceasing his punching, clung to them desperately.In a huddle, at the foot of the bed, he still remained covered.Then she tried dragging the bedding to the floor.The boy opposed her.She braced herself.Hers was the superior weight, and the boy and bedding gave, the former instinctively following the latter in order to shelter against the chill of the room that bit into his body."
"他被拖到床边的时候，好像就要头冲下栽到地上了。可是苏醒的意识搅扰着他。他坐正了身子，摇摇欲坠地晃了一会儿才保持住平衡。接着，他一下子站到了地上。他的母亲立刻抓住他的肩膀摇晃他。他又一次挥起了拳头，这次劲儿更大，打得也更准了。与此同时，他的眼睛睁开了。她放开了他。他醒了。","As he toppled on the edge of the bed it seemed that he must fall head-first to the floor.But consciousness fluttered up in him.He righted himself and for a moment perilously balanced.Then he struck the floor on his feet.On the instant his mother seized him by the shoulders and shook him.Again his fists struck out, this time with more force and directness.At the same time his eyes opened.She released him.He was awake."
"“好了。”他咕哝着说。","“All right,” he mumbled."
"她抓起油灯匆匆离开，把他丢在了黑暗里。","She caught up the lamp and hurried out, leaving him in darkness."
"“你会被扣钱的。”她扭过头警告他。","“You’ll be docked,” she warned back to him."
"他不在乎黑暗。他穿好衣服，走出房间，进了厨房。这样一个又瘦又轻的男孩，脚步却很沉重。他走路时双腿总是拖着步，似乎重得不合情理，因为这双腿是如此瘦骨嶙峋。他拉过一把坐垫破了的椅子，坐到桌子边。","He did not mind the darkness.When he had got into his clothes, he went out into the kitchen.His tread was very heavy for so thin and light a boy.His legs dragged with their own weight, which seemed unreasonable because they were such skinny legs.He drew a broken-bottomed chair to the table."
"“约翰尼！”他母亲猛地喊道。","“Johnny!” his mother called sharply."
"他猛地站起来，一声不响地走到水槽边。那是个油腻、肮脏的水槽。排水口冒着一股子臭味。他对此并不在意。对他来说，水槽有臭味是其自身特征的一部分，正如被洗盘子的水弄脏的肥皂很难产生泡沫一样。他也不会费力去使那种肥皂起泡沫。他让水龙头里的冷水哗啦啦地冲洗了几下就完事了。他没有刷牙。实际上，他从来都没有见过牙刷。他也不知道世界上存在着要遭罪刷牙的愚蠢之极的人。","He arose as sharply from the chair, and, without a word, went to the sink.It was a greasy, filthy sink.A smell came up from the outlet.He took no notice of it.That a sink should smell was to him part of the natural order, just as it was a part of the natural order that the soap should be grimy with dish-water and hard to lather.Nor did he try very hard to make it lather.Several splashes of the cold water from the running faucet completed the function.He did not wash his teeth.For that matter he had never seen a tooth-brush, nor did he know that there existed beings in the world who were guilty of so great a foolishness as tooth washing."
"“不用人告诉，你也该知道每天洗一次脸哪。”他母亲抱怨着。","“You might wash yourself wunst a day without bein’ told,” his mother complained."
"她摁住壶上的破盖子倒了两杯咖啡。他没有说话，因为他们经常为这事吵起来，而且他母亲在这事上如硬石一样顽固。每天洗“一次”脸，这是他必须做的。他用一条油腻腻的、又湿又脏的破毛巾擦了擦脸，结果弄得脸上沾满了毛巾的碎线头。","She was holding a broken lid on the pot as she poured two cups of coffee.He made no remark, for this was a standing quarrel between them, and the one thing upon which his mother was hard as adamant.“Wunst” a day it was compulsory that he should wash his face.He dried himself on a greasy towel, damp and dirty and ragged, that left his face covered with shreds of lint."
"“要是咱们住得没这么远该多好。”她说道，此时约翰尼坐了下来。“我尽我所能了。你知道的。可是省一块钱的房租也是个数目呢，而且这儿的房子也比较宽敞。你知道的。”","“I wish we didn’t live so far away,” she said, as he sat down.“I try to do the best I can.You know that.But a dollar on the rent is such a savin’, an’ we’ve more room here.You know that.”"
"他几乎没有听她说。以前他听她讲过很多次了。她的思想范围很有限，她总是老生常谈，说他们之所以受苦就是因为他们住得离工厂太远了。","He scarcely followed her.He had heard it all before, many times.The range of her thought was limited, and she was ever harking back to the hardship worked upon them by living so far from the mills."
"“省一块钱就多点儿吃的，”他言简意赅地说道，“我宁愿多走点儿路，好多弄点儿吃的。”","“A dollar means more grub,” he remarked sententiously.“I’d sooner do the walkin’ an’ git the grub.”"
"他急匆匆地吃着，只把面包嚼了几下就用咖啡把没嚼碎的面包块冲下去了。所谓的咖啡不过是一种热的、混浊的液体。约翰尼觉得这就是咖啡——而且是顶好的咖啡。那是他生活中残存的几个幻想之一。他这辈子就没有喝过真正的咖啡。","He ate hurriedly, half chewing the bread and washing the unmasticated chunks down with coffee.The hot and muddy liquid went by the name of coffee.Johnny thought it was coffee—and excellent coffee.That was one of the few of life’s illusions that remained to him.He had never drunk real coffee in his life."
"除了面包之外，还有一小块冷的猪肉。母亲又给他斟满了一杯咖啡。当他快要吃完面包的时候，就开始观察是不是还有吃的。他询问的目光被她打断了。","In addition to the bread, there was a small piece of cold pork.His mother refilled his cup with coffee.As he was finishing the bread, he began to watch if more was forthcoming.She intercepted his questioning glance."
"“好啦，约翰尼，别像猪一样贪吃，”她说道，“你已经吃完你的那份了。你弟弟妹妹的饭可都比你少。”","“Now, don’t be hoggish, Johnny,” was her comment.“You’ve had your share.Your brothers an’ sisters are smaller’n you.”"
"他没有回应母亲的指责。他不是个话多的人。而且，他已经不再如饥似渴地张望了。他从不埋怨，他的忍耐力跟教会他忍耐的那个学校一样可怕。喝完咖啡，他用手背抹了抹嘴，然后站了起来。","He did not answer the rebuke.He was not much of a talker.Also, he ceased his hungry glancing for more.He was uncomplaining, with a patience that was as terrible as the school in which it had been learned.He finished his coffee, wiped his mouth on the back of his hand, and started to rise."
"“等一下，”她匆匆地说，“我想这面包可以再给你切一片——一片薄的。”","“Wait a second,” she said hastily.“I guess the loaf kin stand you another slice—a thin un.”"
