"zh","en"
"太阳","Sun"
"第一章","CHAPTER I"
"“带她出去晒晒太阳。”医生说道。她自己很怀疑太阳的疗效，但是却愿意和她的孩子、护士以及母亲一起出去漂洋过海。","“Take her away, into the sun,” the doctor said.She herself was sceptical of the sun, but she permitted herself to be carried away, with her child, and a nurse, and her mother, over the sea."
"船在午夜时分启航。在孩子已经上床睡觉，乘客们也登上船时，她丈夫一直陪伴在她的身旁，长达两个小时。这是一个漆黑的夜晚，哈得孙河在黑暗中起起伏伏，倾洒而出的点点波光荡漾在河面上。她斜靠在栏杆上，看着下面的海水，思索着：这就是大海；它比人想象得更深，里面的回忆比人想象得更多。那一刻，大海波涛滚滚，就似一条狂舞不止的大蛇。","The ship sailed at midnight.And for two hours her husband stayed with her, while the child was put to bed, and the passengers came on board.It was a black night, the Hudson swayed with heaving blackness, shaken over with spilled dribbles of light.She leaned over the rail, and looking down thought: this is the sea; it is deeper than one imagines, and fuller of memories.At that moment the sea seemed to heave like the serpent of chaos that has lived for ever."
"“你知道，这种分离没有好处，”她的丈夫在她身旁说着，“分离一点都不好。我不喜欢分离。”","“These partings are no good, you know,” her husband was saying, at her side.“They’re no good.I don’t like them.”"
"他的语调里充满了担心、恐惧，还有最后的一丝期待。","His tone was full of apprehension, misgiving, and there was a certain clinging to the last straw of hope."
"“是的，我也不喜欢。”她含混地回答道。她记得他们曾是多么地想离开彼此，不管是他或是她。离情别绪对她的情绪有些许触动，但这只会让她心灵上的枷锁给她带去更多伤害。","“No, neither do I,” she responded in a flat voice.She remembered how bitterly they wanted to get away from one another, he and she.The emotion of parting gave a slight tug at her emotions, but only caused the iron that had gone into her soul to gore deeper."
"他们看着熟睡中的儿子，父亲的眼睛湿润了。但眼睛的湿润并不重要，重要的是雷打不动的习惯的节奏，那种长年累月的生活习惯，以及根深蒂固的权力意识。","So, they looked at their sleeping son, and the father’s eyes were wet.But it is not the wetting of the eyes that counts, it is the deep iron rhythm of habit, the year-long, life-habits; the deep-set stroke of power."
"并且在他们两人的生活中，他的和她的权利意识是对彼此不利的。就像两台运作极不和谐的引擎，在互相损毁着。","And in their two lives, the stroke of power was hostile, his and hers.Like two engines running at variance, they shattered one another."
"“上岸了！上岸了！”","“All ashore!All ashore!”"
"“莫里斯，你必须走了。”","“Maurice, you must go.”"
"她暗自思忖道：对他而言是上岸了！对我来说，则是出海了！","And she thought to herself: For him it is All Ashore!For me it is Out to Sea!"
"他在午夜沉闷的码头上挥舞着手帕，船渐渐驶离了港口，他也只是送行人群中的一个而已。送行人群中的一个！仅此而已！","Well, he waved his hanky on the midnight dreariness of the pier, as the boat inched away; one among a crowd.One among a crowd!C’est ça!"
"那些渡轮，就像堆满了一排排灯光的大盘子，正斜穿过哈得孙河。那漆黑的河口一定是拉克万纳港口了。","The ferry-boats, like great dishes piled with rows of lights, were still slanting across the Hudson.That black mouth must be the Lackawanna Station."
