"zh","en"
"新天方夜谭","A Night in New Arabia"
"新天方夜谭","A Night in New Arabia"
"作者：欧·亨利","by O. Henry"
"地铁上的巴格达是个到处都有哈里发的城市。这里的宫殿、集市、客栈和偏僻小道都挤满了各种乔装打扮的哈希德，他们毫无节制地行善，从中寻找消遣和作弄的对象。很少能有贫穷的乞丐不受他们的羞辱就能得到他们的救济，很少能有穷困潦倒的人在得到好处后不再遭遇新的不幸。你会发现，食不果腹的人也会在他们捐助的图书馆里勒紧腰带，清贫的学者过节时也会红着脸接受慈善机构大吹大擂送上门的有着芹菜型鸡冠的火鸡。","The great city of Bagdad-on-the-Subway is caliph-ridden.Its palaces, bazaars, khans, and byways are thronged with Al Rashids in divers disguises, seeking diversion and victims for their unbridled generosity.You can scarcely find a poor beggar whom they are willing to let enjoy his spoils unsuccored, nor a wrecked unfortunate upon whom they will not reshower the means of fresh misfortune.You will hardly find anywhere a hungry one who has not had the opportunity to tighten his belt in gift libraries, nor a poor pundit who has not blushed at the holiday basket of celery-crowned turkey forced resoundingly through his door by the eleemosynary press."
"所以，独眼托钵僧、小驼背和理发匠的六弟穿过哈伦经常出没的街道时，总是提心吊胆，希望能逃脱那群徘徊着的哈里发苏丹的救济。","So then, fearfully through the Harun-haunted streets creep the one-eyed calenders, the Little Hunchback and the Barber’s Sixth Brother, hoping to escape the ministrations of the roving horde of caliphoid sultans."
"许多阿拉伯夜晚的娱乐是听那些逃离了忠诚臣民之王的慷慨施舍的人讲有趣的故事。你可以坐在魔毯上听那些故事直到天亮：大魔王洛克菲勒派四十大盗把阿里巴巴的炼油厂榨干了；善良的哈里发卡内捐赠了宫殿；罪人赛巴德七次乘木制旅游船在众岛屿中游览；渔夫与瓶子；巴米赛德斯的寄宿处；阿拉丁靠神奇的煤气表发了大财。","Entertainment for many Arabian nights might be had from the histories of those who have escaped the largesse of the army of Commanders of the Faithful.Until dawn you might sit on the enchanted rug and listen to such stories as are told of the powerful genie Roc-Ef-El-Er who sent the Forty Thieves to soak up the oil plant of Ali Baba; of the good Caliph Kar-Neg-Ghe, who gave away palaces; of the Seven Voyages of Sailbad, the Sinner, who frequented wooden excursion steamers among the islands; of the Fisherman and the Bottle; of the Barmecides’ Boarding house; of Aladdin’s rise to wealth by means of his Wonderful Gas-meter."
"但是现在，苏丹比山鲁佐德多多了，她身价倍增，根本不用担心被绞死。因此，讲故事的本领每况愈下。当越来越少的哈里发到处寻找快乐的穷人和认命的倒霉蛋，以便把奇怪的恩惠和神秘的好处强加给他们，以至总部不时发来报告说那些俘虏拒绝“招供”。","But now, there being ten sultans to one Sheherazade, she is held too valuable to be in fear of the bowstring.In consequence the art of narrative languishes.And, as the lesser caliphs are hunting the happy poor and the resigned unfortunate from cover to cover in order to heap upon them strange mercies and mysterious benefits, too often comes the report from Arabian headquarters that the captive refused “to talk.”"
"这之后，在他们那善心毁灭的世界里出演悲喜剧的演员们沉默了。这沉默，在某种程度上，说明了这个费心收集的故事的缺点。这个故事应该叫做：","This reticence, then, in the actors who perform the sad comedies of their philanthropy-scourged world, must, in a degree, account for the shortcomings of this painfully gleaned tale, which shall be called "
"《哈里发赎罪的故事》","The story of the caliph weho alleviated his conscience "
"老雅各布·斯普拉金斯在他那价值一千两百美元的橡木餐柜前给自己调了杯加苏打的锂盐矿泉水。喝下去想必就有了灵感，因为他立刻有力地用拳头在橡木柜上敲打了一下，对着空荡荡的餐厅喊：","Old Jacob Spraggins mixed for himself some Scotch and loria water at his $1,200 oak sideboard.Inspiration must have resulted from its imbibition, for immediately afterward he struck the quartered oak soundly with his fist and shouted to the empty dining room: "
"“我对地狱里的炼焦炉发誓，肯定是那一万美元！要是能把这件事解决，我的心结也就解开了。”","“By the coke ovens of hell, it must be that ten thousand dollars!If I can get that squared, it’ll do the trick.”"
"这样，既然已经用最常见的手法吊足了你的胃口，不如再卖个关子，让你心情不快地看个十五年前的无聊的传记吧。","Thus, by the commonest artifice of the trade, having gained your interest, the action of the story will now be suspended, leaving you grumpily to consider a sort of dull biography beginning fifteen years before."
"当老雅各布还是小雅各布的时候，他是宾夕法尼亚一个煤矿里管碎石机的小厮。我不知道碎石机小厮是干嘛的，但是他的工作好像是带着饭盒，病怏怏地站在煤矿前让人拍了照片登到杂志上去。不管怎样，雅各布就干这个。但是，他并没在九岁时死于积劳，留下他手无缚鸡之力的父母和靠着罢工联盟救济的兄弟们。相反他提提吊带，不时攒上一两美元，到四十五岁时已经身价两千万美元了。","When old Jacob was young Jacob he was a breaker boy in a Pennsylvania coal mine.I don’t know what a breaker boy is; but his occupation seems to be standing by a coal dump with a wan look and a dinner-pail to have his picture taken for magazine articles.Anyhow, Jacob was one.But, instead of dying of overwork at nine, and leaving his helpless parents and brothers at the mercy of the union strikers’ reserve fund, he hitched up his galluses, put a dollar or two in a side proposition now and then, and at forty-five was worth $20,000,000."
"就这样！完啦！连打哈欠的时间都没有，对吧？我以前也读过传记——但我们还是当作不知道吧。","There now! it’s over.Hardly had time to yawn, did you?I’ve seen biographies that—but let us dissemble."
