"zh","en"
"格林童话（二）","Grimm's Fairy Tales Ⅱ"
"选妻子","Brides On Their Trial"
"两个家仆","Domestic Servants"
"“你要去何方？”“去瓦尔佩。”“我去瓦尔佩，你也去瓦尔佩，好，好，我们一块去。”","“Whither goest thou?”“To Walpe.”“I to Walpe, thou to Walpe, so, so, together we’ll go.”"
"“你结婚了吗？爱人叫什么？”“夏姆。”“我的爱人叫夏姆，你的爱人也叫夏姆；我去瓦尔佩，你也去瓦尔佩；好，好，我们一块去。”“你有小孩吗？小孩叫什么？”“维尔德。”“我家小孩叫维尔德，你家小孩也叫维尔德；我的爱人叫夏姆，你的爱人也叫夏姆；我去瓦尔佩，你也去瓦尔佩，好，好，我们一块去。”“你家有摇篮吗？摇篮叫什么？”“希波戴德。”“我家的摇篮叫希波戴德，我家小孩叫维尔德，你家小孩也叫维尔德；我的爱人叫夏姆，你的爱人也叫夏姆；我去瓦尔佩，你也去瓦尔佩，好，好，我们一块去。”","“Hast thou a man?What is his name?”“Cham.”“My man Cham, thy man Cham; I to Walpe, thou to Walpe; so, so, together we’ll go.”“Hast thou a child; how is he styled?”“Wild.”“My child Wild, thy child Wild; my man Cham, thy man Cham; I to Walpe, thou to Walpe, so, so, together we’ll go.”“Hast thou a cradle?How callest thou thy cradle?”“Hippodadle.”“My cradle Hippodadle, my child Wild, thy child Wild, my man Cham, thy man Cham; I to Walpe, thou to Walpe, so, so, together we’ll go.”"
"“你家也有仆人吗？仆人叫什么？”“干活儿不爱动。”“我家仆人叫‘干活儿不爱动’，我家小孩叫维尔德，你家小孩也叫维尔德；我的爱人叫夏姆，你的爱人也叫夏姆；我去瓦尔佩，你也去瓦尔佩；好，好，我们一块去。”","“Hast thou also a drudge?what name has thy drudge?”“From-thy-work-do-not-budge.”“My drudge, From-thy-work-do-not-budge: my child Wild, thy child Wild; my man Cham, thy man Cham; I to Walpe, thou to Walpe; so, so, together we’ll go.”"
"特露德夫人","Frau Trude"
"从前有个小女孩，她十分倔强，对什么事物都十分好奇，当她父母叫她做事情时，她总是不听他们的话，那么她又怎么会有好下场呢？一天，她对父母说：“我听到了很多有关特露德夫人的事情，我想哪天去找她。大家都说有关她的一切看起来都很古怪，她的房子里有非常稀奇古怪的东西，我非常好奇！”她的父母极力表示反对，对她说：“特鲁露夫人是个坏女人，专做坏事儿，如果你去找她，那么我们就不再认你这个女儿了。”但是小女孩儿没有因为父母禁止就改变想法，她仍然去找了特露德夫人。当她找到特露德夫人时，特露德夫人说：“为什么你脸色苍白？”“啊，”她全身颤抖着回答道，“我刚看到了一些东西，吓死我了。”“你看到什么了？”“我看见你家台阶上有个黑人。”“那是矿工。”“然后我看见一个绿色的人。”“那是猎人。”“在那之后我看见了一个血红色的人。”“那是屠夫。”“啊，特露德夫人，吓死我了；我透过窗户没看到你，但是，我很肯定看到了头颅是一团火的魔鬼。”“啊哈！”她说，“那么你看到的是身着巫服的女巫。我一直在等你，已经等了你好长时间了；你应该给我一些光。”然后她把这个小女孩变成了一块木头，将其扔进火里。火熊熊燃烧，她在旁边坐下取暖，说：“从某种程度上来说，这火也只会燃烧一次。”","There was once a little girl who was obstinate and inquisitive, and when her parents told her to do anything, she did not obey them, so how could she fare well?One day she said to her parents, “I have heard so much of Frau Trude, I will go to her some day.People say that everything about her does look so strange, and that there are such odd things in her house, that I have become quite curious!”Her parents absolutely forbade her, and said, “Frau Trude is a bad woman, who does wicked things; and if thou goest to her, thou art no longer our child.”But the maiden did not let herself be turned aside by her parent’s prohibition, and still went to Frau Trude.And when she got to her, Frau Trude said, “Why art thou so pale?”“Ah,” she replied, and her whole body trembled, “I have been so terrified at what I have seen.”“What hast thou seen?”“I saw a black man on your steps.”“That was a collier.”“Then I saw a green man.”“That was a huntsman.”“After that I saw a blood-red man.”“That was a butcher.”“Ah, Frau Trude, I was terrified; I looked through the window and saw not you, but, as I verily believe, the devil himself with a head of fire.”“Oho!” said she, “then thou hast seen the witch in her proper costume.I have been waiting for thee, and wanting thee a long time already; thou shalt give me some light.”Then she changed the girl into a block of wood, and threw it into the fire.And when it was in full blaze she sat down close to it, and warmed herself by it, and said, “That shines bright for once in a way.”"
"克诺斯特和他的三个儿子","Knoist and his Three Sons"
"在维勒尔和索斯特之间住着一个名叫克诺斯特的男人。这个人有三个儿子。一个是瞎子，一个是瘸子，另一个赤裸着身子。一天，他们三人经过野地，看到了一只野兔。瞎子射中了它，瘸子逮住了它，赤裸着身子的人把它放进了口袋里。然后他们来到了一条大河边，河上有三条船，一条起航了，一条下沉了，一条没有底。他们都上了那条没底的船。然后他们来到了一片很大的森林里，森林中有一棵高大的树；树上有座宏伟的教堂；教堂里有山毛榉司事和黄杨木牧师，他俩用粗短棍洒圣水。","Between Werrel and Soist there lived a man whose name was Knoist, and he had three sons.One was blind, the other lame, and the third stark-naked.Once on a time they went into a field, and there they saw a hare.The blind one shot it, the lame one caught it, the naked one put it in his pocket.Then they came to a mighty big lake, on which there were three boats, one sailed, one sank, the third had no bottom to it.They all three got into the one with no bottom to it.Then they came to a mighty big forest in which there was a mighty big tree; in the tree was a mighty big chapel; in the chapel was a sexton made of beech-wood and a box-wood parson, who dealt out holy-water with cudgels."
"多开心啊，能避开这圣水的人！","“How truly happy is that one Who can from holy water run!”"
"线头的故事","Odds And Ends"
"以前有一个女孩，人长得很美，但是特别懒惰，还很粗枝大叶。每当她不得不纺线的时候，她都会发脾气。只要麻线上结了一个小疙瘩，她马上就会把一整团线从纺织机里拽出来，然后胡乱扔在地上。然而她的女仆却十分勤劳。她把主人丢弃的麻线收集起来，加以清洗，纺成上好的线，又用这些线为自己做了一件美丽的礼服。一个年轻人向这个懒女孩求婚了，他们的婚礼很快就要举行。婚礼前一天晚上，勤劳的女仆穿着她美丽的礼服，兴高采烈地跳着舞。新娘子看见了就说：","There was once on a time a maiden who was pretty, but idle and negligent.When she had to spin she was so out of temper that if there was a little knot in the flax, she at once pulled out a whole heap of it, and strewed it about on the ground beside her.Now she had a servant who was industrious, and gathered together the bits of flax which were thrown away, cleaned them, span them fine, and had a beautiful gown made out of them for herself.A young man had wooed the lazy girl, and the wedding was to take place.On the eve of the wedding, the industrious one was dancing merrily about in her pretty dress, and the bride said,—"
"“哟，这女仆穿着我的破线头，跳得还真欢快。”","“Ah, how that girl does jump about, dressed in my odds and ends.”"
"新郎官听到了，就问她这话是什么意思。新娘子告诉他，这个女孩身上的礼服，是用她扔掉的麻线做成的。新郎官听到这些，知道了新娘子很懒惰，而这个穷女仆却很勤劳。他离开了新娘子，来到女仆身边，娶她做了自己的妻子。","The bridegroom heard that, and asked the bride what she meant by it?Then she told him that the girl was wearing a dress make of the flax which she had thrown away.When the bridegroom heard that, and saw how idle she was, and how industrious the poor girl was, he gave her up and went to the other, and chose her as his wife."
"有福同享，有难同当","Sharing Joy and Sorrow"
