"zh","en"
"画家历险记","The Painter's Adventure"
"画家历险记","The Painter’s Adventure"
"作者：华盛顿·欧文","by Washington Irving"
"就职业来说，我是一名历史画家，有段时间我住在国外的一位公爵家中；他的别墅距离罗马约十五英里，而周边是意大利最引人入胜的风景。那幢别墅坐落在古老的图斯库鲁高地上。周围是西塞罗、苏拉、卢卡勒斯、拉菲纳斯以及另外一些著名的罗马人的别墅废墟，当年这些人偶尔来这里享受片刻的舒适和惬意,以舒缓常日的辛劳。身处悠然怡情的林阴下，独享清爽的山间微风，饱览充满诗情画意，以及历史岁月的动人景致，这的确让人精神焕发。位于阿尔巴尼亚山中的蒂沃理曾是贺拉斯和米西纳斯最钟爱的住所。台伯河流淌过宽阔、荒芜萧瑟的肯伯格纳，圣彼得大教堂的穹顶俯瞰着四周，就如古罗马废墟的纪念碑一般。","I am an historical painter by profession, and resided for some time in the family of a foreign prince, at his villa, about fifteen miles from Rome, among some of the most interesting scenery of Italy.It is situated on the heights of ancient Tusculum.In its neighborhood are the ruins of the villas of Cicero, Sulla, Lucullus, Rufinus, and other illustrious Romans, who sought refuge here occasionally, from their toils, in the bosom of a soft and luxurious repose.From the midst of delightful bowers, refreshed by the pure mountain breeze, the eye looks over a romantic landscape full of poetical and historical associations.The Albanian mountains, Tivoli, once the favorite residence of Horace and Maecenas; the vast deserted Campagna with the Tiber running through it, and St. Peter’s dome swelling in the midst, the monument—as it were, over the grave of ancient Rome."
"我帮助公爵对他附近的著名遗迹进行了勘察和研究。他付出的努力得到了丰厚的回报。我们发掘出许多绝妙的塑像残片、精美的雕刻碎片，以及其他极富品味和奢华质感的石碑，这些都曾是古代图斯库鲁住宅中必备的摆设。他的别墅和庭院中堆满了从地下挖掘出来的塑像、浮雕、花瓶以及石棺。","I assisted the prince in the researches he was making among the classic ruins of his vicinity.His exertions were highly successful.Many wrecks of admirable statues and fragments of exquisite sculpture were dug up; monuments of the taste and magnificence that reigned in the ancient Tusculan abodes.He had studded his villa and its grounds with statues, relievos, vases, and sarcophagi; thus retrieved from the bosom of the earth."
"居住在别墅中的人们崇尚的生活方式令人惬意宁静而快乐，且富有情趣的工作以及悠然自得的闲暇，都让生活更加丰富多彩。每个人都随心所欲地享受着生活。日落时分，我们齐聚在晚宴上，倍感愉悦。记得那是十一月四日，美丽而恬静的一天。晚餐的第一声钟响起时，我们都齐聚在大厅里。唯有公爵的告解神甫迟迟没有出现，这让大家感到很奇怪。久等未果之后，大家便都围坐在餐桌旁。起初，大家以为他没有及时出现是因为他延长了通常的散步时间。晚餐的时间悄然滑过，大家也没有感到一丝不安或忧虑。但是，当甜点都端上桌了，还不见他的身影，大家就开始着急起来。大家担心他可能在林中的小路上突然病倒了，或是可能已落入强盗之手。隔着一条小山谷的便是高高的阿布鲁齐山，而那就是强盗的巢穴。的确，一段时间以来，周边的人们饱受他们的侵扰。臭名昭著的巴伯纳是那帮强盗的首领，人们曾看到他在图斯库鲁的偏僻地带活动。那帮强盗胆大包天的行径是出了名的。那些他们想要猎取或报复的对象，即使躲在宫殿里也并不安全。而他们对公爵的财产觊觎已久，但一想到周边有这样可怕的歹徒在附近一带徘徊潜行，就足以让人心惊胆战了。","The mode of life pursued at the villa was delightfully serene, diversified by interesting occupations and elegant leisure.Every one passed the day according to his pleasure or occupation; and we all assembled in a cheerful dinner party at sunset.It was on the fourth of November, a beautiful serene day, that we had assembled in the saloon at the sound of the first dinner-bell.The family were surprised at the absence of the prince’s confessor.They waited for him in vain, and at length placed themselves at table.They first attributed his absence to his having prolonged his customary walk; and the first part of the dinner passed without any uneasiness.When the dessert was served, however, without his making his appearance, they began to feel anxious.They feared he might have been taken ill in some alley of the woods; or, that he might have fallen into the hands of robbers.At the interval of a small valley rose the mountains of the Abruzzi, the strong-hold of banditti.Indeed, the neighborhood had, for some time, been infested by them; and Barbone, a notorious bandit chief, had often been met prowling about the solitudes of Tusculum.The daring enterprises of these ruffians were well known; the objects of their cupidity or vengeance were insecure even in palaces.As yet they had respected the possessions of the prince; but the idea of such dangerous spirits hovering about the neighbourhood was sufficient to occasion alarm."
"随着夜幕的降临，大家越发担忧起来。公爵命令护林员和家仆打着火把去寻找神甫。他们离开刚一会儿，就从底楼的走廊上传来了轻微的响动。一家人正在二楼吃饭，留下的仆人也忙于服侍。这时，底楼除了管家、洗衣女工，以及正一边休息一边与女工闲聊的三个田间雇工以外，别无他人。","The fears of the company increased as evening closed in.The prince ordered out forest guards, and domestics with flambeaux to search for the confessor.They had not departed long, when a slight noise was heard in the corridor of the ground floor.The family were dining on the first floor, and the remaining domestics were occupied in attendance.There was no one on the ground floor at this moment but the house keeper, the laundress, and three field laborers, who were resting themselves, and conversing with the women."
"我听到了下面的声响，便以为是外出未归的神甫终于回来了，就起身离开饭桌，急忙下楼，想着尽早得到消息，免得那公爵夫妇再担忧。我的脚还没有踏上最后一个台阶，我就看到有个衣着酷似强盗的人，手里握着一支卡宾枪，腰带上还别着一把匕首和几支手枪。他脸上的神情，凶残但还有些惊惶。他立刻就朝我跳过来，欣喜若狂地叫喊：“那公爵在这里！”顿时，我就明白自己已经落入贼手。但我得尽力保持冷静，不能心慌意乱。我朝走廊较低的一端瞥了一眼，看到还有几个强盗在那里。抓着我的那个强盗和其他的同伙穿着同样的衣服，佩带着同样的武器。他们看守着那两个女人和三个田间雇工。那个歹徒紧紧地抓着我的衣领，反复追问我到底是不是公爵本人。很明显，他的目标是要劫持公爵，然后勒索大笔赎金。对于我含糊其辞的回答，他大为恼火。因为我感到了误导他的重要性。","I heard the noise from below, and presuming it to be occasioned by the return of the absentee, I left the table, and hastened down stairs, eager to gain intelligence that might relieve the anxiety of the prince and princess.I had scarcely reached the last step, when I beheld before me a man dressed as a bandit; a carbine in his hand, and a stiletto and pistols in his belt.His countenance had a mingled expression of ferocity and trepidation.He sprang upon me, and exclaimed exultingly, “Ecco il principe!”I saw at once into what hands I had fallen, but endeavored to summon up coolness and presence of mind.A glance towards the lower end of the corridor showed me several ruffians, clothed and armed in the same manner with the one who had seized me.They were guarding the two females and the field laborers.The robber, who held me firmly by the collar, demanded repeatedly whether or not I were the prince.His object evidently was to carry off the prince, and extort an immense ransom.He was enraged at receiving none but vague replies; for I felt the importance of misleading him."
"突然，我想到一个办法，或许能使我摆脱他的挟持。的确，我是赤手空拳，但我身强力壮。他和他的同伙又有一段距离相隔。我猛地一用力甩脱他，接着就朝楼上跑去，不管怎样他是绝不敢孤身一人追我上楼的。一拿定主意，我就立刻行动了。我用右手一下子就扼住了歹徒的那毫无遮挡的脖子，同时用左手去抓他那握手枪的手臂。我这出乎意料的行动让歹徒措手不及。我紧紧勒着他的脖子，使他呼吸困难，全身瘫软无力。他透不上气来，脚底下也踉跄不稳。我感觉到他抓着我的手逐渐松开了，就在我即将挣脱，并准备冲上楼梯，而他还有没回过神儿的时候，突然有人从背后抓住了我。","A sudden thought struck me how I might extricate myself from his clutches.I was unarmed, it is true, but I was vigorous.His companions were at a distance.By a sudden exertion I might wrest myself from him and spring up the staircase, whither he would not dare to follow me singly.The idea was put in execution as soon as conceived.The ruffian’s throat was bare: with my right hand I seized him by it, just between the mastoides; with my left hand I grasped the arm which held the carbine.The suddenness of my attack took him completely unawares; and the strangling nature of my grasp paralyzed him.He choked and faltered.I felt his hand relaxing its hold, and was on the point of jerking myself away and darting up the staircase before he could recover himself, when I was suddenly seized by some one from behind."
"我不得不松开了紧扼的手。那强盗一脱开身，就猛烈攻击我，还用枪托砸了我几下，其中一击砸在我的前额上，顿时血淌了一身。他趁我被打得头晕目眩之际，抢走了我的手表，而身上其他值钱的东西也被洗劫一空。","I had to let go my grasp.The bandit, once more released, fell upon me with fury, and gave me several blows with the butt end of his carbine, one of which wounded me severely in the forehead, and covered me with blood.He took advantage of my being stunned to rifle me of my watch and whatever valuables I had about my person."
