"zh","en"
"小说鉴赏(双语修订)(第3版)（试读）","Understanding Ficition"
"第一章 小说的意图与要素","Intention and Elements of Fiction"
"当夜色笼罩着外边的世界，穴居人空闲下来，围火坐定时，小说便诞生了。他因为恐惧而颤抖或者因为胜利而踌躇满志，于是用语言重现了狩猎的过程；他详细叙说了部落的历史；他讲述了英雄及机灵的人们的事迹；他说到一些令人惊奇的事物；他竭力虚构幻想，用神话来解释世界与命运；他在改编为故事的幻想中大大夸赞了自己。在高度发展的现代世界，穴居人炉边故事中的组成部分有许多都已经成为我们推论和研究的学科了——例如，历史学、文学、物理学、神学，以及心理学。我们发现在我们的小说里有许多原始的冲动在发挥作用。然而，我们发现它们并不是抽象地在发挥作用——像我们发现它们在心理学或哲学课本中那样——而是在人们现实生活的形象中发挥作用，像在小说或戏剧中那样。正如我们富于想象力地进入小说境界时那样，小说使我们扩大了经验，并使我们对于自我可能遭遇的情况增加了知识。小说是进行中的生活的生动体现——它是生活的一种富有想象力的演出，而作为演出，它是我们自我生活的一种扩展。","As soon as the cave man had leisure to sit around the fire while darkness covered the world beyond, fiction was born. In words, he relived, shivering with fear or gloating in victory, the events of the hunt; he recounted the past history of the tribe; he narrated the deeds of heroes and men of cunning; he told of marvels; he struggled in myths to explain the world and fate; he glorified himself in daydreamsm converted to narrative. In the sophisticated modern world, many of the elements involved in the cave man's fireside tales have led to branches of speculation and study—history, literature, physics, theology, and psychology, for instance—and we find in our fiction many of the original impulses at work. We find them at work, however, not in the abstract—as we find them in the textbook of psychology or philosophy—but in images of life in the process of being lived as in fiction or drama. Fiction, as we enter into it imaginatively, broadens our experience and increases our knowledge of the possibilities of the self. Fiction is a vital image of life in motion—it is an imaginative enactment of life—and, as such, it is an extension of our own lives."
"我们最好提醒自己，小说追溯到史前史，它体现了我们的某些最为深切的需要与利益，这是很恰当的。不过，还要提醒自己，小说经过多少年代，已经成为一种综合的艺术，正如西斯廷教堂中米开朗琪罗的壁画不同于史前洞穴中的动物绘画那样，它已不同于炉边故事，这也是很恰当的。","It is well to remind ourselves that fiction goes back to prehistory and that it embodies some of our deepest needs and interests. But it is well to remind ourselves, too, that fiction has, over the ages, become a complex art, as different from the fireside tale as Michelangelo’s frescoes in the Sistine Chapel are from the animal paintings in prehistoric caves."
"因此，让我们来探讨一下现代的实例及其组成要素。我们必须记住，随着世道的改变，小说也改变了，每一时代产生出自己的那种小说。更为重要的是，我们必须记住，虽然在我们的技术世界中，改变一般总被认为意味着进步，艺术世界中的改变（而小说基本上是一门艺术）则未必意味着进步；谁也不会认为最近的一部畅销书就一定比荷马的或莎士比亚的作品好。更为常见的是，我们预料到起伏不定，往往还有衰退。因此，我们在本书中探讨小说时，既涉及新的，也涉及老的，既涉及它们差异之处，也涉及它们类似之点。我们试图在可能范围内找出一些持续不变的原则。不过本书的主要目的不是叙述短篇小说的历史，而是加深我们对各种形式的小说的鉴赏，从而加深我们对小说的兴趣。","So let us consider modern practice and the elements that go into it. We must remember that fiction changes as the world changes, that each age produces its own kind of fiction. More important, we must remember that, though in our world of technology, change is generally taken to mean progress, change in the world of art (and fiction is primarily an art) does not necessarily mean progress; nobody would think that the last best seller is necessarily superior to Homer or to Shakespeare. More generally, we expect fluctuation, and sometimes decline. So in considering fiction here we are concerned with both the new and the old, with both their differences and their similarities. We are trying, insofar as possible, to find continuing principles. But our main purpose here is not to give a history of the short story. It is to deepen our understanding of, and consequently our pleasure in, the various forms of fiction."
"让我们首先看看我们一般同意称之为小说的所有作品中的三个基本要素：情节、人物和主题。","Let us begin by looking at three basic elements found in all the compositions that we generally agree to call fiction: action, character, and theme."
"003. 格拉米格纳的情人","003. Gramigna’s Lover"
"乔万尼·维尔加（意大利） 著","By Giovanni Verga"
"亲爱的法里娜，我现在寄给你的并不是一篇完整的小说，而是一篇小说的梗概。因此，它至少具有简洁、真实的优点——按现时的说法，它是一篇人类的记录。也许，这会引起你，以及那些想研究人心这部巨著的人的兴趣。故事是我在乡间小路上偶然听到的。我深信，与其要你从书本的字里行间，或者从作者的角度去探索它，还不如让你面对赤裸裸的事实。所以，我多少打算按照我听到的那样，用讲给我听的那些人的朴实而生动的语言来叙述它。简单的充满人性的事实，总会引起我们深思，它的价值就在于它永远是真实的，真诚的眼泪，兴奋激动，真情实感。种种激情交织在一起，以它们隐蔽、曲折，有时又似乎是互相抵触的方式融合、成熟、发展。这个神秘的过程在未来很长时期内还会构成一种心理现象的诱惑力，而这种心理现象正是现代科学分析试图极为精确地注意着的，我们则称之为小说的主题。今天的这篇故事，我仅仅讲个开头和结尾；对你，这已经足够了，或许有朝一日对其他的人也会很够了。","DEAR Farina, I’m sending you here not a story, but the outlines of a story. So it will have at least the merit of being brief, and of being true—a human document, as they say nowadays, interesting, perhaps, for you and for those who would study the great book of the heart. I’ll tell it you just as I picked it up in the lanes among the fields, more or less in the same simple and picturesque words of the people who told it to me, and you, I am sure, will prefer to stand face to face with the naked, honest fact rather than have to look for it between the lines of the book, or to see it through the author’s lens. The simple human fact will always set us thinking; it will always have the virtue of having really happened, the virtue of real tears, of fevers and sensations which have really passed through the flesh. The mysterious process by which the passions knot themselves together, interweave, ripen, develop in their own way underground, in their own tortuous windings that often seem contradictory, his will still constitute for a long time to come the attractive power of the psychological phenomenon which we call the theme of a story, and which modern analysis seeks to follow with scientific exactitude. I shall only tell you the beginning and the end of the story I am sending you today, but for you that will be enough, and perhaps one day it will be enough for everybody."
"如今，由于采用了不同的艺术方法，我们在艺术上取得了许许多多极其辉煌的成就。我们对细节比过去更为讲究、更为重视。为了使故事发展符合逻辑，我们情愿牺牲过去的艺术大师们凭着几乎是超人的直觉构思出来的悲剧性结局与心理危机的巨大效果。这样，我们就必然没有过去那么惊人，那么具有戏剧性，虽然也同样是劫数难逃的。我们即便不是太自卑，也是太谦虚了，不过我们在描写真实心理上的维尔加这封信的收信人。收获，将使未来的艺术同样获益匪浅。难道我们在研究感情方面，就永远不能达到这样一个尽善尽美的境界，使得进一步去考察人的内心世界成为没有必要的了吗？难道人类心灵的科学，这门新的艺术的硕果，就不能把想象力的种种源泉开发到这样的深度和广度，使得未来的小说和故事仅仅成为这种现象的各个不同事实的记载吗？","Nowadays we work out differently the artistic process to which we owe so many glorious works of art, we are more particular about trifles, and more intimate; we are willing to sacrifice the grand effect of the catastrophe, or of the psychological crisis, which was visioned forth with almost divine intuition by the great artists of the past, to the logical development, and hence we are necessarily less startling, less dramatic, but not less fatal; we are more modest, if not more humble; but the conquests in psychological truth made The recipient of Verga’s letter, in which form the story is cast by us will be not less useful to the art of the future. Shall we never arrive at such perfection in the study of the passions, that it will be useless to prosecute further that study of the inner man? The science of the human heart, which will be the fruit of the new art, will it not develop to such a degree and to such an extent all the resources of the imagination that the novels and stories of the future will merely record the various facts of the case?"
