"zh","en"
"白化士兵","The Adventure of the Blanched Soldier"
"白化士兵","The Adventure of the Blanched Soldier"
"我朋友华生虽然想法不多，仅有的想法却都顽固得出奇。长期以来，他一直在苦苦纠缠，逼着我自己写一篇讲述以往经历的文字。这兴许是我自讨苦吃，因为我经常都得指出他的毛病，说他写的那些故事如何如何肤浅，还说他只知道迎合大众的口味，不懂得严格地遵循事实和数据。“你自个儿试试好了，福尔摩斯！”这就是他的反驳。不容否认的是，提起笔来之后，我自己确实有所体会，既然是写故事，那就必须写成读者爱看的样子。下面这个案子读者肯定爱看，因为它是我那份记录当中最离奇的案子之一，只不过碰巧被华生漏掉了而已。既然说到了我这位老朋友兼传记作者，我不妨趁机补充一点，侦办各种区区小案的时候，我之所以要不辞辛苦地拖上一名同伴，并不是因为我感情用事，也不是因为我突发奇想，而是因为华生确实有他的独到之处，只不过他性情谦退，光顾着过甚其词地吹捧我的事迹，没有留意到他自己的优点。如果你的同伴能够预见你的结论和行动方略，那样的同伴只能说是非常危险，反过来，如果他自始至终都对事态的变化感到惊诧莫名，自始至终都对未来一片茫然，那倒可以算是一位不折不扣的理想助手。","The ideas of my friend Watson,though limited, are exceedingly pertinacious. For a long time he has worried me to write an experience of my own.Perhaps I have rather invited this persecution, since I have often had occasion to point out to him how superficial are his own accounts and to accuse him of pandering to  popular taste instead of confining himself rigidly to facts and figures. “Try it yourself,Holmes!” he has retorted, and I am compelled to admit that, having taken my pen in my hand,I do begin to realize that the matter must be presented in such a way as may interest the reader.The following case can hardly fail to do so, as it is among the strangest happenings in my collection,though it chanced that Watson had no note of it in his collection. Speaking of my old friend and biographer, I would take this opportunity toremark that if I burden myself with a companion in my various little inquiries it is not done out of sentiment or caprice, but it is that Watson has some remarkable characteristics of his own to which inhis modesty he has given small attention amid his exaggerated estimates of my own performances.A confederate who foresees your conclusions and course of action is always dangerous, but one to whom each development comes as a perpetual surprise, and to whom the future is always a closedbook, is indeed an ideal helpmate."
"按照我记事本里的记录，詹姆斯·M. 多德先生登门造访的时间是一九零三年一月，也就是布尔战[^1]刚刚打完的时候。多德先生是一位魁梧挺拔、朝气蓬勃的英国公民，皮肤被太阳晒得黝黑。那阵子，华生老兄已经做下了我记忆之中唯一的一件只顾自己不顾交情的勾当，抛下我去讨了一个老婆。多德先生上门的时候，屋里只有我一个人。","I find from my notebook that it was in January ,1903, just after the conclusion of the Boer War,that I had my visit from Mr. James M. Dodd, a big, fresh, sunburned, upstanding Briton. The good Watson had at that time deserted me for a wife,the only selfish action which I can recall in our The Adventure of the Blanched Soldier8zw2.indd 321 2013.1.10 2:13:25 PM 322 THE CASE-BOOK OF SHERLOCK HOLMES association. I was alone."
"我的习惯是自己坐在背对窗子的位置，把我对面的椅子留给客人，好让他们完全暴露在天光之下。詹姆斯·M. 多德先生似乎是不知道怎么开口，而我也没有帮助他打破沉默，原因是我可以借此机会多观察他一会儿。我早就已经发现，明智的做法是一上来就让主顾领教一下我的本事，到这会儿，我便把一部分的观察结论说了出来。","It is my habit to sit with my back to the window and to place my visitors in the opposite chair, where the light falls fullupon them. Mr. James M. Dodd seemed somewhat at a losshow to begin the interview. I did not attempt to help him, for his silence gave me more time for observation. I have found it wise to impress clients with a sense of power, and so I gave him some of my conclusions."
"“据我看，先生，您一定是从南非回来的。”","“From South Africa, sir, I perceive.”"
"“是的，先生。”他多少有点儿诧异地回答道。","“Yes, sir,” he answered, with some surprise."
"“以前是在帝国义勇骑兵部队，[^2]应该没错。”","“Imperial Yeomanry , I fancy.”"
"“没错。”","“Exactly.”"
"“米德尔塞克斯义勇骑兵团，毫无疑问。”","“Middlesex Corps, no doubt.”"
