"zh","en"
"年轻的古德曼 布朗","Young Goodman Brown"
"年轻的古德曼·布朗","Young Goodman Brown"
"作者：纳撒尼尔·霍桑","by Nathaniell Hawthorn"
"薄暮时分，年轻的古德曼·布朗（英文意为“好人”）一脚迈入塞勒姆村的街巷，却在跨出门槛后又转过头去吻别他年轻的妻子。而费丝（英文意为“信仰”），他人如其名的妻子，也把她美丽的脸探到街上；与丈夫话别时，晚风吹拂着她帽子上的粉色缎带。","Young Goodman Brown came forth at sunset into the street at Salem village; but put his head back, after crossing the threshold, to exchange a parting kiss with his young wife.And Faith, as the wife was aptly named, thrust her own pretty head into the street, letting the wind play with the pink ribbons of her cap while she called to Goodman Brown."
"“我最亲爱的，”她将双唇靠向他的耳边，温柔甚至略带伤感地悄语，“求你将行程推迟到日出之后吧，今夜请在自己的床上安眠。一个孤独的女人有时会被梦境与思绪困扰而自生忧惧。亲爱的丈夫，一年之中，只求你今夜留在我身边。”","“Dearest heart,” whispered she, softly and rather sadly, when her lips were close to his ear, “prithee put off your journey until sunrise and sleep in your own bed to-night.A lone woman is troubled with such dreams and such thoughts that she’s afeard of herself sometimes.Pray tarry with me this night, dear husband, of all nights in the year.”"
"“费丝，我的爱，”年轻的古德曼·布朗答道，“在这一年的所有夜晚中，只有今夜我必须离你而去。我的行程，依你的叫法，必在此夜结束，天亮前就得回返。怎么，我甜美可爱的妻，你我不过新婚三月，难道你已对我存疑？”","“My love and my Faith,” replied young Goodman Brown, “of all nights in the year, this one night must I tarry away from thee.My journey, as thou callest it, forth and back again, must needs be done ’twixt now and sunrise.What, my sweet, pretty wife, dost thou doubt me already, and we but three months married?”"
"“那么愿上帝保佑你！”费丝说道，戴着那条粉色缎带，“愿你归来时一切都好。”","“Then God bless you!” said Faith, with the pink ribbons; “and may you find all well when you come back.”"
"“阿门！”古德曼·布朗朗声说道，“祈祷吧，亲爱的费丝，在黑夜来临时入睡，就没有什么能伤害到你了。”","“Amen!” cried Goodman Brown.“Say thy prayers, dear Faith, and go to bed at dusk, and no harm will come to thee.”"
"于是他们分别了。年轻人循路而行，直到将要转过礼拜堂前的拐角才回过头去，只见费丝的目光仍追随着他，连她佩戴的粉色缎带都无法遮饰她忧郁的神情。","So they parted; and the young man pursued his way until, being about to turn the corner by the meeting-house, he looked back and saw the head of Faith still peeping after him with a melancholy air, in spite of her pink ribbons."
"“小可怜费丝！”他想，心脏猛烈地撞击着，“因为这种事离她而去，我简直就是一个混蛋！她还提到了梦境。当她说起，我在她的脸上觉察到困扰，仿佛曾有梦警示给她我今夜的行动。但是，不，不。这种念头会将她折磨死的。哦，她是蒙恩的凡间天使。今夜之后，我将攀住她的裙角，随她步向天堂。”","“Poor little Faith!” thought he, for his heart smote him.“What a wretch am I to leave her on such an errand!She talks of dreams, too.Methought as she spoke there was trouble in her face, as if a dream had warned her what work is to be done tonight.But no, no; ’t would kill her to think it.Well, she’s a blessed angel on earth; and after this one night I’ll cling to her skirts and follow her to heaven.”"
