"zh","en"
"菲尔米亚尼夫人","Madame Firmiani"
"菲尔米亚尼夫人","Madame Firmiani"
"作者：巴尔扎克","by Honore de Balzac"
"许多故事，或情境多变，或因为无数偶然的情节而充满戏剧性，其本身都有自己独特的构思。这些故事可以由讲述者进行艺术加工，也可以由他们不加任何修饰地平铺直叙，都不会让故事主题的魅力削减分毫。但是，也有一些在人类生活中发生的事情，唯有付出真心，才能赋予其生命；有一些细节——或许我们可以称之为细致入微——唯有经过思维同样细致的提炼，才能再现其精妙；有一些画像，要想为之注入灵魂，则必须刻画出其生动面容的最细微的表情，否则便没有任何价值可言；此外还有一些事情，要不是因为有神秘的和谐力量的存在，我们将不知道该怎样去表达或处理。这种种和谐的力量或产生于某一日、某一时，或产生于某些祥瑞天意或内在道德倾向的巧合。","Many tales, either rich in situations or made dramatic by some of the innumerable tricks of chance, carry with them their own particular setting, which can be rendered artistically or simply by those who narrate them, without their subjects losing any, even the least of their charms.But there are some incidents in human experience to which the heart alone is able to give life; there are certain details—shall we call them anatomical?—the delicate touches of which cannot be made to reappear unless by an equally delicate rendering of thought; there are portraits which require the infusion of a soul, and mean nothing unless the subtlest expression of the speaking countenance is given; furthermore, there are things which we know not how to say or do without the aid of secret harmonies which a day, an hour, a fortunate conjunction of celestial signs, or an inward moral tendency may produce."
"我们迫切需要这些神秘的启示，才能讲述这个简单的故事。希望这个故事能够吸引那些天生就多愁善感、于柔情之中获得支持的人。如果一位作家，像一个陪伴在即将离世的朋友身旁的外科医生一样，对于他所论及的主题怀着一颗敬畏之心，那么读者难道不应该去体会这种难以言表的感情吗？这种既模糊又神经质的悲伤把我们周遭都染成了灰色。它其实是一种亚健康状态。它带来的痛苦很温和，甚至时常会让人感到快乐。难道让我们自己对这种悲伤之情感同身受是如此之困难吗？如果读者属于那一类有时会想起失去的至爱亲朋的人；如果天色渐晚或者夜晚已经来临，并且他是独自一人，那就让他继续读这个故事吧。否则，还是马上把书放在一边的好。如果读者从来都没有埋葬过一位上了年纪、体弱、贫穷的亲人，他就不会懂这个故事。这个故事对于有些人，有如馥郁的麝香；而对于另一些人，则如弗洛里安的作品一样冠冕堂皇却索然无味。总之，读者必定曾纵情地哭过；曾因想起逝去的记忆和远离的身影而感到过无言的痛楚——这些记忆会使人们为大地所吞噬的一切感到痛惜，同时微笑着忆起逝去的欢乐。","Such mysterious revelations are imperatively needed in order to tell this simple history, in which we seek to interest those souls that are naturally grave and reflective and find their sustenance in tender emotions.If the writer, like the surgeon beside his dying friend, is filled with a species of reverence for the subject he is handling, should not the reader share in that inexplicable feeling?Is it so difficult to put ourselves in unison with the vague and nervous sadness which casts its gray tints all about us, and is, in fact, a semi-illness, the gentle sufferings of which are often pleasing?If the reader is of those who sometimes think upon the dear ones they have lost, if he is alone, if the day is waning or the night has come, let him read on; otherwise, he should lay aside this book at once.If he has never buried a good old relative, infirm and poor, he will not understand these pages, which to some will seem redolent of musk, to others as colorless and virtuous as those of Florian.In short, the reader must have known the luxury of tears, must have felt the silent pangs of a passing memory, the vision of a dear yet far-off Shade,—memories which bring regret for all that earth has swallowed up, with smiles for vanished joys."
"现在请你相信，即使能得到英国所有的财富，作者也不会窃取任何的诗句来美化这个故事。下面讲的是一个真实的故事。你尽可以付出你珍贵的情感——如果你拥有这种情感的话。","And now, believe that the writer would not, for the wealth of England, steal from poesy a single lie with which to embellish this narrative.The following is a true history, on which you may safely spend the treasures of your sensibility—if you have any."
"近些年，正如法国这个大家庭有各式各样的人一样，法语这门语言也有多种不同的表达方式，体现了不同人物的风格。当听到那些不同类型的巴黎人用不同的方法解释或表达同一个东西或同一事件时，你会觉得非常新奇，也非常有趣——“巴黎人”用在这里只是为了概括我们的观点的。","In these days the French language has as many idioms and represents as many idiosyncracies as there are varieties of men in the great family of France.It is extremely curious and amusing to listen to the different interpretations or versions of the same thing or the same event by the various species which compose the genus Parisian,—“Parisian” is here used merely to generalize our remark."
"因此，如果你对一个生性实际的人说：“你认识菲尔米亚尼夫人吗？”他会通过以下这番描述使你对这位女士有个初步印象：“她有着一栋位于巴克路的豪宅、布置气派的客厅、一些精美的画作、一年十万法郎的收入，和一个曾任蒙特诺特省税务长的丈夫。”说完这些，这个生性实际、又矮又胖、总穿一身黑色衣服的人会翘起下嘴唇，覆盖住上嘴唇，一边还点着头，好像在说：“都是实在人，没什么可说的。”不必多问了，生性实际的人总是通过数字、收入、或者不动产——他们字典里的一个词——来确定每个人的身份。","Therefore, if you should say to an individual of the species Practical, “Do you know Madame Firmiani?” he would present that lady to your mind by the following inventory: “Fine house in the rue du Bac, salons handsomely furnished, good pictures, one hundred thousand francs a year, husband formerly receiver-general of the department of Montenotte.”So saying, the Practical man, rotund and fat and usually dressed in black, will project his lower lip and wrap it over the upper, nodding his head as if to add: “Solid people, those; nothing to be said against them.”Ask no further; Practical men settle everybody’s status by figures, incomes, or solid acres,—a phrase of their lexicon."
"请你转向右边，再向一个游手好闲之徒问相同的问题。“菲尔米亚尼夫人吗？”他说道，“是的，没错，我和她很熟。我常参加她家的聚会，她总在星期三招待朋友；非常棒的房子！”——菲尔米亚尼夫人变成了一栋房子！但是这栋房子并不是建筑意义上一砖一瓦盖起来的，当然不是了。在游手好闲之徒的语言里，这个词表达的是一个难以形容的习语。——眼前这个游手好闲之徒，又干又瘦，面带和蔼的笑容，说着空洞的话语，后天学到的小聪明胜过先天的智慧。他俯身凑到你的耳边，眼中透着一股精明劲，说道：“我从来都没见过菲尔米亚尼先生。他的社会职务是照管在意大利的财产。菲尔米亚尼夫人是个法国女人，像巴黎人一样地大把花钱。她的茶会棒极了。这是为数不多的几个可以让你开心的府邸之一，那里的茶点非常精致。获准参加她的沙龙是很不容易的。因此，在她的沙龙上，碰到的当然都是最顶层社会的人物了。”这时，游手好闲之徒取了一撮鼻烟出来。他慢慢地吸着，好像在说：“我是要去那儿的，但别指望我会介绍你去。”","Turn to the right, and put the same question to that other man, who belongs to the species Lounger.“Madame Firmiani?” he says; “yes, yes, I know her well; I go to her parties; receives Wednesdays; highly creditable house.”—Madame Firmiani is metamorphosed into a house! but the house is not a pile of stones architectually superposed, of course not, the word presents in Lounger’s language an indescribable idiom.—Here the Lounger, a spare man with an agreeable smile, a sayer of pretty nothings with more acquired cleverness than native wit, stoops to your ear and adds, with a shrewd glance: “I have never seen Monsieur Firmiani.His social position is that of looking after property in Italy.Madame Firmiani is a Frenchwoman, and spends her money like a Parisian.She has excellent tea.It is one of the few houses where you can amuse yourself; the refreshments are exquisite.It is very difficult to get admitted; therefore, of course, one meets only the best society in her salons.”Here the Lounger takes a pinch of snuff; he inhales it slowly and seems to say: “I go there, but don’t expect me to present you.”"
"显然，这个游手好闲之徒认为菲尔米亚尼夫人在某种程度上像是个开客栈的，只是没有挂牌子。","Evidently the Lounger considers that Madame Firmiani keeps a sort of inn, without a sign."
"“你为什么想要认识菲尔米亚尼夫人呢？她家的聚会就像宫廷本身一样的乏味。这些沙龙的风尚就是无聊的谈话和愚蠢的短小歌谣。要是不能避开这些沙龙，还要脑子有什么用呢？”你这次问的是一个自大狂类型的人，他们是那种想要把整个世界掌控在自己手中、没有他们的允许，什么事情都不许做的人。他们会因别人的开心而感到难过；他们放任罪恶、衰败和过失，并且只喜欢受保护者。他们本性是贵族，却出于泄恨成了民主主义者。他们宁愿混迹于低等人中，与其为伍。","“Why do you want to know Madame Firmiani?Her parties are as dull as the Court itself.What is the good of possessing a mind unless to avoid such salons, where stupid talk and foolish little ballads are the order of the day.”You have questioned a being classed Egotist, a species who would like to keep the universe under lock and key, and let nothing be done without their permission.They are unhappy if others are happy; they forgive nothing but vices, downfalls, frailties, and like none but proteges.Aristocrats by inclination, they make themselves democrats out of spite, preferring to consort with inferiors as equals."
"“噢，菲尔米亚尼夫人，我亲爱的朋友！她是那些可爱的女性中的一个。通过这些可爱的女性，大自然祈求人们原谅她所创造的那些丑陋的人们。菲尔米亚尼夫人迷人且心地善良！我希望我拥有权力和百万财富，使我可以——”（接着便是耳语了）。“需要我为你引荐吗？”说话的是个学生类型的年轻人，因为在男人面前敢作敢为，在女人面前胆小羞怯而出名。","“Oh, Madame Firmiani, my dear fellow! she is one of those adorable women who serve as Nature’s excuse for all the ugly ones she creates.Madame Firmiani is enchanting, and so kind!I wish I were in power and possessed millions that I might—” (here a whisper).“Shall I present you?”The speaker is a youth of the Student species, known for his boldness among men and his timidity in a boudoir."
"“菲尔米亚尼夫人？”另一个人喊道，一边还舞动着他的手杖，“我来说说我对她的看法：她是一个介于三十到三十五岁之间的女人，肤色暗淡、双眼秀美、身材扁平、嗓音低哑、衣着考究、涂脂抹粉且举止迷人。总之，我亲爱的朋友，她是一个风韵犹存、仍值得为其付出感情的女人。”这番话出自纨绔子弟一类型的人之口，此人刚吃过早饭，并没认真考虑自己说的话，马上准备去骑马了。就在这种时候，纨绔子弟们都是冷酷无情的。","“Madame Firmiani?” cries another, twirling his cane.“I’ll tell you what I think of her; she is a woman between thirty and thirty-five; faded complexion, handsome eyes, flat figure, contralto voice worn out, much dressed, rather rouged, charming manners; in short, my dear fellow, the remains of a pretty woman who is still worth the trouble of a passion.”This remark is from the species Fop, who has just breakfasted, doesn’t weigh his words, and is about to mount his horse.At that particular moment Fops are pitiless."
"“她家所收藏的画作精美绝伦，无论如何也要去看一看。”另一个人答道，“再没什么能比这些画作更精美的了。”这是一个艺术品鉴赏家的回答。他离开你之后就要去佩里尼翁或特里佩那里了。对于他而言，菲尔米亚尼夫人就是一幅幅收藏的油画。","“Magnificent collection of pictures in her house; go and see them by all means,” answers another.“Nothing finer.”You have questioned one of the species Connoisseur.He leaves you to go to Perignon’s or Tripet’s.To him, Madame Firmiani is a collection of painted canvases."
"一个女人说道：“菲尔米亚尼夫人？我可不希望你去见她。”这句话含义可丰富了。菲尔米亚尼夫人！一个危险的女人！一个妖妇！她穿着考究、有品位，让别的女人都难以入睡。","A Woman: “Madame Firmiani?I don’t wish you to visit her.”This remark is rich in meanings.Madame Firmiani! a dangerouse woman! a siren! dresses well, has taste; gives other women sleepless nights."
"说这话的属于那种不怀好意的人。","Your informant belongs to the genus Spiteful."
