"zh","en"
"马贩子的女儿","The Horse Dealer's Daughter"
"马贩子的女儿","The Horse Dealer’s Daughter"
"作者：D. H. 劳伦斯","by D. H. Lawrence"
"“喂，梅布尔，你自己有什么打算？”乔问道，一副愚蠢无礼的口气。他感觉自己相当有把握。他没有听到回答，便把头转向一边，将嘴里的烟丝碎屑运到舌尖，然后吐出来。他对任何事情都漠不关心，因为他感觉自己对什么事情都有把握。","‘Well, Mabel, and what are you going to do with yourself?’ asked Joe, with foolish flippancy.He felt quite safe himself.Without listening for an answer, he turned aside, worked a grain of tobacco to the tip of his tongue, and spat it out.He did not care about anything, since he felt safe himself."
"三兄弟和他们的妹妹围坐在沉闷的早餐桌边，试图随意地商讨点什么。早上送来的邮件已经给这个家庭的命运以最后一击，一切都结束了。这个令人压抑的餐厅本身，连同它那沉重的红木家具，似乎都在等着被处理掉。","The three brothers and the sister sat round the desolate breakfast table, attempting some sort of desultory consultation.The morning’s post had given the final tap to the family fortunes, and all was over.The dreary dining-room itself, with its heavy mahogany furniture, looked as if it were waiting to be done away with."
"但是这次商讨没有取得任何结果。当这三个男人四肢摊开坐在桌旁，抽着烟并茫然地思考着他们各自的境况时，他们都表现出一种无能为力的奇怪神情。那个姑娘单独坐在一边。她二十七岁，是个个头相当矮小、面容阴沉的年轻女子。她和她的兄弟们过着不同的生活。如果没有脸上那一成不变的冷漠，她本来应当是个漂亮的姑娘。她的兄弟们管她那种表情叫“斗牛犬”。","But the consultation amounted to nothing.There was a strange air of ineffectuality about the three men, as they sprawled at table, smoking and reflecting vaguely on their own condition.The girl was alone, a rather short, sullen-looking young woman of twenty-seven.She did not share the same life as her brothers.She would have been good-looking, save for the impassive fixity of her face, ‘bull-dog’, as her brothers called it."
"外面响起了一阵混乱的马蹄声。三个男人都四肢摊开地坐在椅子里注视着。越过草坪带和大道之间的深绿色冬青树林，他们可以看见一队夏尔马正大摇大摆地走出它们各自的圈栏，被带去受训了。这是最后一次了。这些是他们经手的最后一批马了。这些年轻男人们带着挑剔的、冷漠的神情望着。对于突如其来的生活的坍塌，他们都很恐惧。被卷入灾难之中的感觉没有给他们的内心留下丝毫的自由感。","There was a confused tramping of horses’ feet outside.The three men all sprawled round in their chairs to watch.Beyond the dark holly-bushes that separated the strip of lawn from the highroad, they could see a cavalcade of shire horses swinging out of their own yard, being taken for exercise.This was the last time.These were the last horses that would go through their hands.The young men watched with critical, callous look.They were all frightened at the collapse of their lives, and the sense of disaster in which they were involved left them no inner freedom."
"然而，他们是三个十分漂亮、结实的小伙子。乔最年长，是个三十三岁的汉子，身材魁梧、面色红润、性感十足、英俊潇洒。他满脸通红，正用粗手指捻着自己黑黑的胡子，眼神浮躁而不安分。他笑的时候，露出满口牙齿，有一种色眯眯的感觉；他的举止愚笨。现在，他看着那些马，眼中流露出一种无助的呆滞神情，一种没落了的恍惚神情。","Yet they were three fine, well-set fellows enough.Joe, the eldest, was a man of thirty-three, broad and handsome in a hot, flushed way.His face was red, he twisted his black moustache over a thick finger, his eyes were shallow and restless.He had a sensual way of uncovering his teeth when he laughed, and his bearing was stupid.Now he watched the horses with a glazed look of helplessness in his eyes, a certain stupor of downfall."
"这些高大的挽马大摇大摆地走过去了。其中有四匹马头尾上套，它们喷着鼻息，沿着大道走到一条小岔路处，蔑视地用它们巨大的蹄子在细细的黑泥中践踏，炫耀地摇晃着它们硕大滚圆的屁股。当它们在拐角处被带进小路时，突然小跑了几步。它们的一举一动都表现出一种巨大的、昏睡的蛮力和令它们甘于被奴役的愚蠢。前面的马夫一边转过头来，一边猛扯缰绳。马群梦游似的在树篱后晃来晃去，最后一匹马的尾巴突然坚挺地出现在众多扭动着的滚圆的马屁股中。马队就这样走上小路，看不见了。","The great draught-horses swung past.They were tied head to tail, four of them, and they heaved along to where a lane branched off from the highroad, planting their great hoofs floutingly in the fine black mud, swinging their great rounded haunches sumptuously, and trotting a few sudden steps as they were led into the lane, round the corner.Every movement showed a massive, slumbrous strength, and a stupidity which held them in subjection.The groom at the head looked back, jerking the leading rope.And the cavalcade moved out of sight up the lane, the tail of the last horse, bobbed up tight and stiff, held out taut from the swinging great haunches as they rocked behind the hedges in a motion like sleep."
"乔用绝望呆滞的眼神望着。这些马对他而言几乎就像他自己的身体一样。他觉得自己现在完蛋了。幸好他和一位与他年纪相当的女人订了婚。因此她的父亲，附近一处庄园的管家，将给他提供一份工作。他将结婚，将会开始工作。他的人生结束了，从现在起，他将是一只受支配的动物。","Joe watched with glazed hopeless eyes.The horses were almost like his own body to him.He felt he was done for now.Luckily he was engaged to a woman as old as himself, and therefore her father, who was steward of a neighbouring estate, would provide him with a job.He would marry and go into harness.His life was over, he would be a subject animal now."
