"zh","en"
"西弗尔 埃瑟里奇","Sylph Etherege"
"西尔弗·埃瑟里奇","Sylph Etherege"
"作者：纳撒尼尔·霍桑","by Nathaniel Hawthorne"
"在一个明朗的夏日夜晚，有两个人站在一座花园里的灌木丛中，偷偷观察一位坐在隔壁公寓窗前的年轻女孩。这两个暗中观察的人中，有一位是个年轻的绅士。他举止高雅、风度翩翩，尽管相貌平平，但脸上透着机智。当他用自己修长的食指指着那个女孩时，他的脸上甚至显现出一种邪恶的神情，尽管也有些许的喜悦；他似乎觉得她已经完全处于自己的掌控之中了。","On a bright summer evening, two persons stood among the shrubbery of a garden, stealthily watching a young girl, who sat in the window seat of a neighboring mansion.One of these unseen observers, a gentleman, was youthful, and had an air of high breeding and refinement, and a face marked with intellect, though otherwise of unprepossessing aspect.His features wore even an ominous, though somewhat mirthful expression, while he pointed his long forefinger at the girl, and seemed to regard her as a creature completely within the scope of his influence."
"“魔法起作用了！”他小声说，声音虽小，却很有力。","“The charm works!” said he, in a low, but emphatic whisper."
"“你知道吗，爱德华·汉密尔顿——既然你选择叫这个名字——你知道吗，”他身旁的夫人说道，“我恨不得立刻打破你的符咒？要是这样的教训后果太严重怎么办！的确，如果嘲弄可以使我的被监护人摆脱她那毫无意义的幻想，她也许会因此获益终身。可话又说回来，她的身体这么娇弱！而且，你搞出这么个影子情敌，就不怕断送了自己的机会吗？”","“Do you know, Edward Hamilton,—since so you choose to be named,—do you know,” said the lady beside him, “that I have almost a mind to break the spell at once?What if the lesson should prove too severe!True, if my ward could be thus laughed out of her fantastic nonsense, she might be the better for it through life.But then, she is such a delicate creature!And, besides, are you not ruining your own chance, by putting forward this shadow of a rival?”"
"“只要我一声令下，他立刻就会消失得无影无踪，不是吗？”爱德华·汉密尔顿反驳道，“让魔法发挥力量吧！”","“But will he not vanish into thin air, at my bidding?” rejoined Edward Hamilton.“Let the charm work!”"
"这个女孩的身材苗条，如空气精灵般轻盈，在晚霞灿烂的光辉里，在丝绸窗帘华丽的帷幔映衬下，她静坐在深陷的窗棱中，这真是一幅完美无瑕的图画。或者说，它更像画家幻想中的美妙原型，最精美的画作在它面前也会相形见绌。她只不过在凝视手里的一幅用白色绸缎和红色摩洛哥皮革包裹的小画像，但她的这一举动激起了两位观察者的浓厚兴趣。汉密尔顿打量她时，脸上露出嘲弄和恶意的笑容，正是因为看到她在凝视画像。","The girl’s slender and sylph-like figure, tinged with radiance from the sunset clouds, and overhung with the rich drapery of the silken curtains, and set within the deep frame of the window, was a perfect picture; or, rather, it was like the original loveliness in a painter’s fancy, from which the most finished picture is but an imperfect copy.Though her occupation excited so much interest in the two spectators, she was merely gazing at a miniature which she held in her hand, encased in white satin and red morocco; nor did there appear to be any other cause for the smile of mockery and malice with which Hamilton regarded her."
"“魔法生效了！”他又喃喃地说道，“我们漂亮的西尔维亚将会为她对我的不屑付出沉重的代价！”","“The charm works!” muttered he, again.“Our pretty Sylvia’s scorn will have a dear retribution!”"
"这时，女孩抬起双眸，映入她眼帘的不是与那幅小肖像画相似的鲜活形象，而是爱德华·汉密尔顿那不详的身影，现在他从藏身的灌木丛中走了出来。","At this moment the girl raised her eyes, and, instead of a life-like semblance of the miniature, beheld the ill-omened shape of Edward Hamilton, who now stepped forth from his concealment in the shrubbery."
