"zh","en"
"故事的结局","The End of the Story"
"故事的结局","The End of the Story"
"作者：杰克·伦敦","by Jack London"
"一桌子是用手工劈的云杉木板制成的，桌面凹凸不平，所以那些玩惠斯特牌的人们常常好不容易才能把自己的牌抽过来。尽管他们都只穿着汗衫坐着，但汗珠还是一粒粒地从他们脸上渗了出来。而他们的脚虽裹在厚实的软皮平底鞋和羊毛袜里，却依然被严寒刺痛着。小棚屋里，地面的温度与离地一码以上处的温度是如此不同。育空铁皮炉呼呼地烧着，烧得通红，而八英尺外，低低地置在门边的肉架子上却放着大块冻严实了的鹿肉和熏猪肉。门从底部向上，有三分之一结了厚厚的冰霜。床铺后方那些木头的缝隙间露出了闪闪发亮的白霜。一扇油纸窗透着光亮。油纸内侧的下面部分覆了一层一英寸厚的冰霜，是人们呼吸带出的湿气结成的。","IThe table was of hand-hewn spruce boards, and the men who played whist had frequent difficulties in drawing home their tricks across the uneven surface.Though they sat in their undershirts, the sweat noduled and oozed on their faces; yet their feet, heavily moccasined and woollen-socked, tingled with the bite of the frost.Such was the difference of temperature in the small cabin between the floor level and a yard or more above it.The sheet-iron Yukon Stove roared red-hot, yet, eight feet away, on the meat-shelf, placed low and beside the door, lay chunks of solidly frozen moose and bacon.The door, a third of the way up from the bottom, was a thick rime.In the chinking between the logs at the back of the bunks the frost showed white and glistening.A window of oiled paper furnished light.The lower portion of the paper, on the inside, was coated an inch deep with the frozen moisture of the men’s breath."
"他们玩了一场意义重大的三局两胜制惠斯特牌比赛，输的那两个人要在育空河七英尺厚的冰雪上凿一个钓鱼洞。","They played a momentous rubber of whist, for the pair that lost was to dig a fishing hole through the seven feet of ice and snow that covered the Yukon."
"“这可极不寻常啊，三月里有这样一股寒潮。”洗牌的男人评论道。“你说会是多少度，鲍勃？”","“It’s mighty unusual, a cold snap like this in March,” remarked the man who shuffled.“What would you call it, Bob?”"
"“哦，零下五十五度或是零下六十度吧——肯定差不远。那你说会是多少度，医生？”","“Oh, fifty-five or sixty below—all of that.What do you make it, Doc?”"
"医生转过头去，用估测的眼光扫了一眼门的下部。","Doc turned his head and glanced at the lower part of the door with a measuring eye."
"“不会低于零下五十度。也就比零下四十九度低一点。看看门上的冰。刚好结到五十度的标记上下，但你们可以注意到上部的边缘处是凹凹凸凸的。零下七十度的时候，冰会结得再高出整整四英尺。他抓起自己的那手牌，听到一阵敲门声便道“进来”，没有停止整理手中的牌。","“Not a bit worse than fifty.If anything, slightly under—say forty-nine.See the ice on the door.It’s just about the fifty mark, but you’ll notice the upper edge is ragged.The time she went seventy the ice climbed a full four inches higher.”He picked up his hand, and without ceasing from sorting called “Come in,” to a knock on the door."
"进来的是名个子高大、肩膀宽阔的瑞典男人，但是直到他摘掉那带护耳的软帽、须髯上结的冰——那冰就像面具一样罩住他的脸——化掉后，人们才分辨出他是哪国人。经历这一场景的同时，围桌而坐的人们打着手里的牌。","The man who entered was a big, broad-shouldered Swede, though his nationality was not discernible until he had removed his ear-flapped cap and thawed away the ice which had formed on beard and moustache and which served to mask his face.While engaged in this, the men at the table played out the hand."
