"en","zh"
"Old Judas","犹大老爹"
"by Guy de Maupassant","作者：莫泊桑"
"This entire stretch of country was amazing; it was characterized by a grandeur that was almost religious, and yet it had an air of sinister desolation.","整个这片地区具有一种几乎宗教色彩的宏伟气氛，同时却又散发着一种莫名的凄凉感，令人惊叹。"
"A great, wild lake, filled with stagnant, black water, in which thousands of reeds were waving to and fro, lay in the midst of a vast circle of naked hills, where nothing grew but broom, or here and there an oak curiously twisted by the wind.","光秃秃的山丘中间有一个荒芜的大湖，湖中满是污浊的死水，密密麻麻的芦苇随风飘摇。山丘中间只长着一大圈的金雀花，偶有一棵被风吹得扭曲变形的橡树夹杂在其中。"
"Just one house stood on the banks of that dark lake, a small, low house inhabited by Uncle Joseph, an old boatman, who lived on what he could make by his fishing.","在这阴暗的湖畔，只有一所低矮的小房子，里面住着一个以捕鱼为生的老船夫——约瑟夫叔叔。"
"Once a week he carried the fish he caught into the surrounding villages, returning with the few provisions that he needed for his sustenance.","他每星期把捕的鱼送到附近的村子里，然后带回来少量基本的生活必需品。"
"I went to see this old hermit, who offered to take me with him to his nets, and I accepted.","我去看望这位孤独的老人时，他邀请我和他一起去收取渔网，我便答应了。"
"His boat was old, worm-eaten and clumsy, and the skinny old man rowed with a gentle and monotonous stroke that was soothing to the soul, already oppressed by the sadness of the land round about.","他的船又旧又粗陋，甚至被虫蛀蚀了；而这位瘦削的老人，用单调而柔和的动作划着桨，他的动作抚慰着我的心灵，那已被附近这片土地的凄凉压抑的心灵。"
"It seemed to me as if I were transported to olden times, in the midst of that ancient country, in that primitive boat, which was propelled by a man of another age.","我仿佛穿越到了远古时代，乘着那艘被另一个时期的人驾驶的原始船，来到了这个古老地区的中部。"
"He took up his nets and threw the fish into the bottom of the boat, as the fishermen of the Bible might have done.","他收起渔网，把鱼扔在船板上，正如《圣经》中的渔夫会做的那样。"
"Then he took me down to the end of the lake, where I suddenly perceived a ruin on the other side of the bank a dilapidated hut, with an enormous red cross on the wall that looked as if it might have been traced with blood, as it gleamed in the last rays of the setting sun.","随后，他把我一直带到湖的尽头，突然，我发现湖畔对面有一片废墟，那是一间破茅屋，墙上有一个巨大的红色十字架。在落日的余晖下发着微光，十字架就像是用鲜血涂上去的一样。"
"“What is that?” I asked.","“那是什么？”我问。"
"“That is where Judas died,” the man replied, crossing himself.","”那是犹大死的地方。“他说着，在胸前画了个十字。"
"I was not surprised, being almost prepared for this strange answer.","我并不感到吃惊，因为我几乎料到会是这样奇怪的回答。"
"Still I asked:","不过，我还是接着问："
"“Judas?","“犹大？"
"What Judas?”","哪个犹大？”"
"“The Wandering Jew, monsieur,” he added.","“那个永世流浪的犹太人，先生。”他补充道。"
"I asked him to tell me this legend.","我请他给我讲讲这个传说。"
"But it was better than a legend, being a true story, and quite a recent one, since Uncle Joseph had known the man.","但它比传说更有意思，是一个真实的故事，而且就是最近发生的故事，因为约瑟夫叔叔认识这个人。"
"This hut had formerly been occupied by a large woman, a kind of beggar, who lived on public charity.","以前，这间茅屋住着一个高大的女人，她靠人们的施舍为生，就跟乞丐一样。"
"Uncle Joseph did not remember from whom she had this hut. One evening an old man with a white beard, who seemed to be at least two hundred years old, and who could hardly drag himself along, asked alms of this forlorn woman, as he passed her dwelling.","她是从谁那里得到这间茅屋的，约瑟夫叔叔已经不记得了。一天晚上，一个白胡子老人，看上去已有两百岁，几乎连路也走不动了，在经过这个贫苦女人的住所时，向她乞讨。"
