"en","zh"
"The Elf Maiden","精灵姑娘"
"by Andrew Lang","作者：安德鲁·朗格"
"Once upon a time two young men living in a small village fell in love with the same girl.","很久以前，住在一个小村庄里的两个小伙子爱上了同一位姑娘。"
"During the winter, it was all night except for an hour or so about noon, when the darkness seemed a little less dark, and then they used to see which of them could tempt her out for a sleigh ride with the Northern Lights flashing above them, or which could persuade her to come to a dance in some neighbouring barn.","那里的冬天都是漫漫长夜，只有正午的一个小时左右，黑夜似乎才没有那么黑。于是他们总是在那时看谁能把姑娘约出来，在他们头顶闪耀的北极光下滑雪橇，或者看是他们谁能邀请她去某个临近的谷仓跳舞。"
"But when the spring began, and the light grew longer, the hearts of the villagers leapt at the sight of the sun, and a day was fixed for the boats to be brought out, and the great nets to be spread in the bays of some islands that lay a few miles to the north.","但是当春天来临时，白昼变长了，村民们见到太阳便满心欢喜起来，于是大家定好日子一起出海，前往北方几英里外的岛屿的海湾撒网捕鱼。"
"Everybody went on this expedition, and the two young men and the girl went with them.","全村人都出海了，包括那两个小伙子和他们心爱的姑娘。"
"They all sailed merrily across the sea chattering like a flock of magpies, or singing their favourite songs.","他们一路欢歌笑语越过大海，像一群喜鹊那样叽叽喳喳地聊着天，不时唱着他们最喜欢的歌谣。"
"And when they reached the shore, what an unpacking there was!","抵达海滨后，大家都在忙着搬运各种用品，好不热闹！"
"For this was a noted fishing ground, and here they would live, in little wooden huts, till autumn and bad weather came round again.","这是一个远近闻名的捕鱼场，他们要在这里的小木屋里住到秋天，等寒冬来临前才离开。"
"The maiden and the two young men happened to share the same hut with some friends, and fished daily from the same boat.","那位姑娘恰巧和两个小伙子以及一些朋友被分在了同一间小屋，并且他们每天用同一艘船捕鱼。"
"And as time went on, one of the youths remarked that the girl took less notice of him than she did of his companion.","随着时间的推移，其中一个小伙子发现那位姑娘对他的注意力比对他同伴的要少一些。"
"At first he tried to think that he was dreaming, and for a long while he kept his eyes shut very tight to what he did not want to see, but in spite of his efforts, the truth managed to wriggle through, and then the young man gave up trying to deceive himself, and set about finding some way to get the better of his rival.","起初，他极力劝说自己这不过是错觉，很长一段时间里，他对自己不想看到的都视而不见。然而事实又明摆着，想不承认都难。最终，小伙子终于放弃自欺欺人，而开始去寻找击败对手的方法。"
"The plan that he hit upon could not be carried out for some months; but the longer the young man thought of it, the more pleased he was with it, so he made no sign of his feelings, and waited patiently till the moment came.","他突然有了一个计划，然而实施却要等上好几个月。他越想越得意，但是表面丝毫不动声色，耐心地等待那一刻的到来。"
"This was the very day that they were all going to leave the islands, and sail back to the mainland for the winter.","这一天，他们全都要离开海岛，返回大陆过冬。"
"In the bustle and hurry of departure, the cunning fisherman contrived that their boat should be the last to put off, and when everything was ready, and the sails about to be set, he suddenly called out:","临走前，在忙乱之中，那个狡猾的渔民小伙子故意让他们的船最后一个离开，当一切都准备妥当即将起航时，他突然大叫："
"‘Oh, dear, what shall I do!","“哎呀，该怎么办！"
"I have left my best knife behind in the hut.","我把我最好的刀落在小屋了。"
"Run, like a good fellow, and get it for me, while I raise the anchor and loosen the tiller.’","好兄弟，去跑一趟，帮我拿来吧，我先起锚，调转船。”"
"Not thinking any harm, the youth jumped back on shore and made his way up the steep hank.","小伙子没有多想，立即跳回到岸上，爬上陡坡。"
"At the door of the hut he stopped and looked back, then started and gazed in horror.","在小屋的门边他停了下来，回头一看，当时就被吓得目瞪口呆。"
"The head of the boat stood out to sea, and he was left alone on the island.","船头驶向了大海，他被孤零零地抛在了海岛上。"
"Yes, there was no doubt of it—he was quite alone; and he had nothing to help him except the knife which his comrade had purposely dropped on the ledge of the window.","岛上就他一人——是的，这点毫无疑问。除了同伴故意留在窗户边的刀，他没有任何工具可用。"
"For some minutes he was too stunned by the treachery of his friend to think about anything at all, but after a while he shook himself awake, and determined that he would manage to keep alive somehow, if it were only to revenge himself.","朋友突然的背信弃义，让小伙子简直气晕了，他头脑一片空白，但是过了一会儿，他用力晃了晃脑袋，逐渐清醒过来，并发誓一定要活下去，即使只是为了报仇。"
"So he put the knife in his pocket and went off to a part of the island which was not so bare as the rest, and had a small grove of trees.","他把刀放在口袋里，前往岛上的一小片树林，那里不像岛的其他地方那样光秃秃的。"
"From one of these he cut himself a bow, which he strung with a piece of cord that had been left lying about the huts.","他砍下一个树枝做成一张弓，用在小屋周围留下的一根绳子做弦。"
"When this was ready the young man ran down to the shore and shot one or two sea-birds, which he plucked and cooked for supper.","等这些准备就绪，年轻人跑到海边，射下两只海鸟，他拔掉它们的羽毛，做了晚餐。"
"In this way the months slipped by, and Christmas came round again.","就这样，几个月过去了，又要到圣诞节了。"
"The evening before, the youth went down to the rocks and into the copse, collecting all the drift wood the sea had washed up or the gale had blown down, and he piled it up in a great stack outside the door, so that he might not have to fetch any all the next day.","圣诞前夜，小伙子走到礁石间，然后走进小灌木丛来收集海水冲上来的木头或大风吹过来的树枝，他在门外堆了一大堆，这样第二天他就不用再去拣了。"
"As soon as his task was done, he paused and looked out towards the mainland, thinking of Christmas Eve last year, and the merry dance they had had.","他的事情一做完，便停下来，朝大陆方向望去，想起了去年的圣诞节前夕，还有他们跳的欢快的舞蹈。"
"The night was still and cold, and by the help of the Northern Lights he could almost see across to the opposite coast, when, suddenly, he noticed a boat, which seemed steering straight for the island.","黑夜寂静而寒冷，在北极光的照射下，他几乎可以看到对岸。这时，他突然发现一艘船正向小岛笔直驶来。"
"At first he could hardly stand for joy, the chance of speaking to another man was so delightful; but as the boat drew near there was something, he could not tell what, that was different from the boats which he had been used to all his life, and when it touched the shore he saw that the people that filled it were beings of another world than ours.","起初，他几乎不能承受这样的喜悦，能和另一个人说话是多么令人高兴；然而当船靠近时，他觉得有些不对劲，自己同渔船打了一辈子交道，可这条渔船看着不太像本地船，也说不清哪里不一样。而当它靠岸时，他看到上面满是和我们不同的另一个世界的人。"
"Then he hastily stepped behind the wood stack, and waited for what might happen next.","于是，他赶紧躲在了木材堆后面，等着看接下来会发生什么。"
"The strange folk one by one jumped on to the rocks, each bearing a load of something that they wanted.","这伙陌生人一个接一个地跳上礁石，每个人都带着大量所需物品。"
"Among the women he remarked two young girls, more beautiful and better dressed than any of the rest, carrying between them two great baskets full of provisions.","在女人中间，他发现两个姑娘比其他人更漂亮、穿得更好看，她们两个人抬着两个装满粮食的大篮子。"
"The young man peeped out cautiously to see what all this crowd could be doing inside the tiny hut, but in a moment he drew back again, as the girls returned, and looked about as if they wanted to find out what sort of a place the island was.","年轻人小心地探出来，偷偷地四处张望，看这群人在小小的屋子里能干什么。然而他再退回来时，碰巧姑娘们折了回来，四处察看，似乎是想看看自己是来到了一个什么样的海岛。"
"Their sharp eyes soon discovered the form of a man crouching behind the bundles of sticks, and at first they felt a little frightened, and started as if they would run away.","姑娘们眼尖，立刻发现蹲在柴堆后面的人形，一开始她们还有些害怕，准备好要逃跑。"
"But the youth remained so still, that they took courage and laughed gaily to each other.","但是那个小伙子一动也不动，这反而让她们壮起了胆子，相互咯咯地笑了起来。"
"‘What a strange creature, let us try what he is made of,’ said one, and she stooped down and gave him a pinch.","“多奇怪的人啊，让我们看看他是用什么做的。”一位姑娘说着，她走过来弯下腰，拧了一下小伙子。"
